	Before	After
341	-0.045410816	-0.034671374
342	-0.00051292544	-0.00739889
343	-0.06444869	-0.06293164
344	-0.13707717	-0.14496297
345	-0.28571665	-0.29580894
346	-0.154538	-0.16511077
347	-0.12893696	-0.13543864
348	0.28592855	0.2957559
349	-0.14583556	-0.12885639
350	0.14051324	0.13569029
351	-0.15024152	-0.16631632
352	0.4912768	0.5073338
353	0.18178786	0.18749526
354	-0.30723327	-0.2908996
355	-0.3605371	-0.35504147
356	0.29518843	0.28084522
357	0.2147156	0.21218646
358	0.007478982	0.014100565
359	-0.09007894	-0.07686377
360	0.1020596	0.09757059
361	0.13158433	0.134494
362	0.34079915	0.33584037
363	-0.48333544	-0.48945707
364	-0.14638866	-0.16347007
365	0.34782782	0.36384273
366	0.013428131	0.033020135
367	0.5520701	0.55774647
368	0.46754795	0.48151055
369	-0.01905598	0.0030980057
370	0.14070687	0.12682211
371	-0.71586114	-0.72968036
372	-0.11373556	-0.121050455
373	0.590381	0.61684257
374	0.30468947	0.32280967
375	0.11455315	0.11763528
376	-0.007757705	0.007899252
377	0.32986695	0.33737192
378	-0.24641936	-0.26786295
379	0.17230335	0.15497983
380	-0.4813113	-0.49882683
381	-0.52836335	-0.53917515
382	0.06252787	0.05111727
383	-0.2419949	-0.2180312
384	-0.12488285	-0.14025891
385	-0.044009674	-0.051233824
386	0.21607019	0.2315058
387	0.25846046	0.25098172
388	0.019405343	0.011796936
389	-0.24654193	-0.233401
390	0.07291081	0.09020046
391	-0.043078408	-0.055907786
392	-0.24359979	-0.27191335
393	0.10053148	0.08409573
394	0.27007133	0.263216
395	-0.07742101	-0.089575194
396	0.17072813	0.18118219
397	-0.42645246	-0.43897623
398	0.3085476	0.29604697
399	-0.013755243	-0.021177283
400	0.58313906	0.57657105
401	0.30891782	0.31669793
402	-0.16389488	-0.15706587
403	0.2570685	0.2663748
404	0.4753168	0.47613433
405	0.31661442	0.3297702
406	0.8416501	0.8480586
407	0.09583841	0.11158445
408	-0.35020262	-0.35570422
409	-0.60175675	-0.61007273
410	0.114048235	0.10122879
411	-0.110062115	-0.11708692
412	-0.37883157	-0.38197935
413	-0.2873334	-0.30538929
414	0.19335286	0.1929586
415	-0.39469838	-0.3847087
416	0.1986699	0.1849287
417	-0.28518853	-0.28602597
418	0.045244798	0.031962194
419	0.46690214	0.48746166
420	-0.24053684	-0.2558445
421	-0.1759242	-0.17275985
422	0.05449535	0.03678003
423	0.13706441	0.12414896
424	0.015928272	0.035504285
425	0.6140352	0.62614465
426	-0.22244085	-0.20426288
427	-0.131606	-0.16696908
428	-0.39725816	-0.41096058
429	-0.29052767	-0.29808033
430	-0.069301136	-0.06908677
431	-0.2539197	-0.26515725
432	0.7135064	0.7259408
433	-0.11947604	-0.10892814
434	0.11273729	0.11712387
435	-0.19824669	-0.21313162
436	-0.29026628	-0.29248866
437	-0.050583225	-0.033424508
438	-0.10742985	-0.11200724
439	-0.28431472	-0.30123058
440	-0.091738395	-0.11263084
441	0.0312303	0.021073697
442	-0.6793845	-0.6848654
443	0.37760487	0.36638734
444	0.14552265	0.14350787
445	-0.16575512	-0.17238544
446	0.13776228	0.13781297
447	0.059104584	0.04324937
448	0.3170745	0.30949357
449	-0.10699437	-0.12173694
450	-0.029066805	-0.015915163
451	-0.0562481	-0.035113107
452	-0.07563159	-0.080438115
453	0.35728258	0.35689142
454	0.2526799	0.2512113
455	0.14540322	0.16274445
456	-0.44416916	-0.44505972
457	0.18357666	0.19472992
458	0.06743129	0.07415191
459	0.046308536	0.038442418
460	0.153227	0.17147772
461	-0.22312881	-0.21429443
462	-0.34609032	-0.34091434
463	0.114091285	0.11502843
464	0.024242401	0.010927547
465	0.24381547	0.2448179
466	0.21771343	0.20506912
467	-0.6676519	-0.6802773
468	0.3552959	0.35251194
469	-0.07349088	-0.080908164
470	-0.52004695	-0.52364594
471	-0.1167664	-0.12969644
472	0.20657143	0.22238459
473	-0.044371672	-0.054484125
474	0.5695529	0.5719769
475	-0.36631435	-0.3563668
476	-0.2851589	-0.30844703
477	-0.006545804	-0.0053351684
478	-0.11892704	-0.124307185
479	0.04992554	0.038500577
480	0.39559618	0.39092654
481	-0.15825883	-0.12747017
482	-0.09765354	-0.09509115
483	-0.55071557	-0.5528053
484	-0.057795674	-0.05640077
485	0.0027056637	0.0004636443
486	0.082244016	0.07445808
487	-0.0026636852	0.004008553
488	0.089336075	0.10081632
489	-0.22351436	-0.23612024
490	0.011479832	-4.3325916e-05
491	0.24495669	0.24904686
492	-0.14015165	-0.1604771
493	-0.54567355	-0.54418695
494	-0.2535102	-0.2613076
495	-0.059243638	-0.058038358
496	-0.045937557	-0.0326386
497	-0.4645943	-0.4786077
498	-0.0067683747	-0.008708577
499	0.12870032	0.15040517
500	0.2689029	0.27750438
501	0.31200925	0.31864694
502	0.22016315	0.22420225
503	-0.055791087	-0.06900548
504	0.1673591	0.18400533
505	-0.27490965	-0.27078304
506	0.36679497	0.38215968
507	-0.07512149	-0.059097588
508	0.30085325	0.31536004
509	0.012610021	-0.0023100763
510	0.185265	0.16338255
511	0.33404216	0.34640384
512	0.32729024	0.34925747
513	-0.06717055	-0.0907839
514	0.06433321	0.057907574
515	-0.27450055	-0.28617746
516	0.21173954	0.2245606
517	0.042369936	0.06254446
518	-0.43148094	-0.44927722
519	-0.12642428	-0.11126561
520	0.7146583	0.7163886
521	0.0037083274	-0.000758812
522	0.25314045	0.25895053
523	0.4326717	0.45392832
524	0.056617364	0.033884134
525	-0.17572518	-0.1866093
526	0.017258573	0.019432353
527	0.08569221	0.08598722
528	0.3283242	0.33943725
529	0.014000474	0.016429929
530	0.09595713	0.07734154
531	-0.052467566	-0.050707985
532	0.21581756	0.21449886
533	-0.18782607	-0.2048062
534	0.5121683	0.5266875
535	-0.031003254	-0.04305045
536	-0.29132655	-0.30489543
537	-0.0073815635	-0.0065581664
538	0.084540084	0.06089857
539	-0.10455045	-0.087566406
540	0.23656964	0.21558999
541	0.069239795	0.070887014
542	0.005826191	0.023106618
543	0.018380126	0.032236017
544	-0.16305535	-0.15341108
545	0.12227674	0.12466421
546	0.65920883	0.6667299
547	0.0074956375	-0.0016044513
548	-0.41355082	-0.43322992
549	0.06649884	0.07601065
550	0.10703888	0.100422576
551	0.051400613	0.0584443
552	-0.14563471	-0.13607018
553	-0.15487073	-0.17876731
554	-0.27458102	-0.2857184
555	-0.121159725	-0.14026175
556	-0.18422543	-0.16371177
557	0.2578414	0.27196395
558	0.22814813	0.23018679
559	0.07585958	0.064165205
560	0.21110372	0.18362238
561	-0.74925435	-0.75725687
562	-0.09779912	-0.089094214
563	-0.16814451	-0.17077236
564	-0.19737713	-0.18810765
565	-0.07094045	-0.06269837
566	-0.07532802	-0.09460702
567	-0.26830184	-0.2718899
568	-0.099004626	-0.115392745
569	0.019106887	0.03993308
570	-0.30666986	-0.29927644
571	-0.40009072	-0.38848317
572	-0.3799971	-0.3828263
573	-0.5250942	-0.53529316
574	0.26596898	0.2508861
575	0.03925147	0.028637324
576	0.23392396	0.2318753
577	0.53124124	0.5391413
578	-0.20880891	-0.22431207
579	-0.06497448	-0.07795956
580	0.25371364	0.25660333
581	-0.09251736	-0.107975215
582	-0.19489886	-0.20919497
583	0.06368953	0.07536055
584	0.09127522	0.11041233
585	0.1351224	0.15657331
586	0.3301147	0.34279758
587	-0.66399205	-0.6500583
588	-0.028208315	-0.022010155
589	-0.32327902	-0.34608328
590	0.11888438	0.13026223
591	0.0065238136	0.006874223
592	0.07285523	0.06371531
593	0.082545005	0.11009539
594	-0.036403097	-0.023450969
595	-0.39308572	-0.39489532
596	0.38218844	0.3991306
597	0.12603283	0.13642696
598	-0.031958055	-0.04067286
599	0.21290807	0.20045762
600	-0.07741379	-0.068986386
601	-0.17597215	-0.18574008
602	0.068410434	0.0893789
603	0.23713075	0.25490743
604	-0.14297514	-0.14488079
605	0.5426699	0.53024656
606	-0.060263775	-0.045992687
607	0.23570767	0.2237516
608	0.027483176	0.027690073
609	-0.24210162	-0.24447727
610	-0.09872651	-0.11772441
611	-0.1876866	-0.17840138
612	0.04092543	0.034400932
613	-0.046459187	-0.051999763
614	-0.34877983	-0.33764806
615	0.059359152	0.067815356
616	0.08973983	0.10201968
617	0.2658227	0.25399306
618	-0.02205514	-0.033446312
619	0.004179618	-0.0048251133
620	0.17741808	0.17201479
621	-0.100369625	-0.09720912
622	-0.3884566	-0.3972706
623	-0.0547846	-0.06461728
624	-0.14729977	-0.14209026
625	-0.2806744	-0.29601786
626	0.087644346	0.08620228
627	0.11955375	0.10658686
628	0.048107535	0.061064623
629	0.21685754	0.22875492
630	-0.36326388	-0.3675468
631	0.12993325	0.130528
632	-0.16719022	-0.15375061
633	0.30977958	0.31699118
634	-0.3504682	-0.34951457
635	-0.32223946	-0.31314445
636	0.072828025	0.07125115
637	-0.20093118	-0.20162144
638	-0.041102227	-0.04356707
639	0.03423517	0.034177035
640	-0.017205853	-0.00302392
641	0.1648029	0.17055401
642	0.06958421	0.08362047
643	0.5447228	0.5514326
644	-0.12004187	-0.13494112
645	0.48418278	0.49599302
646	-0.007641986	0.024468102
647	0.13492015	0.1349245
648	0.24120362	0.23137595
649	0.17629002	0.15775008
650	0.21286571	0.21663366
651	-0.3827358	-0.39150527
652	0.22345032	0.23875314
653	0.4649376	0.48097658
654	0.14967568	0.14901944
655	-0.5580898	-0.57634586
656	-0.1433086	-0.1266442
657	0.3039377	0.3246923
658	0.02837828	0.019420996
659	-0.21633352	-0.21248779
660	-0.16165464	-0.16249022
661	-0.21102807	-0.20576076
662	-0.12541306	-0.132484
663	0.014609983	0.012169375
664	0.07361361	0.08429648
665	0.11809361	0.12541147
666	0.00029313794	-0.0059478176
667	-0.28896648	-0.29854783
668	-0.048199344	-0.05047642
669	-0.23382197	-0.24012025
670	0.20523478	0.2118636
671	-0.008667344	0.0040628444
672	-0.10942034	-0.12437246
673	0.07299139	0.102162294
674	-0.4528196	-0.45838353
675	-0.16623816	-0.16493216
676	0.22529383	0.23022908
677	-0.04769706	-0.05114574
678	-0.10609392	-0.13252428
679	-0.22828242	-0.22772373
680	-0.19948597	-0.18615231
681	0.3992874	0.3962935
682	0.23813495	0.24680597
683	-0.39221713	-0.39850953
684	-0.24846572	-0.26199466
685	0.034017976	0.026626676
686	0.09042131	0.09642242
687	-0.45797446	-0.4761321
688	-0.1611479	-0.15924883
689	0.13946879	0.15323424
690	-0.27759853	-0.2948766
691	-0.056175567	-0.06354198
692	-0.04358617	-0.059199378
693	-0.06944108	-0.08216857
694	0.18789446	0.18388811
695	0.015080121	-0.0038023377
696	-0.17728212	-0.18359701
697	-0.03277713	-0.024461916
698	0.5089086	0.52224654
699	0.2493155	0.24618094
700	0.045683358	0.042986553
701	-0.5194289	-0.5276521
702	0.011609614	0.01336514
703	0.3623227	0.34260243
704	0.09629458	0.11460323
705	0.21069592	0.20675868
706	-0.04297538	-0.049807973
707	0.014843257	0.021122476
708	0.499164	0.51213443
709	0.14021446	0.13388015
710	-0.26559538	-0.25805056
711	0.07952118	0.09468275
712	-0.24059315	-0.22464204
713	0.14902334	0.16229932
714	-0.0013897582	-0.006245103
715	0.070408575	0.07487045
716	-0.37706587	-0.38066572
717	-0.101597756	-0.09431159
718	0.20988101	0.20899577
719	0.11335368	0.11544613
720	0.029205125	0.047812387
721	-0.46430945	-0.47472072
722	-0.020149993	-0.032492157
723	0.17642738	0.17154908
724	-0.030011535	-0.03202186
725	0.10535248	0.108768046
726	0.23711434	0.23059686
727	0.03345353	0.038150813
728	0.027432946	0.025978262
729	0.016296377	0.013439779
730	-0.2984868	-0.28581563
731	0.11915613	0.12836234
732	0.07824288	0.07572566
733	0.20250937	0.20799573
734	-0.17184713	-0.16831273
735	-0.03734426	-0.044433217
736	0.06693022	0.0633353
737	-0.3241896	-0.32179928
738	0.35411286	0.367192
739	-0.18355484	-0.1812585
740	0.32627523	0.3409971
741	0.013489624	0.021688705
742	0.24520211	0.24174702
743	0.26475728	0.275159
744	0.27722886	0.29215705
745	-0.014472312	-0.022669595
746	-0.1287511	-0.12618087
747	-0.11143807	-0.11546777
748	-0.28310767	-0.2872092
749	-0.06948455	-0.08247547
750	0.14985177	0.14101686
751	0.16794209	0.17694685
752	-0.15511872	-0.18081798
753	-0.11113957	-0.10046028
754	-0.21728878	-0.21969375
755	0.20482688	0.202718
756	0.14991397	0.15872656
757	0.10293869	0.10250361
758	0.5310423	0.53465754
759	-0.09847763	-0.097790286
760	0.29561028	0.3046056
761	-0.060015332	-0.07626057
762	-0.21686788	-0.22221097
763	-0.34237918	-0.35629147
764	-0.08815893	-0.08825877
765	0.26273882	0.26702183
766	0.0035746703	0.029640848
767	0.30224138	0.31161124
768	0.40464607	0.40702188
769	0.112869285	0.12234794
770	-0.09742456	-0.09803866
771	0.14601277	0.14678498
772	-0.12564577	-0.11336935
773	0.5191924	0.51736313
774	-0.48118463	-0.47218153
775	0.17807181	0.19433805
776	0.00037038722	-0.009098414
777	0.029014755	0.027820626
778	0.12584142	0.15602358
779	0.08994028	0.07544975
780	0.112513356	0.092624076
781	0.12724552	0.11431365
782	-0.06338911	-0.08628877
783	-0.04046397	-0.0426456
784	-0.35500115	-0.37764543
785	0.16701347	0.18668334
786	-0.012155072	-0.0035590837
787	-0.41933563	-0.42832598
788	0.021205086	0.008112971
789	-0.32506025	-0.34325248
790	-0.087916024	-0.091434695
791	0.040418755	0.049262322
792	-0.18359241	-0.19571003
793	0.17659971	0.19107734
794	0.3319735	0.32032356
795	-0.24010792	-0.2385402
796	-0.023240311	-0.011188541
797	0.27984107	0.2950885
798	0.16935039	0.17019135
799	0.34082478	0.35063854
800	0.040557623	0.045723315
801	0.06444653	0.069852784
802	-0.13954581	-0.13664643
803	0.45170066	0.4619385
804	-0.1858466	-0.20774749
805	-0.24672346	-0.27613693
806	-0.3392281	-0.35310334
807	0.5989594	0.6103397
808	-0.1447641	-0.15672228
809	-0.28977352	-0.3019426
810	-0.099817924	-0.08741838
811	0.10279235	0.11557073
812	0.0960163	0.097968064
813	0.21854357	0.21474056
814	-0.2893345	-0.24583271
815	0.021384407	0.02935816
816	0.21846901	0.22320822
817	0.23347788	0.22614227
818	-0.20443921	-0.2014567
819	0.22358942	0.2180167
820	-0.32320476	-0.3127147
821	-0.118263185	-0.11877042
822	0.116976805	0.12935299
823	-0.231688	-0.19378011
824	0.0947342	0.104140215
825	0.327481	0.33060127
826	0.29345006	0.31038517
827	0.0031374504	0.0035088733
828	0.4016352	0.39829013
829	-0.38117915	-0.39225468
830	0.37129262	0.39855033
831	0.0095952405	0.027770698
832	-0.134618	-0.12598574
833	0.20556177	0.23652153
834	0.0065476685	-0.0017446848
835	0.21780814	0.21203196
836	0.083801955	0.071784966
837	-0.29780006	-0.28872484
838	0.4474865	0.4595023
839	-0.036850736	-0.01568527
840	0.08448049	0.08595504
841	-0.20828155	-0.20771144
842	-0.52499527	-0.5147639
843	0.19365738	0.20206779
844	0.18893817	0.20521796
845	-0.07260173	-0.06450765
846	-0.07469663	-0.070570625
847	-0.2938059	-0.2948538
848	0.04520753	0.042703763
849	0.0027674017	0.0006883379
850	-0.26433676	-0.26508033
851	-0.18756585	-0.17277312
852	0.15795523	0.14719391
853	0.016905742	0.007985613
854	-0.41833755	-0.43186647
855	0.049849205	0.041609865
856	-0.12085524	-0.111951515
857	0.13710256	0.11121964
858	-0.23729365	-0.23143454
859	0.16141208	0.17838703
860	0.06395698	0.05188385
861	0.023118423	0.04000021
862	0.13030653	0.13349964
863	-0.02992458	-0.011994506
864	-0.093091525	-0.10568249
865	-0.26742095	-0.28000215
866	0.14969818	0.16165136
867	0.10407757	0.10271165
868	0.22542989	0.2437839
869	-0.13071787	-0.14704815
870	0.12198185	0.11982593
871	0.13909853	0.14623457
872	-0.71275866	-0.7125982
873	0.15180187	0.15285623
874	-0.088456154	-0.10030108
875	0.2256875	0.23621517
876	-0.14356358	-0.14324397
877	-0.2575865	-0.24764907
878	-0.17991063	-0.19073494
879	0.1488085	0.14715435
880	-0.011896154	-0.028624117
881	0.21598376	0.2107882
882	-0.084909104	-0.07889086
883	-0.10513232	-0.14421847
884	0.46876606	0.47051027
885	0.07536678	0.065537885
886	0.1277878	0.12879659
887	0.005695428	0.00044453779
888	0.04820317	0.06709228
889	0.3286538	0.33866423
890	-0.12828098	-0.1129946
891	-0.012935029	-0.025510784
892	-0.097519435	-0.10342134
893	-0.111146905	-0.11993708
894	0.26535603	0.2967074
895	0.037110947	0.038616624
896	0.03160797	0.023495357
897	0.06022701	0.042532746
898	0.16676001	0.19666761
899	0.2129617	0.21477567
900	0.58518493	0.58897716
901	0.022503318	0.03709323
902	-0.040947847	-0.04168549
903	0.32702366	0.34699297
904	0.03705168	0.029931257
905	-0.16777042	-0.17917463
906	-0.030186912	-0.03092954
907	-0.11774324	-0.12773745
908	0.05704908	0.04070787
909	0.5805949	0.5950662
910	0.40324274	0.4210018
911	0.02955369	0.027259836
912	-0.013884989	-0.01553441
913	-0.50728375	-0.52182937
914	-0.08335186	-0.08783147
915	-0.03809339	-0.05806951
916	-0.049587686	-0.057488378
917	-0.00054064544	-0.0003077291
918	0.35182768	0.3688599
919	0.1437172	0.13032821
920	0.17891297	0.15903516
921	0.2653782	0.28903067
922	-0.045562927	-0.050362438
923	0.22431917	0.23858212
924	-0.09541765	-0.100423336
925	0.0030287364	0.02109368
926	0.07844302	0.08112455
927	0.33796394	0.3294205
928	-0.11339423	-0.108199425
929	-0.08259011	-0.07503058
930	0.21452837	0.2127789
931	-0.07887979	-0.07867123
