Row	Erlotinib	Lapatinib	PD0325901	PLX_{4720}	CHIR_{265}	Selumetinib	Vandetanib
C_1480	0	0	0	0	0	0.397940008672038	0
C_1481	0	0	0	0	0	0.903089986991944	0
C_1482	0	0	0	0	0	1.39794000867204	0
C_1483	0	0	0	0	0	1.90308998699194	0
C_1484	0	0	0	0	0	2.39794000867204	0
C_1485	0	0	0	0	0	2.90308998699194	0
C_1486	0	0	0	0	0	3.40312052117582	0
C_1487	0	0	0	0	0	3.90308998699194	0
C_1488	0	0	0	0	0	0	0.397940008672038
C_1489	0	0	0	0	0	0	0.903089986991944
C_1490	0	0	0	0	0	0	1.39794000867204
C_1491	0	0	0	0	0	0	1.90308998699194
C_1492	0	0	0	0	0	0	2.39794000867204
C_1493	0	0	0	0	0	0	2.90308998699194
C_1494	0	0	0	0	0	0	3.40312052117582
C_1495	0	0	0	0	0	0	3.90308998699194
C_1496	0.397940008672038	0	0	0	0	0	0
C_1497	0.903089986991944	0	0	0	0	0	0
C_1498	1.39794000867204	0	0	0	0	0	0
C_1499	1.90308998699194	0	0	0	0	0	0
C_1500	2.39794000867204	0	0	0	0	0	0
C_1501	2.90308998699194	0	0	0	0	0	0
C_1502	3.40312052117582	0	0	0	0	0	0
C_1503	3.90308998699194	0	0	0	0	0	0
C_1504	0	0.397940008672038	0	0	0	0	0
C_1505	0	0.903089986991944	0	0	0	0	0
C_1506	0	1.39794000867204	0	0	0	0	0
C_1507	0	1.90308998699194	0	0	0	0	0
C_1508	0	2.39794000867204	0	0	0	0	0
C_1509	0	2.90308998699194	0	0	0	0	0
C_1510	0	3.40312052117582	0	0	0	0	0
C_1511	0	3.90308998699194	0	0	0	0	0
C_1512	0	0	0.397940008672038	0	0	0	0
C_1513	0	0	0.903089986991944	0	0	0	0
C_1514	0	0	1.39794000867204	0	0	0	0
C_1515	0	0	1.90308998699194	0	0	0	0
C_1516	0	0	2.39794000867204	0	0	0	0
C_1517	0	0	2.90308998699194	0	0	0	0
C_1518	0	0	3.40312052117582	0	0	0	0
C_1519	0	0	3.90308998699194	0	0	0	0
C_1520	0	0	0	0.397940008672038	0	0	0
C_1521	0	0	0	0.903089986991944	0	0	0
C_1522	0	0	0	1.39794000867204	0	0	0
C_1523	0	0	0	1.90308998699194	0	0	0
C_1524	0	0	0	2.39794000867204	0	0	0
C_1525	0	0	0	2.90308998699194	0	0	0
C_1526	0	0	0	3.40312052117582	0	0	0
C_1527	0	0	0	3.90308998699194	0	0	0
C_1528	0	0	0	0	0.397940008672038	0	0
C_1529	0	0	0	0	0.903089986991944	0	0
C_1530	0	0	0	0	1.39794000867204	0	0
C_1531	0	0	0	0	1.90308998699194	0	0
C_1532	0	0	0	0	2.39794000867204	0	0
C_1533	0	0	0	0	2.90308998699194	0	0
C_1534	0	0	0	0	3.40312052117582	0	0
C_1535	0	0	0	0	3.90308998699194	0	0
C_1536	0	0	0	0	0	0.397940008672038	0
C_1537	0	0	0	0	0	0.903089986991944	0
C_1538	0	0	0	0	0	1.39794000867204	0
C_1539	0	0	0	0	0	1.90308998699194	0
C_1540	0	0	0	0	0	2.39794000867204	0
C_1541	0	0	0	0	0	2.90308998699194	0
C_1542	0	0	0	0	0	3.40312052117582	0
C_1543	0	0	0	0	0	3.90308998699194	0
C_1544	0	0	0	0	0	0	0.397940008672038
C_1545	0	0	0	0	0	0	0.903089986991944
C_1546	0	0	0	0	0	0	1.39794000867204
C_1547	0	0	0	0	0	0	1.90308998699194
C_1548	0	0	0	0	0	0	2.39794000867204
C_1549	0	0	0	0	0	0	2.90308998699194
C_1550	0	0	0	0	0	0	3.40312052117582
C_1551	0	0	0	0	0	0	3.90308998699194
C_1552	0.397940008672038	0	0	0	0	0	0
C_1553	0.903089986991944	0	0	0	0	0	0
C_1554	1.39794000867204	0	0	0	0	0	0
C_1555	1.90308998699194	0	0	0	0	0	0
C_1556	2.39794000867204	0	0	0	0	0	0
C_1557	2.90308998699194	0	0	0	0	0	0
C_1558	3.40312052117582	0	0	0	0	0	0
C_1559	3.90308998699194	0	0	0	0	0	0
C_1560	0	0.397940008672038	0	0	0	0	0
C_1561	0	0.903089986991944	0	0	0	0	0
C_1562	0	1.39794000867204	0	0	0	0	0
C_1563	0	1.90308998699194	0	0	0	0	0
C_1564	0	2.39794000867204	0	0	0	0	0
C_1565	0	2.90308998699194	0	0	0	0	0
C_1566	0	3.40312052117582	0	0	0	0	0
C_1567	0	3.90308998699194	0	0	0	0	0
C_1568	0	0	0.397940008672038	0	0	0	0
C_1569	0	0	0.903089986991944	0	0	0	0
C_1570	0	0	1.39794000867204	0	0	0	0
C_1571	0	0	1.90308998699194	0	0	0	0
C_1572	0	0	2.39794000867204	0	0	0	0
C_1573	0	0	2.90308998699194	0	0	0	0
C_1574	0	0	3.40312052117582	0	0	0	0
C_1575	0	0	3.90308998699194	0	0	0	0
C_1576	0	0	0	0.397940008672038	0	0	0
C_1577	0	0	0	0.903089986991944	0	0	0
C_1578	0	0	0	1.39794000867204	0	0	0
C_1579	0	0	0	1.90308998699194	0	0	0
C_1580	0	0	0	2.39794000867204	0	0	0
C_1581	0	0	0	2.90308998699194	0	0	0
C_1582	0	0	0	3.40312052117582	0	0	0
C_1583	0	0	0	3.90308998699194	0	0	0
C_1584	0	0	0	0	0.397940008672038	0	0
C_1585	0	0	0	0	0.903089986991944	0	0
C_1586	0	0	0	0	1.39794000867204	0	0
C_1587	0	0	0	0	1.90308998699194	0	0
C_1588	0	0	0	0	2.39794000867204	0	0
C_1589	0	0	0	0	2.90308998699194	0	0
C_1590	0	0	0	0	3.40312052117582	0	0
C_1591	0	0	0	0	3.90308998699194	0	0
C_1592	0	0	0	0	0	0.397940008672038	0
C_1593	0	0	0	0	0	0.903089986991944	0
C_1594	0	0	0	0	0	1.39794000867204	0
C_1595	0	0	0	0	0	1.90308998699194	0
C_1596	0	0	0	0	0	2.39794000867204	0
C_1597	0	0	0	0	0	2.90308998699194	0
C_1598	0	0	0	0	0	3.40312052117582	0
C_1599	0	0	0	0	0	3.90308998699194	0
C_1600	0	0	0	0	0	0	0.397940008672038
C_1601	0	0	0	0	0	0	0.903089986991944
C_1602	0	0	0	0	0	0	1.39794000867204
C_1603	0	0	0	0	0	0	1.90308998699194
C_1604	0	0	0	0	0	0	2.39794000867204
C_1605	0	0	0	0	0	0	2.90308998699194
C_1606	0	0	0	0	0	0	3.40312052117582
C_1607	0	0	0	0	0	0	3.90308998699194
C_1608	0.397940008672038	0	0	0	0	0	0
C_1609	0.903089986991944	0	0	0	0	0	0
C_1610	1.39794000867204	0	0	0	0	0	0
C_1611	1.90308998699194	0	0	0	0	0	0
C_1612	2.39794000867204	0	0	0	0	0	0
C_1613	2.90308998699194	0	0	0	0	0	0
C_1614	3.40312052117582	0	0	0	0	0	0
C_1615	3.90308998699194	0	0	0	0	0	0
C_1616	0	0.397940008672038	0	0	0	0	0
C_1617	0	0.903089986991944	0	0	0	0	0
C_1618	0	1.39794000867204	0	0	0	0	0
C_1619	0	1.90308998699194	0	0	0	0	0
C_1620	0	2.39794000867204	0	0	0	0	0
C_1621	0	2.90308998699194	0	0	0	0	0
C_1622	0	3.40312052117582	0	0	0	0	0
C_1623	0	3.90308998699194	0	0	0	0	0
C_1624	0	0	0.397940008672038	0	0	0	0
C_1625	0	0	0.903089986991944	0	0	0	0
C_1626	0	0	1.39794000867204	0	0	0	0
C_1627	0	0	1.90308998699194	0	0	0	0
C_1628	0	0	2.39794000867204	0	0	0	0
C_1629	0	0	2.90308998699194	0	0	0	0
C_1630	0	0	3.40312052117582	0	0	0	0
C_1631	0	0	3.90308998699194	0	0	0	0
C_1632	0	0	0	0.397940008672038	0	0	0
C_1633	0	0	0	0.903089986991944	0	0	0
C_1634	0	0	0	1.39794000867204	0	0	0
C_1635	0	0	0	1.90308998699194	0	0	0
C_1636	0	0	0	2.39794000867204	0	0	0
C_1637	0	0	0	2.90308998699194	0	0	0
C_1638	0	0	0	3.40312052117582	0	0	0
C_1639	0	0	0	3.90308998699194	0	0	0
C_1640	0	0	0	0	0.397940008672038	0	0
C_1641	0	0	0	0	0.903089986991944	0	0
C_1642	0	0	0	0	1.39794000867204	0	0
C_1643	0	0	0	0	1.90308998699194	0	0
C_1644	0	0	0	0	2.39794000867204	0	0
C_1645	0	0	0	0	2.90308998699194	0	0
C_1646	0	0	0	0	3.40312052117582	0	0
C_1647	0	0	0	0	3.90308998699194	0	0
C_1648	0	0	0	0	0	0.397940008672038	0
C_1649	0	0	0	0	0	0.903089986991944	0
C_1650	0	0	0	0	0	1.39794000867204	0
C_1651	0	0	0	0	0	1.90308998699194	0
C_1652	0	0	0	0	0	2.39794000867204	0
C_1653	0	0	0	0	0	2.90308998699194	0
C_1654	0	0	0	0	0	3.40312052117582	0
C_1655	0	0	0	0	0	3.90308998699194	0
C_1656	0	0	0	0	0	0	0.397940008672038
C_1657	0	0	0	0	0	0	0.903089986991944
C_1658	0	0	0	0	0	0	1.39794000867204
C_1659	0	0	0	0	0	0	1.90308998699194
C_1660	0	0	0	0	0	0	2.39794000867204
C_1661	0	0	0	0	0	0	2.90308998699194
C_1662	0	0	0	0	0	0	3.40312052117582
C_1663	0	0	0	0	0	0	3.90308998699194
C_1664	0.397940008672038	0	0	0	0	0	0
C_1665	0.903089986991944	0	0	0	0	0	0
C_1666	1.39794000867204	0	0	0	0	0	0
C_1667	1.90308998699194	0	0	0	0	0	0
C_1668	2.39794000867204	0	0	0	0	0	0
C_1669	2.90308998699194	0	0	0	0	0	0
C_1670	3.40312052117582	0	0	0	0	0	0
C_1671	3.90308998699194	0	0	0	0	0	0
C_1672	0	0.397940008672038	0	0	0	0	0
C_1673	0	0.903089986991944	0	0	0	0	0
C_1674	0	1.39794000867204	0	0	0	0	0
C_1675	0	1.90308998699194	0	0	0	0	0
C_1676	0	2.39794000867204	0	0	0	0	0
C_1677	0	2.90308998699194	0	0	0	0	0
C_1678	0	3.40312052117582	0	0	0	0	0
C_1679	0	3.90308998699194	0	0	0	0	0
C_1680	0	0	0.397940008672038	0	0	0	0
C_1681	0	0	0.903089986991944	0	0	0	0
C_1682	0	0	1.39794000867204	0	0	0	0
C_1683	0	0	1.90308998699194	0	0	0	0
C_1684	0	0	2.39794000867204	0	0	0	0
C_1685	0	0	2.90308998699194	0	0	0	0
C_1686	0	0	3.40312052117582	0	0	0	0
C_1687	0	0	3.90308998699194	0	0	0	0
C_1688	0	0	0	0.397940008672038	0	0	0
C_1689	0	0	0	0.903089986991944	0	0	0
C_1690	0	0	0	1.39794000867204	0	0	0
C_1691	0	0	0	1.90308998699194	0	0	0
C_1692	0	0	0	2.39794000867204	0	0	0
C_1693	0	0	0	2.90308998699194	0	0	0
C_1694	0	0	0	3.40312052117582	0	0	0
C_1695	0	0	0	3.90308998699194	0	0	0
C_1696	0	0	0	0	0.397940008672038	0	0
C_1697	0	0	0	0	0.903089986991944	0	0
C_1698	0	0	0	0	1.39794000867204	0	0
C_1699	0	0	0	0	1.90308998699194	0	0
C_1700	0	0	0	0	2.39794000867204	0	0
C_1701	0	0	0	0	2.90308998699194	0	0
C_1702	0	0	0	0	3.40312052117582	0	0
C_1703	0	0	0	0	3.90308998699194	0	0
C_1704	0	0	0	0	0	0.397940008672038	0
C_1705	0	0	0	0	0	0.903089986991944	0
C_1706	0	0	0	0	0	1.39794000867204	0
C_1707	0	0	0	0	0	1.90308998699194	0
C_1708	0	0	0	0	0	2.39794000867204	0
C_1709	0	0	0	0	0	2.90308998699194	0
C_1710	0	0	0	0	0	3.40312052117582	0
C_1711	0	0	0	0	0	3.90308998699194	0
C_1712	0	0	0	0	0	0	0.397940008672038
C_1713	0	0	0	0	0	0	0.903089986991944
C_1714	0	0	0	0	0	0	1.39794000867204
C_1715	0	0	0	0	0	0	1.90308998699194
C_1716	0	0	0	0	0	0	2.39794000867204
C_1717	0	0	0	0	0	0	2.90308998699194
C_1718	0	0	0	0	0	0	3.40312052117582
C_1719	0	0	0	0	0	0	3.90308998699194
C_1720	0.397940008672038	0	0	0	0	0	0
C_1721	0.903089986991944	0	0	0	0	0	0
C_1722	1.39794000867204	0	0	0	0	0	0
C_1723	1.90308998699194	0	0	0	0	0	0
C_1724	2.39794000867204	0	0	0	0	0	0
C_1725	2.90308998699194	0	0	0	0	0	0
C_1726	3.40312052117582	0	0	0	0	0	0
C_1727	3.90308998699194	0	0	0	0	0	0
C_1728	0	0.397940008672038	0	0	0	0	0
C_1729	0	0.903089986991944	0	0	0	0	0
C_1730	0	1.39794000867204	0	0	0	0	0
C_1731	0	1.90308998699194	0	0	0	0	0
C_1732	0	2.39794000867204	0	0	0	0	0
C_1733	0	2.90308998699194	0	0	0	0	0
C_1734	0	3.40312052117582	0	0	0	0	0
C_1735	0	3.90308998699194	0	0	0	0	0
C_1736	0	0	0.397940008672038	0	0	0	0
C_1737	0	0	0.903089986991944	0	0	0	0
C_1738	0	0	1.39794000867204	0	0	0	0
C_1739	0	0	1.90308998699194	0	0	0	0
C_1740	0	0	2.39794000867204	0	0	0	0
C_1741	0	0	2.90308998699194	0	0	0	0
C_1742	0	0	3.40312052117582	0	0	0	0
C_1743	0	0	3.90308998699194	0	0	0	0
C_1744	0	0	0	0.397940008672038	0	0	0
C_1745	0	0	0	0.903089986991944	0	0	0
C_1746	0	0	0	1.39794000867204	0	0	0
C_1747	0	0	0	1.90308998699194	0	0	0
C_1748	0	0	0	2.39794000867204	0	0	0
C_1749	0	0	0	2.90308998699194	0	0	0
C_1750	0	0	0	3.40312052117582	0	0	0
C_1751	0	0	0	3.90308998699194	0	0	0
C_1752	0	0	0	0	0.397940008672038	0	0
C_1753	0	0	0	0	0.903089986991944	0	0
C_1754	0	0	0	0	1.39794000867204	0	0
C_1755	0	0	0	0	1.90308998699194	0	0
C_1756	0	0	0	0	2.39794000867204	0	0
C_1757	0	0	0	0	2.90308998699194	0	0
C_1758	0	0	0	0	3.40312052117582	0	0
C_1759	0	0	0	0	3.90308998699194	0	0
C_1760	0	0	0	0	0	0.397940008672038	0
C_1761	0	0	0	0	0	0.903089986991944	0
C_1762	0	0	0	0	0	1.39794000867204	0
C_1763	0	0	0	0	0	1.90308998699194	0
C_1764	0	0	0	0	0	2.39794000867204	0
C_1765	0	0	0	0	0	2.90308998699194	0
C_1766	0	0	0	0	0	3.40312052117582	0
C_1767	0	0	0	0	0	3.90308998699194	0
C_1768	0	0	0	0	0	0	0.397940008672038
C_1769	0	0	0	0	0	0	0.903089986991944
C_1770	0	0	0	0	0	0	1.39794000867204
C_1771	0	0	0	0	0	0	1.90308998699194
C_1772	0	0	0	0	0	0	2.39794000867204
C_1773	0	0	0	0	0	0	2.90308998699194
C_1774	0	0	0	0	0	0	3.40312052117582
C_1775	0	0	0	0	0	0	3.90308998699194
C_1776	0.397940008672038	0	0	0	0	0	0
C_1777	0.903089986991944	0	0	0	0	0	0
C_1778	1.39794000867204	0	0	0	0	0	0
C_1779	1.90308998699194	0	0	0	0	0	0
C_1780	2.39794000867204	0	0	0	0	0	0
C_1781	2.90308998699194	0	0	0	0	0	0
C_1782	3.40312052117582	0	0	0	0	0	0
C_1783	3.90308998699194	0	0	0	0	0	0
C_1784	0	0.397940008672038	0	0	0	0	0
C_1785	0	0.903089986991944	0	0	0	0	0
C_1786	0	1.39794000867204	0	0	0	0	0
C_1787	0	1.90308998699194	0	0	0	0	0
C_1788	0	2.39794000867204	0	0	0	0	0
C_1789	0	2.90308998699194	0	0	0	0	0
C_1790	0	3.40312052117582	0	0	0	0	0
C_1791	0	3.90308998699194	0	0	0	0	0
C_1792	0	0	0.397940008672038	0	0	0	0
C_1793	0	0	0.903089986991944	0	0	0	0
C_1794	0	0	1.39794000867204	0	0	0	0
C_1795	0	0	1.90308998699194	0	0	0	0
C_1796	0	0	2.39794000867204	0	0	0	0
C_1797	0	0	2.90308998699194	0	0	0	0
C_1798	0	0	3.40312052117582	0	0	0	0
C_1799	0	0	3.90308998699194	0	0	0	0
C_1800	0	0	0	0.397940008672038	0	0	0
C_1801	0	0	0	0.903089986991944	0	0	0
C_1802	0	0	0	1.39794000867204	0	0	0
C_1803	0	0	0	1.90308998699194	0	0	0
C_1804	0	0	0	2.39794000867204	0	0	0
C_1805	0	0	0	2.90308998699194	0	0	0
C_1806	0	0	0	3.40312052117582	0	0	0
C_1807	0	0	0	3.90308998699194	0	0	0
C_1808	0	0	0	0	0.397940008672038	0	0
C_1809	0	0	0	0	0.903089986991944	0	0
C_1810	0	0	0	0	1.39794000867204	0	0
C_1811	0	0	0	0	1.90308998699194	0	0
C_1812	0	0	0	0	2.39794000867204	0	0
C_1813	0	0	0	0	2.90308998699194	0	0
C_1814	0	0	0	0	3.40312052117582	0	0
C_1815	0	0	0	0	3.90308998699194	0	0
C_1816	0	0	0	0	0	0.397940008672038	0
C_1817	0	0	0	0	0	0.903089986991944	0
C_1818	0	0	0	0	0	1.39794000867204	0
C_1819	0	0	0	0	0	1.90308998699194	0
C_1820	0	0	0	0	0	2.39794000867204	0
C_1821	0	0	0	0	0	2.90308998699194	0
C_1822	0	0	0	0	0	3.40312052117582	0
C_1823	0	0	0	0	0	3.90308998699194	0
C_1824	0	0	0	0	0	0	0.397940008672038
C_1825	0	0	0	0	0	0	0.903089986991944
C_1826	0	0	0	0	0	0	1.39794000867204
C_1827	0	0	0	0	0	0	1.90308998699194
C_1828	0	0	0	0	0	0	2.39794000867204
C_1829	0	0	0	0	0	0	2.90308998699194
C_1830	0	0	0	0	0	0	3.40312052117582
C_1831	0	0	0	0	0	0	3.90308998699194
C_1832	0.397940008672038	0	0	0	0	0	0
C_1833	0.903089986991944	0	0	0	0	0	0
C_1834	1.39794000867204	0	0	0	0	0	0
C_1835	1.90308998699194	0	0	0	0	0	0
C_1836	2.39794000867204	0	0	0	0	0	0
C_1837	2.90308998699194	0	0	0	0	0	0
C_1838	3.40312052117582	0	0	0	0	0	0
C_1839	3.90308998699194	0	0	0	0	0	0
C_1840	0	0.397940008672038	0	0	0	0	0
C_1841	0	0.903089986991944	0	0	0	0	0
C_1842	0	1.39794000867204	0	0	0	0	0
C_1843	0	1.90308998699194	0	0	0	0	0
C_1844	0	2.39794000867204	0	0	0	0	0
C_1845	0	2.90308998699194	0	0	0	0	0
C_1846	0	3.40312052117582	0	0	0	0	0
C_1847	0	3.90308998699194	0	0	0	0	0
C_1848	0	0	0.397940008672038	0	0	0	0
C_1849	0	0	0.903089986991944	0	0	0	0
C_1850	0	0	1.39794000867204	0	0	0	0
C_1851	0	0	1.90308998699194	0	0	0	0
C_1852	0	0	2.39794000867204	0	0	0	0
C_1853	0	0	2.90308998699194	0	0	0	0
C_1854	0	0	3.40312052117582	0	0	0	0
C_1855	0	0	3.90308998699194	0	0	0	0
C_1856	0	0	0	0.397940008672038	0	0	0
C_1857	0	0	0	0.903089986991944	0	0	0
C_1858	0	0	0	1.39794000867204	0	0	0
C_1859	0	0	0	1.90308998699194	0	0	0
C_1860	0	0	0	2.39794000867204	0	0	0
C_1861	0	0	0	2.90308998699194	0	0	0
C_1862	0	0	0	3.40312052117582	0	0	0
C_1863	0	0	0	3.90308998699194	0	0	0
C_1864	0	0	0	0	0.397940008672038	0	0
C_1865	0	0	0	0	0.903089986991944	0	0
C_1866	0	0	0	0	1.39794000867204	0	0
C_1867	0	0	0	0	1.90308998699194	0	0
C_1868	0	0	0	0	2.39794000867204	0	0
C_1869	0	0	0	0	2.90308998699194	0	0
C_1870	0	0	0	0	3.40312052117582	0	0
C_1871	0	0	0	0	3.90308998699194	0	0
C_1872	0	0	0	0	0	0.397940008672038	0
C_1873	0	0	0	0	0	0.903089986991944	0
C_1874	0	0	0	0	0	1.39794000867204	0
C_1875	0	0	0	0	0	1.90308998699194	0
C_1876	0	0	0	0	0	2.39794000867204	0
C_1877	0	0	0	0	0	2.90308998699194	0
C_1878	0	0	0	0	0	3.40312052117582	0
C_1879	0	0	0	0	0	3.90308998699194	0
C_1880	0	0	0	0	0	0	0.397940008672038
C_1881	0	0	0	0	0	0	0.903089986991944
C_1882	0	0	0	0	0	0	1.39794000867204
C_1883	0	0	0	0	0	0	1.90308998699194
C_1884	0	0	0	0	0	0	2.39794000867204
C_1885	0	0	0	0	0	0	2.90308998699194
C_1886	0	0	0	0	0	0	3.40312052117582
C_1887	0	0	0	0	0	0	3.90308998699194
C_1888	0.397940008672038	0	0	0	0	0	0
C_1889	0.903089986991944	0	0	0	0	0	0
C_1890	1.39794000867204	0	0	0	0	0	0
C_1891	1.90308998699194	0	0	0	0	0	0
C_1892	2.39794000867204	0	0	0	0	0	0
C_1893	2.90308998699194	0	0	0	0	0	0
C_1894	3.40312052117582	0	0	0	0	0	0
C_1895	3.90308998699194	0	0	0	0	0	0
C_1896	0	0.397940008672038	0	0	0	0	0
C_1897	0	0.903089986991944	0	0	0	0	0
C_1898	0	1.39794000867204	0	0	0	0	0
C_1899	0	1.90308998699194	0	0	0	0	0
C_1900	0	2.39794000867204	0	0	0	0	0
C_1901	0	2.90308998699194	0	0	0	0	0
C_1902	0	3.40312052117582	0	0	0	0	0
C_1903	0	3.90308998699194	0	0	0	0	0
C_1904	0	0	0.397940008672038	0	0	0	0
C_1905	0	0	0.903089986991944	0	0	0	0
C_1906	0	0	1.39794000867204	0	0	0	0
C_1907	0	0	1.90308998699194	0	0	0	0
C_1908	0	0	2.39794000867204	0	0	0	0
C_1909	0	0	2.90308998699194	0	0	0	0
C_1910	0	0	3.40312052117582	0	0	0	0
C_1911	0	0	3.90308998699194	0	0	0	0
C_1912	0	0	0	0.397940008672038	0	0	0
C_1913	0	0	0	0.903089986991944	0	0	0
C_1914	0	0	0	1.39794000867204	0	0	0
C_1915	0	0	0	1.90308998699194	0	0	0
C_1916	0	0	0	2.39794000867204	0	0	0
C_1917	0	0	0	2.90308998699194	0	0	0
C_1918	0	0	0	3.40312052117582	0	0	0
C_1919	0	0	0	3.90308998699194	0	0	0
C_1920	0	0	0	0	0.397940008672038	0	0
C_1921	0	0	0	0	0.903089986991944	0	0
C_1922	0	0	0	0	1.39794000867204	0	0
C_1923	0	0	0	0	1.90308998699194	0	0
C_1924	0	0	0	0	2.39794000867204	0	0
C_1925	0	0	0	0	2.90308998699194	0	0
C_1926	0	0	0	0	3.40312052117582	0	0
C_1927	0	0	0	0	3.90308998699194	0	0
C_1928	0	0	0	0	0	0.397940008672038	0
C_1929	0	0	0	0	0	0.903089986991944	0
C_1930	0	0	0	0	0	1.39794000867204	0
C_1931	0	0	0	0	0	1.90308998699194	0
C_1932	0	0	0	0	0	2.39794000867204	0
C_1933	0	0	0	0	0	2.90308998699194	0
C_1934	0	0	0	0	0	3.40312052117582	0
C_1935	0	0	0	0	0	3.90308998699194	0
C_1936	0	0	0	0	0	0	0.397940008672038
C_1937	0	0	0	0	0	0	0.903089986991944
C_1938	0	0	0	0	0	0	1.39794000867204
C_1939	0	0	0	0	0	0	1.90308998699194
C_1940	0	0	0	0	0	0	2.39794000867204
C_1941	0	0	0	0	0	0	2.90308998699194
C_1942	0	0	0	0	0	0	3.40312052117582
C_1943	0	0	0	0	0	0	3.90308998699194
C_1944	0.397940008672038	0	0	0	0	0	0
C_1945	0.903089986991944	0	0	0	0	0	0
C_1946	1.39794000867204	0	0	0	0	0	0
C_1947	1.90308998699194	0	0	0	0	0	0
C_1948	2.39794000867204	0	0	0	0	0	0
C_1949	2.90308998699194	0	0	0	0	0	0
C_1950	3.40312052117582	0	0	0	0	0	0
C_1951	3.90308998699194	0	0	0	0	0	0
C_1952	0	0.397940008672038	0	0	0	0	0
C_1953	0	0.903089986991944	0	0	0	0	0
C_1954	0	1.39794000867204	0	0	0	0	0
C_1955	0	1.90308998699194	0	0	0	0	0
C_1956	0	2.39794000867204	0	0	0	0	0
C_1957	0	2.90308998699194	0	0	0	0	0
C_1958	0	3.40312052117582	0	0	0	0	0
C_1959	0	3.90308998699194	0	0	0	0	0
C_1960	0	0	0.397940008672038	0	0	0	0
C_1961	0	0	0.903089986991944	0	0	0	0
C_1962	0	0	1.39794000867204	0	0	0	0
C_1963	0	0	1.90308998699194	0	0	0	0
C_1964	0	0	2.39794000867204	0	0	0	0
C_1965	0	0	2.90308998699194	0	0	0	0
C_1966	0	0	3.40312052117582	0	0	0	0
C_1967	0	0	3.90308998699194	0	0	0	0
C_1968	0	0	0	0.397940008672038	0	0	0
C_1969	0	0	0	0.903089986991944	0	0	0
C_1970	0	0	0	1.39794000867204	0	0	0
C_1971	0	0	0	1.90308998699194	0	0	0
C_1972	0	0	0	2.39794000867204	0	0	0
C_1973	0	0	0	2.90308998699194	0	0	0
C_1974	0	0	0	3.40312052117582	0	0	0
C_1975	0	0	0	3.90308998699194	0	0	0
C_1976	0	0	0	0	0.397940008672038	0	0
C_1977	0	0	0	0	0.903089986991944	0	0
C_1978	0	0	0	0	1.39794000867204	0	0
C_1979	0	0	0	0	1.90308998699194	0	0
C_1980	0	0	0	0	2.39794000867204	0	0
C_1981	0	0	0	0	2.90308998699194	0	0
C_1982	0	0	0	0	3.40312052117582	0	0
C_1983	0	0	0	0	3.90308998699194	0	0
C_1984	0	0	0	0	0	0.397940008672038	0
C_1985	0	0	0	0	0	0.903089986991944	0
C_1986	0	0	0	0	0	1.39794000867204	0
C_1987	0	0	0	0	0	1.90308998699194	0
C_1988	0	0	0	0	0	2.39794000867204	0
C_1989	0	0	0	0	0	2.90308998699194	0
C_1990	0	0	0	0	0	3.40312052117582	0
C_1991	0	0	0	0	0	3.90308998699194	0
C_1992	0	0	0	0	0	0	0.397940008672038
C_1993	0	0	0	0	0	0	0.903089986991944
C_1994	0	0	0	0	0	0	1.39794000867204
C_1995	0	0	0	0	0	0	1.90308998699194
C_1996	0	0	0	0	0	0	2.39794000867204
C_1997	0	0	0	0	0	0	2.90308998699194
C_1998	0	0	0	0	0	0	3.40312052117582
C_1999	0	0	0	0	0	0	3.90308998699194
C_2000	0.397940008672038	0	0	0	0	0	0
C_2001	0.903089986991944	0	0	0	0	0	0
C_2002	1.39794000867204	0	0	0	0	0	0
C_2003	1.90308998699194	0	0	0	0	0	0
C_2004	2.39794000867204	0	0	0	0	0	0
C_2005	2.90308998699194	0	0	0	0	0	0
C_2006	3.40312052117582	0	0	0	0	0	0
C_2007	3.90308998699194	0	0	0	0	0	0
C_2008	0	0.397940008672038	0	0	0	0	0
C_2009	0	0.903089986991944	0	0	0	0	0
C_2010	0	1.39794000867204	0	0	0	0	0
C_2011	0	1.90308998699194	0	0	0	0	0
C_2012	0	2.39794000867204	0	0	0	0	0
C_2013	0	2.90308998699194	0	0	0	0	0
C_2014	0	3.40312052117582	0	0	0	0	0
C_2015	0	3.90308998699194	0	0	0	0	0
C_2016	0	0	0.397940008672038	0	0	0	0
C_2017	0	0	0.903089986991944	0	0	0	0
C_2018	0	0	1.39794000867204	0	0	0	0
C_2019	0	0	1.90308998699194	0	0	0	0
C_2020	0	0	2.39794000867204	0	0	0	0
C_2021	0	0	2.90308998699194	0	0	0	0
C_2022	0	0	3.40312052117582	0	0	0	0
C_2023	0	0	3.90308998699194	0	0	0	0
C_2024	0	0	0	0.397940008672038	0	0	0
C_2025	0	0	0	0.903089986991944	0	0	0
C_2026	0	0	0	1.39794000867204	0	0	0
C_2027	0	0	0	1.90308998699194	0	0	0
C_2028	0	0	0	2.39794000867204	0	0	0
C_2029	0	0	0	2.90308998699194	0	0	0
C_2030	0	0	0	3.40312052117582	0	0	0
C_2031	0	0	0	3.90308998699194	0	0	0
C_2032	0	0	0	0	0.397940008672038	0	0
C_2033	0	0	0	0	0.903089986991944	0	0
C_2034	0	0	0	0	1.39794000867204	0	0
C_2035	0	0	0	0	1.90308998699194	0	0
C_2036	0	0	0	0	2.39794000867204	0	0
