Row	Erlotinib	Lapatinib	PD0325901	PLX_{4720}	CHIR_{265}	Selumetinib	Vandetanib
C_54	0	0	0	0	0	0	2.90308998699194
C_55	0	0	0	0	0	0	3.40312052117582
C_56	0	0	0	0	0	0	3.90308998699194
C_57	0.397940008672038	0	0	0	0	0	0
C_58	0.903089986991944	0	0	0	0	0	0
C_59	1.39794000867204	0	0	0	0	0	0
C_60	1.90308998699194	0	0	0	0	0	0
C_61	2.39794000867204	0	0	0	0	0	0
C_62	2.90308998699194	0	0	0	0	0	0
C_63	3.40312052117582	0	0	0	0	0	0
C_64	3.90308998699194	0	0	0	0	0	0
C_65	0	0.397940008672038	0	0	0	0	0
C_66	0	0.903089986991944	0	0	0	0	0
C_67	0	1.39794000867204	0	0	0	0	0
C_68	0	1.90308998699194	0	0	0	0	0
C_69	0	2.39794000867204	0	0	0	0	0
C_70	0	2.90308998699194	0	0	0	0	0
C_71	0	3.40312052117582	0	0	0	0	0
C_72	0	3.90308998699194	0	0	0	0	0
C_73	0	0	0.397940008672038	0	0	0	0
C_74	0	0	0.903089986991944	0	0	0	0
C_75	0	0	1.39794000867204	0	0	0	0
C_76	0	0	1.90308998699194	0	0	0	0
C_77	0	0	2.39794000867204	0	0	0	0
C_78	0	0	2.90308998699194	0	0	0	0
C_79	0	0	3.40312052117582	0	0	0	0
C_80	0	0	3.90308998699194	0	0	0	0
C_81	0	0	0	0.397940008672038	0	0	0
C_82	0	0	0	0.903089986991944	0	0	0
C_83	0	0	0	1.39794000867204	0	0	0
C_84	0	0	0	1.90308998699194	0	0	0
C_85	0	0	0	2.39794000867204	0	0	0
C_86	0	0	0	2.90308998699194	0	0	0
C_87	0	0	0	3.40312052117582	0	0	0
C_88	0	0	0	3.90308998699194	0	0	0
C_89	0	0	0	0	0.397940008672038	0	0
C_90	0	0	0	0	0.903089986991944	0	0
C_91	0	0	0	0	1.39794000867204	0	0
C_92	0	0	0	0	1.90308998699194	0	0
C_93	0	0	0	0	2.39794000867204	0	0
C_94	0	0	0	0	2.90308998699194	0	0
C_95	0	0	0	0	3.40312052117582	0	0
C_96	0	0	0	0	3.90308998699194	0	0
C_97	0	0	0	0	0	0.397940008672038	0
C_98	0	0	0	0	0	0.903089986991944	0
C_99	0	0	0	0	0	1.39794000867204	0
C_100	0	0	0	0	0	1.90308998699194	0
C_101	0	0	0	0	0	2.39794000867204	0
C_102	0	0	0	0	0	2.90308998699194	0
C_103	0	0	0	0	0	3.40312052117582	0
C_104	0	0	0	0	0	3.90308998699194	0
C_105	0	0	0	0	0	0	0.397940008672038
C_106	0	0	0	0	0	0	0.903089986991944
C_107	0	0	0	0	0	0	1.39794000867204
C_108	0	0	0	0	0	0	1.90308998699194
C_109	0	0	0	0	0	0	2.39794000867204
C_110	0	0	0	0	0	0	2.90308998699194
C_111	0	0	0	0	0	0	3.40312052117582
C_112	0	0	0	0	0	0	3.90308998699194
C_113	0.397940008672038	0	0	0	0	0	0
C_114	0.903089986991944	0	0	0	0	0	0
C_115	1.39794000867204	0	0	0	0	0	0
C_116	1.90308998699194	0	0	0	0	0	0
C_117	2.39794000867204	0	0	0	0	0	0
C_118	2.90308998699194	0	0	0	0	0	0
C_119	3.40312052117582	0	0	0	0	0	0
C_120	3.90308998699194	0	0	0	0	0	0
C_121	0	0.397940008672038	0	0	0	0	0
C_122	0	0.903089986991944	0	0	0	0	0
C_123	0	1.39794000867204	0	0	0	0	0
C_124	0	1.90308998699194	0	0	0	0	0
C_125	0	2.39794000867204	0	0	0	0	0
C_126	0	2.90308998699194	0	0	0	0	0
C_127	0	3.40312052117582	0	0	0	0	0
C_128	0	3.90308998699194	0	0	0	0	0
C_129	0	0	0.397940008672038	0	0	0	0
C_130	0	0	0.903089986991944	0	0	0	0
C_131	0	0	1.39794000867204	0	0	0	0
C_132	0	0	1.90308998699194	0	0	0	0
C_133	0	0	2.39794000867204	0	0	0	0
C_134	0	0	2.90308998699194	0	0	0	0
C_135	0	0	3.40312052117582	0	0	0	0
C_136	0	0	3.90308998699194	0	0	0	0
C_137	0	0	0	0.397940008672038	0	0	0
C_138	0	0	0	0.903089986991944	0	0	0
C_139	0	0	0	1.39794000867204	0	0	0
C_140	0	0	0	1.90308998699194	0	0	0
C_141	0	0	0	2.39794000867204	0	0	0
C_142	0	0	0	2.90308998699194	0	0	0
C_143	0	0	0	3.40312052117582	0	0	0
C_144	0	0	0	3.90308998699194	0	0	0
C_145	0	0	0	0	0.397940008672038	0	0
C_146	0	0	0	0	0.903089986991944	0	0
C_147	0	0	0	0	1.39794000867204	0	0
C_148	0	0	0	0	1.90308998699194	0	0
C_149	0	0	0	0	2.39794000867204	0	0
C_150	0	0	0	0	2.90308998699194	0	0
C_151	0	0	0	0	3.40312052117582	0	0
C_152	0	0	0	0	3.90308998699194	0	0
C_153	0	0	0	0	0	0.397940008672038	0
C_154	0	0	0	0	0	0.903089986991944	0
C_155	0	0	0	0	0	1.39794000867204	0
C_156	0	0	0	0	0	1.90308998699194	0
C_157	0	0	0	0	0	2.39794000867204	0
C_158	0	0	0	0	0	2.90308998699194	0
C_159	0	0	0	0	0	3.40312052117582	0
C_160	0	0	0	0	0	3.90308998699194	0
C_161	0	0	0	0	0	0	0.397940008672038
C_162	0	0	0	0	0	0	0.903089986991944
C_163	0	0	0	0	0	0	1.39794000867204
C_164	0	0	0	0	0	0	1.90308998699194
C_165	0	0	0	0	0	0	2.39794000867204
C_166	0	0	0	0	0	0	2.90308998699194
C_167	0	0	0	0	0	0	3.40312052117582
C_168	0	0	0	0	0	0	3.90308998699194
C_169	0.397940008672038	0	0	0	0	0	0
C_170	0.903089986991944	0	0	0	0	0	0
C_171	1.39794000867204	0	0	0	0	0	0
C_172	1.90308998699194	0	0	0	0	0	0
C_173	2.39794000867204	0	0	0	0	0	0
C_174	2.90308998699194	0	0	0	0	0	0
C_175	3.40312052117582	0	0	0	0	0	0
C_176	3.90308998699194	0	0	0	0	0	0
C_177	0	0.397940008672038	0	0	0	0	0
C_178	0	0.903089986991944	0	0	0	0	0
C_179	0	1.39794000867204	0	0	0	0	0
C_180	0	1.90308998699194	0	0	0	0	0
C_181	0	2.39794000867204	0	0	0	0	0
C_182	0	2.90308998699194	0	0	0	0	0
C_183	0	3.40312052117582	0	0	0	0	0
C_184	0	3.90308998699194	0	0	0	0	0
C_185	0	0	0.397940008672038	0	0	0	0
C_186	0	0	0.903089986991944	0	0	0	0
C_187	0	0	1.39794000867204	0	0	0	0
C_188	0	0	1.90308998699194	0	0	0	0
C_189	0	0	2.39794000867204	0	0	0	0
C_190	0	0	2.90308998699194	0	0	0	0
C_191	0	0	3.40312052117582	0	0	0	0
C_192	0	0	3.90308998699194	0	0	0	0
C_193	0	0	0	0.397940008672038	0	0	0
C_194	0	0	0	0.903089986991944	0	0	0
C_195	0	0	0	1.39794000867204	0	0	0
C_196	0	0	0	1.90308998699194	0	0	0
C_197	0	0	0	2.39794000867204	0	0	0
C_198	0	0	0	2.90308998699194	0	0	0
C_199	0	0	0	3.40312052117582	0	0	0
C_200	0	0	0	3.90308998699194	0	0	0
C_201	0	0	0	0	0.397940008672038	0	0
C_202	0	0	0	0	0.903089986991944	0	0
C_203	0	0	0	0	1.39794000867204	0	0
C_204	0	0	0	0	1.90308998699194	0	0
C_205	0	0	0	0	2.39794000867204	0	0
C_206	0	0	0	0	2.90308998699194	0	0
C_207	0	0	0	0	3.40312052117582	0	0
C_208	0	0	0	0	3.90308998699194	0	0
C_209	0	0	0	0	0	0.397940008672038	0
C_210	0	0	0	0	0	0.903089986991944	0
C_211	0	0	0	0	0	1.39794000867204	0
C_212	0	0	0	0	0	1.90308998699194	0
C_213	0	0	0	0	0	2.39794000867204	0
C_214	0	0	0	0	0	2.90308998699194	0
C_215	0	0	0	0	0	3.40312052117582	0
C_216	0	0	0	0	0	3.90308998699194	0
C_217	0	0	0	0	0	0	0.397940008672038
C_218	0	0	0	0	0	0	0.903089986991944
C_219	0	0	0	0	0	0	1.39794000867204
C_220	0	0	0	0	0	0	1.90308998699194
C_221	0	0	0	0	0	0	2.39794000867204
C_222	0	0	0	0	0	0	2.90308998699194
C_223	0	0	0	0	0	0	3.40312052117582
C_224	0	0	0	0	0	0	3.90308998699194
C_225	0.397940008672038	0	0	0	0	0	0
C_226	0.903089986991944	0	0	0	0	0	0
C_227	1.39794000867204	0	0	0	0	0	0
C_228	1.90308998699194	0	0	0	0	0	0
C_229	2.39794000867204	0	0	0	0	0	0
C_230	2.90308998699194	0	0	0	0	0	0
C_231	3.40312052117582	0	0	0	0	0	0
C_232	3.90308998699194	0	0	0	0	0	0
C_233	0	0.397940008672038	0	0	0	0	0
C_234	0	0.903089986991944	0	0	0	0	0
C_235	0	1.39794000867204	0	0	0	0	0
C_236	0	1.90308998699194	0	0	0	0	0
C_237	0	2.39794000867204	0	0	0	0	0
C_238	0	2.90308998699194	0	0	0	0	0
C_239	0	3.40312052117582	0	0	0	0	0
C_240	0	3.90308998699194	0	0	0	0	0
C_241	0	0	0.903089986991944	0	0	0	0
C_242	0	0	1.39794000867204	0	0	0	0
C_243	0	0	1.90308998699194	0	0	0	0
C_244	0	0	2.39794000867204	0	0	0	0
C_245	0	0	2.90308998699194	0	0	0	0
C_246	0	0	3.40312052117582	0	0	0	0
C_247	0	0	3.90308998699194	0	0	0	0
C_248	0	0	0	0.397940008672038	0	0	0
C_249	0	0	0	0.903089986991944	0	0	0
C_250	0	0	0	1.39794000867204	0	0	0
C_251	0	0	0	1.90308998699194	0	0	0
C_252	0	0	0	2.39794000867204	0	0	0
C_253	0	0	0	2.90308998699194	0	0	0
C_254	0	0	0	3.40312052117582	0	0	0
C_255	0	0	0	3.90308998699194	0	0	0
C_256	0	0	0	0	0.397940008672038	0	0
C_257	0	0	0	0	0.903089986991944	0	0
C_258	0	0	0	0	1.39794000867204	0	0
C_259	0	0	0	0	1.90308998699194	0	0
C_260	0	0	0	0	2.39794000867204	0	0
C_261	0	0	0	0	2.90308998699194	0	0
C_262	0	0	0	0	3.40312052117582	0	0
C_263	0	0	0	0	3.90308998699194	0	0
C_264	0	0	0	0	0	0.397940008672038	0
C_265	0	0	0	0	0	0.903089986991944	0
C_266	0	0	0	0	0	1.39794000867204	0
C_267	0	0	0	0	0	1.90308998699194	0
C_268	0	0	0	0	0	2.39794000867204	0
C_269	0	0	0	0	0	2.90308998699194	0
C_270	0	0	0	0	0	3.40312052117582	0
C_271	0	0	0	0	0	3.90308998699194	0
C_272	0	0	0	0	0	0	0.397940008672038
C_273	0	0	0	0	0	0	0.903089986991944
C_274	0	0	0	0	0	0	1.39794000867204
C_275	0	0	0	0	0	0	1.90308998699194
C_276	0	0	0	0	0	0	2.39794000867204
C_277	0	0	0	0	0	0	2.90308998699194
C_278	0	0	0	0	0	0	3.40312052117582
C_279	0	0	0	0	0	0	3.90308998699194
C_280	0.397940008672038	0	0	0	0	0	0
C_281	0.903089986991944	0	0	0	0	0	0
C_282	1.39794000867204	0	0	0	0	0	0
C_283	1.90308998699194	0	0	0	0	0	0
C_284	2.39794000867204	0	0	0	0	0	0
C_285	2.90308998699194	0	0	0	0	0	0
C_286	3.40312052117582	0	0	0	0	0	0
C_287	3.90308998699194	0	0	0	0	0	0
C_288	0	0.397940008672038	0	0	0	0	0
C_289	0	0.903089986991944	0	0	0	0	0
C_290	0	1.39794000867204	0	0	0	0	0
C_291	0	1.90308998699194	0	0	0	0	0
C_292	0	2.39794000867204	0	0	0	0	0
C_293	0	2.90308998699194	0	0	0	0	0
C_294	0	3.40312052117582	0	0	0	0	0
C_295	0	3.90308998699194	0	0	0	0	0
C_296	0	0	0.397940008672038	0	0	0	0
C_297	0	0	0.903089986991944	0	0	0	0
C_298	0	0	1.39794000867204	0	0	0	0
C_299	0	0	1.90308998699194	0	0	0	0
C_300	0	0	2.39794000867204	0	0	0	0
C_301	0	0	2.90308998699194	0	0	0	0
C_302	0	0	3.40312052117582	0	0	0	0
C_303	0	0	3.90308998699194	0	0	0	0
C_304	0	0	0	0.397940008672038	0	0	0
C_305	0	0	0	0.903089986991944	0	0	0
C_306	0	0	0	1.39794000867204	0	0	0
C_307	0	0	0	1.90308998699194	0	0	0
C_308	0	0	0	2.39794000867204	0	0	0
C_309	0	0	0	2.90308998699194	0	0	0
C_310	0	0	0	3.40312052117582	0	0	0
C_311	0	0	0	3.90308998699194	0	0	0
C_312	0	0	0	0	0.397940008672038	0	0
C_313	0	0	0	0	0.903089986991944	0	0
C_314	0	0	0	0	1.39794000867204	0	0
C_315	0	0	0	0	1.90308998699194	0	0
C_316	0	0	0	0	2.39794000867204	0	0
C_317	0	0	0	0	2.90308998699194	0	0
C_318	0	0	0	0	3.40312052117582	0	0
C_319	0	0	0	0	3.90308998699194	0	0
C_320	0	0	0	0	0	0.397940008672038	0
C_321	0	0	0	0	0	0.903089986991944	0
C_322	0	0	0	0	0	1.39794000867204	0
C_323	0	0	0	0	0	1.90308998699194	0
C_324	0	0	0	0	0	2.39794000867204	0
C_325	0	0	0	0	0	2.90308998699194	0
C_326	0	0	0	0	0	3.40312052117582	0
C_327	0	0	0	0	0	3.90308998699194	0
C_328	0	0	0	0	0	0	0.397940008672038
C_329	0	0	0	0	0	0	0.903089986991944
C_330	0	0	0	0	0	0	1.39794000867204
C_331	0	0	0	0	0	0	1.90308998699194
C_332	0	0	0	0	0	0	2.39794000867204
C_333	0	0	0	0	0	0	2.90308998699194
C_334	0	0	0	0	0	0	3.40312052117582
C_335	0	0	0	0	0	0	3.90308998699194
C_336	0.397940008672038	0	0	0	0	0	0
C_337	0.903089986991944	0	0	0	0	0	0
C_338	1.39794000867204	0	0	0	0	0	0
C_339	1.90308998699194	0	0	0	0	0	0
C_340	2.39794000867204	0	0	0	0	0	0
C_341	2.90308998699194	0	0	0	0	0	0
C_342	3.40312052117582	0	0	0	0	0	0
C_343	3.90308998699194	0	0	0	0	0	0
C_344	0	0.397940008672038	0	0	0	0	0
C_345	0	0.903089986991944	0	0	0	0	0
C_346	0	1.39794000867204	0	0	0	0	0
C_347	0	1.90308998699194	0	0	0	0	0
C_348	0	2.39794000867204	0	0	0	0	0
C_349	0	2.90308998699194	0	0	0	0	0
C_350	0	3.40312052117582	0	0	0	0	0
C_351	0	3.90308998699194	0	0	0	0	0
C_352	0	0	0.397940008672038	0	0	0	0
C_353	0	0	0.903089986991944	0	0	0	0
C_354	0	0	1.39794000867204	0	0	0	0
C_355	0	0	1.90308998699194	0	0	0	0
C_356	0	0	2.39794000867204	0	0	0	0
C_357	0	0	2.90308998699194	0	0	0	0
C_358	0	0	3.40312052117582	0	0	0	0
C_359	0	0	3.90308998699194	0	0	0	0
C_360	0	0	0	0.397940008672038	0	0	0
C_361	0	0	0	0.903089986991944	0	0	0
C_362	0	0	0	1.39794000867204	0	0	0
C_363	0	0	0	1.90308998699194	0	0	0
C_364	0	0	0	2.39794000867204	0	0	0
C_365	0	0	0	2.90308998699194	0	0	0
C_366	0	0	0	3.40312052117582	0	0	0
C_367	0	0	0	3.90308998699194	0	0	0
C_368	0	0	0	0	0.397940008672038	0	0
C_369	0	0	0	0	0.903089986991944	0	0
C_370	0	0	0	0	1.39794000867204	0	0
C_371	0	0	0	0	1.90308998699194	0	0
C_372	0	0	0	0	2.39794000867204	0	0
C_373	0	0	0	0	2.90308998699194	0	0
C_374	0	0	0	0	3.40312052117582	0	0
C_375	0	0	0	0	3.90308998699194	0	0
C_376	0	0	0	0	0	0.397940008672038	0
C_377	0	0	0	0	0	0.903089986991944	0
C_378	0	0	0	0	0	1.39794000867204	0
C_379	0	0	0	0	0	1.90308998699194	0
C_380	0	0	0	0	0	2.39794000867204	0
C_381	0	0	0	0	0	2.90308998699194	0
C_382	0	0	0	0	0	3.40312052117582	0
C_383	0	0	0	0	0	3.90308998699194	0
C_384	0	0	0	0	0	0	0.397940008672038
C_385	0	0	0	0	0	0	0.903089986991944
C_386	0	0	0	0	0	0	1.39794000867204
C_387	0	0	0	0	0	0	1.90308998699194
C_388	0	0	0	0	0	0	2.39794000867204
C_389	0	0	0	0	0	0	2.90308998699194
C_390	0	0	0	0	0	0	3.40312052117582
C_391	0	0	0	0	0	0	3.90308998699194
C_392	0.397940008672038	0	0	0	0	0	0
C_393	0.903089986991944	0	0	0	0	0	0
C_394	1.39794000867204	0	0	0	0	0	0
C_395	1.90308998699194	0	0	0	0	0	0
C_396	2.39794000867204	0	0	0	0	0	0
C_397	2.90308998699194	0	0	0	0	0	0
C_398	3.40312052117582	0	0	0	0	0	0
C_399	3.90308998699194	0	0	0	0	0	0
C_400	0	0.397940008672038	0	0	0	0	0
C_401	0	0.903089986991944	0	0	0	0	0
C_402	0	1.39794000867204	0	0	0	0	0
C_403	0	1.90308998699194	0	0	0	0	0
C_404	0	2.39794000867204	0	0	0	0	0
C_405	0	2.90308998699194	0	0	0	0	0
C_406	0	3.40312052117582	0	0	0	0	0
C_407	0	3.90308998699194	0	0	0	0	0
C_408	0	0	0.397940008672038	0	0	0	0
C_409	0	0	0.903089986991944	0	0	0	0
C_410	0	0	1.39794000867204	0	0	0	0
C_411	0	0	1.90308998699194	0	0	0	0
C_412	0	0	2.39794000867204	0	0	0	0
C_413	0	0	2.90308998699194	0	0	0	0
C_414	0	0	3.40312052117582	0	0	0	0
C_415	0	0	3.90308998699194	0	0	0	0
C_416	0	0	0	0.397940008672038	0	0	0
C_417	0	0	0	0.903089986991944	0	0	0
C_418	0	0	0	1.39794000867204	0	0	0
C_419	0	0	0	1.90308998699194	0	0	0
C_420	0	0	0	2.39794000867204	0	0	0
C_421	0	0	0	2.90308998699194	0	0	0
C_422	0	0	0	3.40312052117582	0	0	0
C_423	0	0	0	3.90308998699194	0	0	0
C_424	0	0	0	0	0.397940008672038	0	0
C_425	0	0	0	0	0.903089986991944	0	0
C_426	0	0	0	0	1.39794000867204	0	0
C_427	0	0	0	0	1.90308998699194	0	0
C_428	0	0	0	0	2.39794000867204	0	0
C_429	0	0	0	0	2.90308998699194	0	0
C_430	0	0	0	0	3.40312052117582	0	0
C_431	0	0	0	0	3.90308998699194	0	0
C_432	0	0	0	0	0	0.397940008672038	0
C_433	0	0	0	0	0	0.903089986991944	0
C_434	0	0	0	0	0	1.39794000867204	0
C_435	0	0	0	0	0	1.90308998699194	0
C_436	0	0	0	0	0	2.39794000867204	0
C_437	0	0	0	0	0	2.90308998699194	0
C_438	0	0	0	0	0	3.40312052117582	0
C_439	0	0	0	0	0	3.90308998699194	0
C_440	0	0	0	0	0	0	0.397940008672038
C_441	0	0	0	0	0	0	0.903089986991944
C_442	0	0	0	0	0	0	1.39794000867204
C_443	0	0	0	0	0	0	1.90308998699194
C_444	0	0	0	0	0	0	2.39794000867204
C_445	0	0	0	0	0	0	2.90308998699194
C_446	0	0	0	0	0	0	3.40312052117582
C_447	0	0	0	0	0	0	3.90308998699194
C_448	0.397940008672038	0	0	0	0	0	0
C_449	0.903089986991944	0	0	0	0	0	0
C_450	1.39794000867204	0	0	0	0	0	0
C_451	1.90308998699194	0	0	0	0	0	0
C_452	2.39794000867204	0	0	0	0	0	0
C_453	2.90308998699194	0	0	0	0	0	0
C_454	3.40312052117582	0	0	0	0	0	0
C_455	3.90308998699194	0	0	0	0	0	0
C_456	0	0.397940008672038	0	0	0	0	0
C_457	0	0.903089986991944	0	0	0	0	0
C_458	0	1.39794000867204	0	0	0	0	0
C_459	0	1.90308998699194	0	0	0	0	0
C_460	0	2.39794000867204	0	0	0	0	0
C_461	0	2.90308998699194	0	0	0	0	0
C_462	0	3.40312052117582	0	0	0	0	0
C_463	0	3.90308998699194	0	0	0	0	0
C_464	0	0	0.397940008672038	0	0	0	0
C_465	0	0	0.903089986991944	0	0	0	0
C_466	0	0	1.39794000867204	0	0	0	0
C_467	0	0	1.90308998699194	0	0	0	0
C_468	0	0	2.39794000867204	0	0	0	0
C_469	0	0	2.90308998699194	0	0	0	0
C_470	0	0	3.40312052117582	0	0	0	0
C_471	0	0	3.90308998699194	0	0	0	0
C_472	0	0	0	0.397940008672038	0	0	0
C_473	0	0	0	0.903089986991944	0	0	0
C_474	0	0	0	1.39794000867204	0	0	0
C_475	0	0	0	1.90308998699194	0	0	0
C_476	0	0	0	2.39794000867204	0	0	0
C_477	0	0	0	2.90308998699194	0	0	0
C_478	0	0	0	3.40312052117582	0	0	0
C_479	0	0	0	3.90308998699194	0	0	0
C_480	0	0	0	0	0.397940008672038	0	0
C_481	0	0	0	0	0.903089986991944	0	0
C_482	0	0	0	0	1.39794000867204	0	0
C_483	0	0	0	0	1.90308998699194	0	0
C_484	0	0	0	0	2.39794000867204	0	0
C_485	0	0	0	0	2.90308998699194	0	0
C_486	0	0	0	0	3.40312052117582	0	0
C_487	0	0	0	0	3.90308998699194	0	0
C_488	0	0	0	0	0	0.397940008672038	0
C_489	0	0	0	0	0	0.903089986991944	0
C_490	0	0	0	0	0	1.39794000867204	0
C_491	0	0	0	0	0	1.90308998699194	0
C_492	0	0	0	0	0	2.39794000867204	0
C_493	0	0	0	0	0	2.90308998699194	0
C_494	0	0	0	0	0	3.40312052117582	0
C_495	0	0	0	0	0	3.90308998699194	0
C_496	0	0	0	0	0	0	0.397940008672038
C_497	0	0	0	0	0	0	0.903089986991944
C_498	0	0	0	0	0	0	1.39794000867204
C_499	0	0	0	0	0	0	1.90308998699194
C_500	0	0	0	0	0	0	2.39794000867204
C_501	0	0	0	0	0	0	2.90308998699194
C_502	0	0	0	0	0	0	3.40312052117582
C_503	0	0	0	0	0	0	3.90308998699194
C_504	0.397940008672038	0	0	0	0	0	0
C_505	0.903089986991944	0	0	0	0	0	0
C_506	1.39794000867204	0	0	0	0	0	0
C_507	1.90308998699194	0	0	0	0	0	0
C_508	2.39794000867204	0	0	0	0	0	0
C_509	2.90308998699194	0	0	0	0	0	0
C_510	3.40312052117582	0	0	0	0	0	0
C_511	3.90308998699194	0	0	0	0	0	0
C_512	0	0.397940008672038	0	0	0	0	0
C_513	0	0.903089986991944	0	0	0	0	0
C_514	0	1.39794000867204	0	0	0	0	0
C_515	0	1.90308998699194	0	0	0	0	0
C_516	0	2.39794000867204	0	0	0	0	0
C_517	0	2.90308998699194	0	0	0	0	0
C_518	0	3.40312052117582	0	0	0	0	0
C_519	0	3.90308998699194	0	0	0	0	0
C_520	0	0	0.397940008672038	0	0	0	0
C_521	0	0	0.903089986991944	0	0	0	0
C_522	0	0	1.39794000867204	0	0	0	0
C_523	0	0	1.90308998699194	0	0	0	0
C_524	0	0	2.39794000867204	0	0	0	0
C_525	0	0	2.90308998699194	0	0	0	0
C_526	0	0	3.40312052117582	0	0	0	0
C_527	0	0	3.90308998699194	0	0	0	0
C_528	0	0	0	0.397940008672038	0	0	0
C_529	0	0	0	0.903089986991944	0	0	0
C_530	0	0	0	1.39794000867204	0	0	0
C_531	0	0	0	1.90308998699194	0	0	0
C_532	0	0	0	2.39794000867204	0	0	0
C_533	0	0	0	2.90308998699194	0	0	0
C_534	0	0	0	3.40312052117582	0	0	0
C_535	0	0	0	3.90308998699194	0	0	0
C_536	0	0	0	0	0.397940008672038	0	0
C_537	0	0	0	0	0.903089986991944	0	0
C_538	0	0	0	0	1.39794000867204	0	0
C_539	0	0	0	0	1.90308998699194	0	0
C_540	0	0	0	0	2.39794000867204	0	0
C_541	0	0	0	0	2.90308998699194	0	0
C_542	0	0	0	0	3.40312052117582	0	0
C_543	0	0	0	0	3.90308998699194	0	0
C_544	0	0	0	0	0	0.397940008672038	0
C_545	0	0	0	0	0	0.903089986991944	0
C_546	0	0	0	0	0	1.39794000867204	0
C_547	0	0	0	0	0	1.90308998699194	0
C_548	0	0	0	0	0	2.39794000867204	0
C_549	0	0	0	0	0	2.90308998699194	0
C_550	0	0	0	0	0	3.40312052117582	0
C_551	0	0	0	0	0	3.90308998699194	0
C_552	0	0	0	0	0	0	0.397940008672038
C_553	0	0	0	0	0	0	0.903089986991944
C_554	0	0	0	0	0	0	1.39794000867204
C_555	0	0	0	0	0	0	1.90308998699194
C_556	0	0	0	0	0	0	2.39794000867204
C_557	0	0	0	0	0	0	2.90308998699194
C_558	0	0	0	0	0	0	3.40312052117582
C_559	0	0	0	0	0	0	3.90308998699194
C_560	0.397940008672038	0	0	0	0	0	0
C_561	0.903089986991944	0	0	0	0	0	0
C_562	1.39794000867204	0	0	0	0	0	0
C_563	1.90308998699194	0	0	0	0	0	0
C_564	2.39794000867204	0	0	0	0	0	0
C_565	2.90308998699194	0	0	0	0	0	0
C_566	3.40312052117582	0	0	0	0	0	0
C_567	3.90308998699194	0	0	0	0	0	0
C_568	0	0.397940008672038	0	0	0	0	0
C_569	0	0.903089986991944	0	0	0	0	0
C_570	0	1.39794000867204	0	0	0	0	0
C_571	0	1.90308998699194	0	0	0	0	0
C_572	0	2.39794000867204	0	0	0	0	0
C_573	0	2.90308998699194	0	0	0	0	0
C_574	0	3.40312052117582	0	0	0	0	0
C_575	0	3.90308998699194	0	0	0	0	0
C_576	0	0	0.397940008672038	0	0	0	0
C_577	0	0	0.903089986991944	0	0	0	0
C_578	0	0	1.39794000867204	0	0	0	0
