code	name	TF	ligand
Q9Y4R8	TELO2	False	False
P42680	TEC	False	False
Q9BXR5	TLR10	False	False
P21580	TNFAIP3	False	False
P33981	TTK	False	False
Q15831	STK11	False	False
Q13188	STK3	False	False
Q8IUC6	TICAM1	False	False
O15455	TLR3	False	False
O75385	ULK1	False	False
P48995	TRPC1	False	False
Q14694	USP10	False	False
O15357	INPPL1	False	False
Q9H2G2	SLK	False	False
Q9BPZ7	MAPKAP1	False	False
Q03518	TAP1	False	False
P28347	TEAD1	False	False
P08575	PTPRC	False	False
Q7L7X3	TAOK1	False	False
Q9Y5X1	SNX9	False	False
O60343	TBC1D4	False	False
P01137	TGFB1	False	True
Q9Y2C9	TLR6	False	False
P35916	FLT4	False	False
Q04912	MST1R	False	False
Q99961	SH3GL1	False	False
Q99717	SMAD5	False	False
P00749	PLAU	False	True
Q9UBY5	LPAR3	False	False
Q02750	MAP2K1	False	False
P52564	MAP2K6	False	False
P04637	TP53	True	False
Q8N2H9	PELI3	False	False
Q13164	MAPK7	False	False
O75469	NR1I2	False	False
O96013	PAK4	False	False
O15530	PDPK1	False	False
Q99650	OSMR	False	False
Q16625	OCLN	False	False
Q9HBI1	PARVB	False	False
P07948	LYN	False	False
O95819	MAP4K4	False	False
P01106	MYC	True	False
P17931	LGALS3	False	False
O75030	MITF	True	False
P26367	PAX6	False	False
Q13526	PIN1	False	False
Q14980	NUMA1	False	False
P08648	ITGA5	False	False
P43629	KIR3DL1	False	False
Q9BZQ8	NIBAN1	False	False
P35568	IRS1	False	False
O43318	MAP3K7	False	False
P49790	NUP153	False	False
Q92630	DYRK2	False	False
Q9NSI5	IGSF5	False	False
Q13651	IL10RA	False	False
Q9C000	NLRP1	False	False
O60346	PHLPP1	False	False
P37231	PPARG	False	False
P67775	PPP2CA	False	False
Q99640	PKMYT1	False	False
P21453	S1PR1	False	False
Q9Y6N7	ROBO1	False	False
Q5VZM2	RRAGB	False	False
P29353	SHC1	False	False
Q6N021	TET2	False	False
O00161	SNAP23	False	False
Q9NYK1	TLR7	False	False
Q13114	TRAF3	False	False
Q12933	TRAF2	False	False
Q9NS56	TOPORS	False	False
Q13671	RIN1	False	False
Q8IXJ6	SIRT2	False	False
Q06330	RBPJ	False	False
Q02763	TEK	False	False
P36941	LTBR	False	False
Q99973	TEP1	False	False
Q9NR96	TLR9	False	False
P04629	NTRK1	False	False
P06400	RB1	False	False
O43353	RIPK2	False	False
Q9C0H9	SRCIN1	False	False
Q8IUQ4	SIAH1	False	False
P35590	TIE1	False	False
P25942	CD40	False	False
Q92854	SEMA4D	False	True
Q9Y490	TLN1	False	False
P10276	RARA	False	False
Q9Y572	RIPK3	False	False
Q15750	TAB1	False	False
Q99594	TEAD3	False	False
Q15399	TLR1	False	False
P58753	TIRAP	False	False
P28702	RXRB	False	False
Q9UEW8	STK39	False	False
P10828	THRB	False	False
P10827	THRA	False	False
Q15561	TEAD4	False	False
P01375	TNF	False	True
Q9NQC3	RTN4	False	False
Q16143	SNCB	False	False
P43403	ZAP70	False	False
Q969D9	TSLP	False	True
P40818	USP8	False	False
P25490	YY1	False	False
Q13464	ROCK1	False	False
Q9UHA4	LAMTOR3	False	False
P29475	NOS1	False	False
Q13017	ARHGAP5	False	False
P36956	SREBF1	True	False
Q9NZQ3	NCKIPSD	False	False
O43597	SPRY2	False	False
P12755	SKI	False	False
P05787	KRT8	False	False
O15031	PLXNB2	False	False
Q13761	RUNX3	True	False
P17947	SPI1	True	False
Q13972	RASGRF1	False	False
Q13127	REST	False	False
Q13546	RIPK1	False	False
P30050	RPL12	False	False
O43765	SGTA	False	False
P29373	CRABP2	False	False
Q9HB90	RRAGC	False	False
Q01105	SET	False	False
P53805	RCAN1	False	False
P11233	RALA	False	False
Q06124	PTPN11	False	False
P07949	RET	False	False
P10301	RRAS	False	False
O95049	TJP3	False	False
Q07157	TJP1	False	False
Q15942	ZYX	False	False
P50552	VASP	False	False
Q15910	EZH2	False	False
P05112	IL4	False	True
P08069	IGF1R	False	False
Q16552	IL17A	False	True
P15260	IFNGR1	False	False
P29274	ADORA2A	False	False
P62258	YWHAE	False	False
Q9GZX7	AICDA	False	False
P27540	ARNT	False	False
Q13315	ATM	False	False
Q9BXL7	CARD11	False	False
Q9NZJ5	EIF2AK3	False	False
Q15389	ANGPT1	False	True
P49450	CENPA	False	False
P50613	CDK7	False	False
P67870	CSNK2B	False	False
P23528	CFL1	False	False
P29692	EEF1D	False	False
P42262	GRIA2	False	False
P08238	HSP90AB1	False	False
O15111	CHUK	False	False
Q9NPH3	IL1RAP	False	False
Q13418	ILK	False	False
P21333	FLNA	False	False
Q08050	FOXM1	True	False
Q9H461	FZD8	False	False
Q9Y2X7	GIT1	False	False
P05019	IGF1	False	True
P42702	LIFR	False	False
Q9NPH9	IL26	False	True
Q08881	ITK	False	False
P08727	KRT19	False	False
P16157	ANK1	False	False
P35637	FUS	False	False
Q14393	GAS6	False	True
P55196	AFDN	False	False
P01584	IL1B	False	True
Q9NXV6	CDKN2AIP	False	False
O14757	CHEK1	False	False
P16070	CD44	False	False
O95786	DDX58	False	False
P03372	ESR1	True	False
P49841	GSK3B	False	False
Q9Y624	F11R	False	False
Q9UQF2	MAPK8IP1	False	False
P78314	SH3BP2	False	False
O95433	AHSA1	False	False
P15336	ATF2	True	False
P54756	EPHA5	False	False
O75084	FZD7	False	False
O43432	EIF4G3	False	False
Q12778	FOXO1	True	False
P01589	IL2RA	False	False
P13232	IL7	False	True
P30305	CDC25B	False	False
Q96CV9	OPTN	False	False
P35372	OPRM1	False	False
Q15118	PDK1	False	False
Q9H492	MAP1LC3A	False	False
P30304	CDC25A	False	False
O75376	NCOR1	False	False
Q9P1W9	PIM2	False	False
Q9H3D4	TP63	True	False
Q86V86	PIM3	False	False
Q8N2W9	PIAS4	False	False
Q13522	PPP1R1A	False	False
Q14145	KEAP1	False	False
Q15418	RPS6KA1	False	False
Q14114	LRP8	False	False
P29376	LTK	False	False
Q9Y5V3	MAGED1	False	False
Q9BUB5	MKNK1	False	False
Q99466	NOTCH4	False	False
P51617	IRAK1	False	False
Q8NG31	KNL1	False	False
O95382	MAP3K6	False	False
Q13163	MAP2K5	False	False
P49674	CSNK1E	False	False
P19838	NFKB1	True	False
Q16512	PKN1	False	False
P10721	KIT	False	False
Q8IW41	MAPKAPK5	False	False
Q02779	MAP3K10	False	False
Q9BQG0	MYBBP1A	False	False
P36896	ACVR1B	False	False
Q12802	AKAP13	False	False
Q13094	LCP2	False	False
Q6ZMQ8	AATK	False	False
Q01538	MYT1	False	False
Q14596	NBR1	False	False
Q9Y239	NOD1	False	False
Q08209	PPP3CA	False	False
P53779	MAPK10	False	False
P06748	NPM1	False	False
Q00987	MDM2	False	False
P55055	NR1H2	False	False
Q14332	FZD2	False	False
Q14469	HES1	False	False
P16871	IL7R	False	False
Q8N6P7	IL22RA1	False	False
P38484	IFNGR2	False	False
Q15349	RPS6KA2	False	False
P48729	CSNK1A1	False	False
Q14192	FHL2	False	False
P31995	FCGR2C	False	False
P22455	FGFR4	False	False
O75487	GPC4	False	False
O43561	LAT	False	False
Q14676	MDC1	False	False
P30273	FCER1G	False	False
O75791	GRAP2	False	False
P54753	EPHB3	False	False
P50148	GNAQ	False	False
P41743	PRKCI	False	False
P24723	PRKCH	False	False
Q9UBS0	RPS6KB2	False	False
Q9BZL6	PRKD2	False	False
Q15722	LTB4R	False	False
P12259	F5	False	False
P63211	GNGT1	False	False
Q9UQL6	HDAC5	False	False
P14784	IL2RB	False	False
O14920	IKBKB	False	False
Q00978	IRF9	True	False
Q3V6T2	CCDC88A	False	False
P35579	MYH9	False	False
P21860	ERBB3	False	False
Q99684	GFI1	False	False
P52565	ARHGDIA	False	False
P63215	GNG3	False	False
Q9H2X6	HIPK2	False	False
Q9UBP5	HEY2	False	False
P49116	NR2C2	False	False
P12036	NEFH	False	False
Q15303	ERBB4	False	False
P26951	IL3RA	False	False
P01579	IFNG	False	True
P35225	IL13	False	True
Q9NQS7	INCENP	False	False
P23458	JAK1	False	False
Q99836	MYD88	False	False
Q99558	MAP3K14	False	False
Q92918	MAP4K1	False	False
Q13233	MAP3K1	False	False
P41279	MAP3K8	False	False
Q96JB8	MPP4	False	False
O14786	NRP1	False	False
P13725	OSM	False	True
O75676	RPS6KA4	False	False
P23443	RPS6KB1	False	False
P30307	CDC25C	False	False
P46531	NOTCH1	False	False
Q06546	GABPA	False	False
Q9HBH9	MKNK2	False	False
P45984	MAPK9	False	False
Q9Y618	NCOR2	False	False
O95944	NCR2	False	False
P43490	NAMPT	False	True
Q8NG66	NEK11	False	False
Q16665	HIF1A	True	False
P22301	IL10	False	True
P05556	ITGB1	False	False
P17535	JUND	True	False
Q8IX03	WWC1	False	False
O75581	LRP6	False	False
Q99759	MAP3K3	False	False
P15172	MYOD1	False	False
P26927	MST1	False	False
Q13261	IL15RA	False	False
P05161	ISG15	False	False
Q92831	KAT2B	False	False
Q96T58	SPEN	False	False
Q9H8S9	MOB1A	False	False
Q9UM47	NOTCH3	False	False
Q8N5S9	CAMKK1	False	False
Q15139	PRKD1	False	False
O60285	NUAK1	False	False
Q9BY44	EIF2A	False	False
Q01844	EWSR1	False	False
O75460	ERN1	False	False
O00291	HIP1	False	False
P53667	LIMK1	False	False
Q96PU5	NEDD4L	False	False
Q86UR1	NOXA1	False	False
P00533	EGFR	False	False
Q9ULV1	FZD4	False	False
P04150	NR3C1	False	False
Q13322	GRB10	False	False
Q12904	AIMP1	False	False
Q92945	KHSRP	False	False
P29992	GNA11	False	False
P54764	EPHA4	False	False
Q9BZS1	FOXP3	False	False
O95166	GABARAP	False	False
Q13469	NFATC2	False	False
P63092	GNAS	False	False
P78347	GTF2I	False	False
Q9H9Q4	NHEJ1	False	False
P17706	PTPN2	False	False
Q96P20	NLRP3	False	False
Q13133	NR1H3	False	False
Q13177	PAK2	False	False
O15350	TP73	False	False
Q92569	PIK3R3	False	False
O75925	PIAS1	False	False
Q96FA3	PELI1	False	False
Q96QZ7	MAGI1	False	False
Q02078	MEF2A	False	False
Q15596	NCOA2	False	False
Q9UBE8	NLK	False	False
P06401	PGR	False	False
P17181	IFNAR1	False	False
Q8NI35	PATJ	False	False
P14778	IL1R1	False	False
P41236	PPP1R2	False	False
P10644	PRKAR1A	False	False
O94806	PRKD3	False	False
P08473	MME	False	False
Q96S44	TP53RK	False	False
P85299	PRR5	False	False
P78380	OLR1	False	False
Q99677	LPAR4	False	False
Q8IWU2	LMTK2	False	False
O76036	NCR1	False	False
Q9NPB6	PARD6A	False	False
P62834	RAP1A	False	False
Q8WWW0	RASSF5	False	False
Q15311	RALBP1	False	False
P61586	RHOA	False	False
Q9Y6Q9	NCOA3	False	False
P43354	NR4A2	False	False
Q04721	NOTCH2	False	False
Q96IZ0	PAWR	False	False
P31751	AKT2	False	False
P42336	PIK3CA	False	False
Q16644	MAPKAPK3	False	False
Q9Y6K9	IKBKG	False	False
P16284	PECAM1	False	True
O15264	MAPK13	False	False
O95140	MFN2	False	False
Q12866	MERTK	False	False
Q969V6	MRTFA	False	False
P43119	PTGIR	False	False
P35354	PTGS2	False	False
P43116	PTGER2	False	False
P53778	MAPK12	False	False
P36507	MAP2K2	False	False
Q92570	NR4A3	False	False
Q14494	NFE2L1	False	False
O75914	PAK3	False	False
P35408	PTGER4	False	False
Q13882	PTK6	False	False
P35398	RORA	False	False
P19793	RXRA	True	False
P01111	NRAS	False	False
O14807	MRAS	False	False
Q9UQ13	SHOC2	False	False
Q9H0K1	SIK2	False	False
P48443	RXRG	False	False
P21731	TBXA2R	False	False
O43490	PROM1	False	False
P63000	RAC1	False	False
O00212	RHOD	False	False
Q92730	RND1	False	False
Q13043	STK4	False	False
P42229	STAT5A	True	False
O60934	NBN	False	False
Q86V24	ADIPOR2	False	False
P35813	PPM1A	False	False
P53350	PLK1	False	False
P35236	PTPN7	False	False
O75444	MAF	False	False
P11717	IGF2R	False	False
Q7L9L4	MOB1B	False	False
Q15788	NCOA1	False	False
P22736	NR4A1	False	False
O95835	LATS1	False	False
O43639	NCK2	False	False
Q9HC29	NOD2	False	False
P10242	MYB	False	False
Q8TEW0	PARD3	False	False
Q07869	PPARA	True	False
P43657	LPAR6	False	False
Q96JA1	LRIG1	False	False
P46734	MAP2K3	False	False
O14931	NCR3	False	False
P48382	RFX5	True	False
Q9NRM7	LATS2	False	False
Q9BVC4	MLST8	False	False
Q16539	MAPK14	False	False
P45983	MAPK8	False	False
Q9GZQ8	MAP1LC3B	False	False
Q9NPP4	NLRC4	False	False
P09874	PARP1	False	False
P12004	PCNA	False	False
P09619	PDGFRB	False	False
Q9HBW0	LPAR2	False	False
O14733	MAP2K7	False	False
P45985	MAP2K4	False	False
P59046	NLRP12	False	False
Q8WX94	NLRP7	False	False
Q96RI1	NR1H4	False	False
P14923	JUP	False	False
Q92878	RAD50	False	False
O95747	OXSR1	False	False
Q9NQ66	PLCB1	False	False
Q9UIW2	PLXNA1	False	False
P62714	PPP2CB	False	False
P29350	PTPN6	False	False
P49768	PSEN1	False	False
P29966	MARCKS	False	False
Q12851	MAP4K2	False	False
Q9NRY4	ARHGAP35	False	False
O60462	NRP2	False	False
P13631	RARG	False	False
Q9NQL2	RRAGD	False	False
Q16666	IFI16	False	False
Q9GZX6	IL22	False	True
P05412	JUN	True	False
Q14653	IRF3	False	False
P52333	JAK3	False	False
Q06413	MEF2C	False	False
P01138	NGF	False	False
Q16620	NTRK2	False	False
P16298	PPP3CB	False	False
Q01973	ROR1	False	False
O76064	RNF8	False	False
Q92565	RAPGEF5	False	False
Q01201	RELB	True	False
P04049	RAF1	False	False
Q9H093	NUAK2	False	False
P04070	PROC	False	False
Q13635	PTCH1	False	False
Q96S59	RANBP9	False	False
Q99969	RARRES2	False	True
P01116	KRAS	False	False
P63244	RACK1	False	False
Q8N122	RPTOR	False	False
Q5S007	LRRK2	False	False
O15146	MUSK	False	False
P51955	NEK2	False	False
Q8TAT6	NPLOC4	False	False
P53041	PPP5C	False	False
Q13308	PTK7	False	False
P61020	RAB5B	False	False
P61244	MAX	False	False
Q8IZL2	MAML2	False	False
Q9BY77	POLDIP3	False	False
P02776	PF4	False	True
Q3KR16	PLEKHG6	False	False
P15153	RAC2	False	False
O15294	OGT	False	False
P16234	PDGFRA	False	False
Q9HAT8	PELI2	False	False
P30086	PEBP1	False	False
Q9P212	PLCE1	False	False
Q13153	PAK1	False	False
Q9UKJ1	PILRA	False	False
P16885	PLCG2	False	False
O43586	PSTPIP1	False	False
P10911	MCF2	False	False
P35240	NF2	False	False
P34995	PTGER1	False	False
P43115	PTGER3	False	False
Q13563	PKD2	False	False
P01112	HRAS	False	False
Q8WX93	PALLD	False	False
P11309	PIM1	False	False
P11234	RALB	False	False
Q99801	NKX3-1	False	False
P54821	PRRX1	False	False
Q70Z35	PREX2	False	False
Q9UBK2	PPARGC1A	False	False
P49757	NUMB	False	False
P60484	PTEN	False	False
O75807	PPP1R15A	False	False
Q07890	SOS2	False	False
Q05209	PTPN12	False	False
Q99523	SORT1	False	False
Q13573	SNW1	False	False
P52630	STAT2	True	False
Q9NR97	TLR8	False	False
Q9UHD2	TBK1	False	False
Q9Y2R2	PTPN22	False	False
Q04206	RELA	True	False
Q9UQQ2	SH2B3	False	False
P08047	SP1	True	False
Q15797	SMAD1	False	False
P15531	NME1	False	False
P78371	CCT2	False	False
Q01974	ROR2	False	False
Q13501	SQSTM1	False	False
Q9UQ80	PA2G4	False	False
P47736	RAP1GAP	False	False
P63208	SKP1	False	False
O15105	SMAD7	False	False
Q15637	SF1	False	False
Q9UD71	PPP1R1B	False	False
Q9BX66	SORBS1	False	False
P57059	SIK1	False	False
P51692	STAT5B	True	False
P12644	BMP4	False	True
Q9UNH5	CDC14A	False	False
P13500	CCL2	False	True
P39060	COL18A1	False	True
Q8N726	CDKN2A	False	False
Q9BSB4	ATG101	False	False
O60238	BNIP3L	False	False
Q9UIG0	BAZ1B	False	False
Q9ULV8	CBLC	False	False
Q14457	BECN1	False	False
P07766	CD3E	False	False
P11802	CDK4	False	False
Q9BXH1	BBC3	False	False
P17655	CAPN2	False	False
Q13137	CALCOCO2	False	False
P55212	CASP6	False	False
O00311	CDC7	False	False
P08571	CD14	False	False
P25106	ACKR3	False	False
Q6UWZ7	ABRAXAS1	False	False
Q9UM73	ALK	False	False
O43683	BUB1	False	False
Q8IWQ3	BRSK2	False	False
Q07812	BAX	False	False
P07355	ANXA2	False	False
P10398	ARAF	False	False
P49407	ARRB1	False	False
Q6ZUJ8	PIK3AP1	False	False
Q6W2J9	BCOR	False	False
P11836	MS4A1	False	False
P63151	PPP2R2A	False	False
P60709	ACTB	False	False
P38398	BRCA1	False	False
Q86VB7	CD163	False	False
P27348	YWHAQ	False	False
Q8WV28	BLNK	False	False
Q9NY61	AATF	False	False
P42771	CDKN2A	False	False
P24864	CCNE1	False	False
Q00535	CDK5	False	False
Q9NZN5	ARHGEF12	False	False
P56945	BCAR1	False	False
Q8TDC3	BRSK1	False	False
Q92843	BCL2L2	False	False
P33151	CDH5	False	False
Q92851	CASP10	False	False
O15392	BIRC5	False	False
P61769	B2M	False	False
Q07912	TNK2	False	False
P05067	APP	False	False
Q13323	BIK	False	False
P56817	BACE1	False	False
Q92793	CREBBP	False	False
Q8NER5	ACVR1C	False	False
Q9NR80	ARHGEF4	False	False
P15514	AREG	False	False
P55287	CDH11	False	False
Q03135	CAV1	False	False
P00519	ABL1	False	False
P12830	CDH1	False	False
P06493	CDK1	False	False
P31946	YWHAB	False	False
O95999	BCL10	False	False
P01730	CD4	False	False
P25054	APC	False	False
P18846	ATF1	True	False
O43684	BUB3	False	False
P20749	BCL3	False	False
O43521	BCL2L11	False	False
P10415	BCL2	False	False
Q4KMG0	CDON	False	False
Q14289	PTK2B	False	False
P32927	CSF2RB	False	False
Q8NAC3	IL17RC	False	False
O60271	SPAG9	False	False
P01023	A2M	False	True
O14862	AIM2	False	False
Q13547	HDAC1	False	False
Q13387	MAPK8IP2	False	False
P42166	TMPO	False	False
Q92993	KAT5	False	False
P29323	EPHB2	False	False
Q05655	PRKCD	False	False
Q13642	FHL1	False	False
O14775	GNB5	False	False
O14686	KMT2D	False	False
P15407	FOSL1	True	False
Q92837	FRAT1	False	False
Q13362	PPP2R5C	False	False
Q04917	YWHAH	False	False
O43707	ACTN4	False	False
P14921	ETS1	True	False
P35367	HRH1	False	False
P05107	ITGB2	False	False
Q96RR4	CAMKK2	False	False
Q07666	KHDRBS1	False	False
Q05513	PRKCZ	False	False
Q8N6T3	ARFGAP1	False	False
P09601	HMOX1	False	False
Q9Y2D8	SSX2IP	False	False
Q13144	EIF2B5	False	False
Q15375	EPHA7	False	False
P29317	EPHA2	False	False
Q9NVI1	FANCI	False	False
O75955	FLOT1	False	False
P19086	GNAZ	False	False
Q9UPT6	MAPK8IP3	False	False
Q13480	GAB1	False	False
Q99988	GDF15	False	True
Q8NE71	ABCF1	False	False
Q14155	ARHGEF7	False	False
Q8IXJ9	ASXL1	False	False
Q9H4E7	DEF6	False	False
P54762	EPHB1	False	False
Q8IYU2	HACE1	False	False
O14672	ADAM10	False	False
O96017	CHEK2	False	False
P60953	CDC42	False	False
Q9H5V8	CDCP1	False	False
P55957	BID	False	False
P55210	CASP7	False	False
Q9H257	CARD9	False	False
P16671	CD36	False	False
Q9UER7	DAXX	False	False
Q96GD4	AURKB	False	False
P10747	CD28	False	False
Q00526	CDK3	False	False
Q9HAW4	CLSPN	False	False
P68400	CSNK2A1	False	False
P53355	DAPK1	False	False
P50570	DNM2	False	False
O15169	AXIN1	False	False
P51813	BMX	False	False
Q13873	BMPR2	False	False
Q6PGQ7	BORA	False	False
P06127	CD5	False	False
Q14185	DOCK1	False	False
O14727	APAF1	False	False
P30411	BDKRB2	False	False
O15085	ARHGEF11	False	False
P09497	CLTB	False	False
Q9H8V3	ECT2	False	False
Q8TDN4	CABLES1	False	False
O60716	CTNND1	False	False
Q92974	ARHGEF2	False	False
P19022	CDH2	False	False
P20963	CD247	False	False
P14635	CCNB1	False	False
O00213	APBB1	False	False
P49760	CLK2	False	False
P10589	NR2F1	False	False
Q99708	RBBP8	False	False
O00548	DLL1	False	True
P19021	PAM	False	False
O75553	DAB1	False	False
P19235	EPOR	False	False
Q13705	ACVR2B	False	False
P35221	CTNNA1	False	False
Q16832	DDR2	False	False
P21709	EPHA1	False	False
O00238	BMPR1B	False	False
P46527	CDKN1B	False	False
Q92997	DVL3	False	False
Q13347	EIF3I	False	False
Q13794	PMAIP1	False	False
P52757	CHN2	False	False
P24863	CCNC	False	False
Q8TEW6	DOK4	False	False
Q09472	EP300	False	False
P36888	FLT3	False	False
Q9UN86	G3BP2	False	False
Q12983	BNIP3	False	False
Q14790	CASP8	False	False
P34972	CNR2	False	False
P01588	EPO	False	True
P07550	ADRB2	False	False
Q13191	CBLB	False	False
O43293	DAPK3	False	False
P25685	DNAJB1	False	False
O14641	DVL2	False	False
Q06187	BTK	False	False
O60729	CDC14B	False	False
P41182	BCL6	False	False
Q9UNN5	FAF1	False	False
P31994	FCGR2B	False	False
P21802	FGFR2	False	False
Q9C0C7	AMBRA1	False	False
Q9UPZ9	CILK1	False	False
P07332	FES	False	False
Q96KP1	EXOC2	False	False
Q13535	ATR	False	False
P31749	AKT1	False	False
Q15438	CYTH1	False	False
Q9BQ95	ECSIT	False	False
Q05397	PTK2	False	False
P62873	GNB1	False	False
P05198	EIF2S1	False	False
Q9UHF4	IL20RA	False	False
P01574	IFNB1	False	True
P18510	IL1RN	False	True
O75582	RPS6KA5	False	False
Q14680	MELK	False	False
P08581	MET	False	False
Q16659	MAPK6	False	False
Q8IV61	RASGRP3	False	False
P48730	CSNK1D	False	False
O15553	MEFV	False	False
Q9NPG1	FZD3	False	False
P49840	GSK3A	False	False
O43464	HTRA2	False	False
P24394	IL4R	False	False
O95760	IL33	False	True
Q15172	PPP2R5A	False	False
Q04771	ACVR1	False	False
P27361	MAPK3	False	False
P28482	MAPK1	False	False
P08913	ADRA2A	False	False
P28324	ELK4	False	False
Q14344	GNA13	False	False
P56524	HDAC4	False	False
P61925	PKIA	False	False
P09529	INHBB	False	True
P10914	IRF1	True	False
Q8IZP0	ABI1	False	False
Q4VCS5	AMOT	False	False
P29322	EPHA8	False	False
Q9UBN7	HDAC6	False	False
Q04759	PRKCQ	False	False
Q9UDY8	MALT1	False	False
Q12852	MAP3K12	False	False
Q99683	MAP3K5	False	False
O15151	MDM4	False	False
Q9Y6R4	MAP3K4	False	False
O00144	FZD9	False	False
P63096	GNAI1	False	False
P42858	HTT	False	False
