Row	viability
C_1624	1.0301
C_1625	0.959
C_1626	0.92
C_1627	0.909
C_1628	0.75
C_1629	0.79
C_1630	0.84
C_1631	0.85
C_1632	0.82
C_1633	1.008
C_1634	0.976
C_1635	1.133
C_1636	1.0559
C_1637	1.31
C_1638	1.0035
C_1639	1.0502
C_1640	0.975
C_1641	1.23
C_1642	1.146
C_1643	1.077
C_1644	0.987
C_1645	1.0416
C_1646	0.939
C_1647	0.39
C_1648	0.931
C_1649	0.86
C_1650	1.102
C_1651	0.86
C_1652	1.0113
C_1653	0.86
C_1654	0.87
C_1655	0.77
C_1656	0.76
C_1657	0.88
C_1658	0.88
C_1659	0.928
C_1660	0.905
C_1661	0.956
C_1662	0.83
C_1663	0.66
C_1664	1.0226
C_1665	1.0066
C_1666	0.986
C_1667	1.0138
C_1668	1.000037
C_1669	0.976
C_1670	0.928
C_1671	0.924
C_1672	1.0467
C_1673	1.0662
C_1674	1.0062
C_1675	1.0204
C_1676	1.0524
C_1677	1.0833
C_1678	0.975
C_1679	0.66
C_1680	0.83
C_1681	0.74
C_1682	0.56
C_1683	0.37
C_1684	0.33
C_1685	0.31
C_1686	0.27
C_1687	0.22
C_1688	0.941
C_1689	0.914
C_1690	0.952
C_1691	0.955
C_1692	1.0633
C_1693	1.0854
C_1694	1.0966
C_1695	0.9979
C_1696	1.0474
C_1697	1.0249
C_1698	1.0225
C_1699	1.0975
C_1700	0.9996
C_1701	1.0142
C_1702	0.84
C_1703	0.44
C_1704	0.8
C_1705	0.88
C_1706	0.82
C_1707	0.66
C_1708	0.49
C_1709	0.43
C_1710	0.37
C_1711	0.32
C_1712	0.914
C_1713	0.935
C_1714	0.906
C_1715	0.85
C_1716	0.931
C_1717	0.931
C_1718	0.925
C_1719	1.0286
C_1720	1.107
C_1721	1.144
C_1722	0.85
C_1723	1.127
C_1724	1.0902
C_1725	1.149
C_1726	0.87
C_1727	0.57
C_1728	0.86
C_1729	1.349
C_1730	0.89
C_1731	0.9937
C_1732	0.76
C_1733	0.54
C_1734	0.4
C_1735	0.56
C_1736	1.142
C_1737	1.0492
C_1738	0.9926
C_1739	0.83
C_1740	0.73
C_1741	0.73
C_1742	0.71
C_1743	0.49
C_1744	1.0111
C_1745	1.103
C_1746	1.0861
C_1747	1.0736
C_1748	0.945
C_1749	1.0791
C_1750	1.0721
C_1751	1.0041
C_1752	0.974
C_1753	1.314
C_1754	1.0796
C_1755	1.128
C_1756	1.285
C_1757	1.098
C_1758	0.945
C_1759	0.14
C_1760	0.83
C_1761	0.953
C_1762	0.926
C_1763	0.82
C_1764	0.72
C_1765	0.85
C_1766	0.67
C_1767	0.62
C_1768	0.74
C_1769	1.0496
C_1770	0.92
C_1771	0.82
C_1772	0.955
C_1773	1.0694
C_1774	0.69
C_1775	0.51
C_1776	1.0632
C_1777	1.0099
C_1778	1.0578
C_1779	0.77
C_1780	0.57
C_1781	0.29
C_1782	0.2
C_1783	0.22
C_1784	1.0195
C_1785	1.0839
C_1786	0.968
C_1787	0.962
C_1788	0.69
C_1789	0.54
C_1790	0.36
C_1791	0.13
C_1792	1.0447
C_1793	0.906
C_1794	0.968
C_1795	0.903
C_1796	0.8
C_1797	0.7
C_1798	0.75
C_1799	0.67
C_1800	0.66
C_1801	1.017
C_1802	0.76
C_1803	1.0703
C_1804	0.89
C_1805	1.28
C_1806	0.82
C_1807	1.164
C_1808	1.0866
C_1809	1.144
C_1810	1.0362
C_1811	0.976
C_1812	0.75
C_1813	0.8
C_1814	0.62
C_1815	0.54
C_1816	0.954
C_1817	0.972
C_1818	0.86
C_1819	1.027
C_1820	0.78
C_1821	0.82
C_1822	0.62
C_1823	0.67
C_1824	0.983
C_1825	0.84
C_1826	0.916
C_1827	0.71
C_1828	0.55
C_1829	0.24
C_1830	0.3
C_1831	0.24
C_1832	0.926
C_1833	1.0282
C_1834	0.86
C_1835	0.88
C_1836	0.83
C_1837	0.87
C_1838	0.76
C_1839	0.59
C_1840	0.86
C_1841	1.14
C_1842	1.141
C_1843	1.36
C_1844	1.0403
C_1845	1.0157
C_1846	1.0189
C_1847	0.902
C_1848	1.185
C_1849	1.0806
C_1850	1.0758
C_1851	0.955
C_1852	0.987
C_1853	1.12
C_1854	0.965
C_1855	1.0523
C_1856	0.967
C_1857	0.73
C_1858	0.942
C_1859	0.88
C_1860	1.124
C_1861	0.84
C_1862	0.85
C_1863	0.72
C_1864	0.87
C_1865	1.361
C_1866	0.933
C_1867	1.106
C_1868	0.66
C_1869	0.78
C_1870	0.66
C_1871	0.64
C_1872	0.9
C_1873	0.87
C_1874	0.8
C_1875	1.226
C_1876	1.0929
C_1877	1.0188
C_1878	1.0293
C_1879	0.944
C_1880	0.89
C_1881	0.938
C_1882	0.85
C_1883	0.967
C_1884	0.85
C_1885	0.974
C_1886	0.66
C_1887	0.63
C_1888	1.169
C_1889	1.0994
C_1890	1.0977
C_1891	0.97
C_1892	1.043
C_1893	0.88
C_1894	0.85
C_1895	0.57
C_1896	1.0714
C_1897	1.223
C_1898	1.165
C_1899	1.0565
C_1900	1.0867
C_1901	1.0016
C_1902	0.81
C_1903	0.91
C_1904	1.133
C_1905	0.88
C_1906	0.84
C_1907	0.59
C_1908	0.56
C_1909	0.48
C_1910	0.39
C_1911	0.33
C_1912	0.87
C_1913	1.193
C_1914	0.79
C_1915	0.86
C_1916	1.0217
C_1917	1.0913
C_1918	0.912
C_1919	0.909
C_1920	1.168
C_1921	1.162
C_1922	1.0181
C_1923	0.968
C_1924	0.71
C_1925	0.45
C_1926	0.39
C_1927	0.26
C_1928	0.84
C_1929	0.83
C_1930	0.6
C_1931	0.6
C_1932	0.6
C_1933	0.63
C_1934	0.52
C_1935	0.44
C_1936	0.988
C_1937	1.0769
C_1938	0.82
C_1939	0.924
C_1940	0.9983
C_1941	0.85
C_1942	0.89
C_1943	0.74
C_1944	0.973
C_1945	1.0563
C_1946	1.344
C_1947	1.257
C_1948	1.0521
C_1949	0.82
C_1950	0.72
C_1951	0.67
C_1952	1.0447
C_1953	0.909
C_1954	1.0823
C_1955	0.85
C_1956	0.79
C_1957	0.6
C_1958	0.81
C_1959	0.16
C_1960	1.275
C_1961	0.965
C_1962	1.107
C_1963	0.86
C_1964	1.18
C_1965	1.0156
C_1966	0.83
C_1967	0.52
C_1968	0.987
C_1969	1.0883
C_1970	0.83
C_1971	0.82
C_1972	1.0893
C_1973	1.005
C_1974	0.924
C_1975	0.28
C_1976	0.99941
C_1977	1.0519
C_1978	0.9
C_1979	1.057
C_1980	0.81
C_1981	0.65
C_1982	0.19
C_1983	0.34
C_1984	0.77
C_1985	1.0129
C_1986	0.84
C_1987	0.89
C_1988	1.0171
C_1989	1.0122
C_1990	0.88
C_1991	0.8
C_1992	0.71
C_1993	0.9
C_1994	1.272
C_1995	0.936
C_1996	0.95
C_1997	1.126
C_1998	0.88
C_1999	0.76
C_2000	1.227
C_2001	0.79
C_2002	0.982
C_2003	1.395
C_2004	1.265
C_2005	1.193
C_2006	1.0602
C_2007	1.112
C_2008	0.9
C_2009	1.439
C_2010	1.277
C_2011	1.359
C_2012	0.8
C_2013	1.269
C_2014	0.72
C_2015	0.927
C_2016	0.76
C_2017	0.83
C_2018	1.0443
C_2019	1.0315
C_2020	1.15
C_2021	0.982
C_2022	0.955
C_2023	1.123
C_2024	1.138
C_2025	1.145
C_2026	1.196
C_2027	0.962
C_2028	1.125
C_2029	0.97
C_2030	1.121
C_2031	1.0372
C_2032	0.79
C_2033	1.0647
C_2034	0.84
C_2035	1.0625
C_2036	1.0273
C_2037	0.88
C_2038	0.75
C_2039	0.47
C_2040	0.83
C_2041	1.268
C_2042	1.293
C_2043	0.986
C_2044	0.82
C_2045	1.0672
C_2046	1.0115
C_2047	1.25
C_2048	0.923
C_2049	0.84
C_2050	0.89
C_2051	1.0855
C_2052	0.88
C_2053	1.0404
C_2054	0.84
C_2055	1.193
C_2056	1.0509
C_2057	1.222
C_2058	0.929
C_2059	0.967
C_2060	0.89
C_2061	0.963
C_2062	0.902
C_2063	0.62
C_2064	1.188
C_2065	1.264
C_2066	1.0948
C_2067	1.248
C_2068	1.185
C_2069	1.0946
C_2070	1.174
C_2071	0.84
C_2072	1.0326
C_2073	0.987
C_2074	0.64
C_2075	0.6
C_2076	0.42
C_2077	0.34
C_2078	0.22
C_2079	0.11
C_2080	0.959
C_2081	0.97
C_2082	1.117
C_2083	1.0032
C_2084	1.0341
C_2085	1.0106
C_2086	1.0074
C_2087	0.74
C_2088	1.0483
C_2089	0.931
C_2090	1.0379
C_2091	0.69
C_2092	0.53
C_2093	0.3
C_2094	0.4
C_2095	0.3
C_2096	0.92
C_2097	1.0097
C_2098	0.81
C_2099	0.7
C_2100	0.63
C_2101	0.73
C_2102	0.39
C_2103	0.26
C_2104	0.81
C_2105	0.87
C_2106	0.9
C_2107	0.945
C_2108	0.82
C_2109	0.915
C_2110	0.83
C_2111	0.54
C_2112	0.934
C_2113	1.0233
C_2114	0.9984
C_2115	1.0684
C_2116	0.87
C_2117	0.922
C_2118	0.79
C_2119	0.67
C_2120	0.992
C_2121	1.127
C_2122	1.0524
C_2123	1.0801
C_2124	1.0405
C_2125	0.958
C_2126	0.976
C_2127	0.66
C_2128	0.71
C_2129	0.59
C_2130	0.53
C_2131	0.52
C_2132	0.41
C_2133	0.36
C_2134	0.29
C_2135	0.31
C_2136	0.942
C_2137	1.0035
C_2138	1.0697
C_2139	1.0617
C_2140	1.14
C_2141	1.346
C_2142	1.0206
C_2143	0.29
C_2144	1.13
C_2145	1.159
C_2146	1.188
C_2147	1.0924
C_2148	0.88
C_2149	0.81
C_2150	0.48
C_2151	0.3
C_2152	0.88
C_2153	0.8
C_2154	0.65
C_2155	0.57
C_2156	0.53
C_2157	0.52
C_2158	0.41
C_2159	0.34
C_2160	0.922
C_2161	0.982
C_2162	0.928
C_2163	1.0056
C_2164	1.0224
C_2165	1.0479
C_2166	0.85
C_2167	0.73
C_2168	0.98
C_2169	1.0734
C_2170	1.106
C_2171	1.0772
C_2172	0.93
C_2173	0.904
C_2174	0.73
C_2175	0.41
C_2176	0.943
C_2177	0.996
C_2178	1.0834
C_2179	1.102
C_2180	0.88
C_2181	0.92
C_2182	0.944
C_2183	0.44
C_2184	0.966
C_2185	0.84
C_2186	0.83
C_2187	0.76
C_2188	0.61
C_2189	0.6
C_2190	0.55
C_2191	0.3
C_2192	0.935
C_2193	0.917
C_2194	1.0416
C_2195	1.0248
C_2196	0.9924
C_2197	1.089
C_2198	0.963
C_2199	0.4
C_2200	1.0204
C_2201	1.0422
C_2202	0.961
C_2203	0.74
C_2204	0.4
C_2205	0.37
C_2206	0.32
C_2207	0.18
C_2208	0.88
C_2209	0.901
C_2210	0.9
C_2211	0.84
C_2212	0.71
C_2213	0.62
C_2214	0.65
C_2215	0.6
C_2216	0.909
C_2217	0.962
C_2218	1.071
C_2219	0.986
C_2220	0.946
C_2221	0.88
C_2222	0.78
C_2223	0.62
C_2224	1.145
C_2225	1.0135
C_2226	1.206
C_2227	1.0963
C_2228	1.135
C_2229	0.9954
C_2230	0.9
C_2231	0.71
C_2232	1.0068
C_2233	1.0212
C_2234	1.0883
C_2235	0.976
C_2236	1.0178
C_2237	0.79
C_2238	0.967
C_2239	0.67
C_2240	0.901
C_2241	0.87
C_2242	0.83
C_2243	0.72
C_2244	0.65
C_2245	0.67
C_2246	0.62
C_2247	0.57
C_2248	1.0095
C_2249	1.0385
C_2250	1.091
C_2251	0.9931
C_2252	0.9928
C_2253	1.0413
C_2254	1.0289
C_2255	0.78
C_2256	1.0619
C_2257	1.0171
C_2258	1.0336
C_2259	0.968
C_2260	0.9
C_2261	0.8
C_2262	0.85
C_2263	0.37
C_2264	0.85
C_2265	0.88
C_2266	0.89
C_2267	0.83
C_2268	0.84
C_2269	0.71
C_2270	0.79
C_2271	0.66
C_2272	0.89
C_2273	0.948
C_2274	0.85
C_2275	0.948
C_2276	0.953
C_2277	0.906
C_2278	0.88
C_2279	0.6
C_2280	0.95
C_2281	0.91
C_2282	1.073
C_2283	0.956
C_2284	0.967
C_2285	0.978
C_2286	1.0144
C_2287	0.908
C_2288	1.0264
C_2289	1.0175
C_2290	1.102
C_2291	0.973
C_2292	1.0434
C_2293	0.918
C_2294	0.923
C_2295	0.74
C_2296	1.091
C_2297	1.0544
C_2298	0.997
C_2299	0.988
C_2300	1.0134
C_2301	0.87
C_2302	1.127
C_2303	0.86
C_2304	0.934
C_2305	1.0609
C_2306	0.99948
C_2307	1.0757
C_2308	0.968
C_2309	1.0789
C_2310	0.93
C_2311	1.0078
C_2312	1.0274
C_2313	0.941
C_2314	1.0825
C_2315	0.9961
C_2316	1.0016
C_2317	0.906
C_2318	0.83
C_2319	0.55
C_2320	0.958
C_2321	1.0685
C_2322	0.957
C_2323	1.111
C_2324	0.89
C_2325	1.0835
C_2326	0.919
C_2327	1.0922
C_2328	0.96
C_2329	0.9
C_2330	1.0449
C_2331	0.88
C_2332	0.88
C_2333	0.85
C_2334	0.75
C_2335	0.48
C_2336	1.0515
C_2337	1.153
C_2338	1.0865
C_2339	1.101
C_2340	1.056
C_2341	0.968
C_2342	1.102
C_2343	1.126
C_2344	0.919
C_2345	1.0623
C_2346	0.954
C_2347	0.954
C_2348	1.183
C_2349	1.0024
C_2350	1.116
C_2351	0.81
C_2352	1.198
C_2353	1.0292
C_2354	0.917
C_2355	0.91
C_2356	0.929
C_2357	0.73
C_2358	0.71
C_2359	0.52
C_2360	0.83
C_2361	0.922
C_2362	0.978
C_2363	1.0128
C_2364	0.88
C_2365	1.139
C_2366	1.0046
C_2367	0.77
C_2368	1.00019
C_2369	1.0136
C_2370	1.123
C_2371	0.969
C_2372	0.941
C_2373	0.925
C_2374	0.89
C_2375	0.48
C_2376	0.944
C_2377	0.917
C_2378	0.976
C_2379	1.0552
C_2380	0.958
C_2381	0.86
C_2382	0.8
C_2383	0.73
C_2384	1.114
C_2385	1.161
C_2386	1.224
C_2387	1.167
C_2388	0.943
C_2389	1.0153
C_2390	0.907
C_2391	0.937
C_2392	1.0099
C_2393	0.977
C_2394	1.0081
C_2395	1.002
C_2396	0.986
C_2397	1.101
C_2398	0.953
C_2399	0.89
C_2400	1.103
C_2401	0.961
C_2402	0.929
C_2403	0.66
C_2404	0.6
C_2405	0.48
C_2406	0.44
C_2407	0.44
C_2408	0.985
C_2409	0.986
C_2410	0.949
C_2411	1.0729
C_2412	0.914
C_2413	0.964
C_2414	0.85
C_2415	0.59
C_2416	1.185
C_2417	0.949
C_2418	1.12
C_2419	0.949
C_2420	0.944
C_2421	0.77
C_2422	0.58
C_2423	0.33
C_2424	1.131
C_2425	0.9955
C_2426	0.953
C_2427	0.928
C_2428	0.84
C_2429	0.55
C_2430	0.48
C_2431	0.41
C_2432	0.88
C_2433	1.0279
C_2434	1.0282
C_2435	1.0823
C_2436	1.0462
C_2437	0.954
C_2438	0.74
C_2439	0.35
C_2440	1.036
C_2441	1.146
C_2442	1.0101
C_2443	1.0091
C_2444	0.974
C_2445	0.901
C_2446	0.68
C_2447	0.82
C_2448	1.129
C_2449	1.37
C_2450	0.84
C_2451	1.0442
C_2452	1.0408
C_2453	0.984
C_2454	1.0036
C_2455	0.64
C_2456	1.0505
C_2457	1.175
C_2458	0.68
C_2459	0.934
C_2460	0.7
C_2461	0.69
C_2462	0.63
C_2463	0.61
C_2464	0.978
C_2465	0.84
C_2466	0.913
C_2467	0.928
C_2468	0.9977
C_2469	1.037
C_2470	1.0453
C_2471	0.931
C_2472	1.0105
C_2473	1.226
C_2474	0.984
C_2475	0.9925
C_2476	0.78
C_2477	1.0114
C_2478	0.79
C_2479	0.54
C_2480	0.951
C_2481	0.9
C_2482	0.987
C_2483	0.918
C_2484	0.74
C_2485	0.73
C_2486	0.65
C_2487	0.56
C_2488	0.78
C_2489	1.0023
C_2490	1.0651
C_2491	0.965
C_2492	0.932
C_2493	0.931
C_2494	0.8
C_2495	0.56
C_2496	1.0819
C_2497	0.947
C_2498	1.21
C_2499	1.12
C_2500	1.0301
C_2501	0.953
C_2502	1.035
C_2503	0.68
C_2504	1.179
C_2505	0.84
C_2506	1.234
C_2507	0.69
C_2508	1.165
C_2509	0.8
C_2510	0.88
C_2511	0.67
C_2512	0.76
C_2513	0.78
C_2514	0.59
C_2515	0.45
C_2516	0.33
C_2517	0.38
C_2518	0.4
C_2519	0.25
C_2520	0.966
C_2521	0.973
C_2522	1.193
C_2523	0.75
C_2524	0.87
C_2525	0.52
C_2526	0.44
C_2527	0.28
C_2528	0.966
C_2529	0.89
C_2530	1.173
C_2531	1.219
C_2532	1.173
C_2533	0.83
C_2534	0.23
C_2535	0.12
C_2536	1.191
C_2537	1.25
C_2538	0.85
C_2539	0.82
C_2540	0.49
C_2541	0.47
C_2542	0.22
C_2543	0.29
C_2544	1.0291
C_2545	0.78
C_2546	0.7
C_2547	1.0321
C_2548	0.69
C_2549	0.88
C_2550	0.67
C_2551	0.63
C_2552	1.035
C_2553	0.914
C_2554	1.082
C_2555	0.962
C_2556	1.0054
C_2557	0.903
C_2558	0.919
C_2559	0.84
C_2560	1.0082
C_2561	1.162
C_2562	1.0271
C_2563	0.908
C_2564	1.0506
C_2565	0.88
C_2566	0.91
C_2567	0.73
C_2568	0.912
C_2569	0.69
C_2570	0.63
C_2571	0.4
C_2572	0.39
C_2573	0.39
C_2574	0.34
C_2575	0.33
C_2576	0.976
C_2577	1.123
C_2578	1.0662
C_2579	0.96
C_2580	0.81
C_2581	0.83
C_2582	0.57
C_2583	0.36
C_2584	0.912
C_2585	0.939
C_2586	0.85
C_2587	0.76
C_2588	0.55
C_2589	0.46
C_2590	0.39
C_2591	0.41
C_2592	1.027
C_2593	1.0451
C_2594	1.0727
C_2595	1.0248
C_2596	0.9948
C_2597	0.989
C_2598	0.85
C_2599	0.76
C_2600	1.046
C_2601	1.0627
C_2602	1.0319
C_2603	1.0353
C_2604	0.949
C_2605	0.941
C_2606	0.911
C_2607	0.42
C_2608	0.983
C_2609	0.955
C_2610	0.87
C_2611	0.75
C_2612	0.61
C_2613	0.41
C_2614	0.3
C_2615	0.19
C_2616	1.0021
C_2617	1.0081
C_2618	1.0062
C_2619	1.0482
C_2620	1.0244
C_2621	1.0775
C_2622	1.0974
C_2623	0.84
C_2624	1.0595
C_2625	1.0252
C_2626	0.98
C_2627	0.904
C_2628	0.79
C_2629	0.69
C_2630	0.63
C_2631	0.27
C_2632	0.938
C_2633	0.922
C_2634	0.907
C_2635	0.914
C_2636	0.87
C_2637	0.77
C_2638	0.65
C_2639	0.52
C_2640	0.902
C_2641	0.939
C_2642	0.939
C_2643	0.958
C_2644	0.9
C_2645	0.906
C_2646	0.77
C_2647	0.68
C_2648	1.0624
C_2649	1.0309
C_2650	1.0041
C_2651	1.0332
C_2652	0.89
C_2653	0.934
C_2654	0.59
C_2655	0.36
C_2656	1.0016
C_2657	1.0184
C_2658	1.0413
C_2659	1.0135
C_2660	0.88
C_2661	0.77
C_2662	0.62
C_2663	0.41
C_2664	1.063
C_2665	0.9
C_2666	1.0373
C_2667	0.77
C_2668	0.89
C_2669	0.68
C_2670	0.68
C_2671	0.41
C_2672	0.86
C_2673	0.904
C_2674	0.89
C_2675	0.987
C_2676	0.947
C_2677	1.0018
C_2678	0.84
C_2679	0.57
C_2680	0.9943
C_2681	0.974
C_2682	1.0426
C_2683	0.86
C_2684	0.46
C_2685	0.46
C_2686	0.39
C_2687	0.31
C_2688	0.984
C_2689	0.958
C_2690	1.0015
C_2691	0.973
C_2692	0.89
C_2693	0.89
C_2694	0.907
C_2695	0.71
C_2696	0.81
C_2697	0.9
C_2698	0.959
C_2699	0.88
C_2700	0.87
C_2701	0.8
C_2702	0.56
C_2703	0.16
C_2704	0.933
C_2705	1.0201
C_2706	0.964
C_2707	1.202
C_2708	0.917
C_2709	1.111
C_2710	0.86
C_2711	1.0223
C_2712	1.117
C_2713	1.0544
C_2714	1.0667
C_2715	1.018
C_2716	0.927
C_2717	1.117
C_2718	0.973
C_2719	0.913
C_2720	1.134
C_2721	1.118
C_2722	0.86
C_2723	0.86
C_2724	0.71
C_2725	0.72
C_2726	0.6
C_2727	0.63
C_2728	0.913
C_2729	0.914
C_2730	1.0054
C_2731	0.956
C_2732	1.19
C_2733	0.909
C_2734	0.83
C_2735	0.89
C_2736	1.0557
C_2737	1.0976
C_2738	1.152
C_2739	1.05
C_2740	0.931
C_2741	0.89
C_2742	0.47
C_2743	0.34
C_2744	0.86
C_2745	0.911
C_2746	1.0429
C_2747	0.984
C_2748	0.923
C_2749	0.79
C_2750	0.64
C_2751	0.6
C_2752	0.69
C_2753	0.973
C_2754	0.959
C_2755	0.929
C_2756	1.033
C_2757	1.069
C_2758	0.937
C_2759	0.43
C_2760	1.135
C_2761	1.0234
C_2762	1.101
C_2763	1.0514
C_2764	1.119
C_2765	0.973
C_2766	1.0268
C_2767	0.74
C_2768	1.113
C_2769	0.8
C_2770	0.955
C_2771	0.923
C_2772	0.953
C_2773	0.88
C_2774	1.0688
C_2775	0.8
C_2776	1.139
C_2777	0.989
C_2778	0.74
C_2779	0.61
C_2780	0.57
C_2781	0.52
C_2782	0.5
C_2783	0.27
C_2784	0.953
C_2785	1.0723
C_2786	1.0558
C_2787	1.129
C_2788	1.0114
C_2789	0.943
C_2790	0.61
C_2791	0.62
C_2792	1.21
C_2793	0.927
C_2794	1.155
C_2795	1.218
C_2796	0.99901
C_2797	0.83
C_2798	0.925
C_2799	0.38
C_2800	0.8
C_2801	1.0881
C_2802	0.99
C_2803	0.977
C_2804	0.62
C_2805	0.66
C_2806	0.56
C_2807	0.53
C_2808	0.78
C_2809	0.972
C_2810	0.84
C_2811	0.83
C_2812	0.89
C_2813	0.87
C_2814	0.85
C_2815	0.81
C_2816	1.172
C_2817	1.151
C_2818	1.0457
C_2819	1.269
C_2820	0.967
C_2821	0.98
C_2822	0.972
C_2823	0.969
C_2824	1.0814
C_2825	0.9973
C_2826	1.0374
C_2827	0.987
C_2828	0.9974
C_2829	0.933
C_2830	0.82
C_2831	0.29
C_2832	0.78
C_2833	0.43
C_2834	0.2
C_2835	0.13
C_2836	0.11
C_2837	0.1
C_2838	0.11
C_2839	0.08
C_2840	0.952
C_2841	0.88
C_2842	0.982
C_2843	0.83
C_2844	0.79
C_2845	0.44
C_2846	0.16
C_2847	0.13
C_2848	1.155
C_2849	0.976
C_2850	1.071
C_2851	0.86
C_2852	0.64
C_2853	0.34
C_2854	0.16
C_2855	0.1
C_2856	0.87
C_2857	0.83
C_2858	0.74
C_2859	0.68
C_2860	0.31
C_2861	0.13
C_2862	0.1
C_2863	0.1
C_2864	0.74
C_2865	0.955
C_2866	0.962
C_2867	0.968
C_2868	0.9974
C_2869	0.88
C_2870	0.64
C_2871	0.33
C_2872	1.146
C_2873	1.0554
C_2874	1.171
C_2875	1.0192
C_2876	1.0282
C_2877	0.905
C_2878	0.983
C_2879	0.77
C_2880	1.0296
C_2881	1.0236
C_2882	0.68
C_2883	1.0756
C_2884	1.0521
C_2885	0.88
C_2886	0.68
C_2887	0.52
C_2888	1.0203
C_2889	1.0945
C_2890	1.0962
C_2891	1.0583
C_2892	0.89
C_2893	1.134
C_2894	0.84
C_2895	0.916
C_2896	0.919
C_2897	1.013
C_2898	0.955
C_2899	0.902
C_2900	0.971
C_2901	0.964
C_2902	0.81
C_2903	0.54
C_2904	1.0877
C_2905	0.949
C_2906	1.0475
C_2907	0.82
C_2908	0.66
C_2909	0.48
C_2910	0.49
C_2911	0.25
C_2912	0.99911
C_2913	0.82
C_2914	1.0951
C_2915	0.917
C_2916	1.0875
C_2917	0.85
C_2918	0.929
C_2919	0.904
C_2920	0.932
C_2921	0.87
C_2922	1.027
C_2923	0.83
C_2924	1.093
C_2925	0.973
C_2926	0.79
C_2927	0.37
C_2928	1.243
C_2929	0.943
C_2930	1.192
C_2931	0.94
C_2932	1.0818
C_2933	1.0941
C_2934	0.87
C_2935	0.67
C_2936	1.19
C_2937	1.202
C_2938	1.229
C_2939	1.0076
C_2940	1.203
C_2941	0.92
C_2942	0.71
C_2943	0.78
C_2944	0.963
C_2945	1.0409
C_2946	1.0072
C_2947	0.985
C_2948	0.968
C_2949	0.8
C_2950	0.75
C_2951	0.62
C_2952	1.0362
C_2953	1.0979
C_2954	0.77
C_2955	0.931
C_2956	1.19
C_2957	1.233
C_2958	1.0495
C_2959	1.182
C_2960	1.0692
C_2961	1.231
C_2962	0.82
C_2963	0.78
C_2964	1.0898
C_2965	0.95
C_2966	0.9966
C_2967	0.79
C_2968	0.979
C_2969	0.937
C_2970	0.73
C_2971	0.78
C_2972	0.984
C_2973	0.87
C_2974	1.102
C_2975	0.61
C_2976	1.0333
C_2977	1.0386
C_2978	0.945
C_2979	1.274
C_2980	1.0394
C_2981	1.0822
C_2982	0.949
C_2983	0.88
C_2984	0.919
C_2985	1.342
C_2986	1.038
C_2987	1.0362
C_2988	0.87
C_2989	1.0984
C_2990	0.77
C_2991	0.77
C_2992	1.166
C_2993	1.287
C_2994	1.0199
C_2995	0.956
C_2996	1.0102
C_2997	0.87
C_2998	0.83
C_2999	0.983
C_3000	0.79
C_3001	1.0423
C_3002	1.0352
C_3003	0.85
C_3004	0.945
C_3005	1.0809
C_3006	1.12
C_3007	0.942
C_3008	0.905
C_3009	1.137
C_3010	1.0292
C_3011	1.109
C_3012	0.63
C_3013	0.64
C_3014	0.43
C_3015	0.42
C_3016	0.87
C_3017	0.977
C_3018	0.95
C_3019	0.901
C_3020	0.972
C_3021	1.0878
C_3022	0.88
C_3023	1.0121
C_3024	1.0023
C_3025	1.0311
C_3026	0.9
C_3027	1.108
C_3028	0.973
C_3029	0.946
C_3030	0.86
C_3031	0.7
C_3032	1.393
C_3033	0.75
C_3034	1.318
C_3035	1.255
C_3036	1.106
C_3037	0.63
C_3038	0.78
C_3039	0.63
C_3040	1.0093
C_3041	1.0661
C_3042	1.124
C_3043	1.379
C_3044	1.148
C_3045	1.0081
C_3046	0.82
C_3047	0.64
C_3048	0.65
C_3049	0.9932
C_3050	0.77
C_3051	0.89
C_3052	0.64
C_3053	0.69
C_3054	0.41
C_3055	0.53
C_3056	0.67
C_3057	1.367
C_3058	0.9953
C_3059	1.645
C_3060	0.971
C_3061	1.404
C_3062	1.439
C_3063	1.0144
C_3064	1.194
C_3065	0.967
C_3066	1.319
C_3067	1.537
C_3068	1.215
C_3069	1.114
C_3070	0.8
C_3071	0.4
C_3072	0.9
C_3073	0.85
C_3074	1.025
C_3075	1.126
C_3076	0.952
C_3077	0.88
C_3078	0.908
C_3079	0.72
C_3080	0.82
C_3081	0.82
C_3082	0.926
C_3083	1.0362
C_3084	1.145
C_3085	1.0521
C_3086	0.81
C_3087	0.59
C_3088	0.86
C_3089	0.944
C_3090	1.0191
C_3091	1.0465
C_3092	0.941
C_3093	0.967
C_3094	0.82
C_3095	0.8
C_3096	1.136
C_3097	1.185
C_3098	1.131
C_3099	1.13
C_3100	0.931
C_3101	1.0701
C_3102	1.0236
C_3103	0.3
C_3104	0.86
C_3105	1.0268
C_3106	0.62
C_3107	0.39
C_3108	0.2
C_3109	0.13
C_3110	0.07
C_3111	0.06
C_3112	1.134
C_3113	1.0362
C_3114	1.186
C_3115	1.0536
C_3116	1.167
C_3117	1.278
C_3118	0.9919
C_3119	0.83
C_3120	1.0304
C_3121	1.131
C_3122	0.979
C_3123	1.238
C_3124	0.64
C_3125	0.72
C_3126	0.54
C_3127	0.49
C_3128	0.933
C_3129	0.9936
C_3130	0.957
C_3131	0.89
C_3132	0.71
C_3133	0.55
C_3134	0.25
C_3135	0.12
C_3136	0.935
C_3137	0.969
C_3138	0.937
C_3139	1.0491
C_3140	1.102
C_3141	0.932
C_3142	0.7
