Row	viability
C_3143	0.3
C_3144	1.0109
C_3145	0.962
C_3146	1.0102
C_3147	1.0371
C_3148	1.0154
C_3149	1.0405
C_3150	0.949
C_3151	0.85
C_3152	1.0084
C_3153	1.0448
C_3154	1.008
C_3155	1.013
C_3156	0.9913
C_3157	0.972
C_3158	1.039
C_3159	0.88
C_3160	1.135
C_3161	1.104
C_3162	1.0385
C_3163	0.989
C_3164	1.0033
C_3165	0.983
C_3166	0.88
C_3167	0.936
C_3168	1.0266
C_3169	1.0782
C_3170	1.0179
C_3171	1.0542
C_3172	1.116
C_3173	1.0609
C_3174	1.0652
C_3175	0.86
C_3176	1.0399
C_3177	1.0888
C_3178	1.129
C_3179	0.976
C_3180	0.86
C_3181	0.82
C_3182	0.61
C_3183	0.28
C_3184	1.0386
C_3185	1.096
C_3186	1.05
C_3187	0.921
C_3188	0.981
C_3189	0.927
C_3190	0.918
C_3191	0.93
C_3192	0.8
C_3193	0.84
C_3194	0.85
C_3195	0.78
C_3196	0.89
C_3197	0.84
C_3198	0.82
C_3199	0.87
C_3200	1.147
C_3201	1.163
C_3202	1.336
C_3203	1.237
C_3204	0.83
C_3205	1.144
C_3206	1.0776
C_3207	1.198
C_3208	0.71
C_3209	0.86
C_3210	1.14
C_3211	0.995
C_3212	1.0633
C_3213	1.0353
C_3214	0.973
C_3215	0.76
C_3216	0.944
C_3217	1.11
C_3218	1.0108
C_3219	1.0885
C_3220	0.99
C_3221	0.991
C_3222	1.0939
C_3223	1.0225
C_3224	0.85
C_3225	0.88
C_3226	0.981
C_3227	1.185
C_3228	1.189
C_3229	1.194
C_3230	0.969
C_3231	1.137
C_3232	1.127
C_3233	1.101
C_3234	1.0216
C_3235	0.966
C_3236	0.86
C_3237	0.87
C_3238	0.72
C_3239	0.48
C_3240	0.82
C_3241	0.87
C_3242	1.113
C_3243	1.152
C_3244	0.76
C_3245	1.0157
C_3246	1.0963
C_3247	1.235
C_3248	0.935
C_3249	0.907
C_3250	0.983
C_3251	0.84
C_3252	0.79
C_3253	0.88
C_3254	1.0065
C_3255	1.0081
C_3256	1.139
C_3257	0.979
C_3258	1.143
C_3259	1.0069
C_3260	0.89
C_3261	0.61
C_3262	0.69
C_3263	0.55
C_3264	0.956
C_3265	0.954
C_3266	0.943
C_3267	0.88
C_3268	0.78
C_3269	0.73
C_3270	0.72
C_3271	0.63
C_3272	0.976
C_3273	0.74
C_3274	0.76
C_3275	0.76
C_3276	0.55
C_3277	0.52
C_3278	0.52
C_3279	0.41
C_3280	0.85
C_3281	1.0212
C_3282	0.72
C_3283	0.9944
C_3284	0.88
C_3285	1.209
C_3286	1.169
C_3287	1.156
C_3288	1.0164
C_3289	1.232
C_3290	1.195
C_3291	1.0052
C_3292	0.975
C_3293	0.83
C_3294	0.7
C_3295	0.45
C_3296	0.969
C_3297	0.989
C_3298	0.85
C_3299	0.8
C_3300	0.79
C_3301	0.81
C_3302	0.5
C_3303	0.67
C_3304	1.121
C_3305	0.9
C_3306	0.989
C_3307	1.0766
C_3308	0.922
C_3309	0.925
C_3310	0.75
C_3311	0.82
C_3312	1.0751
C_3313	0.929
C_3314	1.042
C_3315	0.934
C_3316	0.71
C_3317	0.7
C_3318	0.55
C_3319	0.53
C_3320	0.983
C_3321	0.9938
C_3322	1.0861
C_3323	0.97
C_3324	0.82
C_3325	0.84
C_3326	0.77
C_3327	0.49
C_3328	1.0107
C_3329	0.966
C_3330	0.951
C_3331	0.71
C_3332	0.66
C_3333	0.59
C_3334	0.71
C_3335	0.59
C_3336	0.925
C_3337	0.86
C_3338	1.0801
C_3339	0.912
C_3340	0.9903
C_3341	1.0601
C_3342	1.0702
C_3343	0.954
C_3344	1.27
C_3345	1.0345
C_3346	1.0791
C_3347	0.82
C_3348	1.0087
C_3349	0.59
C_3350	0.78
C_3351	0.45
C_3352	0.83
C_3353	1.158
C_3354	0.78
C_3355	1.0593
C_3356	0.71
C_3357	0.909
C_3358	0.83
C_3359	0.8
C_3360	0.958
C_3361	0.86
C_3362	0.85
C_3363	0.919
C_3364	0.912
C_3365	0.64
C_3366	0.55
C_3367	0.37
C_3368	1.108
C_3369	1.121
C_3370	1.0364
C_3371	0.83
C_3372	0.63
C_3373	1.0182
C_3374	0.61
C_3375	0.45
C_3376	0.77
C_3377	0.958
C_3378	1.16
C_3379	0.967
C_3380	0.915
C_3381	0.901
C_3382	0.71
C_3383	0.53
C_3384	0.77
C_3385	1.269
C_3386	0.71
C_3387	0.81
C_3388	0.87
C_3389	0.66
C_3390	0.54
C_3391	0.66
C_3392	0.72
C_3393	1.148
C_3394	0.87
C_3395	1.0377
C_3396	1.536
C_3397	1.119
C_3398	0.89
C_3399	0.85
C_3400	0.926
C_3401	0.82
C_3402	1.32
C_3403	1.0212
C_3404	0.74
C_3405	0.86
C_3406	0.56
C_3407	0.42
C_3408	1.16
C_3409	1.075
C_3410	1.0476
C_3411	0.88
C_3412	0.88
C_3413	0.965
C_3414	1.0023
C_3415	1.012
C_3416	0.913
C_3417	1.014
C_3418	1.2
C_3419	0.76
C_3420	0.972
C_3421	0.71
C_3422	0.6
C_3423	0.44
C_3424	1.0414
C_3425	1.0635
C_3426	1.00034
C_3427	0.943
C_3428	0.83
C_3429	0.79
C_3430	0.63
C_3431	0.45
C_3432	0.9958
C_3433	0.963
C_3434	0.976
C_3435	0.982
C_3436	0.89
C_3437	0.76
C_3438	0.58
C_3439	0.36
C_3440	0.86
C_3441	0.81
C_3442	0.79
C_3443	0.71
C_3444	0.69
C_3445	0.68
C_3446	0.61
C_3447	0.5
C_3448	1.0204
C_3449	0.928
C_3450	0.975
C_3451	0.9905
C_3452	1.0474
C_3453	1.0161
C_3454	1.0733
C_3455	0.77
C_3456	1.13
C_3457	1.111
C_3458	1.0781
C_3459	0.85
C_3460	0.57
C_3461	0.48
C_3462	0.36
C_3463	0.27
C_3464	0.94
C_3465	0.915
C_3466	0.84
C_3467	0.82
C_3468	0.74
C_3469	0.72
C_3470	0.73
C_3471	0.69
C_3472	0.87
C_3473	0.967
C_3474	0.967
C_3475	0.97
C_3476	0.83
C_3477	0.74
C_3478	0.64
C_3479	0.34
C_3480	1.0114
C_3481	0.99945
C_3482	1.107
C_3483	1.0073
C_3484	0.955
C_3485	0.77
C_3486	0.74
C_3487	0.54
C_3488	0.9954
C_3489	0.937
C_3490	1.0676
C_3491	0.913
C_3492	0.929
C_3493	0.86
C_3494	0.989
C_3495	0.949
C_3496	0.985
C_3497	0.99
C_3498	0.84
C_3499	0.94
C_3500	0.74
C_3501	0.71
C_3502	0.64
C_3503	0.33
C_3504	1.0842
C_3505	1.0074
C_3506	1.073
C_3507	1.0596
C_3508	1.0741
C_3509	1.139
C_3510	1.0847
C_3511	0.82
C_3512	0.99971
C_3513	1.0042
C_3514	1.0186
C_3515	0.934
C_3516	0.74
C_3517	0.51
C_3518	0.57
C_3519	0.4
C_3520	0.94
C_3521	0.955
C_3522	0.9959
C_3523	0.9933
C_3524	0.79
C_3525	0.85
C_3526	0.86
C_3527	0.77
C_3528	0.949
C_3529	0.944
C_3530	0.986
C_3531	0.968
C_3532	0.89
C_3533	0.916
C_3534	0.79
C_3535	0.74
C_3536	1.0449
C_3537	1.0068
C_3538	0.982
C_3539	0.989
C_3540	0.89
C_3541	0.69
C_3542	0.47
C_3543	0.32
C_3544	1.076
C_3545	1.193
C_3546	1.0175
C_3547	1.0083
C_3548	0.907
C_3549	0.71
C_3550	0.52
C_3551	0.38
C_3552	0.78
C_3553	0.66
C_3554	0.6
C_3555	0.48
C_3556	0.44
C_3557	0.45
C_3558	0.4
C_3559	0.38
C_3560	0.939
C_3561	0.988
C_3562	0.9957
C_3563	1.0953
C_3564	1.092
C_3565	1.178
C_3566	0.928
C_3567	0.42
C_3568	1.15
C_3569	1.0908
C_3570	1.0711
C_3571	0.928
C_3572	0.64
C_3573	0.66
C_3574	0.46
C_3575	0.36
C_3576	0.89
C_3577	0.86
C_3578	0.73
C_3579	0.69
C_3580	0.61
C_3581	0.58
C_3582	0.46
C_3583	0.41
C_3584	0.87
C_3585	1.0144
C_3586	0.976
C_3587	1.0027
C_3588	0.926
C_3589	0.921
C_3590	0.45
C_3591	0.39
C_3592	1.0065
C_3593	1.00079
C_3594	1.0739
C_3595	1.124
C_3596	1.125
C_3597	1.0957
C_3598	1.0429
C_3599	0.85
C_3600	1.013
C_3601	0.979
C_3602	1.0732
C_3603	0.983
C_3604	1.0474
C_3605	1.0611
C_3606	1.082
C_3607	0.72
C_3608	0.979
C_3609	0.926
C_3610	1.003
C_3611	0.931
C_3612	0.89
C_3613	0.77
C_3614	0.78
C_3615	0.62
C_3616	0.982
C_3617	0.986
C_3618	1.0105
C_3619	1.0103
C_3620	0.981
C_3621	0.9941
C_3622	0.944
C_3623	0.87
C_3624	1.0637
C_3625	0.961
C_3626	1.0138
C_3627	1.0053
C_3628	0.71
C_3629	0.67
C_3630	0.51
C_3631	0.41
C_3632	1.0265
C_3633	0.9962
C_3634	1.0536
C_3635	0.89
C_3636	0.906
C_3637	0.85
C_3638	0.79
C_3639	0.73
C_3640	0.902
C_3641	0.958
C_3642	0.88
C_3643	0.954
C_3644	0.953
C_3645	0.88
C_3646	0.88
C_3647	0.55
C_3648	0.981
C_3649	1.0168
C_3650	0.94
C_3651	0.987
C_3652	0.989
C_3653	0.975
C_3654	0.89
C_3655	0.73
C_3656	0.968
C_3657	0.974
C_3658	0.946
C_3659	0.977
C_3660	0.969
C_3661	0.958
C_3662	0.88
C_3663	0.75
C_3664	0.984
C_3665	0.925
C_3666	0.84
C_3667	0.82
C_3668	0.85
C_3669	0.8
C_3670	0.72
C_3671	0.61
C_3672	0.936
C_3673	0.936
C_3674	1.0029
C_3675	0.966
C_3676	1.0582
C_3677	0.9954
C_3678	1.0384
C_3679	0.88
C_3680	1.021
C_3681	1.0588
C_3682	1.0538
C_3683	1.0131
C_3684	0.66
C_3685	0.53
C_3686	0.55
C_3687	0.45
C_3688	0.78
C_3689	0.89
C_3690	0.91
C_3691	0.925
C_3692	0.89
C_3693	0.87
C_3694	0.77
C_3695	0.78
C_3696	0.944
C_3697	0.915
C_3698	0.981
C_3699	0.975
C_3700	1.0057
C_3701	0.977
C_3702	0.906
C_3703	0.81
C_3704	1.18
C_3705	1.172
C_3706	1.0324
C_3707	0.86
C_3708	0.79
C_3709	0.58
C_3710	0.26
C_3711	0.1
C_3712	1.224
C_3713	1.139
C_3714	1.271
C_3715	1.0943
C_3716	0.89
C_3717	0.63
C_3718	0.39
C_3719	0.08
C_3720	1.151
C_3721	1.108
C_3722	1.128
C_3723	0.82
C_3724	0.77
C_3725	0.55
C_3726	0.27
C_3727	0.33
C_3728	0.953
C_3729	0.975
C_3730	0.936
C_3731	0.88
C_3732	0.903
C_3733	0.84
C_3734	0.72
C_3735	0.41
C_3736	1.189
C_3737	1.243
C_3738	0.922
C_3739	0.947
C_3740	1.288
C_3741	1.0408
C_3742	0.76
C_3743	0.56
C_3744	0.9
C_3745	1.092
C_3746	0.81
C_3747	0.83
C_3748	0.941
C_3749	0.61
C_3750	0.36
C_3751	0.06
C_3752	1.0254
C_3753	1.112
C_3754	1.226
C_3755	1.129
C_3756	1.0454
C_3757	0.9
C_3758	0.82
C_3759	0.78
C_3760	1.0943
C_3761	0.87
C_3762	1.101
C_3763	0.949
C_3764	0.957
C_3765	0.955
C_3766	0.89
C_3767	0.69
C_3768	0.919
C_3769	0.54
C_3770	0.39
C_3771	0.23
C_3772	0.18
C_3773	0.18
C_3774	0.15
C_3775	0.12
C_3776	1.0672
C_3777	1.0601
C_3778	0.929
C_3779	0.9
C_3780	1.156
C_3781	1.115
C_3782	1.0171
C_3783	1.153
C_3784	0.917
C_3785	1.0527
C_3786	0.85
C_3787	1.125
C_3788	0.86
C_3789	1.0636
C_3790	0.85
C_3791	0.68
C_3792	0.935
C_3793	0.84
C_3794	0.85
C_3795	0.67
C_3796	0.34
C_3797	0.19
C_3798	0.2
C_3799	0.13
C_3800	0.976
C_3801	0.983
C_3802	1.105
C_3803	0.9917
C_3804	0.97
C_3805	0.74
C_3806	0.76
C_3807	0.6
C_3808	1.0154
C_3809	1.0432
C_3810	0.974
C_3811	1.202
C_3812	0.84
C_3813	0.75
C_3814	0.77
C_3815	0.86
C_3816	0.966
C_3817	0.969
C_3818	1.0629
C_3819	1.139
C_3820	0.935
C_3821	1.0136
C_3822	0.83
C_3823	0.78
C_3824	0.976
C_3825	0.82
C_3826	0.903
C_3827	0.67
C_3828	0.81
C_3829	0.54
C_3830	0.59
C_3831	0.54
C_3832	1.0755
C_3833	0.965
C_3834	1.0064
C_3835	0.935
C_3836	1.13
C_3837	1.12
C_3838	1.0468
C_3839	0.986
C_3840	0.83
C_3841	1.122
C_3842	0.953
C_3843	1.279
C_3844	0.85
C_3845	1.14
C_3846	0.8
C_3847	0.6
C_3848	0.928
C_3849	0.88
C_3850	0.86
C_3851	1.0767
C_3852	0.87
C_3853	0.988
C_3854	0.62
C_3855	0.74
C_3856	0.73
C_3857	0.926
C_3858	1.0146
C_3859	1.0359
C_3860	0.9936
C_3861	1.0148
C_3862	0.63
C_3863	0.66
C_3864	0.9971
C_3865	1.0676
C_3866	1.0723
C_3867	1.083
C_3868	1.0264
C_3869	1.0051
C_3870	0.927
C_3871	0.67
C_3872	0.9906
C_3873	0.987
C_3874	1.0574
C_3875	1.0733
C_3876	0.962
C_3877	0.945
C_3878	0.89
C_3879	0.84
C_3880	1.0946
C_3881	0.9965
C_3882	1.0868
C_3883	0.75
C_3884	0.71
C_3885	0.62
C_3886	0.44
C_3887	0.45
C_3888	1.0459
C_3889	1.00093
C_3890	1.0268
C_3891	0.9909
C_3892	1.0393
C_3893	1.0385
C_3894	0.88
C_3895	0.46
C_3896	0.983
C_3897	0.977
C_3898	1.0158
C_3899	0.87
C_3900	0.75
C_3901	0.64
C_3902	0.56
C_3903	0.38
C_3904	0.981
C_3905	0.993
C_3906	1.0772
C_3907	1.0714
C_3908	0.9947
C_3909	1.0211
C_3910	0.938
C_3911	0.75
C_3912	0.965
C_3913	0.977
C_3914	0.986
C_3915	0.87
C_3916	1.025
C_3917	0.945
C_3918	0.9
C_3919	0.6
C_3920	1.014
C_3921	1.0129
C_3922	1.0145
C_3923	1.0038
C_3924	0.933
C_3925	0.89
C_3926	0.901
C_3927	0.77
C_3928	1.0326
C_3929	0.97
C_3930	1.017
C_3931	1.06
C_3932	0.921
C_3933	0.927
C_3934	0.947
C_3935	0.88
C_3936	1.004
C_3937	0.977
C_3938	1.0309
C_3939	0.962
C_3940	0.87
C_3941	0.76
C_3942	0.79
C_3943	0.64
C_3944	1.0214
C_3945	0.954
C_3946	1.0411
C_3947	0.956
C_3948	1.0365
C_3949	0.96
C_3950	0.962
C_3951	0.85
C_3952	1.0315
C_3953	0.972
C_3954	1.0691
C_3955	1.0248
C_3956	0.92
C_3957	0.81
C_3958	0.56
C_3959	0.42
C_3960	0.951
C_3961	0.971
C_3962	1.0013
C_3963	0.9904
C_3964	1.0318
C_3965	0.986
C_3966	0.74
C_3967	0.72
C_3968	0.903
C_3969	0.971
C_3970	0.965
C_3971	1.0254
C_3972	1.00064
C_3973	1.014
C_3974	0.87
C_3975	0.73
C_3976	1.11
C_3977	1.078
C_3978	0.904
C_3979	1.01
C_3980	0.932
C_3981	1.004
C_3982	0.83
C_3983	0.56
C_3984	0.987
C_3985	1.0414
C_3986	0.951
C_3987	1.066
C_3988	0.944
C_3989	0.9918
C_3990	0.84
C_3991	0.52
C_3992	0.85
C_3993	0.61
C_3994	0.53
C_3995	0.3
C_3996	0.31
C_3997	0.22
C_3998	0.24
C_3999	0.19
C_4000	0.955
C_4001	1.0236
C_4002	0.87
C_4003	0.87
C_4004	0.71
C_4005	0.63
C_4006	0.45
C_4007	0.28
C_4008	0.967
C_4009	0.89
C_4010	1.0875
C_4011	0.72
C_4012	0.52
C_4013	0.38
C_4014	0.28
C_4015	0.14
C_4016	1.0158
C_4017	0.941
C_4018	0.82
C_4019	0.7
C_4020	0.56
C_4021	0.43
C_4022	0.3
C_4023	0.29
C_4024	0.917
C_4025	0.911
C_4026	0.942
C_4027	0.87
C_4028	1.0119
C_4029	0.9932
C_4030	0.902
C_4031	0.88
C_4032	1.0876
C_4033	0.9943
C_4034	0.988
C_4035	1.23
C_4036	1.0279
C_4037	0.989
C_4038	0.95
C_4039	0.86
C_4040	1.149
C_4041	1.0286
C_4042	1.0258
C_4043	1.0708
C_4044	1.0747
C_4045	1.0177
C_4046	1.0251
C_4047	0.57
C_4048	0.942
C_4049	0.81
C_4050	0.62
C_4051	0.47
C_4052	0.42
C_4053	0.42
C_4054	0.36
C_4055	0.28
C_4056	1.132
C_4057	0.973
C_4058	1.0421
C_4059	0.87
C_4060	0.87
C_4061	0.8
C_4062	0.59
C_4063	0.42
C_4064	1.0349
C_4065	1.043
C_4066	0.956
C_4067	0.949
C_4068	0.79
C_4069	0.64
C_4070	0.53
C_4071	0.5
C_4072	0.952
C_4073	0.96
C_4074	0.89
C_4075	0.87
C_4076	0.68
C_4077	0.63
C_4078	0.48
C_4079	0.4
C_4080	0.79
C_4081	1.0224
C_4082	0.941
C_4083	0.97
C_4084	1.0016
C_4085	1.145
C_4086	0.83
C_4087	0.35
C_4088	1.0635
C_4089	1.0858
C_4090	1.287
C_4091	1.119
C_4092	1.0105
C_4093	0.918
C_4094	0.912
C_4095	0.58
C_4096	1.0118
C_4097	1.124
C_4098	1.103
C_4099	1.056
C_4100	0.88
C_4101	0.953
C_4102	1.052
C_4103	0.69
C_4104	0.972
C_4105	0.67
C_4106	0.62
C_4107	0.42
C_4108	0.35
C_4109	0.27
C_4110	0.36
C_4111	0.3
C_4112	0.904
C_4113	0.986
C_4114	1.0175
C_4115	1.059
C_4116	0.72
C_4117	0.57
C_4118	0.42
C_4119	0.3
C_4120	0.988
C_4121	1.0827
C_4122	1.153
C_4123	0.71
C_4124	0.46
C_4125	0.39
C_4126	0.37
C_4127	0.3
C_4128	1.0021
C_4129	1.0248
C_4130	0.942
C_4131	0.79
C_4132	0.55
C_4133	0.42
C_4134	0.33
C_4135	0.33
C_4136	0.81
C_4137	0.88
C_4138	0.89
C_4139	0.965
C_4140	0.83
C_4141	1.0157
C_4142	0.82
C_4143	0.89
C_4144	0.9954
C_4145	0.81
C_4146	1.0187
C_4147	0.9
C_4148	0.64
C_4149	0.56
C_4150	0.38
C_4151	0.27
C_4152	1.0582
C_4153	0.9
C_4154	1.162
C_4155	0.82
C_4156	0.89
C_4157	0.49
C_4158	0.45
C_4159	0.22
C_4160	1.0302
C_4161	1.0755
C_4162	0.81
C_4163	0.75
C_4164	0.53
C_4165	0.52
C_4166	0.42
C_4167	0.37
C_4168	0.86
C_4169	0.88
C_4170	0.89
C_4171	0.59
C_4172	0.89
C_4173	0.88
C_4174	0.86
C_4175	0.945
C_4176	0.923
C_4177	1.17
C_4178	1.0482
C_4179	1.0062
C_4180	0.68
C_4181	0.37
C_4182	0.32
C_4183	0.2
C_4184	0.954
C_4185	0.931
C_4186	0.963
C_4187	0.83
C_4188	0.64
C_4189	0.66
C_4190	0.6
C_4191	0.33
C_4192	0.915
C_4193	0.952
C_4194	0.935
C_4195	0.9
C_4196	0.85
C_4197	0.51
C_4198	0.33
C_4199	0.28
C_4200	1.2
C_4201	0.904
C_4202	0.89
C_4203	0.947
C_4204	1.089
C_4205	1.0494
C_4206	1.0478
C_4207	0.8
C_4208	0.9923
C_4209	1.0413
C_4210	0.9981
C_4211	0.974
C_4212	0.955
C_4213	0.981
C_4214	0.927
C_4215	0.63
C_4216	1.274
C_4217	1.0087
C_4218	1.117
C_4219	1.0116
C_4220	0.906
C_4221	0.87
C_4222	0.953
C_4223	0.76
C_4224	0.986
C_4225	0.958
C_4226	1.0224
C_4227	0.969
C_4228	0.9949
C_4229	1.192
C_4230	0.89
C_4231	0.85
C_4232	1.0537
C_4233	1.0755
C_4234	0.9934
C_4235	1.175
C_4236	1.0251
C_4237	0.986
C_4238	0.914
C_4239	0.78
C_4240	0.918
C_4241	0.9955
C_4242	1.126
C_4243	1.0034
C_4244	0.968
C_4245	0.89
C_4246	1.0276
C_4247	0.901
C_4248	0.79
C_4249	0.86
C_4250	0.978
C_4251	0.982
C_4252	0.918
C_4253	0.983
C_4254	0.78
C_4255	0.62
C_4256	0.935
C_4257	1.0197
C_4258	0.83
C_4259	1.0878
C_4260	0.95
C_4261	0.92
C_4262	0.83
C_4263	0.84
C_4264	1.19
C_4265	1.0031
C_4266	1.137
C_4267	0.944
C_4268	1.101
C_4269	0.902
C_4270	0.936
C_4271	0.85
C_4272	1.0822
C_4273	0.932
C_4274	0.939
C_4275	0.81
C_4276	0.88
C_4277	0.75
C_4278	0.8
C_4279	0.78
C_4280	1.043
C_4281	0.922
C_4282	0.947
C_4283	1.0213
C_4284	1.106
C_4285	1.099
C_4286	1.011
C_4287	1.0789
C_4288	1.131
C_4289	1.078
C_4290	0.988
C_4291	0.88
C_4292	0.75
C_4293	0.48
C_4294	0.29
C_4295	0.909
C_4296	1.0403
C_4297	0.85
C_4298	0.97
C_4299	0.976
C_4300	0.922
C_4301	0.87
C_4302	0.79
C_4303	0.87
C_4304	1.069
C_4305	0.9
C_4306	1.046
C_4307	0.81
C_4308	1.0384
C_4309	0.955
C_4310	0.87
C_4311	0.77
C_4312	1.0904
C_4313	1.0859
C_4314	1.26
C_4315	1.179
C_4316	1.121
C_4317	0.89
C_4318	0.78
C_4319	0.79
C_4320	1.131
C_4321	0.77
C_4322	0.74
C_4323	0.26
C_4324	0.19
C_4325	0.05
C_4326	0.02
C_4327	1.0959
C_4328	1.0049
C_4329	1.196
C_4330	1.0646
C_4331	1.408
C_4332	1.314
C_4333	1.519
C_4334	1.0644
C_4335	0.87
C_4336	0.932
C_4337	0.959
C_4338	1.0763
C_4339	1.172
C_4340	1.12
C_4341	0.981
C_4342	1.125
C_4343	0.9933
C_4344	0.85
C_4345	0.89
C_4346	0.84
C_4347	0.76
C_4348	0.85
C_4349	0.61
C_4350	0.08
C_4351	0.81
C_4352	1.407
C_4353	1.0531
C_4354	1.233
C_4355	1.261
C_4356	1.509
C_4357	1.358
C_4358	1.51
C_4359	0.929
C_4360	0.83
C_4361	1.151
C_4362	0.7
C_4363	1.25
C_4364	0.965
C_4365	1.186
C_4366	0.65
C_4367	1.44
C_4368	1.148
C_4369	0.969
C_4370	0.971
C_4371	0.87
C_4372	0.65
C_4373	0.74
C_4374	0.56
C_4375	1.517
C_4376	0.966
C_4377	1.0228
C_4378	1.0327
C_4379	0.908
C_4380	0.76
C_4381	1.196
C_4382	0.48
C_4383	1.0143
C_4384	1.0052
C_4385	0.56
C_4386	0.46
C_4387	0.31
C_4388	0.24
C_4389	0.22
C_4390	0.09
C_4391	0.88
C_4392	1.114
C_4393	0.98
C_4394	1.151
C_4395	1.0211
C_4396	0.96
C_4397	1.53
C_4398	1.131
C_4399	0.75
C_4400	0.974
C_4401	0.935
C_4402	0.55
C_4403	0.61
C_4404	0.56
C_4405	0.3
C_4406	0.23
C_4407	0.95
C_4408	0.988
C_4409	0.82
C_4410	1.257
C_4411	1.128
C_4412	0.977
C_4413	0.83
C_4414	0.31
C_4415	1.0485
C_4416	1.0147
C_4417	0.67
C_4418	0.28
C_4419	0.17
C_4420	0.2
C_4421	0.14
C_4422	0.1
C_4423	0.985
C_4424	1.237
C_4425	0.88
C_4426	1.239
C_4427	0.956
C_4428	1.0062
C_4429	0.81
C_4430	0.19
C_4431	1.159
C_4432	1.245
C_4433	0.955
C_4434	1.327
C_4435	0.9
C_4436	0.89
C_4437	0.57
C_4438	0.68
C_4439	0.927
C_4440	0.76
C_4441	0.927
C_4442	0.949
C_4443	0.85
C_4444	1.275
C_4445	1.00042
C_4446	1.0168
C_4447	0.949
C_4448	1.325
C_4449	0.93
C_4450	1.257
C_4451	1.3
C_4452	1.0949
C_4453	0.9903
C_4454	1.066
C_4455	0.82
C_4456	1.0402
C_4457	0.79
C_4458	1.0825
C_4459	0.56
C_4460	0.25
C_4461	0.11
C_4462	0.11
C_4463	1.001
C_4464	1.139
C_4465	1.113
C_4466	1.0456
C_4467	0.937
C_4468	1.131
C_4469	0.92
C_4470	0.73
C_4471	0.956
C_4472	1.0494
C_4473	1.0596
C_4474	0.963
C_4475	0.961
C_4476	0.977
C_4477	0.8
C_4478	0.6
C_4479	1.134
C_4480	0.9988
C_4481	1.0456
C_4482	0.942
C_4483	0.954
C_4484	1.0493
C_4485	0.8
C_4486	0.51
C_4487	1.0077
C_4488	0.88
C_4489	1.0911
C_4490	1.0899
C_4491	0.9
C_4492	1.0138
C_4493	0.982
C_4494	0.86
C_4495	1.164
C_4496	0.984
C_4497	1.0378
C_4498	0.88
C_4499	0.65
C_4500	0.68
C_4501	0.51
C_4502	0.33
C_4503	0.78
C_4504	0.907
C_4505	1.0417
C_4506	1.129
C_4507	0.89
C_4508	0.945
C_4509	1.145
C_4510	0.924
C_4511	0.908
C_4512	1.0063
C_4513	0.9
C_4514	1.0848
C_4515	1.102
C_4516	0.86
C_4517	0.52
C_4518	0.36
C_4519	1.0408
C_4520	1.0478
C_4521	1.0851
C_4522	1.0543
C_4523	0.959
C_4524	0.931
C_4525	0.972
C_4526	0.85
C_4527	1.0682
C_4528	0.986
C_4529	1.006
C_4530	1.0183
C_4531	0.921
C_4532	0.923
C_4533	0.972
C_4534	0.89
C_4535	1.045
C_4536	1.0075
C_4537	1.131
C_4538	1.0661
C_4539	1.0385
C_4540	0.929
C_4541	1.0749
C_4542	0.87
C_4543	1.0792
C_4544	1.0142
C_4545	0.99943
C_4546	0.9
C_4547	1.172
C_4548	1.121
C_4549	1.108
C_4550	1.109
C_4551	0.956
C_4552	0.933
C_4553	1.044
C_4554	1.0433
C_4555	0.941
C_4556	0.77
C_4557	0.77
C_4558	0.63
C_4559	0.88
C_4560	0.89
C_4561	0.84
C_4562	0.924
C_4563	1.0611
C_4564	1.0475
C_4565	1.0819
C_4566	0.9971
C_4567	0.85
C_4568	0.87
C_4569	0.86
C_4570	0.89
C_4571	0.906
C_4572	1.0219
C_4573	0.89
C_4574	0.81
C_4575	0.81
C_4576	1.0258
C_4577	0.85
C_4578	0.906
C_4579	0.36
C_4580	0.29
C_4581	0.2
C_4582	0.22
C_4583	0.98
C_4584	1.0874
C_4585	0.919
C_4586	1.037
C_4587	0.59
C_4588	0.3
C_4589	0.2
C_4590	0.04
C_4591	0.62
C_4592	0.69
C_4593	0.56
C_4594	0.35
C_4595	0.25
C_4596	0.15
C_4597	0.09
C_4598	0.04
C_4599	0.908
C_4600	0.928
C_4601	1.094
C_4602	0.907
C_4603	0.88
C_4604	0.84
C_4605	0.81
C_4606	0.69
C_4607	1.239
C_4608	1.123
C_4609	1.281
C_4610	1.128
C_4611	0.67
C_4612	0.39
C_4613	0.35
C_4614	0.24
C_4615	0.65
C_4616	0.8
C_4617	0.66
C_4618	0.71
C_4619	0.52
C_4620	0.4
C_4621	0.28
C_4622	0.32
C_4623	0.44
C_4624	0.7
C_4625	0.75
C_4626	0.77
C_4627	0.74
C_4628	0.37
C_4629	0.33
C_4630	0.31
C_4631	1.0402
C_4632	1.134
C_4633	0.93
C_4634	0.943
C_4635	0.923
C_4636	0.62
C_4637	0.67
C_4638	0.63
C_4639	1.0221
C_4640	1.102
C_4641	1.0338
C_4642	0.81
C_4643	0.84
C_4644	0.86
C_4645	0.56
C_4646	0.64
C_4647	0.936
C_4648	0.929
C_4649	0.82
C_4650	0.65
C_4651	0.66
C_4652	0.6
C_4653	0.75
C_4654	0.47
C_4655	0.945
C_4656	1.0787
C_4657	1.111
C_4658	0.973
C_4659	1.116
C_4660	1.208
C_4661	1.203
C_4662	1.139
C_4663	1.138
