	C32	MDAMB435S	UACC257	WM793	BT20	EFM19	HCC70	SKBR3	HCC4006	LU99	NCIH1341	NCIH1650	NCIH1703	NCIH1944	NCIH211	NCIH23	NCIH520	NCIH727	SBC5	SW1573	LS411N	SW403	HUPT3	PK45H	COLO679	MELHO	UACC62	WM88	BT474	HCC1187	HMC18	UACC812	HCC2935	LOUNH91	NCIH1299	NCIH1648	NCIH1694	NCIH1915	NCIH2087	NCIH2286	NCIH441	NCIH661	RERFLCMS	SW1271	LS123	SW1417	KP2	PK59	HMCB	RPMI7951	WM115	WM983B	BT549	HCC1395	MDAMB415	ZR751	EBC1	LCLC103H	NCIH1092	NCIH1573	NCIH1693	NCIH1869	NCIH2030	NCIH2228	NCIH358	NCIH650	RERFLCAI	SKMES1	HCC56	SNUC2A	KP3	SU8686	HT144	SKMEL24	WM1799	CAL851	HCC1569	MDAMB436	ZR7530	DV90	HCC827	NCIH1048	NCIH1563	NCIH1666	NCIH1793	NCIH2023	NCIH2172	NCIH3255	NCIH647	PC14	SKLU1	T3M10	COLO320	SKCO1	T84	KP4	K029AX	SKMEL30	WM2664	CAMA1	HCC1806	MDAMB468	CAL12T	HCC78	LUDLU1	NCIH1355	NCIH1651	NCIH1792	NCIH1975	NCIH2170	NCIH2444	NCIH522	NCIH810	SHP77	SW900	COLO201	NCIH747	SW480	L33	SW1990
ANXA1	0.2901853272178189	1.1165613912790544	-0.3483313015744113	0.4282625902091069	-1.6726288341160989	-2.578600065678913	0.806129520573897	-1.693236637576039	0.4498973265348739	-0.0843349793122675	-0.2386770367377456	0.8531914314133574	0.8841862576949245	1.0093831913204427	0.4040802877532578	-0.1321566841804148	-2.382885974886822	-0.9340299495545232	1.6844766515619098	-0.0601404728635701	-1.6717207152283249	-1.888617906415978	0.6319811747773401	0.876563161118406	0.6335461205752781	-2.5562659508558285	0.6161361302169935	0.104160684714155	-0.998490234291981	-1.2002674145912977	-1.1507927639598854	-1.883574503692092	0.508999920326568	0.409193234398647	-0.1822896409750487	0.907612828869866	-2.6157367120590607	0.5110585206380861	0.7320824425000377	0.5431602001292908	0.8907035231665265	0.8439601125470275	0.3217949706219393	1.0004275185251814	0.5706708319533876	-0.4111986789292887	1.0243114186050717	0.7034074317177753	1.136615549310082	0.402546708559086	0.4092475068228561	0.1829587762251685	0.4858514516121776	0.1250733588101764	-0.3072574567462374	-1.505653688302942	0.7080014608887458	-0.094825378273165	-2.612301591983489	0.0663220720107785	0.6682928584691439	0.8780735328559545	0.125028430252277	1.3565178563312272	0.8076084847801771	-0.0336893050426542	0.4574128307188227	0.7959743435264276	-1.427272150886612	1.032154720443561	0.9830012309570284	0.1758102855699143	0.4634793897655474	0.3851229534529391	0.2245779404039519	0.192038461970391	-0.29587216297079	0.7157092760136138	-1.4264641318690052	-1.1314651881003728	0.5238275598585376	1.416341198269977	-0.2302217523884954	0.610284439758561	0.8320631480163226	0.8587515203705482	0.355164292982245	0.4099797388570023	0.5729532268250896	0.5636324386234902	0.4477491080007935	0.1044231064790147	-1.1193511057512	0.4707490385560655	-0.1151187382304833	-0.5363804975148418	-1.4568721752490963	-0.5563201866234516	-0.1261542431416744	-2.5837054518219738	0.2719941028720498	0.230162702294791	0.2099150298110638	0.4113245215328186	0.1220421132978423	0.6097706333557884	0.281321861842708	0.4303582770483965	0.7702421300939634	-0.1382713085763796	0.6913522845526304	0.8993692076153953	-2.546872277426287	-2.3080833573109203	0.2117592827517002	-0.4009495046296343	0.8214672931722092	-0.6322825130190863	0.3490528792273145	0.2597658065618209
CSF2	-0.6681332513157876	0.5911167185135497	-0.6384532403705532	2.111076111478872	-0.6228757695915483	-0.6681332513157876	-0.6433483174245808	-0.6258441083303855	1.005219577374778	-0.6435477373435502	-0.6681332513157876	-0.6244827070549848	-0.6283143431842451	-0.6581746963150944	-0.6458417711024016	-0.6462153563885801	-0.6681332513157876	-0.3324967497717551	-0.6681332513157876	-0.6456685468363432	-0.4244220340548917	-0.2291588065625141	2.841065011699679	-0.0736328738088749	-0.657045208113711	-0.6244107408415485	-0.6681332513157876	-0.6454492047847613	-0.6681332513157876	-0.6428902123621888	-0.6328031385125293	-0.6524905675437155	-0.3207901654964566	0.8789027698021898	-0.6319939686305956	2.620382107285434	-0.6681332513157876	-0.0451197742147502	1.0494513245440362	-0.1629224646738673	-0.0642232061657904	-0.6497800221152467	0.0479761265967613	0.3843773298106494	0.8542506750208412	0.4822294327669532	0.9729733863237496	0.9435290419053712	-0.6564999251143239	0.5244768180216969	-0.6453782206474493	-0.5623065869180298	-0.1926320374231905	0.0773186287590667	-0.5172418881178313	-0.544800856063701	1.1845225125853711	-0.5123089822376009	-0.6681332513157876	-0.6076157240083764	-0.5764136783257752	2.389118271123865	-0.3422763183135033	0.8937210840977206	0.0595709388652987	1.032614809626601	0.3096327738473667	2.1998713143770763	-0.4036297695281894	-0.6157602461906257	-0.2989181128876082	1.448492788204339	-0.6391749157562906	-0.5037984725377826	-0.6681332513157876	1.6646195630854683	-0.6681332513157876	-0.2339257651752731	-0.6546010167929605	-0.6450620231943339	1.6056998529442796	-0.6681332513157876	-0.6681332513157876	-0.4508451837590937	-0.0054266249351052	-0.624345637863822	-0.6681332513157876	-0.1904840942492819	0.3991863369789471	-0.6335403387529391	0.077701670210142	1.6716859279285012	-0.6681332513157876	0.2310454910478715	0.0966194910558245	-0.621566951570828	-0.6222150020959795	-0.3922185488758943	-0.6681332513157876	-0.6681332513157876	-0.4061797349378405	-0.3316163351674444	-0.4615260030056026	1.0685503407437391	-0.6031205058213586	-0.4526189762088414	-0.6357897778725855	0.9042738957615336	-0.0880658222928802	-0.5587913784443911	4.787597757435329	-0.6681332513157876	-0.6681332513157876	-0.6681332513157876	2.13942201472168	2.477464433819235	-0.4604092693140896	2.745099764662278	-0.5735527698195116	-0.3311378408945592
NR3C1	-0.0059784869027548	0.2311623104548075	-0.5798917964476854	0.1122687836974826	-0.1472540964984033	-0.7766119150167952	0.1885813084594442	-0.8760936954551446	0.5687615047970986	-0.3077759352804221	0.4224391584079202	0.5709058925851836	0.3210029041818533	1.0603910517850583	-0.6671961480638864	-0.2142485483137295	-0.6668366503866249	1.5735199975976442	0.2131036382495406	-0.0725387356016768	-2.338871220693124	-2.170336457153613	0.32423853030821	1.3733737279224654	-0.4854163530354687	-0.4229214214876142	-0.4636853719169113	-0.6503480948339211	-2.0475126584674785	1.6742845161403537	-0.8060891109649979	-1.0780687152462238	-0.1986590353867373	1.2002230091143604	-0.3099713717629214	0.5300608735488033	0.4131607343288205	-0.07458582495259	0.6780584899373454	-0.1996374454603571	0.9842655840836572	-0.0130335017108794	1.206856768292414	0.7666894643722594	-0.9953163889415376	-2.196746094448277	-0.0055712118629489	0.5172847466879896	-0.8022539053079114	0.4526080907564181	0.2723008098350776	0.3238546898036839	1.6558382078591332	0.6345996611973092	-2.1305185292952857	-0.4392981764218494	0.2878491585476124	-0.3801700907893504	-0.0395102470066574	1.7380152481838589	0.5662562710021924	0.6305779323334454	0.1796930014938727	1.4402653009422022	0.0910033931084634	1.1277955341424946	0.1207046615675532	0.9222790646520564	-2.3729621116207658	0.4088655415663859	-0.1037587041898541	-0.7018807047403498	-0.1401496699212157	0.2556688428170112	-0.0444078317882465	-0.3144503612310474	-0.0742757652809352	0.5369602666857998	-0.9398557053649516	-2.3707741721946114	0.4815863624558176	-2.1017805454907714	1.68471586495849	1.6513393982171636	0.965105776370823	1.9655101830664816	0.6643849512923302	0.1135467365299769	0.5495060760796695	0.3337804805861125	1.0123080564415263	0.4909063839258485	-0.7130419019936373	-2.356386229191389	-2.3091985841119578	-0.8610079855975495	-0.5772639626657566	-0.2232978859241588	0.448101125968856	0.1862044290322581	0.2266718504422264	-0.0606606299144627	0.793122097838507	0.434680050869146	1.0864474473396226	0.7948175569066186	1.1324495454145942	0.380736229497106	1.019931242744573	-0.3778739938135887	-0.2724628678726369	-1.2604197063864355	0.4137238970120671	1.0344659204813935	0.3896325071893067	-2.378746232777207	-0.2969327676808669	-2.055793776596464	0.1469677313799232	0.4939187579748861
KRT1	-0.6200679435388564	-0.6200679435388564	-0.5656157574681611	-0.5748171795781797	0.4129153791353773	-0.2617381975912617	-0.3053029238340748	0.5779411607152697	-0.5343642599130253	-0.4854094090046972	2.386636377773314	-0.2222505181300274	-0.510253853956166	0.2258969425803588	-0.6200679435388564	-0.4603183380192898	-0.5077408728596937	0.0799194778952846	-0.0350247396911592	-0.0550404933453833	-0.4350267916658917	-0.3617625075695839	-0.413938129350102	-0.262224647679121	-0.4992054085014447	-0.5662864190853327	-0.4755026116287026	-0.5371510929105064	4.35376608219612	-0.1195094518638225	-0.6200679435388564	0.0500490000923729	0.4824192143669418	-0.5655762247211936	-0.5757355310852916	-0.4322963302276996	-0.4759908422897201	-0.4088796170191243	0.702404163141569	-0.4593345645871913	-0.4125064234960949	-0.5530611835267807	-0.3340622772598044	-0.4101140515041385	0.3519715163894154	0.6908858493024721	-0.2766294766395525	0.3382838587419358	-0.5354039747746003	-0.5763981939777743	-0.6200679435388564	-0.4208570525019079	-0.5867250432303294	-0.5679568574451106	-0.4097411962715135	-0.2482237734972702	-0.2153011264024097	-0.5598987731941334	-0.4546198464096829	0.125872193371907	0.013844374924044	-0.1674520289500795	-0.5077704016676676	-0.5469558567532602	-0.3209103214561682	-0.4062784402317634	0.1248112204630687	-0.2846512550939199	0.1608532314182602	3.8080328187004975	-0.0732202842341392	0.0538539987473258	-0.6200679435388564	-0.6200679435388564	-0.5828780980463654	-0.0796692175130129	-0.2597704562452725	-0.5704960748892545	-0.5215572297277713	-0.3685348624555448	-0.4931695865520051	2.457843639627036	-0.1189799922255138	1.4087542888754947	0.4692783257498546	0.2053814523184109	-0.5135972172902736	-0.0150684490446982	-0.3848421550702642	-0.3674766862138807	-0.2138122174877412	-0.3047096464996735	-0.4941402587593743	0.2330865020051443	0.1213776420793733	-0.5341473100613436	-0.5072374864542811	-0.4744785042497163	-0.0861142618550625	-0.272872688759177	3.540854494734704	0.0648293787002138	0.8845113569592494	-0.1276111457924662	5.3304846417597895	1.1518147376479737	-0.2673900637597572	-0.423005232453594	-0.439298389088294	-0.465232622021653	0.0741053485952429	-0.6200679435388564	-0.4855624369445571	-0.4801246413363773	-0.332492786667254	0.686296840384298	0.7055772228400536	0.0435166188657639	3.088429992517199	-0.2866515257463561
HLA-A	0.4765465671976124	0.6290497537910604	0.112497096010578	0.2851297950138144	-1.2796619465192665	-1.961116214563572	0.485835925354015	-2.311283194084326	0.329702870981735	-0.3961347467456508	-0.545924901128094	-0.4119584237544731	0.6459777910903104	-0.5257200205440213	-0.7255882770975806	0.1831359722300941	-0.49772023840049	-0.6624820571339531	-0.3445221512251963	0.3509928524512861	-0.4085506498989172	0.920475936176858	1.1030864294320464	0.6455412248986901	-0.2300009522993986	0.8658294002690252	-0.5316876154788956	0.3213942634888635	-3.286919550848767	0.4878836099537081	-0.441356278406928	-0.8353622516575393	1.4903596075573728	0.3786785137499298	-0.5054320176380361	0.3344633938605391	-0.8527804886822183	-1.081931257311941	0.906744865257534	-2.483010625547012	0.923140881183782	-3.034617200438068	-0.2663253934570161	0.0273932683905998	1.2074785074286738	1.073765397148035	0.0922238593533671	0.0635804265583435	-0.257398881606982	1.083375353729337	0.6132107554902625	0.3390530570449592	-1.0233128484586205	-0.2767634029260137	0.8866805164102896	-2.5462621445796345	0.4182899620339644	1.3834055874297937	-0.7601518098900479	-0.1024317718881479	-0.4367199744853196	1.149550300050538	0.3641399849679824	0.8141166619425088	0.83002602218554	0.6609844201140291	0.2714313899837496	0.814240573205914	0.8345493488924992	-3.035946391968852	0.926441593327169	1.5327046778644622	0.4101883591444496	1.1921875294557684	-0.2159014060274449	0.3704669275966434	0.6408168596819369	0.3154045660243785	-1.4807277884290728	-1.9486735018285817	-0.0843595559945867	0.0934286162604662	1.6205497539142124	-0.3690511523005148	-2.4108925147113376	-0.2164285007633612	0.5755128065365668	0.402849431085074	-0.6083647144300054	-0.5169952568156423	0.7134704721577263	0.8461365158376526	0.0034856412431238	-0.124484230113923	0.8565037814627615	-0.3140241513321667	0.4503070560327795	1.0268494005337965	-0.3860054577432111	-1.299595306588213	0.6808009905680975	0.6062303229430233	-0.5798537440414078	1.5325556229404764	0.7675127246069895	-0.2567495865431177	1.1309065715500728	0.1167649956159627	0.472894436932858	-0.9590915453435752	0.627313296093637	-0.8070526227898297	-1.350523178102448	-0.2116091751625636	0.8063080944473527	0.8343736282909678	0.7585222361274448	0.4342538330533548	0.4192327915985683	0.2305213924890351
ERBB2	-0.8092600565259076	-0.9159986474821802	-0.5897076230346718	-0.4800584499819014	0.4593257010525423	1.2560434560711806	0.0385009331026766	3.288514704781188	0.1273705913090225	-0.2723542401278993	-1.5656253958979476	0.6190386340813461	-0.0181335973615091	-0.8091125304087897	-0.7482940269541479	-0.979339820326652	-1.6808306311083503	-1.0412335156100552	0.2353155630416466	-0.0122859645404195	0.1200615761762006	0.2657190446082944	0.0871167185291398	-0.4132764565968142	-1.514511734431763	-1.2313463226103305	-0.4938000284963347	-0.7258883101920699	3.090062572833352	0.7915146156642472	-0.7923704275294341	3.404067996925497	0.9530917209123309	0.060148096410728	-0.8079536590501193	0.1377428343300714	-1.3829480635481417	-1.4779208725433644	0.0293498510142533	0.3551261216829358	0.5682748083207048	0.4042988363456337	-0.4584980820894654	-2.133174596548615	-0.0726530150148848	0.3537234261060468	0.3290667313468913	-0.0076295008993878	0.2084465193817296	-0.5052925053556158	0.7993327086267373	0.1898387888826599	-0.597814789886659	-0.6995665920284218	0.4048233908746241	0.8112357136776444	-0.1367926736124091	-0.2434171328559157	-0.9375010720300212	0.6626571980317002	0.4075068792090091	0.2869820443133322	-0.0473239005402543	-0.6364281202045317	0.011814351942715	-0.5562084100008758	-0.2993546995855035	-0.7538347320290338	0.1367503376100589	1.1343101889887657	-0.4232682679337071	-0.3220972658489514	-0.3131066538744761	-0.1152178747274759	-0.0492188854408802	0.2167213866427766	3.277500696256413	-0.7653768926677144	3.55913497973884	0.0153789458350078	-0.1034850935652035	-0.5422073368665437	0.8532477191475341	0.2553722642479583	-0.4622802664722244	-0.2999941705266668	-0.4299153069495623	1.2090306065710994	-0.7292171535885824	-0.0806938232669833	-0.404993011378006	-0.0671447378980297	-0.4075722964310324	0.8365829642740421	-0.0573934649592956	0.1945248181908482	-0.6592401301421678	-0.5145213533231233	-0.4789310055246113	0.5266918585613869	0.0786753417169214	-0.3889776730462793	0.0843356847170307	0.4661706176901659	-0.0559566407453582	0.1272822915777376	-0.2061321148056744	-0.4213371435590796	0.0211552120401272	3.49086169426652	-0.3792519084039196	1.0923893035175058	-1.537284642435641	-1.440410504249272	-0.2570497605980924	1.0479758223897897	0.4335679460242533	-0.6363276383991993	-0.0860646005303482	-0.3313649943923267
NTRK1	-0.2924139754044352	-0.3915604753281434	-0.3480028449273589	0.2739401633007392	-0.3873373830242187	-0.3599008673206711	-0.3976395987030235	-0.3542539918024492	-0.3427771806147836	-0.2112438550813972	0.8765729961623201	-0.2730132031497698	-0.1675836962730819	-0.3038186916673647	-0.4047733580126421	1.491861800724305	-0.3744689083206814	-0.3468535746369974	0.4626095135227026	0.0852376928205868	-0.3419392384638841	-0.3986118985919566	-0.3067580648462861	-0.3488373729998458	5.908082904088142	-0.361556461153832	0.1853531868128093	-0.049948173282977	-0.395631606760788	-0.1655942655267759	-0.3420537089822298	-0.3048019527465245	-0.3930098799169906	-0.3737250088599239	-0.20942858447779	-0.3166344425987494	5.966637924690499	-0.2748988668136439	-0.406693863474859	-0.1354034065497275	-0.3985568349622332	0.9305263778353658	-0.2511679865374809	-0.3638739889010898	-0.2873541912508123	-0.3895088321288568	-0.366047181298284	-0.1956433562068638	4.039481806737999	-0.3059424288937057	-0.268222215455389	-0.0894997950542666	-0.4155434669784117	-0.3266451020563111	-0.3438357013380275	-0.3300824001116222	-0.3615210762617658	-0.3761471390920379	0.5721136370390421	-0.3870466748596476	-0.3172229570740107	-0.3840214431384279	0.8669073135537141	-0.3539196268224817	-0.3697467255609672	2.015851360561	-0.30549975055876	-0.2446100236563391	-0.3873706695236801	-0.0424045488420935	-0.3793906439257312	0.3125910793502312	-0.2640074408606942	-0.3896958965563238	-0.3748877665854579	-0.3711419002515331	-0.3381610266886292	0.7240005398201771	-0.3721536836919439	-0.3439808269961733	-0.3736982140451588	-0.3021610196847366	-0.325036561216543	-0.2825500634608378	-0.3370197064961033	-0.3235827920081024	-0.3852952572644525	-0.3727514003504399	2.041266214547332	-0.4093088024966052	0.1157165143872879	0.5024712495111169	-0.3050762197327591	-0.4018843754909806	-0.391365649232908	0.0606203464271984	0.691309023677874	-0.3269498334966384	-0.3803477514857231	-0.3237075315246537	-0.3563040530945535	-0.2557837879138545	-0.2606041441826257	-0.4140701831601186	-0.3903801813699883	0.0271129655763697	-0.3625980799337498	-0.3024969058437294	-0.3543880013744728	-0.3821487111975294	0.0336686693248077	-0.2500553525507872	-0.0538165064913475	0.0022366025631172	-0.2502705220411473	-0.4045512023627983	-0.314923228131337	-0.3124394229024302	-0.2782257061090987	2.7736429860453296
TP53	0.1085383100346489	1.1104448750306304	-0.2719161771137519	0.0870258487481271	1.514902461190147	0.3387672724367753	0.6258970115888354	0.3038999318948692	1.1804799049323735	-0.386079511846302	0.669086268331675	-1.1006307725960391	-0.4285638168381354	-0.2827623624308298	0.2956055259189469	0.3029023522468998	-1.5530830986963748	0.5790215907436156	0.4227821527824741	0.6295402373008429	-0.8767549670362607	-0.8233613585465985	-0.2298812287116233	0.5071989755668295	-0.4905381654040179	-0.468709199437289	-0.6186606695554541	0.4521231163525872	1.143299294474208	1.5950323833004243	-1.489301071667687	-0.2662442152243502	1.1703155486811785	0.5714513768844915	-0.0475395617411393	-0.2994601481958705	1.1866823151063015	-1.7899437653199448	1.663848796859104	-1.729356330349342	0.6736222535465864	0.3734871330342957	-1.83246439678922	1.413618961629144	1.1201287996404643	-1.4461430937579831	0.6177158517670734	-0.9012857981513072	0.4712979656187667	-1.271863442878325	0.3820481970154276	0.930558830119522	1.6518116801636726	1.581218759257328	0.6602106455635751	-0.24733890598116	-1.7516900019890815	0.5163057119723544	-0.8530142998380628	-0.0209540292332031	-0.7494847719134587	0.4256613375562497	0.5985170474615198	-1.0271652615456075	-2.752807056266213	-0.7528246425937106	-1.0532923462294816	-1.537037174258334	0.7642124387598366	0.7786082576848963	-1.2611916401238477	0.5886596997096986	0.4413619041870062	0.1956644594280445	0.3969136367323255	0.9673914622253796	-1.2060628562517075	-0.0795935229080338	-0.0581953140920172	-0.1671360488961057	0.773013998030962	0.5265042171203909	0.0118044974256847	0.2378110471449366	-0.507234914197005	-0.1236015176295648	-1.3715485756511037	-1.5184316501046582	0.686436014022087	1.5389622277747177	0.5830613688286171	0.2402185738846039	0.5412483588332653	0.8217989890759518	-1.194815344652641	-2.658369143972897	-0.1548564428312023	-0.5277641495586497	0.1828486058574416	0.6236777589916087	-0.623342336996521	1.248530134266147	1.3173911568612424	-0.2514043320990909	0.446044631953109	0.168782956771922	0.873174694441916	-2.187253462872149	1.3798945204314572	0.4767581842552914	0.6049332838771281	-2.158394742320819	-1.6943279333864778	1.1732175175372173	-0.893140682039284	0.228091338704314	0.9826164525537232	0.8626574892358371	-1.373097494645159	0.8225751460062974
CYBB	-0.3508261748597408	-0.7855380009357695	-0.8219973211273714	-0.562241063104066	-0.4359287622286165	-0.7464241087520267	0.0394957366052393	-0.4424835985638931	0.2674079727444889	-0.3168701248651671	-0.5290906776275325	0.2065899138990747	-0.4355129871329953	0.1886708425497321	0.974148568111921	-0.377646932685123	-0.6284384701986059	0.4335019404976525	-0.6459677488424982	0.0818119143146714	2.462575844238161	0.7874478953615298	-0.2995988730646971	-0.5262868195614749	-0.5088719843221396	-0.7994430815907809	-0.3833266401382603	-0.4514047225476276	-0.6579204637793994	-0.6687815793787462	-0.7857170132291135	0.0504753926201771	-0.658064051963478	-0.7087003521184295	0.7000929606656686	-0.6503485138995544	-0.292246179142305	-0.6205628749946099	-0.7626948295917082	0.0663847148426251	-0.778324941918327	-0.3761989446561513	-0.5849476647116082	-0.5369321960990684	2.0497769669453336	-0.0888617493898349	0.1036219078390052	0.731724302734859	-0.7512291560395282	-0.7491131561004252	-0.7009048697847221	-0.5485901014178937	-0.7042795621613921	-0.6602271839741186	1.8921629631795205	0.0005208800473169	-0.7519999727191121	-0.3040581903082187	1.7595414326950012	-0.4479437498085809	1.8605711797781788	-0.6391280138453611	0.3550941372150564	-0.3372659743745022	-0.5439957102784408	-0.7770098758962092	0.0488248600806737	-0.2899723863938702	-0.4515699202251297	1.9485314853414877	0.3778776385539879	-0.1980207605086988	-0.7997229827981116	-0.6970674460765857	-0.660449426642718	1.704430317580731	-0.6990539661645486	-0.3345228752057886	-0.780693086447734	2.6477823772338525	-0.6380570637253229	2.091880178979922	-0.5929612720930211	-0.7062330589894644	-0.7762312023722121	-0.0560147486230691	-0.7625590228568784	-0.7005750161130049	-0.1609381111715442	0.1005471048783452	-0.5550437697591041	1.866881694297292	1.7815405541998703	3.138712254137384	4.715051337043135	-0.750182695563504	-0.6813130092223282	-0.7106286655880896	-0.5548758648006209	-0.0668792863777724	-0.6543689202812834	-0.1714140294830894	0.6131639390958871	-0.4617604331609957	0.066293808479035	0.6964002247649524	1.1418855497803688	1.347519616999706	-0.7934575474592899	-0.2839621674543865	-0.2226298793839667	-0.7840022570232561	0.5391470584435636	1.4387774414952557	-0.4022150848008252	-0.419992664585497	2.3753333495792632	-0.5533787319939498	0.3651890970419943	-0.5126950378170303
IGF1	0.1323794121319025	-0.1721697969862342	-0.0821692774017138	-0.2579706232046695	-0.1335618633122846	-0.2540596596531023	-0.2616416381226876	-0.303305409615265	-0.2648209422303853	-0.2162798051811982	0.1330440576494815	-0.3097030838944034	-0.2602667067646194	-0.038340668812639	-0.2990231366829458	-0.2615795112359803	8.70951162240698	-0.2221450801944217	-0.261593449877446	-0.2988579370299257	-0.2286555945335736	-0.2976868611347377	-0.3058202627136142	-0.3087770553974497	-0.2439601436113384	2.597904924117316	-0.1561230448375359	-0.103323099820904	-0.1562021949166967	-0.0046215198372234	-0.3014436236676193	-0.3053516278936262	0.4854830383675125	-0.3201474743799752	-0.2403728935803384	-0.3005962882790921	-0.229416463870094	-0.3018052128845399	-0.2140684000937811	-0.0402535862990825	-0.1897884523601942	-0.1888261340185057	-0.2377824314891396	-0.1729972448836707	1.2768310395249194	0.3767491426721466	-0.2944832077172828	-0.3106398055431317	-0.2438316753085108	-0.3163700602670232	1.0020213090833625	-0.279902085485846	-0.2600246589747124	-0.2708302011781435	-0.2836951979579761	-0.0525014890432267	-0.3169235478428695	-0.2376359483168106	-0.295061814206014	-0.3046061113150723	-0.2132757857786252	1.0446714956294954	-0.2717312035201843	-0.3201474743799752	-0.1008928653769691	-0.0501855242358315	-0.2580235430110421	-0.3201474743799752	0.0338474617128302	-0.2950417362573441	-0.272259043892225	-0.2358385966988916	-0.1446901328238418	-0.1492130922301573	0.2379401450436712	-0.3011544560233584	-0.3122727354801135	-0.3201474743799752	-0.3201474743799752	-0.2765286199823886	-0.0641046799892291	-0.2007715804149114	-0.1291693026300532	-0.3201474743799752	-0.1744737486705364	-0.20976048348367	-0.2258377546728088	-0.0405314587029548	-0.2389917143685667	-0.312813965514028	-0.011732348679218	-0.3036490568035253	-0.3092331926078781	0.0965985811629799	-0.3176188453624629	-0.2904709786800584	3.7479671245081527	0.0769463873799803	-0.2920359883780084	0.3525263453386513	-0.2626075154698636	-0.2719312317346427	-0.3123179024271723	-0.1619031363328988	-0.2992534628004221	-0.3017275831057725	-0.3047494072788355	-0.3201474743799752	-0.2616261063114566	-0.2844344629275182	-0.3201474743799752	-0.2346579490013235	-0.1748798915624315	3.495126381853403	-0.072684092750826	-0.3058407969254745	-0.0920296231999241	0.5527983484005001	-0.2362074219867609	-0.3201474743799752
APP	0.3454745003272353	0.0316016509301868	-0.3819970216757879	-0.2955527928978618	0.7812113196027203	0.1966906955091509	1.1411807929893267	-0.1096359771294395	1.778510841347805	-0.4673772084647559	-0.5788593450776891	1.1989554492874137	-0.1118150222464202	-2.166218863875533	-0.5108693020731753	-1.3016669728685375	-0.4464861574061734	0.2534654726034516	-0.2798541683200305	0.486762678163115	0.0391089948271658	0.330092383383546	-0.3434835159401161	0.776091972619706	-0.0134798986224134	0.527587554663422	0.3367459503864646	0.8801799965025334	-0.8894216391547424	0.3864823693750455	-0.2681983364089995	0.0486265657330671	-0.4803065504811078	0.226099406839044	-0.504240416198422	0.3614098354670567	0.6532931206876532	-4.18641698852635	0.3557010904670153	0.4876768901938476	1.456362426097337	0.4460319931150461	0.1999365039073168	0.3462100567545255	0.0718935982539413	-0.0871164863364134	-0.1059942032175723	0.8805074585667476	0.3110602748066353	-0.0973999585422813	0.5529721751154812	0.8552274554720456	0.0720949697062798	0.7890146967836954	0.0132561953624098	-2.5484270874826054	-1.2919608229082404	0.6936283615427485	-0.0082355057930693	0.1325722256846165	-1.0243200972879711	-0.3195054827305163	1.431525176839933	0.7549793657859054	-0.0135906937005188	-0.2231690439045166	-0.0590174095222669	1.6755228638427964	-0.4874909710925235	1.5387869353771448	2.190090703226959	0.5502866438538827	0.3666833682786463	2.0089414019940546	1.2104134088663077	1.10482762780813	2.346362372627369	-0.4874768021876514	-1.4408049143500583	0.6518267582128574	-0.6111601630416879	-0.4947733894196036	1.024276601234133	-0.8716991688274013	-0.176778835549668	0.1864010537460991	-0.5335186759552849	-0.1519531884335183	0.0577557226166736	-1.20851663554262	0.194802237521229	-0.820886865473941	-2.8560868260783536	0.4723515361325934	-0.4344838989564681	0.2305264342378755	0.8947987391156756	-1.201913738222164	1.173075825527313	-1.5270421380732198	-0.242212072393163	1.0724350796610205	1.0443003377090625	-0.6966363926535558	-2.3262351731479525	1.1295228054905249	-0.8678979507638954	0.6436669205237799	-0.2960145722298367	-1.6919614844232829	0.825680310708344	0.1572374926122299	-1.2877537193765194	-1.3063011323329323	0.0402191097035027	0.4573893137292754	-0.1829508592252532	-1.1907276197673944	-0.2788621385670717	-1.0916477751794933
