Row	viability
CIT_1337	1.0075
CIT_1338	0.9932
CIT_1339	1.0178
CIT_1340	0.89
CIT_1341	0.79
CIT_1342	0.73
CIT_1343	0.6
CIT_1344	0.932
CIT_1345	0.975
CIT_1346	0.955
CIT_1347	0.912
CIT_1348	0.89
CIT_1349	0.89
CIT_1350	0.83
CIT_1351	0.79
CIT_1352	0.58
CIT_1353	0.972
CIT_1354	1.0463
CIT_1355	0.919
CIT_1356	0.69
CIT_1357	0.61
CIT_1358	0.53
CIT_1359	0.37
CIT_1360	0.945
CIT_1361	0.955
CIT_1362	0.963
CIT_1363	1.0133
CIT_1364	0.966
CIT_1365	0.938
CIT_1366	0.9904
CIT_1367	0.917
CIT_1368	1.0774
CIT_1369	0.88
CIT_1370	1.187
CIT_1371	1.172
CIT_1372	0.925
CIT_1373	0.83
CIT_1374	0.79
CIT_1375	0.68
CIT_1376	1.0871
CIT_1377	0.958
CIT_1378	0.9967
CIT_1379	1.0195
CIT_1380	0.85
CIT_1381	0.78
CIT_1382	0.68
CIT_1383	0.77
CIT_1384	1.0615
CIT_1385	0.77
CIT_1386	0.903
CIT_1387	0.75
CIT_1388	0.72
CIT_1389	0.66
CIT_1390	0.71
CIT_1391	0.59
CIT_1392	0.921
CIT_1393	0.9
CIT_1394	0.928
CIT_1395	0.953
CIT_1396	1.0412
CIT_1397	1.125
CIT_1398	0.956
CIT_1399	0.915
CIT_1400	0.95
CIT_1401	1.0045
CIT_1402	1.0441
CIT_1403	1.0777
CIT_1404	1.0744
CIT_1405	0.962
CIT_1406	0.81
CIT_1407	0.69
CIT_1408	1.0512
CIT_1409	0.9
CIT_1410	0.82
CIT_1411	0.81
CIT_1412	0.76
CIT_1413	0.85
CIT_1414	0.69
CIT_1415	0.56
CIT_1416	0.89
CIT_1417	0.86
CIT_1418	1.0052
CIT_1419	0.81
CIT_1420	0.937
CIT_1421	0.7
CIT_1422	0.48
CIT_1423	0.36
CIT_1424	0.9976
CIT_1425	1.0025
CIT_1426	1.000093
CIT_1427	1.0419
CIT_1428	0.977
CIT_1429	1.0389
CIT_1430	0.942
CIT_1431	0.83
CIT_1432	1.04
CIT_1433	1.0255
CIT_1434	1.0593
CIT_1435	1.0948
CIT_1436	0.969
CIT_1437	1.0775
CIT_1438	0.943
CIT_1439	0.88
CIT_1440	0.901
CIT_1441	0.68
CIT_1442	0.68
CIT_1443	0.55
CIT_1444	0.48
CIT_1445	0.42
CIT_1446	0.45
CIT_1447	0.37
CIT_1448	1.0733
CIT_1449	0.9922
CIT_1450	1.0943
CIT_1451	0.9911
CIT_1452	1.0158
CIT_1453	1.0393
CIT_1454	0.989
CIT_1455	0.75
CIT_1456	1.103
CIT_1457	1.0128
CIT_1458	1.025
CIT_1459	0.951
CIT_1460	0.86
CIT_1461	0.8
CIT_1462	0.75
CIT_1463	0.41
CIT_1464	0.89
CIT_1465	0.936
CIT_1466	0.8
CIT_1467	0.72
CIT_1468	0.56
CIT_1469	0.52
CIT_1470	0.49
CIT_1471	0.44
CIT_1472	0.82
CIT_1473	0.931
CIT_1474	0.88
CIT_1475	0.923
CIT_1476	0.82
CIT_1477	0.944
CIT_1478	0.82
CIT_1479	0.67
CIT_1480	1.127
CIT_1481	0.89
CIT_1482	1.179
CIT_1483	0.85
CIT_1484	0.959
CIT_1485	0.9
CIT_1486	0.81
CIT_1487	0.62
CIT_1488	1.21
CIT_1489	1.22
CIT_1490	1.14
CIT_1491	1.202
CIT_1492	0.77
CIT_1493	0.82
CIT_1494	0.58
CIT_1495	0.62
CIT_1496	1.0827
CIT_1497	0.87
CIT_1498	1.103
CIT_1499	0.81
CIT_1500	1.0879
CIT_1501	0.87
CIT_1502	0.86
CIT_1503	0.64
CIT_1504	0.82
CIT_1505	0.964
CIT_1506	0.961
CIT_1507	0.95
CIT_1508	1.148
CIT_1509	1.147
CIT_1510	0.99
CIT_1511	0.72
CIT_1512	1.0774
CIT_1513	1.168
CIT_1514	1.0639
CIT_1515	1.103
CIT_1516	0.56
CIT_1517	0.5
CIT_1518	0.39
CIT_1519	0.39
CIT_1520	0.87
CIT_1521	1.0646
CIT_1522	0.86
CIT_1523	1.0072
CIT_1524	0.953
CIT_1525	1.0417
CIT_1526	0.9
CIT_1527	1.0297
CIT_1528	0.8
CIT_1529	0.87
CIT_1530	0.8
CIT_1531	1.141
CIT_1532	0.89
CIT_1533	1.102
CIT_1534	0.61
CIT_1535	0.58
CIT_1536	1.11
CIT_1537	1.0104
CIT_1538	1.167
CIT_1539	1.0226
CIT_1540	0.956
CIT_1541	0.986
CIT_1542	0.81
CIT_1543	0.43
CIT_1544	1.0738
CIT_1545	0.985
CIT_1546	0.923
CIT_1547	1.036
CIT_1548	0.9952
CIT_1549	0.84
CIT_1550	0.85
CIT_1551	0.49
CIT_1552	1.0382
CIT_1553	1.0042
CIT_1554	1.034
CIT_1555	0.939
CIT_1556	0.9
CIT_1557	0.81
CIT_1558	0.65
CIT_1559	0.52
CIT_1560	0.926
CIT_1561	1.01
CIT_1562	0.947
CIT_1563	1.0625
CIT_1564	1.064
CIT_1565	1.083
CIT_1566	0.84
CIT_1567	0.34
CIT_1568	0.985
CIT_1569	1.0552
CIT_1570	0.974
CIT_1571	0.67
CIT_1572	0.25
CIT_1573	0.21
CIT_1574	0.15
CIT_1575	0.13
CIT_1576	0.978
CIT_1577	0.89
CIT_1578	0.973
CIT_1579	0.963
CIT_1580	1.0227
CIT_1581	0.923
CIT_1582	0.907
CIT_1583	0.71
CIT_1584	0.83
CIT_1585	0.962
CIT_1586	0.86
CIT_1587	0.96
CIT_1588	0.84
CIT_1589	1.0165
CIT_1590	0.56
CIT_1591	0.35
CIT_1592	0.917
CIT_1593	0.94
CIT_1594	1.118
CIT_1595	0.992
CIT_1596	1.217
CIT_1597	1.0257
CIT_1598	1.00021
CIT_1599	0.74
CIT_1600	1.111
CIT_1601	0.952
CIT_1602	1.0559
CIT_1603	0.9964
CIT_1604	1.0895
CIT_1605	0.83
CIT_1606	0.68
CIT_1607	0.1
CIT_1608	1.103
CIT_1609	1.0431
CIT_1610	1.237
CIT_1611	1.104
CIT_1612	1.16
CIT_1613	1.172
CIT_1614	1.151
CIT_1615	1.0649
CIT_1616	0.911
CIT_1617	0.918
CIT_1618	0.974
CIT_1619	0.947
CIT_1620	1.0067
CIT_1621	0.88
CIT_1622	1.0214
CIT_1623	0.87
CIT_1624	1.0597
CIT_1625	1.0145
CIT_1626	0.987
CIT_1627	0.942
CIT_1628	0.967
CIT_1629	0.89
CIT_1630	0.954
CIT_1631	0.82
CIT_1632	0.88
CIT_1633	1.147
CIT_1634	1.0698
CIT_1635	1.198
CIT_1636	1.133
CIT_1637	1.255
CIT_1638	1.0858
CIT_1639	1.204
CIT_1640	0.943
CIT_1641	0.953
CIT_1642	0.79
CIT_1643	1.0147
CIT_1644	0.934
CIT_1645	0.904
CIT_1646	0.17
CIT_1647	0.06
CIT_1648	1.0109
CIT_1649	1.0822
CIT_1650	1.118
CIT_1651	0.949
CIT_1652	1.113
CIT_1653	1.013
CIT_1654	0.85
CIT_1655	0.76
CIT_1656	1.0245
CIT_1657	1.13
CIT_1658	1.0335
CIT_1659	1.105
CIT_1660	0.965
CIT_1661	1.0816
CIT_1662	0.924
CIT_1663	0.69
CIT_1664	1.1
CIT_1665	1.0691
CIT_1666	0.92
CIT_1667	0.85
CIT_1668	1.0269
CIT_1669	0.82
CIT_1670	0.79
CIT_1671	0.72
CIT_1672	0.929
CIT_1673	0.9921
CIT_1674	0.921
CIT_1675	0.89
CIT_1676	1.0189
CIT_1677	0.9918
CIT_1678	0.99
CIT_1679	0.83
CIT_1680	1.0918
CIT_1681	1.0411
CIT_1682	0.919
CIT_1683	0.89
CIT_1684	0.84
CIT_1685	0.71
CIT_1686	0.62
CIT_1687	0.42
CIT_1688	0.78
CIT_1689	1.173
CIT_1690	0.986
CIT_1691	1.0804
CIT_1692	0.949
CIT_1693	0.86
CIT_1694	0.946
CIT_1695	0.952
CIT_1696	1.015
CIT_1697	1.0678
CIT_1698	0.95
CIT_1699	1.116
CIT_1700	0.9924
CIT_1701	0.965
CIT_1702	0.73
CIT_1703	0.46
