code	name	TF	ligand
P04792	HSPB1	False	False
Q13976	PRKG1	False	False
Q12809	KCNH2	False	False
Q01094	E2F1	True	False
P11308	ERG	False	False
Q15078	CDK5R1	False	False
Q12959	DLG1	False	False
P19525	EIF2AK2	False	False
Q0VDD7	BRME1	False	False
P55774	CCL18	False	False
P42574	CASP3	False	False
P22681	CBL	False	False
Q16875	PFKFB3	False	False
Q8WU20	FRS2	False	False
Q9UQC2	GAB2	False	False
P04899	GNAI2	False	False
Q9NRD1	FBXO6	False	False
P08637	FCGR3A	False	False
P08631	HCK	False	False
O75143	ATG13	False	False
P42773	CDKN2C	False	False
Q9UKB1	FBXW11	False	False
Q00839	HNRNPU	False	False
Q9GZT9	EGLN1	False	False
Q9UJM3	ERRFI1	False	False
Q9H0R8	GABARAPL1	False	False
P31947	SFN	False	False
Q9Y463	DYRK1B	False	False
Q99814	EPAS1	False	False
Q9NR28	DIABLO	False	False
O75461	E2F6	False	False
Q9Y297	BTRC	False	False
Q9HCN6	GP6	False	False
P54253	ATXN1	False	False
O15519	CFLAR	False	False
P13569	CFTR	False	False
Q92769	HDAC2	False	False
Q9ULZ3	PYCARD	False	False
Q15027	ACAP1	False	False
Q13444	ADAM15	False	False
P28562	DUSP1	False	False
P18146	EGR1	True	False
Q9P2M7	CGN	False	False
O43734	TRAF3IP2	False	False
P78352	DLG4	False	False
O75530	EED	False	False
O14640	DVL1	False	False
P15056	BRAF	False	False
Q9Y2G2	CARD8	False	False
P32519	ELF1	False	False
Q5VWQ8	DAB2IP	False	False
P15311	EZR	False	False
Q92934	BAD	False	False
P0DP25	CALM3	False	False
P20138	CD33	False	False
Q9Y2V2	CARHSP1	False	False
Q9BY84	DUSP16	False	False
O43281	EFS	False	False
P29466	CASP1	False	False
Q9BX69	CARD6	False	False
Q99828	CIB1	False	False
P35222	CTNNB1	False	False
Q9H1Y0	ATG5	False	False
Q9C0K0	BCL11B	False	False
P18075	BMP7	False	False
Q9UNS2	COPS3	False	False
P15509	CSF2RA	False	False
Q9NQC7	CYLD	False	False
Q99704	DOK1	False	False
P20273	CD22	False	False
Q13098	GPS1	False	False
Q9BUF7	CRB3	False	False
P16410	CTLA4	False	False
Q9H467	CUEDC2	False	False
P98082	DAB2	False	False
Q13131	PRKAA1	False	False
O14490	DLGAP1	False	False
Q96KS0	EGLN2	False	False
Q8NFZ0	FBH1	False	False
P09769	FGR	False	False
P10275	AR	True	False
Q9H6Z9	EGLN3	False	False
Q96B36	AKT1S1	False	False
P19419	ELK1	True	False
Q5JY77	GPRASP1	False	False
P52306	RAP1GDS1	False	False
P61981	YWHAG	False	False
Q9NT62	ATG3	False	False
Q8WXF8	DEDD2	False	False
P68104	EEF1A1	False	False
Q9H2F5	EPC1	False	False
P23769	GATA2	True	False
Q14161	GIT2	False	False
P62993	GRB2	False	False
Q12967	RALGDS	False	False
Q9Y243	AKT3	False	False
Q13217	DNAJC3	False	False
Q9UKG1	APPL1	False	False
P15502	ELN	False	False
Q9UKT5	FBXO4	False	False
P06241	FYN	False	False
Q03701	CEBPZ	False	False
Q9Y4D1	DAAM1	False	False
Q9HB71	CACYBP	False	False
P18848	ATF4	True	False
O95352	ATG7	False	False
P09693	CD3G	False	False
P07333	CSF1R	False	False
P99999	CYCS	False	False
Q13618	CUL3	False	False
Q7L5N1	COPS6	False	False
P50750	CDK9	False	False
P46109	CRKL	False	False
Q13619	CUL4A	False	False
P36894	BMPR1A	False	False
O60885	BRD4	False	False
P55211	CASP9	False	False
Q07021	C1QBP	False	False
P61201	COPS2	False	False
P16220	CREB1	True	False
P61073	CXCR4	False	False
Q13616	CUL1	False	False
P49913	CAMP	False	False
P04040	CAT	False	False
Q99627	COPS8	False	False
Q13363	CTBP1	False	False
Q93034	CUL5	False	False
Q14999	CUL7	False	False
Q9BWT7	CARD10	False	False
P56545	CTBP2	False	False
Q92466	DDB2	False	False
P36404	ARL2	False	False
Q13489	BIRC3	False	False
Q07817	BCL2L1	False	False
P38936	CDKN1A	False	False
P49716	CEBPD	False	False
P17302	GJA1	False	False
Q13490	BIRC2	False	False
Q13895	BYSL	False	False
Q16611	BAK1	False	False
O75052	NOS1AP	False	False
P17676	CEBPB	True	False
Q15744	CEBPE	False	False
P24941	CDK2	False	False
P35638	DDIT3	False	False
Q92841	DDX17	False	False
Q9H6S1	AZI2	False	False
Q00994	BEX3	False	False
Q15834	CCDC85B	False	False
P46108	CRK	False	False
Q676U5	ATG16L1	False	False
Q13541	EIF4EBP1	False	False
P49715	CEBPA	True	False
P24385	CCND1	False	False
Q12982	BNIP2	False	False
Q16630	CPSF6	False	False
Q92888	ARHGEF1	False	False
Q07820	MCL1	False	False
P07196	NEFL	False	False
Q8WWR8	NEU4	False	False
P18031	PTPN1	False	False
P20338	RAB4A	False	False
Q01196	RUNX1	False	False
O60216	RAD21	False	False
P49023	PXN	False	False
P27986	PIK3R1	False	False
Q16288	NTRK3	False	False
P41143	OPRD1	False	False
Q15116	PDCD1	False	False
P19174	PLCG1	False	False
P16333	NCK1	False	False
Q99570	PIK3R4	False	False
P29590	PML	False	False
P62136	PPP1CA	False	False
Q9NP31	SH2D2A	False	False
Q7Z6J0	SH3RF1	False	False
Q04864	REL	True	False
Q9Y272	RASD1	False	False
Ligand_GC	Ligand_GC	False	True
Ligand_IC	Ligand_IC	False	True
Ligand_IFNb	Ligand_IFNb	False	True
Ligand_IFNg	Ligand_IFNg	False	True
Ligand_IL10	Ligand_IL10	False	True
Ligand_IL13	Ligand_IL13	False	True
Ligand_IL4	Ligand_IL4	False	True
Ligand_LPSc	Ligand_LPSc	False	True
Ligand_P3C	Ligand_P3C	False	True
Ligand_PGE2	Ligand_PGE2	False	True
Ligand_TNFa	Ligand_TNFa	False	True
Ligand_upLPS	Ligand_upLPS	False	True
