	loss	test
0	0.6090698111240689	0.26857933964458475
1	0.6083695723276389	0.2681303589780569
2	0.6076294228956575	0.2676592857397499
3	0.6068410451094015	0.2671554449781495
4	0.6059974726122843	0.2666088353383467
5	0.605089926036681	0.2660219857185333
6	0.6033583883592877	0.2649130776798886
7	0.60146214458145	0.2636933160260478
8	0.5993715904972337	0.26233997396245734
9	0.5970518424870764	0.2608551693699355
10	0.5944745185206985	0.25921073970500613
11	0.5916081541766187	0.25737491063793255
12	0.5884165516163504	0.25534403526880134
13	0.5848778181982739	0.2531011411727192
14	0.5809530975499997	0.25062471591707647
15	0.576609977862953	0.24790320624846154
16	0.5718206508365828	0.24490016485393534
17	0.5665407666284477	0.24164216763054616
18	0.5607439398387168	0.23810042052238573
19	0.5543951057627599	0.23424573136200552
20	0.5474580763775686	0.23007176054244657
21	0.5398936268852952	0.2255763034894142
22	0.5316703268608357	0.22073791590761593
23	0.5227473117388428	0.21557634401995415
24	0.5131160398179684	0.21005356441451456
25	0.5027291292254032	0.20420737021316704
26	0.49155984222029253	0.19810951674651367
27	0.4796458767953052	0.19169735660570247
28	0.46692138934739374	0.1850833893396793
29	0.4534305735273372	0.1782690461195034
30	0.4391838499403343	0.1712982054115125
31	0.424219456094019	0.16434804338386766
32	0.408651062142522	0.15746369844083538
33	0.3925509087066413	0.15072792773544036
34	0.3760197081832499	0.14434682615599975
35	0.35924437612815857	0.1384071589820058
36	0.34238592066028617	0.1330038557490139
37	0.3255849928032096	0.128325033114591
38	0.30917180170689446	0.124426395871955
39	0.29332152672358647	0.12146254945013805
40	0.27822856458121153	0.11941218858546856
41	0.2640723932587094	0.11820096147999004
42	0.2509500834470813	0.117933011049804
43	0.239000976179069	0.11857933335023733
44	0.22825656064410632	0.11977510930125015
45	0.2187531256902881	0.12160500832694184
46	0.21036204431544467	0.1235062780095924
47	0.20300498255045585	0.12561175216688264
48	0.19643003385904131	0.12778431174094113
49	0.19049165539786642	0.12940718391122422
50	0.18501415584779785	0.13066660739622088
51	0.1798200430446261	0.13153345954851398
52	0.17473721216188826	0.13178208076441406
53	0.16955883796579	0.13124362686925534
54	0.1641144908582608	0.13024614921168332
55	0.15827028523403466	0.12844378416688235
56	0.15215276231310665	0.12597381952952355
57	0.14549798387525012	0.12365771678815336
58	0.13837521720115187	0.12006687837003885
59	0.1308157029932737	0.11673342783571525
60	0.12308553961432137	0.11299094531481513
61	0.11533929791998913	0.1092911818811593
62	0.10765624971752212	0.10576168297529613
63	0.10028517231517024	0.10237913271717265
64	0.09321336931642506	0.09865891192580953
65	0.0865446012586469	0.09520096956956017
66	0.08026578545847625	0.09261431930857876
67	0.07466805417763116	0.08896723730448468
68	0.06965891603228735	0.08598418731205552
69	0.06525530549240288	0.08356968877067582
70	0.06125474296350266	0.08104581582941364
71	0.05760704080382961	0.07850578469209604
72	0.05422469437888651	0.07534074354949202
73	0.050952569458326144	0.07245357923869805
74	0.04790964655369873	0.07018640331429882
75	0.04505537860249615	0.06781622028349392
76	0.04225218870455383	0.06496951452424425
77	0.03948185174795226	0.06238415575882693
78	0.03684651384401101	0.06038045847870135
79	0.03434916126912806	0.05738980416244179
80	0.031905307066098246	0.05550166121993002
81	0.02951629578493297	0.05313022608354747
82	0.027207975091014046	0.05134298294518772
83	0.025006954823364857	0.04959649058080108
84	0.022949759454023118	0.04759432929909248
85	0.020972358612928062	0.04559717612898912
86	0.019131318925639053	0.04395592012751099
87	0.01742873537524586	0.04283953708392342
88	0.01582898092673527	0.041409612813053
89	0.014356429113653266	0.04033099251683726
90	0.012984066129814547	0.03901990612698378
91	0.01170993009286234	0.03796273655660183
92	0.010589033796081768	0.037744574886283494
93	0.009569594822773522	0.03678935157794487
94	0.008692393537499345	0.036191071453005944
95	0.007804845151861967	0.03740853076248023
96	0.00708035553805422	0.037074553492023474
97	0.006400559280057771	0.03701208185413017
98	0.005710178871487878	0.03779416845397574
99	0.005211836502508664	0.03890440690751456
100	0.004706325891071706	0.03955359366256105
101	0.00418558467114589	0.039864089848264846
102	0.0037189965404516695	0.040336387433942855
103	0.0033426490349759267	0.043199328093313547
104	0.002945264920438304	0.04364591962435816
105	0.00272524752707523	0.042269426860200125
106	0.002381512380862381	0.04218403838875103
107	0.0022375233406788184	0.04269713040742224
108	0.002148759718836001	0.04723143076843269
109	0.002527671030138266	0.04844488604160673
110	0.0025588607276089267	0.04984795115465763
111	0.0025269676128827755	0.05089747063739129
112	0.0025423021121985883	0.05100048263547595
113	0.002559530390761364	0.04925386068706771
114	0.002486037558952042	0.04967283250673084
115	0.0023654756630343376	0.051395717047519295
116	0.002370786698816231	0.05190543152083971
117	0.0022176983497461215	0.0525553555245166
118	0.0023008044957673916	0.05096624739033131
119	0.0016448005343051707	0.04883716111415829
120	0.0014602722795075713	0.04744773412883206
121	0.0016504395047261347	0.04819622035832597
122	0.001553983265717629	0.048369728949877795
123	0.001640109132378571	0.04833260102339347
124	0.0017498877051926372	0.047915949250709175
125	0.0017589710446558053	0.04606007079386097
126	0.0017331799928629117	0.047138009402616345
127	0.0019354593924565122	0.04636069206133017
128	0.0018800548458716	0.04479329338498417
129	0.0019171539199271347	0.045475945854264725
130	0.0018842331873532227	0.04472060583556085
131	0.0016296345963037369	0.04288932223083543
132	0.0017466712908264573	0.042279296894354716
133	0.0015568370319326266	0.04138723686575758
134	0.0014132782518615488	0.040637546906113556
135	0.0013780229432137127	0.040089005497068654
136	0.0013351690187288741	0.03841277495427382
137	0.0010964733801461669	0.03898722405385132
138	0.0009847425709879898	0.038344136970875596
139	0.0009062879437828355	0.03673862525053103
140	0.000953160361560256	0.03884728004922923
141	0.000989961566966339	0.03739693362411736
142	0.0008487883994170853	0.0362931108634006
143	0.0008357469399522058	0.03580779318968173
144	0.0008076610499367554	0.043077933035974306
145	0.0009056274554504239	0.04430336035045909
146	0.0009727087824612979	0.04652583041228431
147	0.0009782907733000916	0.045107993982985956
148	0.0010089661496019765	0.042680811054942966
149	0.0009934499109378817	0.042254686082149495
150	0.0009140256106295477	0.04006987982061063
151	0.000864140808815405	0.04076069292527747
152	0.00092266627915297	0.041506564685721094
153	0.000898117595365352	0.04442367417934499
154	0.0010570367146412803	0.04004833488938127
155	0.0009851868149270255	0.038393147803454465
156	0.0008945782714543896	0.035372014615164885
157	0.0009106492535041952	0.038041667697976886
158	0.0008973595130190059	0.03796028610636481
159	0.0008745336261479119	0.03785693994097647
160	0.0009081482301499753	0.03787275469898983
161	0.0009715300595682285	0.037631345349005904
162	0.001025891085021205	0.03653044611984774
163	0.001047755226316392	0.033070366133803174
164	0.0008908260055517528	0.028999206640588644
165	0.0008459389859575252	0.02970369383276006
166	0.0008492291676642161	0.029820977328344368
167	0.000854483304815594	0.02634818446711048
168	0.00086239645700488	0.026176344637830633
169	0.0008704646500737164	0.02637457486806923
170	0.0008308131838997486	0.025572814541001566
171	0.0007439638343409663	0.025776704961271026
172	0.0005964730977830278	0.026535625887460078
173	0.0005539187706555977	0.02753479348200651
174	0.0005262839472236282	0.0282474841900466
175	0.0004893969931662624	0.02740435617018471
176	0.0005168212661852843	0.03254657306044832
177	0.00048185176874903605	0.03236682262824061
178	0.00046715387837109514	0.03557150577969108
