	fit	reference
0	0.55665994	1.0
1	1.3778474	1.4
2	0.90339035	1.0
3	0.5983198	1.0
4	-0.49787664	-0.9
5	1.0827631	1.0
6	-1.0525123	-1.0
7	1.6861217	2.0
