	fit	reference
0	0.99897957	1.0
1	1.487575	1.4
2	0.98191434	1.0
3	0.6934935	1.0
4	-0.6724909	-0.9
5	0.98709303	1.0
6	-1.3658072	-1.0
7	2.0513697	2.0
