	Train	Data
0	1.0523914776865635	0.946
1	1.0867144578825445	0.949
2	1.074503311164838	1.0783
3	1.0629759180827212	1.22
4	1.0450456020830972	1.075
5	0.9924367177020876	1.0401
6	0.9467768474344872	0.75
7	0.8582766621246003	0.89
8	1.0206278130289868	1.0428
9	1.0282795116160015	0.958
10	1.0269865488757923	0.974
11	1.0243163172093424	0.9976
12	1.0198406710963794	1.00011
13	1.0098697975311537	1.0074
14	0.972706715860732	1.0593
15	0.8084141527220805	1.0352
16	1.011083020599494	0.944
17	0.8476600983468701	0.83
18	0.7805856107682505	0.67
19	0.5617456330616218	0.57
20	0.3715219913074558	0.27
21	0.3628562745255989	0.28
22	0.3542464346139977	0.32
23	0.3500319160693748	0.29
24	0.991679054016648	0.975
25	0.9839090049693728	1.0828
26	0.9776770481112048	1.0834
27	0.9335679569315904	0.9955
28	0.7702849915232226	0.82
29	0.6178503028083169	0.61
30	0.4142645931410631	0.58
31	0.4073044391617589	0.26
32	1.0555991167472174	1.0556
33	1.0766653004536797	1.0622
34	1.0698654672916643	0.9943
35	0.9948989744316694	1.0248
36	0.8195754595852259	0.73
37	0.6499149178479476	0.68
38	0.5077295053319065	0.53
39	0.3765550342628176	0.55
40	1.0175293475007816	1.015
41	1.0084419872710106	0.9923
42	0.9331433691343916	1.0898
43	0.8232035620410044	0.909
44	0.7374508527832079	0.74
45	0.5705793730163629	0.7
46	0.4261047979753573	0.33
47	0.4166938697472034	0.26
48	0.9834902186546266	0.76
49	0.9493322322089466	0.9
50	0.933360395545802	0.969
51	0.9785612210573365	0.88
52	0.9898949590853096	0.99
53	0.974072140101608	1.0545
54	0.9335174857656484	0.76
55	0.7861048583733007	0.73
56	1.0413532175707465	1.0016
57	1.047000138565476	1.0294
58	1.0300440058035618	1.0073
59	1.0171645994218923	1.0534
60	1.004079926698802	0.979
61	0.9895672769301208	0.968
62	0.9692584471232286	1.0437
63	0.902865531174539	0.9
64	0.9920955008509684	0.976
65	0.9974056351149284	0.9953
66	0.9952506288339646	1.0421
67	0.9917368922477028	1.0384
68	0.9858338714502716	1.0163
69	0.9731889433595656	1.173
70	0.9442798572210972	0.9946
71	0.842315106354397	0.72
72	0.960145662229304	0.901
73	0.7503166215459784	0.67
74	0.6664682896810974	0.54
75	0.4487336022889036	0.33
76	0.3457518562936454	0.36
77	0.3412812446051082	0.33
78	0.336915222909263	0.27
79	0.3325144017344911	0.23
80	0.9376633084938876	1.0022
81	0.946158747319744	0.918
82	0.9559702522262116	1.0085
83	0.899749673653931	0.929
84	0.7374264712524516	0.86
85	0.6201508266555315	0.64
86	0.4790533646554571	0.52
87	0.4747865023805659	0.22
88	1.0330367135395786	1.175
89	1.0292423844911491	1.0543
90	1.0224338411957157	1.0178
91	0.979069981053589	0.931
92	0.7215625060008874	0.78
93	0.5636053370781509	0.66
94	0.4676738688377262	0.56
95	0.3755643031444895	0.33
96	0.9759732438176056	0.977
97	0.9510842827719708	1.0048
98	0.8221335197746714	0.84
99	0.7118023689139953	0.7
100	0.5998840054087818	0.57
101	0.4322865759745232	0.44
102	0.3568387905370541	0.41
103	0.3530868899198673	0.34
104	0.9436559034942746	0.88
105	0.9089713962678958	0.88
106	0.9252918450540836	0.968
107	0.946764884438934	0.913
108	0.9388610091368724	0.968
109	0.9267131206002976	0.85
110	0.8995029524564084	0.93
111	0.8078402835042063	0.85
112	1.029247825388151	1.0515
113	1.0660855806656084	1.0538
114	1.050817454689072	1.0597
115	1.0392592921983308	1.0888
116	1.0264560089548886	1.0436
117	1.0147510978112424	1.124
118	0.993095120037438	0.964
119	0.9192294151432172	0.979
120	0.9285020238289718	0.949
121	0.980793431233486	0.9941
122	0.9835616101989632	1.055
123	0.9798567199947372	1.0113
124	0.9734753196820088	0.977
125	0.9604893259295492	0.9983
126	0.9234141337223812	0.986
127	0.7762422704331378	0.927
128	0.9007988256029362	0.88
129	0.6431269391583055	0.71
130	0.5463625104875004	0.45
131	0.3879918077042864	0.32
132	0.3055882441378213	0.26
133	0.2976234278807679	0.26
134	0.2886716759165291	0.26
135	0.2792267699257028	0.28
136	0.8753417401205656	0.967
137	0.8761928154520182	0.976
138	0.8806586891481352	0.902
139	0.852677536621518	0.975
140	0.6062286563993377	0.74
141	0.4723356895840709	0.6
142	0.3206667682492395	0.33
143	0.3067497781005319	0.3
144	1.0204609715354551	1.0813
145	1.036119693023944	1.0828
146	1.0280924904341069	1.0834
147	0.9486288663266144	1.0632
148	0.836923306411351	1.0233
149	0.707528427247107	0.73
150	0.5412446358880568	0.56
151	0.3193238944342632	0.3
152	0.9148657552790992	0.947
153	0.8946395582560616	0.955
154	0.7777656779482374	0.926
155	0.5901514250336249	0.72
156	0.4853669665938578	0.49
157	0.3828994972424566	0.32
158	0.3300429602802156	0.29
159	0.3256255141822107	0.22
160	0.92321439464953	0.87
161	0.913159644748339	0.952
162	0.9017672733549068	0.939
163	0.9539179706383294	0.935
164	0.9650561534168944	0.9975
165	0.9493916717435668	0.946
166	0.8924626930957289	0.969
167	0.7417946601623733	0.43
168	1.0366491492817933	0.9995
169	1.0588203478191538	1.0317
170	1.0427855356941185	1.0015
171	1.020353666748185	1.0259
172	0.9758972900008108	0.96
173	0.9270682535370176	1.103
174	0.8905827761501206	0.88
175	0.8124192158461837	0.83
176	1.0047683656184494	1.16
177	1.0131026426727407	0.987
178	1.0036346650404613	1.125
179	0.9992935595375712	1.0135
180	0.9916702524972982	1.0893
181	0.9734838522335928	1.116
182	0.9098644407829588	0.88
183	0.7090308637342383	0.44
184	0.9882235791650432	0.984
185	0.8585098009912591	0.926
186	0.771531729976523	0.74
187	0.594465371350053	0.56
188	0.5030765410479573	0.5
189	0.4911116629021131	0.46
190	0.4792808122623661	0.4
191	0.4674431563718891	0.33
192	0.976866126750902	0.87
193	0.9690508798651468	1.0736
194	0.9539567751397922	0.915
195	0.879649652796894	1.199
196	0.7642715765297385	0.81
197	0.6631075933049747	0.73
198	0.5704854059760975	0.58
199	0.5585602232000071	0.5
200	1.0347407946431075	0.924
201	1.046510919346681	0.9954
202	1.0400954981886172	0.969
203	0.9890028412368934	0.928
204	0.7352719357248707	0.68
205	0.5965865686572958	0.52
206	0.4309789811644408	0.32
207	0.3113447738967736	0.3
208	0.9966450990703252	0.85
209	0.9841340795400392	0.926
210	0.8967006664370283	1.0609
211	0.8174026107121477	1.0495
212	0.7123514923023979	0.76
213	0.5885225853292998	0.56
214	0.5451168543617909	0.55
215	0.5373766625157252	0.47
216	0.942292898053488	0.72
217	0.889509521231086	0.8
218	0.9099752125578456	1.0065
219	0.947756230270904	0.901
220	0.9539653385278763	0.927
221	0.9309417968134048	0.929
222	0.8681293659414668	1.0904
223	0.7650585079097354	0.71
224	1.053744707607831	0.86
225	1.0532439935094304	1.0238
226	1.0321699385327607	0.87
227	1.0034445264958456	1.113
228	0.9062270786723164	0.65
229	0.7796137178500275	1.0503
230	0.6785237017142202	0.57
231	0.4999278304456986	0.57
232	1.0231696108930606	1.0777
233	1.0213638847479218	0.921
234	1.0175732952329417	0.988
235	1.0133563253506377	1.0803
236	1.0059401065898592	0.917
237	0.9870782986474372	1.0652
238	0.8714223115255368	0.85
239	0.5862071042424783	0.52
240	0.9884221401485028	1.0702
241	0.9810959362679385	1.0074
242	0.9573765847184724	0.944
243	0.9113311689755416	0.8
244	0.9002579115315101	0.926
245	0.8958153435893463	0.89
246	0.8912659433154826	0.85
247	1.0102955747120343	1.227
248	1.0139430483732552	1.223
249	1.0231675464620693	1.16
250	1.0342892555850216	1.111
251	1.045569391432101	1.0801
252	1.0365420001891483	1.165
253	1.0088725209749576	0.964
254	0.9489686378386228	0.955
255	1.0630502040848455	1.173
256	1.0634855729333552	1.017
257	1.0579037815656245	1.262
258	1.0369888408704866	1.0863
259	0.9429789315813066	1.169
260	0.8613114304003244	0.912
261	0.6501809784404871	0.57
262	0.4544339351922889	0.53
263	1.0228336425239006	0.947
264	1.0206894990423958	0.9972
265	1.007583891658669	1.109
266	0.981784763314508	1.0674
267	0.9729933670204988	1.115
268	0.9515106580065058	0.89
269	0.9222468958628776	0.987
270	0.9090019382186638	0.958
271	0.9696992552432122	0.906
272	0.963388707131879	0.89
273	0.9617090368431684	0.985
274	0.9790392740621556	1.125
275	0.9506993984356498	1.176
276	0.8846416039241987	0.949
277	0.6699598003206547	0.58
278	0.3841276905661482	0.45
279	1.0735831744375526	1.075
280	1.0629623644607995	0.925
281	1.0242557456476196	1.0472
282	0.9749428499783552	1.0077
283	0.9453120793904944	0.984
284	0.9287382731986468	1.0234
285	0.8917837893740945	1.102
286	0.8139278195784379	0.85
287	1.0207706829078949	1.124
288	1.0153913589706856	0.959
289	1.001676503948562	1.101
290	0.9892456358490476	0.929
291	0.963767710655712	0.947
292	0.9084606372484434	0.85
293	0.7871964208622085	0.936
294	0.7058069051789166	0.53
295	1.0211868103378303	1.0231
296	1.0109297653698666	1.0672
297	1.009268754506358	0.964
298	1.0026443876373263	1.0429
299	0.982360486497839	1.0802
300	0.9758420549781776	1.0604
301	0.973472961562869	1.0128
302	0.9709827399600974	0.952
303	1.0118662303921129	1.0041
304	1.0165253000738586	0.981
305	1.0285220663130674	0.972
306	1.051776849343946	1.0283
307	1.0639474998036	1.0193
308	1.060132719341042	1.0359
309	1.049321644348984	1.0516
310	1.01392708627081	1.0505
311	1.0782943332192914	1.111
312	1.0771090075651713	1.0583
313	1.072572492166613	1.0232
314	0.9110610654652248	1.11
315	0.8721405387493488	0.9918
316	0.8279320294549888	0.75
317	0.6297611685090383	0.53
318	0.2968422441968311	0.25
319	1.0214428888146478	1.107
320	1.0203600944793998	1.0658
321	1.0133115193373363	0.912
322	1.003485090454889	1.0579
323	1.0013992527027966	1.0088
324	0.9951213304806548	1.116
325	0.9829323469131976	1.101
326	0.975519729849792	1.144
327	0.8960711057636135	0.924
328	0.9020470419878104	0.99958
329	0.9509663340727204	0.914
330	0.9666532817814184	0.948
331	0.9310207563237356	1.0749
332	0.8323821867964032	0.75
333	0.7066224641195914	0.62
334	0.6091890404802396	0.41
335	1.0472365052367194	1.0137
336	1.053222293393175	1.113
337	1.03249019784538	1.075
338	0.994256897580295	1.0582
339	0.9258402371475012	0.86
340	0.8635389270574154	0.83
341	0.8295390665491276	0.85
342	0.766742317934495	0.74
343	1.0040995799909027	0.952
344	1.0067656205305906	0.9951
345	1.002871320781837	1.118
346	0.9988230449765014	1.0417
347	0.9916112908320842	1.0659
348	0.9560168406823608	0.89
349	0.8255587492345803	0.931
350	0.4510879903751575	0.53
351	0.9990472907897204	0.989
352	0.9490540073657824	0.952
353	0.9384771363771612	0.936
354	0.9037687856393192	0.85
355	0.8036593816530193	0.77
356	0.7631522777199481	0.65
357	0.754492269410018	0.88
358	0.7457334991212414	0.69
359	0.9791289662571524	0.86
360	0.9788389159891504	0.959
361	0.994048837081047	1.0657
362	1.0193099179203384	0.926
363	1.028846888957248	1.0453
364	1.0309268861204526	1.0036
365	1.0186263752884246	0.968
366	0.9807680434244191	0.988
367	1.0489143061755983	1.0497
368	1.0568588248523316	0.933
369	1.053695380762066	0.999
370	1.0424469323234016	1.0033
371	0.9470033816405106	0.953
372	0.8810898639336493	0.946
373	0.7179820193934491	0.87
374	0.3775704530465967	0.38
375	1.0010050339433758	0.84
376	0.9984688184487795	0.91
377	0.9862654675268996	1.0364
378	0.9498907499455832	0.84
379	0.9395092186988654	0.81
380	0.9117475965740564	0.81
381	0.8554328450641284	0.923
382	0.8083864774637425	0.65
383	0.9539760821195212	0.86
384	0.9490735544972756	0.83
385	0.9663929886926264	0.9935
386	0.9846794168009738	0.9
387	0.9716603601518794	0.956
388	0.9118355926218236	0.86
389	0.7915028729848126	0.71
390	0.6343623329126488	0.56
391	1.0911128720935146	1.0168
392	1.0680660198550742	1.101
393	1.03010710495582	0.9976
394	1.0029598877564994	1.0415
395	0.974211937517406	0.932
396	0.9210442449534372	1.143
397	0.8273875680431357	0.72
398	0.6834501354379451	0.68
399	1.0239697986089225	1.197
400	0.9834350873421428	0.85
401	0.906883995452474	0.9
402	0.7710989449508292	0.63
403	0.5031096135338888	0.58
404	0.4032675384018518	0.29
405	0.3801103399449171	0.29
406	0.3573500715910543	0.25
407	1.0263217614857405	1.155
408	1.0155408990466936	1.0536
409	1.0127611693043947	1.146
410	1.0040728152285272	1.0809
411	0.9914615921153483	0.912
412	0.9903911564599728	1.0983
413	0.9892828152019066	0.948
414	0.9881225411117648	1.0806
415	1.0046234218228514	0.85
416	1.0245604434148745	0.922
417	1.049850106986853	0.989
418	1.0665879105073768	0.926
419	1.0660202115321409	0.86
420	1.0535766091117875	1.023
421	1.0329418755044155	0.969
422	1.0150870778691352	0.82
423	1.0922877700631486	1.018
424	1.090007036587352	1.0736
425	1.0813595136895695	1.256
426	1.0428314625032344	0.956
427	1.0062766790851885	0.924
428	0.9086766629586448	0.67
429	0.5380267459081062	0.59
430	0.2913922204674976	0.24
431	1.027049586994146	0.982
432	1.0223330256905112	1.0443
433	1.0047708247474385	0.949
434	1.002286652650218	1.186
435	0.998007325750378	1.0259
436	0.990218401468761	1.152
437	0.9821172696766616	1.166
438	0.9815258192118388	1.203
439	0.8760969912004777	0.921
440	0.9462900545794644	0.905
441	1.003386450927332	1.0718
442	0.9840580958296496	0.913
443	0.9278509807349736	1.117
444	0.884976927521983	0.83
445	0.7977104779305041	0.87
446	0.63522439146077	0.57
447	1.031564351992068	1.0589
448	1.0152317883626092	0.937
449	0.8958275554705888	0.88
450	0.5187465868407273	0.73
451	0.2811464127007883	0.22
452	0.200103859472312	0.08
453	0.1824398252439473	0.08
454	0.1780333551176283	0.05
455	1.0101125854674196	1.0694
456	1.004283285951928	1.0709
457	0.9949212473755796	0.999924
458	0.9830453217832408	1.013
459	0.9270198661235745	0.944
460	0.7132921807377197	0.78
461	0.267773930236507	0.38
462	0.2107450191117378	0.03
463	1.0064143656696192	1.161
464	0.9423438981229068	0.985
465	0.9257594303938904	1.0867
466	0.863883643414346	0.84
467	0.6904106527013194	0.78
468	0.6480297183131606	0.63
469	0.629547440530058	0.59
470	0.6099119938586833	0.35
471	0.9867431592261487	0.981
472	0.9849110358672004	0.964
473	0.9904832201581486	1.078
474	0.9990238610000648	1.0395
475	1.0041438021550186	0.979
476	0.992726595654706	0.983
477	0.9538093997428628	0.957
478	0.7837892240836035	0.89
479	1.0394052846942945	1.137
480	1.038370953264539	1.145
481	1.0315903752273805	0.929
482	0.9892764448620356	0.9
483	0.8392528921176805	0.8
484	0.6713379011451766	0.76
485	0.4832484262437206	0.4
486	0.3370055799886561	0.34
487	1.00902371741783	0.905
488	1.006283438897679	1.148
489	0.988625901847676	1.0548
490	0.9378935477249696	1.0305
491	0.91850773560455	1.0059
492	0.864017215789352	0.969
493	0.7617053296597063	0.81
494	0.7119529303593686	0.62
495	0.9010446254978688	0.962
496	0.8616883534848432	0.911
497	0.840760301427673	0.88
498	0.7982524187713793	0.976
499	0.5951138753215401	0.7
500	0.2028239578935977	0.29
501	0.1533350446092788	0.11
502	0.1460005177564426	0.14
503	1.0552983163094158	1.0444
504	1.043822156104672	0.93
505	1.007544854540429	1.14
506	0.97657711391055	1.0178
507	0.9240395520130192	1.013
508	0.8585577117245882	0.85
