Reference data	Fit 0 layers	Fit 1 layer
8.690628305885184e-07	-0.0032891754526644945	-0.005698887165635824
8.690628305885184e-07	-0.0028589426074177027	-0.004857882857322693
8.690628305885184e-07	-0.002428709529340267	-0.004223308060318232
8.690628305885184e-07	-0.0019984766840934753	-0.003721703542396426
8.690628305885184e-07	-0.0015682436060160398	-0.0033100470900535583
8.690628305885184e-07	-0.001138010760769248	-0.0029614220838993788
8.690628305885184e-07	-0.0007077779737301171	-0.002658060286194086
8.690628305885184e-07	-0.0002775449538603425	-0.0023877150379121304
8.690628305885184e-07	0.01526880543678999	-0.002141621196642518
8.690628305885184e-07	0.05829210579395294	-0.001913283602334559
8.690628305885184e-07	0.10131540894508362	-0.0016977583291009068
8.690628305885184e-07	0.1443386822938919	-0.0014911436010152102
8.690628305885184e-07	0.1873619705438614	-0.0012902948074042797
8.690628305885184e-07	0.23038528859615326	-0.001092590973712504
8.690628305885184e-07	0.27340856194496155	-0.0008957866230048239
8.690628305885184e-07	0.3164318799972534	-0.0006979078170843422
8.690628305885184e-07	0.3594551682472229	-0.0004971578600816429
8.690628305885184e-07	0.40247842669487	-0.0003144385409541428
8.690628305885184e-07	0.44550177454948425	-0.0001778847217792645
8.690628305885184e-07	0.48852503299713135	-4.56790512544103e-05
8.690628305885184e-07	-0.002859501400962472	-0.004212983883917332
0.01639188826084137	-0.00242926855571568	-0.003325024852529168
0.03233730047941208	-0.0019990354776382446	-0.0026586432941257954
0.0478176586329937	-0.0015688026323914528	-0.0021335557103157043
0.06289105117321014	-0.0011385696707293391	-0.0017032900359481573
0.07758907973766327	-0.0007083367090672255	-0.0013390063541010022
0.09185726940631866	-0.000278103951131925	-0.0010218003299087286
0.10577300190925598	0.015212904661893845	-0.000738707312848419
0.11938044428825378	0.05823620781302452	-0.00048047996824607253
0.13259783387184143	0.1012594997882843	-0.00024028640473261476
0.1454528421163559	0.14428280293941498	-1.2923521353513934e-05
0.15810728073120117	0.18730607628822327	0.020570257678627968
0.17030301690101624	0.23032936453819275	0.04189078509807587
0.18234655261039734	0.2733526825904846	0.06294552981853485
0.19395828247070312	0.3163759410381317	0.08397302031517029
0.20540481805801392	0.35939928889274597	0.10518369823694229
0.21660777926445007	0.40242257714271545	0.12601006031036377
0.22745604813098907	0.44544583559036255	0.14028392732143402
0.23816914856433868	0.4884691834449768	0.1540316641330719
0.24856255948543549	0.5314924120903015	0.16731750965118408
8.690628305885184e-07	-0.002429827582091093	-0.002728409366682172
0.03233730047941208	-0.0019995947368443012	-0.0017897335346788168
0.0629856139421463	-0.0015693616587668657	-0.001089303521439433
0.09208905696868896	-0.0011391289299353957	-0.0005392081220634282
0.11968439072370529	-0.0007088959100656211	-8.915909711504355e-05
0.1459796279668808	-0.000278662919299677	0.029177499935030937
0.1709585189819336	0.015156983397901058	0.062372900545597076
0.19481010735034943	0.05818028748035431	0.09204448014497757
0.2176162749528885	0.10120358318090439	0.11916866898536682
0.2393707036972046	0.14422687888145447	0.14446477591991425
0.2601587474346161	0.18725018203258514	0.16848048567771912
0.2801348567008972	0.23027345538139343	0.19164688885211945
0.29925182461738586	0.2732967436313629	0.2143135368824005
0.3174924850463867	0.3163200616836548	0.23677314817905426
0.33511602878570557	0.35934334993362427	0.2592790424823761
0.35211706161499023	0.40236666798591614	0.2819164991378784
0.36825400590896606	0.44538992643356323	0.2976576089859009
0.3839452266693115	0.4884132146835327	0.3120177686214447
0.3989558517932892	0.5314365029335022	0.3258410096168518
0.413744181394577	0.5744597911834717	0.3391934633255005
8.690628305885184e-07	-0.0020001535303890705	-0.0012453461531549692
0.0478176586329937	-0.0015699206851422787	-0.00025177455972880125
0.09208905696868896	-0.001139687723480165	0.048515383154153824
0.1330101490020752	-0.0007094549364410341	0.10619194805622101
0.17098510265350342	-0.0002792219165712595	0.1533031463623047
0.20638394355773926	0.015101107768714428	0.19317008554935455
0.2393846958875656	0.05812438204884529	0.22794006764888763
0.27030104398727417	0.10114768147468567	0.25907084345817566
0.29925963282585144	0.14417098462581635	0.2875945270061493
0.3265230357646942	0.18719428777694702	0.31426912546157837
0.3521784543991089	0.2302175760269165	0.339672327041626
0.3762842118740082	0.273240864276886	0.3642581105232239
0.3990684449672699	0.31626415252685547	0.3883962035179138
0.4207189679145813	0.35928744077682495	0.41239774227142334
0.44113820791244507	0.4023107588291168	0.43613025546073914
0.46054843068122864	0.4453340470790863	0.4542122781276703
0.47894230484962463	0.4883573055267334	0.46929073333740234
0.4964982569217682	0.5313806533813477	0.48373928666114807
0.5132347345352173	0.5744039416313171	0.49763962626457214
0.5293289422988892	0.6174272298812866	0.5110597610473633
8.690628305885184e-07	-0.0015704795951023698	-0.0006565024377778172
0.06289105117321014	-0.001140246749855578	0.043475519865751266
0.11968439072370529	-0.0007100137881934643	0.12490249425172806
0.17098510265350342	-0.00027978094294667244	0.18924231827259064
0.21767093241214752	0.015045206062495708	0.24241355061531067
0.26025718450546265	0.05806850641965866	0.28798750042915344
0.2992992699146271	0.10109178721904755	0.32825618982315063
0.33532243967056274	0.14411507546901703	0.36476799845695496
0.368454247713089	0.1871383786201477	0.3986145257949829
0.3992157578468323	0.23016169667243958	0.43059635162353516
0.4277905523777008	0.27318498492240906	0.4613225758075714
0.45431989431381226	0.31620827317237854	0.4912732243537903
0.47909247875213623	0.35923153162002563	0.5208243727684021
0.502308189868927	0.4022548496723175	0.549551784992218
0.5240380764007568	0.445278137922287	0.5739489197731018
0.5445734262466431	0.48830145597457886	0.5936905741691589
0.5637694001197815	0.5313247442245483	0.6126870512962341
0.5818389654159546	0.5743480324745178	0.6310399770736694
0.5990030765533447	0.6173713207244873	0.6488330960273743
0.61500483751297	0.6603946089744568	0.6661368012428284
8.690628305885184e-07	-0.001140805659815669	-0.000522361253388226
