Reference data	Fit 0 layers	Fit 1 layer
0.0	-0.0025562087539583445	-0.0031475063879042864
0.0	-0.0035076970234513283	-0.003962259273976088
0.0	-0.004459185525774956	-0.004765412304550409
0.0	-0.005410673562437296	-0.005558317061513662
0.0	-0.006362161599099636	-0.006342120934277773
0.0	-0.007313649635761976	-0.007096773479133844
0.0	-0.008265138603746891	-0.007752494886517525
0.0	-0.009216626174747944	-0.008322436362504959
0.0	-0.010168115608394146	-0.008822930045425892
0.0	-0.011119603179395199	-0.009266335517168045
0.0	-0.012071090750396252	-0.009662192314863205
0.0	-0.01302257925271988	-0.010017991997301579
0.0	-0.013974067755043507	-0.01033969596028328
0.5173810124397278	0.5056979060173035	0.533367931842804
0.44443419575691223	0.4105490744113922	0.47447165846824646
0.35999566316604614	0.31540021300315857	0.35935938358306885
0.2606019377708435	0.2202514261007309	0.24424709379673004
0.14235220849514008	0.12510259449481964	0.1291348785161972
0.005545187741518021	0.029953746125102043	0.01503743976354599
0.0	-0.0006519503658637404	-0.0009703898685984313
0.0	-0.001603438751772046	-0.0020737170707434416
0.0	-0.00255492702126503	-0.0031014466658234596
0.0	-0.0035064155235886574	-0.00391634413972497
0.0	-0.0044579035602509975	-0.004719623830169439
0.0	-0.005409391596913338	-0.005512639414519072
0.0	-0.0063608791679143906	-0.006296543404459953
0.0	-0.00731236906722188	-0.007050701417028904
0.0	-0.008263856172561646	-0.007705729454755783
0.0	-0.009215345606207848	-0.008275127969682217
0.0	-0.0101668331772089	-0.008775188587605953
0.0	-0.011118320748209953	-0.009218244813382626
0.0	-0.01206980925053358	-0.009613818489015102
0.0	-0.013021297752857208	-0.009969379752874374
0.5807909369468689	0.597762942314148	0.582203209400177
0.5170652866363525	0.5058260560035706	0.5337587594985962
0.4443930983543396	0.4106772243976593	0.4740460515022278
0.35976502299308777	0.31552842259407043	0.35893380641937256
0.26034703850746155	0.22037959098815918	0.24382154643535614
0.14230771362781525	0.12523074448108673	0.12870927155017853
0.014676649123430252	0.03008195571601391	0.01458794716745615
0.0	-0.0006506688077934086	-0.0009751032921485603
0.0	-0.0016021571354940534	-0.0020786181557923555
0.0	-0.002553645521402359	-0.0030553871765732765
0.0	-0.003505133790895343	-0.003870427841320634
0.0	-0.004456621594727039	-0.004673833958804607
0.0	-0.0054081096313893795	-0.005466963164508343
0.0	-0.006359598133713007	-0.00625096820294857
0.0	-0.0073110866360366344	-0.007004622370004654
0.0	-0.008262574672698975	-0.007658959832042456
0.0	-0.009214063175022602	-0.008227814920246601
0.0	-0.01016555167734623	-0.00872744433581829
0.0	-0.011117040179669857	-0.009170151315629482
0.0	-0.01206852775067091	-0.009565440006554127
0.63665372133255	0.6684170961380005	0.630803644657135
0.5807609558105469	0.5978730916976929	0.5823591947555542
0.5173108577728271	0.5059542655944824	0.5339146852493286
0.4445215165615082	0.41080543398857117	0.47362062335014343
0.35995805263519287	0.3156566023826599	0.35850831866264343
0.26081082224845886	0.22050777077674866	0.24339605867862701
0.14238642156124115	0.12535898387432098	0.12828382849693298
0.002936198841780424	0.030210144817829132	0.014138787053525448
0.0	-0.0006493869586847723	-0.0009798133978620172
0.0	-0.0016008751699700952	-0.002083516912534833
0.0	-0.0025523637887090445	-0.003009325824677944
0.0	-0.003503851592540741	-0.0038245103787630796
0.0	-0.004455339163541794	-0.004628043156117201
0.0	-0.005406828131526709	-0.0054212831892073154
0.0	-0.006358316633850336	-0.006205387879163027
0.0	-0.0073098051361739635	-0.006958534475415945
0.0	-0.008261293172836304	-0.0076121799647808075
0.0	-0.009212780743837357	-0.008180496282875538
0.0	-0.010164269246160984	-0.00867969449609518
0.0	-0.011115757748484612	-0.009122053161263466
0.6859599947929382	0.722061812877655	0.6794040203094482
0.6364321708679199	0.6684991717338562	0.6309595704078674
0.5807299613952637	0.5979831218719482	0.5825151205062866
0.5171179175376892	0.5060824751853943	0.5340707302093506
0.44433146715164185	0.41093364357948303	0.47319504618644714
0.3598916828632355	0.3157848119735718	0.3580828011035919
0.2603231370449066	0.2206360250711441	0.2429705411195755
0.14240744709968567	0.12548716366291046	0.12785831093788147
0.013698277994990349	0.030338332056999207	0.01368983555585146
0.0	-0.0006481051095761359	-0.0009845218155533075
0.0	-0.0015995934372767806	-0.002088413806632161
0.0	-0.002551081357523799	-0.002963260980322957
0.0	-0.003502568928524852	-0.0037785915192216635
0.0	-0.004454057663679123	-0.004582250956445932
0.0	-0.005405545700341463	-0.005375604145228863
0.0	-0.006357034668326378	-0.006159811280667782
0.0	-0.007308522704988718	-0.006912435404956341
0.0	-0.008260010741651058	-0.0075653912499547005
0.0	-0.009211499243974686	-0.008133170194923878
0.0	-0.010162986814975739	-0.008631939068436623
0.7300800085067749	0.7641795873641968	0.7267894744873047
0.6859217882156372	0.7221253514289856	0.6795600056648254
0.6365242600440979	0.6685811281204224	0.6311154961585999
0.5807159543037415	0.5980932116508484	0.582671046257019
0.5171530246734619	0.5062106847763062	0.5342265963554382
0.44450613856315613	0.4110618233680725	0.4727696180343628
0.3597951829433441	0.31591302156448364	0.35765737295150757
0.26070550084114075	0.2207641899585724	0.24254514276981354
0.14220933616161346	0.12561535835266113	0.12743283808231354
0.00978479441255331	0.03046651929616928	0.013241134583950043
0.0	-0.0006468232022598386	-0.0009892273228615522
0.0	-0.001598311006091535	-0.0020884170662611723
0.0	-0.0025497989263385534	-0.0029171963687986135
0.0	-0.003501287894323468	-0.0037326705642044544
0.0	-0.004452775698155165	-0.004536457359790802
0.0	-0.0054042646661400795	-0.0053299241699278355
0.0	-0.00635575270280242	-0.0061142281629145145
0.0	-0.0073072402738034725	-0.006866327952593565
0.0	-0.008258729241788387	-0.007518600672483444
0.0	-0.00921021681278944	-0.00808583851903677
0.7689854502677917	0.798125147819519	0.7687017917633057
0.7299665808677673	0.7642301321029663	0.7269328236579895
0.6859073638916016	0.7221887707710266	0.6797159314155579
0.6364926099777222	0.6686630845069885	0.631271481513977
0.5807212591171265	0.5982030630111694	0.5828269720077515
0.5172494649887085	0.5063387751579285	0.5343825221061707
0.4443622827529907	0.411190003156662	0.47234418988227844
0.36000925302505493	0.31604117155075073	0.35723185539245605
0.2604426145553589	0.22089232504367828	0.24211961030960083
0.14230801165103912	0.12574347853660583	0.12700732052326202
0.00978479441255331	0.030594641342759132	0.012792807072401047
0.0	-0.0006455414113588631	-0.0009939286392182112
0.0	-0.0015970293898135424	-0.0020421850495040417
0.0	-0.002548518357798457	-0.00287112919613719
0.0	-0.0035000061616301537	-0.0036867468152195215
0.0	-0.0044514951296150684	-0.004490663297474384
0.0	-0.005402982700616121	-0.005284241400659084
0.0	-0.0063544707372784615	-0.0060686455108225346
0.0	-0.007305959239602089	-0.006820215377956629
0.0	-0.008257447741925716	-0.007471800781786442
0.8047797083854675	0.8260667324066162	0.8056772947311401
0.7689544558525085	0.7981664538383484	0.7688278555870056
0.7299872040748596	0.7642807364463806	0.7270761132240295
0.6859181523323059	0.7222522497177124	0.6798718571662903
0.6364465355873108	0.6687449812889099	0.6314274072647095
0.5807384252548218	0.59831303358078	0.5829828977584839
0.5170740485191345	0.5064670443534851	0.5345384478569031
0.44448554515838623	0.41131818294525146	0.47191861271858215
0.35974088311195374	0.3161693513393402	0.35680633783340454
0.2604426145553589	0.22102051973342896	0.24169404804706573
0.14220933616161346	0.1258716732263565	0.1265818029642105
0.013698277994990349	0.030722882598638535	0.012344812974333763
0.0	-0.0006442590383812785	-0.000998630071990192
0.0	-0.0015957480063661933	-0.0019959507044404745
0.0	-0.0025472359266132116	-0.002825059462338686
0.0	-0.0034987246617674828	-0.0036408237647265196
0.0	-0.004450212698429823	-0.004444865044206381
0.0	-0.005401700735092163	-0.005238556303083897
0.0	-0.0063531892374157906	-0.006023063790053129
0.0	-0.007304677274078131	-0.0067740934900939465
0.837123453617096	0.8494678735733032	0.8385397791862488
0.8047645092010498	0.8261010050773621	0.8057889342308044
0.7689819931983948	0.7982076406478882	0.7689538598060608
0.730043888092041	0.7643312215805054	0.7272194623947144
0.6859336495399475	0.7223156094551086	0.6800277829170227
0.6366048455238342	0.6688269376754761	0.6315832734107971
0.5807647705078125	0.5984228253364563	0.5831388235092163
0.5173776149749756	0.5065951347351074	0.5346943140029907
0.44448554515838623	0.41144630312919617	0.4714929759502411
0.36000925302505493	0.3162974715232849	0.35638073086738586
0.26070550084114075	0.22114862501621246	0.24126848578453064
0.14240744709968567	0.1259998381137848	0.12615624070167542
0.002936198841780424	0.030851058661937714	0.011896859854459763
0.0	-0.0006429783534258604	-0.0010033309226855636
0.0	-0.0015944662736728787	-0.00194971461314708
0.0	-0.0025459551252424717	-0.002778989728540182
0.0	-0.003497442929074168	-0.003594899782910943
0.0	-0.004448930732905865	-0.004399069119244814
0.0	-0.0054004197008907795	-0.005192873999476433
0.0	-0.006351907271891832	-0.005977480672299862
0.8666308522224426	0.8693519830703735	0.8679393529891968
0.8370577692985535	0.8494967818260193	0.8386393785476685
0.8047423362731934	0.8261352777481079	0.8059006333351135
0.7689577341079712	0.7982488870620728	0.7690798044204712
0.7299408316612244	0.7643817663192749	0.7273626327514648
0.6859360933303833	0.7223789691925049	0.6801836490631104
0.6364206671714783	0.6689088940620422	0.6317392587661743
0.5807647705078125	0.5985326766967773	0.5832947492599487
0.5170740485191345	0.5067233443260193	0.5348502993583679
0.4443622827529907	0.41157451272010803	0.47106754779815674
0.3597951829433441	0.3164256811141968	0.3559553325176239
0.2603231370449066	0.22127686440944672	0.24084311723709106
0.14238642156124115	0.12612809240818024	0.12573079764842987
0.014676649123430252	0.03097919374704361	0.01144932396709919
0.0	-0.0006416959222406149	-0.00100802443921566
0.0	-0.0015931847738102078	-0.001903476775623858
0.0	-0.002544672694057226	-0.002732916735112667
0.0	-0.0034961607307195663	-0.0035489697474986315
0.0	-0.004447649233043194	-0.004353268537670374
0.0	-0.005399137269705534	-0.0051471879705786705
0.8935345411300659	0.8864566683769226	0.8943958878517151
0.8666130900382996	0.8693767786026001	0.8680286407470703
0.83709716796875	0.8495257496833801	0.8387389183044434
0.8047649264335632	0.8261695504188538	0.8060122132301331
0.7689710259437561	0.7982900142669678	0.769205629825592
0.7300683856010437	0.7644322514533997	0.7275058031082153
0.6859360933303833	0.7224423885345459	0.6803396344184875
0.6366048455238342	0.6689906716346741	0.6318951845169067
0.5807384252548218	0.5986425280570984	0.5834507346153259
0.5172494649887085	0.5068515539169312	0.5350062251091003
0.44450613856315613	0.4117026925086975	0.4706420302391052
0.3598916828632355	0.31655389070510864	0.3555298447608948
0.26081082224845886	0.22140511870384216	0.24041756987571716
0.14230771362781525	0.12625622749328613	0.12530523538589478
0.005545187741518021	0.031107435002923012	0.011002120561897755
0.0	-0.0006404145970009267	-0.001012271735817194
0.0	-0.0015919023426249623	-0.0018572356784716249
0.0	-0.0025433902628719807	-0.00268684234470129
0.0	-0.003494878998026252	-0.0035030425060540438
0.0	-0.004446366801857948	-0.004307468421757221
0.9182885885238647	0.9013265371322632	0.9183303117752075
0.8934789896011353	0.886478066444397	0.8944765329360962
0.8666040897369385	0.8694015145301819	0.8681180477142334
0.837070107460022	0.8495545983314514	0.8388384580612183
0.8047298789024353	0.8262038230895996	0.8061236143112183
0.7689710259437561	0.7983312606811523	0.7693314552307129
0.7299408316612244	0.7644827365875244	0.7276489734649658
0.6859336495399475	0.7225058078765869	0.6804956197738647
0.6364465355873108	0.6690725088119507	0.6320511698722839
0.5807212591171265	0.5987522006034851	0.5836067199707031
0.5171530246734619	0.5069797039031982	0.5351622104644775
0.44433146715164185	0.41183093190193176	0.4702167510986328
0.35995805263519287	0.3166821599006653	0.3551044762134552
0.26034703850746155	0.22153323888778687	0.2399921715259552
0.14235220849514008	0.12638446688652039	0.12487992644309998
0.012719906866550446	0.031235570088028908	0.010555082932114601
0.0	-0.0006391321658156812	-0.0009658362832851708
0.0	-0.0015906199114397168	-0.0018109912052750587
0.0	-0.0025421089958399534	-0.0026407651603221893
0.0	-0.00349359679967165	-0.0034571103751659393
0.941134512424469	0.9143727421760559	0.940086841583252
0.9182385206222534	0.9013451933860779	0.9184033870697021
0.8934991955757141	0.8864994645118713	0.8945570588111877
0.8666030764579773	0.8694262504577637	0.8682072758674622
0.837070107460022	0.8495835065841675	0.8389378190040588
0.8047649264335632	0.8262380957603455	0.8062350749969482
0.7689577341079712	0.7983724474906921	0.7694572806358337
0.730043888092041	0.764533281326294	0.7277920246124268
0.6859181523323059	0.7225690484046936	0.6806514859199524
0.6364926099777222	0.6691542863845825	0.6322070360183716
0.5807159543037415	0.5988619327545166	0.5837625861167908
0.5171179175376892	0.5071079730987549	0.53531813621521
0.4445215165615082	0.4119592010974884	0.469791054725647
0.35976502299308777	0.31681028008461	0.354678750038147
0.2606019377708435	0.22166147828102112	0.23956657946109772
0.1421896517276764	0.12651260197162628	0.12445415556430817
0.011415412649512291	0.03136381134390831	0.01010829582810402
0.0	-0.0006378497346304357	-0.0009194007143378258
0.0	-0.0015893386444076896	-0.0017647483618929982
0.0	-0.002540826564654708	-0.002594688208773732
0.9622465968132019	0.9259113669395447	0.9599497318267822
0.9411085844039917	0.9143891334533691	0.9401534199714661
0.918291449546814	0.9013639092445374	0.9184764623641968
0.8934991955757141	0.8865208625793457	0.8946376442909241
0.8666040897369385	0.8694509267807007	0.8682965040206909
0.83709716796875	0.8496124148368835	0.8390372395515442
0.8047423362731934	0.826272189617157	0.8063464760780334
0.7689819931983948	0.7984136343002319	0.769582986831665
0.7299872040748596	0.7645836472511292	0.7279350161552429
0.6859073638916016	0.7226323485374451	0.6808074116706848
0.6365242600440979	0.6692360043525696	0.632362961769104
0.5807299613952637	0.5989714860916138	0.5839185118675232
0.5173108577728271	0.5072360634803772	0.5354740619659424
0.4443930983543396	0.41208717226982117	0.4693654179573059
0.35999566316604614	0.3169383704662323	0.35425320267677307
0.2605143189430237	0.22178949415683746	0.23914088308811188
0.14231905341148376	0.1266407072544098	0.12402871996164322
0.007828053086996078	0.03149192035198212	0.00966192502528429
0.0	-0.0006365697481669486	-0.0008729619439691305
0.0	-0.0015880574937909842	-0.0017185014439746737
0.9817934036254883	0.9361894130706787	0.9781560301780701
0.9622200727462769	0.9259259700775146	0.9600106477737427
0.9411085844039917	0.9144056439399719	0.9402199983596802
0.9182385206222534	0.901382565498352	0.918549656867981
0.8934789896011353	0.8865422010421753	0.8947182297706604
0.8666130900382996	0.8694756627082825	0.8683857917785645
0.8370577692985535	0.8496412634849548	0.8391366004943848
0.8047645092010498	0.8263064622879028	0.8064578771591187
0.7689544558525085	0.7984547019004822	0.7697086930274963
0.7299665808677673	0.7646341323852539	0.7280779480934143
0.6859217882156372	0.7226956486701965	0.680963397026062
0.6364321708679199	0.6693177819252014	0.6325189471244812
0.5807609558105469	0.5990810394287109	0.5840744972229004
0.5170652866363525	0.5073642134666443	0.5356300473213196
0.44443419575691223	0.4122154116630554	0.4689401090145111
0.35974690318107605	0.3170665204524994	0.3538277745246887
0.2603868544101715	0.22191773355007172	0.23871557414531708
0.14224869012832642	0.12676894664764404	0.12360336631536484
0.014350525103509426	0.03162005543708801	0.009215803816914558
0.0	-0.000635287316981703	-0.0008265197393484414
1.0	0.9454028606414795	0.9949039220809937
0.9817934036254883	0.9362025260925293	0.9782119393348694
0.9622465968132019	0.9259405732154846	0.9600715637207031
0.941134512424469	0.9144221544265747	0.9402865171432495
0.9182885885238647	0.9014012217521667	0.9186225533485413
0.8935345411300659	0.8865635991096497	0.894798755645752
0.8666308522224426	0.8695003390312195	0.8684750199317932
0.837123453617096	0.8496701717376709	0.8392360210418701
0.8047797083854675	0.8263406753540039	0.8065692186355591
0.7689854502677917	0.798495888710022	0.7698342800140381
0.7300800085067749	0.7646846175193787	0.7282207608222961
0.6859599947929382	0.722758948802948	0.6811193227767944
0.63665372133255	0.6693994998931885	0.6326748728752136
0.5807909369468689	0.5991905927658081	0.5842303037643433
0.5173810124397278	0.5074924230575562	0.5357859134674072
0.44454720616340637	0.4123435318470001	0.46851441264152527
0.3600364625453949	0.31719475984573364	0.353402316570282
0.260824978351593	0.22204598784446716	0.23829005658626556
0.14248479902744293	0.12689708173274994	0.12317772209644318
1.0863708439501352e-06	0.031748294830322266	0.008769849315285683
