Reference data	Fit 0 layers	Fit 1 layer
9.052492373484711e-07	0.10454278439283371	0.002868474693968892
0.11872949451208115	0.160639226436615	0.10222194343805313
0.21733981370925903	0.21673566102981567	0.2015754133462906
0.3000105917453766	0.27283209562301636	0.2956133186817169
0.3704315423965454	0.32892853021621704	0.37155017256736755
0.43112239241600037	0.3850249946117401	0.43399062752723694
0.48396047949790955	0.4411213994026184	0.4866916835308075
0.5305097699165344	0.4972178339958191	0.5321281552314758
0.5715956091880798	0.5533142685890198	0.5719965100288391
0.6083598136901855	0.6042476892471313	0.607499361038208
0.6407788991928101	0.6465947031974792	0.6395126581192017
0.670605480670929	0.682357668876648	0.6686906814575195
0.6975567936897278	0.7129614353179932	0.6955313682556152
0.7221447229385376	0.7394471764564514	0.7204205989837646
0.7445629835128784	0.7625938057899475	0.7436625957489014
0.7651900053024292	0.7829952836036682	0.765500009059906
0.7842270135879517	0.8011125922203064	0.7859517335891724
0.8018192648887634	0.8173090219497681	0.804487407207489
0.8181071877479553	0.8318747282028198	0.8213370442390442
0.8332783579826355	0.8450440764427185	0.8336504101753235
0.11872949451208115	0.16062378883361816	0.10194142907857895
0.21691499650478363	0.21672023832798004	0.20117038488388062
0.2998447120189667	0.27281665802001953	0.2951709032058716
0.3702603578567505	0.3289131224155426	0.3710477650165558
0.43088123202323914	0.3850095570087433	0.4333997964859009
0.4839217960834503	0.44110599160194397	0.4859946072101593
0.5303179621696472	0.49720239639282227	0.5313131809234619
0.5715846419334412	0.553298830986023	0.5710561871528625
0.6082395911216736	0.604235053062439	0.6064283847808838
0.6407586336135864	0.6465840339660645	0.6383076906204224
0.670568585395813	0.6823486685752869	0.6673492193222046
0.6975041627883911	0.7129536271095276	0.6940516829490662
0.7221348285675049	0.739440381526947	0.7188016772270203
0.7445124983787537	0.76258784532547	0.7419037818908691
0.7651670575141907	0.7829899787902832	0.7636013031005859
0.7841955423355103	0.8011078834533691	0.7839682698249817
0.8018002510070801	0.8173048496246338	0.8024687767028809
0.8181045651435852	0.8318708539009094	0.8192844986915588
0.8331547975540161	0.8450406789779663	0.8346756100654602
0.8474557995796204	0.8570056557655334	0.8464280366897583
0.21733981370925903	0.21670480072498322	0.20112285017967224
0.2998447120189667	0.2728012502193451	0.29519525170326233
0.3703930377960205	0.3288976848125458	0.3711376488208771
0.43096891045570374	0.38499411940574646	0.4335264265537262
0.48390427231788635	0.44109055399894714	0.4861403703689575
0.5304330587387085	0.4971870183944702	0.5314663648605347
0.5715687274932861	0.5532833933830261	0.5712087750434875
0.6083526015281677	0.6042222380638123	0.6065753102302551
0.6407622694969177	0.6465733051300049	0.6384454369544983
0.6705906987190247	0.6823394894599915	0.6674752831459045
0.6975260376930237	0.7129458785057068	0.6941645741462708
0.7221252918243408	0.7394335865974426	0.7189003229141235
0.7445517778396606	0.7625818848609924	0.741987407207489
0.7651586532592773	0.782984733581543	0.7636693120002747
0.7842262387275696	0.8011031746864319	0.784019410610199
0.8018057942390442	0.8173006176948547	0.8025030493736267
0.818097710609436	0.8318670988082886	0.8193033933639526
0.8332109451293945	0.8450372219085693	0.8346804976463318
0.8474396467208862	0.8570025563240051	0.8488421440124512
0.8606303334236145	0.8679212331771851	0.8601849675178528
0.3000105917453766	0.2727857828140259	0.29520514607429504
0.3702603578567505	0.32888224720954895	0.37121400237083435
0.43096891045570374	0.38497868180274963	0.43364042043685913
0.4839000105857849	0.44107508659362793	0.4862738251686096
0.5303539037704468	0.497171550989151	0.5316075682640076
0.5715590715408325	0.5532679557800293	0.5713502168655396
