	CEBPB	JUN	SMAD4	STAT1	RELA	NFKB1	IRF9	ATF2	E2F2	STAT2	FOS	SP1	STAT4	TFDP1	STAT3	ETS1	FOXO3	FOXO4	E2F3	RXRA	REL	JUND	PPARA	SMAD3	RUNX1	E2F1	TP53	IRF1	RARA	FLI1	MYC	CREB1	NFKB2	FOXM1	STAT5A	TWIST1	RELB	CEBPA	ETS2	ATF4	SPI1	HIF1A	TCF7L2	POU2F1	ATF1	STAT5B	MITF	USF1	STAT6	FOXO1	EPAS1	NFE2L2	VDR	ELK1	RUNX3	SREBF1	SP3	SREBF2	ZEB1	FOSL1	NR3C1	RFX5	NFIC	PAX8	SRF	HNF1A	AR	ESR1	PPARG	TCF3	YY1	HSF1	MYB	REST
0	0.982604538610486	0.9743062184053674	0.9665013821454345	0.9850611647470972	0.9885649161700499	0.9856729009632491	0.9840932113526047	0.9631119097717133	0.9851864383751447	0.9888196270645802	0.9820609961736406	0.9771834084226679	0.9315135352977235	0.9861126268721818	0.9698888423273668	0.9648755440775542	0.991334505449779	0.9607383013812902	0.9450437817801041	0.9672844396658085	0.9748498172063712	0.9397006167861857	0.9455077538714303	0.9054463816171157	0.9438620818368242	0.9714670113749212	0.9736470709198113	0.9879228319091599	0.8840145849705705	0.9066226205777532	0.9738832878509288	0.9637111273338466	0.985094652645049	0.9770791495924462	0.9589156615405612	0.8388595556513372	0.9520338243888384	0.8846453500436533	0.920756775236952	0.9518058850477203	0.9667553869100819	0.9479070567111232	0.914042692441602	0.9210914531537793	0.9234078923300953	0.8774800356167489	0.9532357092005224	0.9103229040985397	0.8288757601148313	0.9747719197551469	0.6317762719497824	0.9278204342389891	0.7578083871844823	0.8688547488034167	0.8346328377109218	0.9519332428147147	0.8023363200795512	0.9414634278587947	0.9348971213246411	0.939362892883421	0.8848709013244338	0.9693210128783968	0.7597535840905643	0.8795978533784097	0.8031258557813209	0.6617191864591053	0.7953186230390646	0.7034200008456503	0.6347015210738396	0.9486319442005295	0.8363960338966241	0.6670999244340499	0.6135676571050424	0.5442217416279479
1	0.9795192517559765	0.9760334335682979	0.9746128034812951	0.9558260433726398	0.9843046817532166	0.9774800753569822	0.9628099639997828	0.9627929613697893	0.9680153899537194	0.9717649531881882	0.9715331311714706	0.9579503385900063	0.9178513002179045	0.9565148444744871	0.9668153654785925	0.9617163182442291	0.969634382005369	0.945055677319999	0.9074110759568372	0.9369262594028456	0.9631869865419054	0.9273153847858703	0.9462564179958869	0.9439035951059109	0.9506331917286073	0.9473828673930059	0.934455055170046	0.9670887042908537	0.9402835224954322	0.8942324719262619	0.9667371968197955	0.957559519207089	0.8658297090349949	0.9567049375389632	0.929260965510825	0.8247969132521771	0.9312224566335774	0.7996495083569436	0.9240280405609007	0.9139400165010652	0.9384203507632733	0.9684024084867648	0.9485806859496748	0.9075788268556165	0.8923511827126569	0.9001693500346954	0.9301838399500371	0.7848661866708342	0.862454239743879	0.9465464758512868	0.7123779521255743	0.9473392180552116	0.7777595433145461	0.8385380664039472	0.8146456000483102	0.9487147990094327	0.7961792527319429	0.9215564175495863	0.9203144585256651	0.9476749181078873	0.909170423422582	0.9734612832351918	0.7336776589977196	0.7504008950015069	0.8878034560155015	0.5980876080544663	0.7989985556191336	0.8044797371836334	0.6674264895356095	0.8966824932677953	0.8273859734806455	0.6640674729236979	0.6892802640373491	0.5591711905454081
2	0.985147259557528	0.9830714922454646	0.9777738371209428	0.9831827320459574	0.9914490298935932	0.9934850039136651	0.9891530189643537	0.9631421885943319	0.9897007816382042	0.9968791322490427	0.9885228583500346	0.9814406301695915	0.9603066341443981	0.982648962049715	0.9775831277482144	0.9664345140992596	0.991287856191404	0.9734019386833235	0.9649686307107355	0.9557417451940973	0.9847477277419859	0.9539370445761644	0.9590671826946938	0.9334735983966664	0.9599466001809247	0.9767594327115885	0.9676092044542246	0.9929535701250229	0.9423359336871402	0.8953060688459793	0.9861764988991816	0.9595932984446698	0.9939208193138254	0.9707619598621551	0.9697637583321119	0.8710919822668814	0.9578117576812164	0.9010696351191382	0.9423390280159514	0.9744560281028815	0.9625111671135081	0.9356781745659283	0.933198843293092	0.9352634994569045	0.9088005707747272	0.895933161682537	0.9691776439411888	0.9424570650760482	0.8056413979171502	0.9816243131729797	0.6809574074936697	0.9215163171246463	0.7828609212545877	0.9180326535542143	0.8618387074920322	0.9740629072180061	0.8094879052643046	0.9642953076172084	0.962550467310872	0.9428518152463301	0.9336937077380808	0.9697050413069501	0.7215258422821915	0.7732467580601985	0.9083839808711849	0.7010628020610848	0.708169778104003	0.8046468137909313	0.6991307118848673	0.9373877545041026	0.8625591457569322	0.7410809925799671	0.6657025196132063	0.496492673909305
3	0.984410379042135	0.9759121525036013	0.9666497809372948	0.958205728284723	0.9835115731194384	0.9798235070611258	0.9521784312925872	0.963217324580933	0.9384210586194353	0.9652519357873193	0.9621682315272458	0.963057786425186	0.9166915686899604	0.9409158503358643	0.9673532621566101	0.9549035691139205	0.9645403245840914	0.940019613808519	0.9029857664505121	0.919577082397176	0.9645151009373113	0.9239414911393327	0.9429677838602355	0.8967902132140202	0.9504405164682765	0.9395447016345803	0.9248349076528024	0.9610942578058108	0.9130095820778328	0.8939459206130256	0.9641879471472596	0.9348391261310177	0.9704405640346426	0.9515532278009835	0.932534763944699	0.8196754006542826	0.9419281011397675	0.8657838138292777	0.8868337356731975	0.9211790696453672	0.9109801402085961	0.9287571922943894	0.9092999397535022	0.9183243596792785	0.891346767311133	0.9006749176280485	0.9144816694964351	0.8878167391738225	0.8337000308983875	0.9536771370188624	0.9178501445546556	0.9285153200559733	0.7820360470881378	0.8458450411331844	0.8395769616311111	0.9566556378663259	0.7598264978593912	0.9469953783549117	0.9499364757787367	0.9415110049606827	0.8736925379500704	0.9291267226056708	0.7388294783966938	0.741280260886507	0.8449315527067232	0.6289885492028507	0.7540509492298915	0.7905140787894827	0.7021260935233677	0.8550361354359566	0.8147678084666423	0.6419602517068301	0.764764433422912	0.4753269051841721
4	0.9823909310152954	0.971225547078529	0.9757201927694015	0.9847654635068954	0.99244757148949	0.9888406464676112	0.9865487704810545	0.9651341097541333	0.9874822457884794	0.9906407954305677	0.9901972858121323	0.9742892212385273	0.9334984741775089	0.9777105633520177	0.9815791709191674	0.9602522709983226	0.9899839829465567	0.9772065150164209	0.9457331037006818	0.9663757553432493	0.9815172045987853	0.9399757638194274	0.9532741826204717	0.9350841338258203	0.9574138131526682	0.9719249598366055	0.9724819979099888	0.9920185546884448	0.9244355162351093	0.9072836400381413	0.9869073463829336	0.9443014173367308	0.9910480218432745	0.9830497612532746	0.9660434026752109	0.8247647540301964	0.9611041681728575	0.9019808294976226	0.9218248220916981	0.9726600530060928	0.9626966499037188	0.9456238390840004	0.8583848473667992	0.8992096035222689	0.9167125827317272	0.9256323040424264	0.9589471145950799	0.9503390143995187	0.8428238576774103	0.978235049100276	0.8688395822755919	0.9363652246915447	0.7591492403723722	0.8902061474817635	0.8411703843621958	0.9645014937734776	0.7859339788417427	0.9405602338127814	0.924968135338042	0.9316265334785157	0.9172818530337089	0.9545631658084264	0.7292436307709302	0.8500424445933195	0.9661240713422827	0.6684878128710201	0.803262985448202	0.8443536512871793	0.7382588489842594	0.9073150263807322	0.8105762757426732	0.6795496475543125	0.5680646410513118	0.5111717548414774
5	0.9846614424191991	0.9728795525633617	0.9757507816655517	0.9876936925455222	0.9887632964458768	0.98640933220073	0.9848114866017176	0.965255291585946	0.992291819321969	0.9909113242055365	0.9834330088837954	0.9737176746254298	0.966599000541128	0.9810967537365082	0.9772464678648517	0.9589070682739169	0.9894019994690626	0.9700939869255825	0.941592999412971	0.9654176180384304	0.9738224162897434	0.9246270516789006	0.9513926008596725	0.9191487252724085	0.9448031697731198	0.9739867666361839	0.9727459401279099	0.9915817697244608	0.9374946364010446	0.8849711288210155	0.9820448210849281	0.9480899693173355	0.9888140742491144	0.9817160942843	0.9584034541656583	0.8518037715095894	0.948983929851918	0.888651905536035	0.936278266843205	0.9623587951141594	0.9613249102936762	0.9285589021333889	0.9062428491934515	0.9107128465383071	0.9140353767851798	0.9038617034718658	0.9543653878803603	0.9250039637013853	0.7665609024704878	0.9689028740757308	0.7033925400711043	0.9324406930195188	0.7919297713326136	0.8958116258458314	0.9097215713627085	0.974326920865747	0.7661508322958639	0.9533773613608005	0.9469346415999622	0.9134577821744001	0.9291186021348486	0.9376025470248952	0.760651361420829	0.7393792622828528	0.8806203172689836	0.634179389395751	0.659319398060177	0.78893258918587	0.720545346579172	0.9256637122368987	0.6909879920723527	0.8118448426875836	0.6313920108296961	0.6602058696697763
6	0.979354222209427	0.9594478685839181	0.9719993866332177	0.9833348055054001	0.9939450700105092	0.9828555840486519	0.9818412772838638	0.9539060907810519	0.9826179173732044	0.9758226618482193	0.9695630020150545	0.9611161425256041	0.9541681825432675	0.9776880541727492	0.9712724603544736	0.9602548884513893	0.9864722116905678	0.9611538623081137	0.9386725259653013	0.9571170641069633	0.9669304794117066	0.9308411616288529	0.950341329922706	0.9329033737980353	0.9385180475487535	0.9750647772420651	0.9569965298967431	0.9768612120924879	0.9363429046249673	0.8860857978793203	0.9737792376338962	0.9359453311355822	0.979302229389184	0.964797302043846	0.9614061716236185	0.8285710132193195	0.9558553432213247	0.8941178414203651	0.90793704330137	0.9655369165799813	0.9435431244003505	0.9319981727666588	0.9205537142892495	0.9108369463599766	0.9046114122659763	0.9239275797197741	0.9549674263939228	0.9253771465330151	0.8536627495240658	0.9680207172981836	0.6433847115884492	0.914773553408322	0.7253021564498615	0.8896537437710959	0.8325204583407843	0.9477750954445294	0.8227721477417378	0.941154659047988	0.9145363239251529	0.9342163651713495	0.919062800559529	0.9772878284767523	0.7412980170191515	0.8894766030185998	0.8505640979141815	0.6027536180042112	0.8444732383946	0.8560408156065369	0.7591364223527284	0.8764446450555938	0.8448858092444023	0.8420796968448607	0.6821728336507112	0.7409801736605672
7	0.9884367997184459	0.978707918615151	0.9730374402268397	0.9834399549358371	0.9917865864363526	0.9900340208168013	0.9943056333517678	0.9465554848184909	0.9883429449850678	0.9962117422067207	0.9837165981801345	0.9810745269493095	0.9639853525960438	0.9827187227953962	0.9775800720557154	0.9677853227900577	0.9916306069389138	0.9767160695271451	0.9623389420202262	0.9619760226681606	0.9834908427466563	0.941764158871868	0.9757796913542855	0.9461159356142286	0.9706937554990991	0.9746477072850959	0.9698723619999381	0.9900457927449033	0.9514886044117943	0.9389756591875877	0.9860475370868728	0.9528865828019178	0.9904272220245294	0.9801047059439875	0.9487593355273997	0.8234557353591611	0.9546831952124772	0.9101785908665874	0.9257700130753059	0.9525549774267235	0.9654432656732583	0.9670943069171011	0.948830108522251	0.8870065279784953	0.9113695042215255	0.9062866308049704	0.9584844590794225	0.9396368749396209	0.8350581456135138	0.9819920895386333	0.6747381890018846	0.9312708943424308	0.7704874313855001	0.8871262222039198	0.9178645010467652	0.9672529588398273	0.8084410439541623	0.96676122498542	0.9297528256204065	0.9534495860168304	0.8975946743280101	0.958408080522891	0.7432471526684514	0.7955541073313115	0.8698828777059049	0.6397989490038999	0.7890523875369053	0.7870907375944067	0.6392728633677194	0.9244126922787657	0.7684277683284082	0.7716689703041169	0.8018634798364015	0.5229384092005501
8	0.9867915139669153	0.9747914303335975	0.9713416816564237	0.9849730506605003	0.9917556554423876	0.9886432068882037	0.9864539096998235	0.9538804896498088	0.9874605186010226	0.9893169622326519	0.9895807262637305	0.9774232371320668	0.9637249931811257	0.9824271689178082	0.9841111398172939	0.9721406465778757	0.9914411881590816	0.976594458456112	0.9439527664582488	0.9597088838298619	0.9838898630308147	0.9286487563833222	0.9772619283129831	0.9309556796811838	0.958644360949029	0.9745777689161368	0.9597881076032623	0.993156771178664	0.9426486026869887	0.8717411499250066	0.9783505953387589	0.9494193192477571	0.9903137232478109	0.9816509789438853	0.9533751328327469	0.8372405169600021	0.9559431838252933	0.8915905501200372	0.9307277086152794	0.9658477194677066	0.9579049408694049	0.9598297421586978	0.9180547405241397	0.8926905682935016	0.9107911316695947	0.9204193046571941	0.9454240420836122	0.9314065516736525	0.8629012576453425	0.9840528184940838	0.8545723491185528	0.9234847761268293	0.7318204176683852	0.883841026528923	0.8659183613595287	0.9619739352730841	0.786848478763581	0.9591333163694993	0.9276844010370964	0.946343021010621	0.9206689001035421	0.9320160868194093	0.7207436398773945	0.7605702619731002	0.8593729408184461	0.6366064317575663	0.791124114330152	0.8201558509863972	0.6171761556894362	0.9302934831527171	0.8754132942581907	0.7316367503833929	0.6326000457167367	0.6877215868291678
9	0.9850847203432347	0.9787444152858229	0.9758668509721853	0.9873938726646727	0.9914082728476785	0.9914097169295631	0.9862896378026604	0.9626746241631713	0.9855450111407035	0.9908515189729015	0.985882011450612	0.9750438824044474	0.9588120932222206	0.9824401643775296	0.9723843888876028	0.9694175672264174	0.9922312599865525	0.965793906468406	0.9427390670272683	0.9586793250945246	0.9792719454618458	0.9337306611845246	0.9700215750996691	0.9234473005991161	0.9657443174119993	0.9758145758642036	0.9827302832223208	0.9938341882682211	0.9384190477786952	0.8917827913166942	0.9872121439973839	0.929304549321999	0.9907223301633886	0.9811000662270281	0.9597679898134976	0.8605132004119747	0.9558856288293753	0.9036679067282409	0.9235734858400858	0.9444227754066872	0.9470429636492597	0.919588904515422	0.9331279473144526	0.9125857826411319	0.9211759289819317	0.9088340286591465	0.9319980180887422	0.9478253488540861	0.818839592379355	0.9742232993144526	0.6744635972857934	0.9346020991495406	0.7447022221300599	0.8712951111648508	0.8577773199841077	0.9676962548705681	0.7730149570395908	0.9495424837862103	0.9226028761290188	0.9649838360465282	0.8888538163091322	0.9864254416019407	0.7561060383934756	0.8709605533684228	0.888655006251837	0.6131980042773725	0.6859347406676894	0.8524936666184209	0.6570686042316702	0.9049601513681891	0.737921534673306	0.7130409253975356	0.7839889092286537	0.5488003884766611
