source	target	direction	stimulation	inhibition	confidence	sources	references
P18146	Q96DB2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P56524	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14469	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q5TGS1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q16665	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:18506761;HTRIdb:18506761
P18146	O75146	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P15822	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P31629	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P17096	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P52597	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P14866	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9BUJ2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96ED9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P37235	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P80365	1	0	1	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15659537
P18146	P08238	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q12794	1	1	0	A	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:18718911
P18146	Q02363	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9BTL4	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P01579	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:8900159
P18146	Q96RY7	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P01344	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:8634146;HTRIdb:9610618
P18146	O00425	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P60568	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P18146	P14784	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9199305
P18146	P08700	1	1	0	A	DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:8035792
P18146	P05231	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15517885
P18146	P12268	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:7896827
P18146	Q9H160	0	0	0	B	DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8WYH8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O15357	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P06213	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q6DN90	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P10914	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P05107	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q13572	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9NQC1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q92833	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96MG2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P05412	P18146	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P18146	P05412	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P18146	P14923	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q13303	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14003	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q12809	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96L42	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P18146	Q9NS61	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q92952	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9Y2K7	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8NHM5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O94953	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O15054	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9P206	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q07866	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q13118	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20690147
P18146	Q9Y2Y9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9BXK1	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9Y5W3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q13887	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q13886	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UJP4	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14974	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14847	0	0	0	B	DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P01130	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:12235180;HTRIdb:12235180
P18146	Q8NES3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P01229	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10319325
P18146	P18858	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P02545	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P61968	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8IWU2	1	1	0	A	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:15289351
P18146	Q15048	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8IWT6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q86X29	0	0	0	B	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P48449	0	0	0	B	DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20690147
P18146	Q06643	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:8786306
P18146	Q9NS15	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8N2S1	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q16553	0	0	0	B	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20690147
P18146	Q9UPN3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9Y6D9	0	0	0	B	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9GZQ8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q16584	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q99558	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O95382	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q86YR7	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8NFP4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96RN5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14814	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q6ZN04	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q5U5Q3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O60291	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q7RTP6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q504T8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9HBH9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P50281	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:17158885
P18146	Q99583	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9HCE1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UBG0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8NDA8	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P10242	P18146	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P18146	P10242	1	0	1	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:7559553;HTRIdb:7559553
P18146	P01106	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;PAZAR_DoRothEA	DoRothEA:7559553
P18146	O00159	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q15742	1	1	0	A	DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	HTRIdb:16260776;PAZAR:20690147
P18146	O95544	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9Y618	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P52848	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9NRX3	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96PU5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O76050	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O95644	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q16236	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q12857	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O00712	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P08651	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P19838	0	0	0	A	DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:10671503
P19838	P18146	0	0	0	A	DoRothEA;TRRUST_DoRothEA	DoRothEA:21983014
P18146	Q00653	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P23511	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q92982	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96MY1	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UM47	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q99742	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P22736	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P43354	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q7Z6K4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9BV86	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9Y6R0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P54368	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O95897	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UNF0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9BYG5	0	0	0	B	DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9HBE1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P11498	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q15365	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P16519	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9359835
P18146	P27815	0	0	0	B	DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O60658	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P04085	0	0	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:7499234;HTRIdb:9242190;HTRIdb:9351401
P18146	P01127	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P18146	Q9NRA1	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15247255
P18146	O00764	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O15534	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q16875	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q5T6S3	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96BD5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q86UU1	0	0	0	B	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20690147
P18146	Q92508	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P27986	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UG56	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P14618	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q99640	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P00749	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:21283769
P18146	Q03405	1	1	0	A	DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:21283769
P18146	Q15149	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O94827	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O15031	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8N490	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8IY17	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P16435	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10864447
P18146	P37231	0	0	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12011097;HTRIdb:12011097
P18146	O75145	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O75688	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q6NYC8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O75864	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96SB3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P57071	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q05655	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q05513	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14558	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q5JSZ5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	A5PKW4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P49810	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:14585504
P18146	Q13635	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P60484	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P18146	O14684	1	1	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:21983014
P18146	P35354	1	0	1	A	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:15517885
P18146	Q14289	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P06454	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q86YD1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q93096	1	1	0	A	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9988683
P18146	Q12974	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P23469	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P62491	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96S21	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P54727	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q7Z5J4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q12967	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P47736	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UHV5	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P10276	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P13631	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q14644	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q7LDG7	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8WWW0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q08999	1	1	0	A	DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:22431919
P18146	Q04206	1	0	1	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	DoRothEA:10671503
Q04206	P18146	0	0	0	A	DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA	nan
P18146	Q9P2R6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P07949	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P18146	P48378	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20690147
P18146	P49796	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9HBH0	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q5VTB9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P13489	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P04843	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q15349	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q7L099	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q01196	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96NU1	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UPU9	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UPW6	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9Y2G9	0	0	0	B	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q92503	0	0	0	B	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9NPR2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9NVA2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UHD8	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P05121	0	0	0	A	DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	nan
P18146	Q14140	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9UQQ2	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q9H299	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	P78314	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	O60239	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q8IUQ4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96ST3	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P18146	Q96FS4	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
