source	target	direction	stimulation	inhibition	confidence	sources	references
P35869	P04798	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;SIGNOR;TRRUST_DoRothEA	HTRIdb:10359656;HTRIdb:16972788;HTRIdb:17785579;HTRIdb:9698073;SIGNOR:17012224
P35869	P05177	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:17785579
P35869	Q16678	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:12801909;HTRIdb:17785579
P01100	P35869	0	0	0	A	DoRothEA;PAZAR_DoRothEA	nan
P35869	P01100	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:10478842;HTRIdb:10478842
P35869	P01106	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;TRRUST_DoRothEA	nan
P35869	P19224	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:9466822;HTRIdb:9466822
P10275	P61221	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q6JQN1	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P15309	0	0	0	A	DoRothEA;HTRIdb;IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P02765	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA	DoRothEA:17721441
P10275	Q12802	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	P15121	0	0	0	A	DoRothEA;HTRIdb;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P42330	1	0	1	A	DoRothEA;HOCOMOCO_DoRothEA;TRRUST_DoRothEA	DoRothEA:22971343
P10275	P31749	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11278645
P10275	P10696	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q9UM13	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q96CW1	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q92624	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P10275	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;HTRIdb;IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P18850	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q13315	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA	DoRothEA:17721441
P10275	P23634	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	O75531	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q9NXR7	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P43251	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q16589	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P01730	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q99741	1	1	0	A	DoRothEA;HTRIdb;TFactS_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	P19022	1	1	0	A	DoRothEA;HTRIdb;TFactS_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	O76039	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P38936	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10076995;HTRIdb:10076995;HTRIdb:20610535
P10275	Q99967	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	Q13057	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P23786	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:17721441
P10275	P54107	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:11223178;HTRIdb:11223178
P10275	O14529	0	0	0	B	DoRothEA;IntAct_DoRothEA;ReMap_DoRothEA	nan
P10275	P99999	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P07108	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P20711	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P30046	1	1	0	A	DoRothEA;IntAct_DoRothEA;TFactS_DoRothEA	nan
P10275	Q8NBQ5	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	O43143	1	1	0	A	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;TFactS_DoRothEA	DoRothEA:11867260;HTRIdb:20610535
P10275	Q15700	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P10275	P00533	1	1	0	A	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	Q13347	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P78545	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P21860	1	1	0	A	DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA	nan
P03372	P10275	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA	DoRothEA:22391641
P10275	P03372	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P11474	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	O00167	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA;ReMap_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	Q96AZ1	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q3ZCQ3	0	0	0	A	DoRothEA;HTRIdb;IntAct_DoRothEA;PAZAR_DoRothEA	HTRIdb:20610535
P10275	Q13451	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA;ReMap_DoRothEA;TFactS_DoRothEA	HTRIdb:20610535
P10275	P55317	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:12750453
P55317	P10275	0	0	0	A	DoRothEA;PAZAR_DoRothEA;SIGNOR	SIGNOR:24875621
P10275	Q14802	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA	HTRIdb:20610535
P10275	P35754	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P36915	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q13322	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA	DoRothEA:24931201;HTRIdb:20610535
P10275	P35269	0	0	0	A	DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:9238003
P10275	Q14469	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:17721441
P10275	Q16778	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P52789	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:24931201;HTRIdb:20610535
P10275	P13747	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P09651	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P80217	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P08069	1	1	0	A	DoRothEA;HTRIdb;ReMap_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	P17936	0	0	0	A	DoRothEA;HTRIdb;IntAct_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	P01857	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P14778	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;ReMap_DoRothEA	DoRothEA:17721441
P10275	Q14571	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P05412	P10275	1	0	1	A	DoRothEA;TRRUST_DoRothEA	DoRothEA:20148354
P10275	P05412	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	Q12809	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	O94953	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q92537	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q5T5P2	1	0	1	A	DoRothEA;HTRIdb;ReMap_DoRothEA;TFactS_DoRothEA	DoRothEA:17624924;HTRIdb:20610535
P10275	Q13887	0	0	0	A	DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:19460858;HTRIdb:20610535
P10275	P20151	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P10275	P07288	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;KEGG;KEGG-MEDICUS;KEGG_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:11006269;HTRIdb:11994312;HTRIdb:12958311;HTRIdb:14517289;HTRIdb:15557561;HTRIdb:17653089;HTRIdb:7514587
P10275	Q9Y5K2	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA	nan
P10275	P05783	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;TFactS_DoRothEA	nan
P10275	P05787	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q15031	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	P42702	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q15648	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:17483314
P10275	O15344	0	0	0	B	DoRothEA;HTRIdb;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:24913494;HTRIdb:20610535
P10275	P08473	0	0	0	B	ARACNe-GTEx_DoRothEA;DoRothEA;HTRIdb;IntAct_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	P45452	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q92552	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P02795	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	P15941	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:21308711
P01106	P10275	0	0	0	A	DoRothEA;FANTOM4_DoRothEA	DoRothEA:10551783
P10275	P01106	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	HTRIdb:20610535
P10275	Q15746	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q15596	1	0	1	A	DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	DoRothEA:17079484;HTRIdb:20610535
Q15596	P10275	0	0	0	A	DoRothEA;TRRUST_DoRothEA	DoRothEA:17079484
P10275	Q9Y618	0	0	0	B	DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
Q9Y618	P10275	1	1	0	B	DoRothEA;TRRUST_DoRothEA	DoRothEA:21720703
P10275	Q92597	0	0	0	A	DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA	nan
P10275	Q14511	0	0	0	B	DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P19838	0	0	0	A	DoRothEA;HTRIdb;TRRUST_DoRothEA	DoRothEA:18386814;HTRIdb:20610535
P19838	P10275	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15517885
P10275	Q99801	0	0	0	A	DoRothEA;IntAct_DoRothEA;SIGNOR;TRRUST_DoRothEA	SIGNOR:16697957
Q99801	P10275	1	0	1	A	DoRothEA;SIGNOR;TRRUST_DoRothEA	DoRothEA:16697957;SIGNOR:16697957
P10275	Q8N0W4	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q9Y5B8	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q14207	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P55786	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:24931201;HTRIdb:20610535
P10275	P35658	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P02763	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:24931201
P10275	P19652	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:24931201
P10275	Q13608	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P20142	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA	nan
P10275	P01833	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:11171058
P10275	Q13526	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q13794	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q969W9	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;ReMap_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA	HTRIdb:16213525;HTRIdb:20610535
P10275	P41247	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q12796	0	0	0	A	DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10894149;HTRIdb:20610535
P10275	Q14738	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P78395	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q05655	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;TFactS_DoRothEA	HTRIdb:17178875
P10275	P60891	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P35354	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:18386814
P10275	P43378	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P28827	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	O00391	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P38159	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q93062	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	Q04206	1	0	1	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:18386814
Q04206	P10275	0	0	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	nan
P10275	P34096	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q01196	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q12770	1	1	0	A	DoRothEA;IntAct_DoRothEA;TFactS_DoRothEA	nan
P10275	P37088	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q99470	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P36952	1	0	1	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	DoRothEA:16304843;HTRIdb:16304843
P10275	Q99574	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q02978	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P51531	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	P52788	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;TFactS_DoRothEA	HTRIdb:20610535
P10275	O43623	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;TFactS_DoRothEA	HTRIdb:20610535
P10275	Q00796	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA	HTRIdb:20372835
P10275	Q06945	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	O95238	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q14159	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q11201	0	0	0	B	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	nan
P10275	Q9UEW8	0	0	0	A	DoRothEA;HTRIdb;IntAct_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q15833	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P51687	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q15569	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	P01266	0	0	0	B	DoRothEA;HTRIdb;JASPAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	P10827	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	O15393	1	1	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA;ReMap_DoRothEA;SIGNOR;TRRUST_DoRothEA	HTRIdb:20610535;SIGNOR:20308527;SIGNOR:21761340;SIGNOR:24505269
P10275	P19438	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA	DoRothEA:17721441;HTRIdb:20610535
P10275	Q6ZUI0	0	0	0	B	DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q9UHF7	0	0	0	A	DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:15613454;HTRIdb:20610535
P10275	P0CG48	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P61077	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P54855	0	0	0	A	DoRothEA;HOCOMOCO_DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA	nan
P10275	Q9P0L0	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	P15692	1	1	0	A	DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:16007189
P10275	P23025	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q05516	0	0	0	A	DoRothEA;HTRIdb;IntAct_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q8N567	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
P10275	Q86UP3	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb	DoRothEA:17721441;HTRIdb:20610535
P10275	Q9ULJ6	0	0	0	B	DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	HTRIdb:20610535
P10275	Q9C0G0	0	0	0	B	DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA	HTRIdb:20610535
P10275	Q9BR84	0	0	0	A	DoRothEA;DoRothEA-reviews_DoRothEA	DoRothEA:17721441
O14497	P38936	0	0	0	B	DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:21900401
Q99856	P01742	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
Q99856	P01764	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
P27540	Q15389	0	0	0	B	DoRothEA;KEGG_DoRothEA;ReMap_DoRothEA	nan
P27540	Q16678	1	1	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:12801909
P27540	P01588	1	1	0	A	DoRothEA;KEGG_DoRothEA;PAZAR;TRRUST_DoRothEA	DoRothEA:8663540;PAZAR:8089148;PAZAR:8408001
P27540	P03372	0	0	0	B	DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:17991765
P01100	P27540	0	0	0	A	DoRothEA;FANTOM4_DoRothEA;PAZAR_DoRothEA	DoRothEA:9733792
P27540	P01100	0	0	0	A	DoRothEA;TRRUST_DoRothEA	DoRothEA:21544813
P27540	P00338	0	0	0	A	DoRothEA;IntAct_DoRothEA;KEGG_DoRothEA	nan
P27540	P19224	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA	HTRIdb:9466822
P27540	P15692	1	1	0	A	DoRothEA;KEGG-MEDICUS;KEGG_DoRothEA;PAZAR;TRRUST_DoRothEA	PAZAR:7641334
O00327	P01185	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
O00327	O14503	1	1	0	A	DoRothEA;KEGG_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:19032342
O00327	Q16526	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;KEGG_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA	DoRothEA:22750052
O00327	Q49AN0	1	1	0	A	DoRothEA;KEGG_DoRothEA;TRRUST_DoRothEA	DoRothEA:22750052
O00327	Q10586	0	0	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;TFe_DoRothEA	nan
O00327	P20393	0	0	0	A	DoRothEA;KEGG;KEGG_DoRothEA;TFe_DoRothEA	nan
P20393	O00327	1	0	1	A	DoRothEA;KEGG;KEGG_DoRothEA;TRRUST_DoRothEA	DoRothEA:21881539
O00327	Q14995	0	0	0	A	DoRothEA;TFe_DoRothEA	nan
O00327	O15534	1	1	0	A	DoRothEA;KEGG_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA	nan
O00327	O15055	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;KEGG_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA	DoRothEA:22750052
O00327	P56645	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;KEGG_DoRothEA;TRRUST_DoRothEA	DoRothEA:22750052
Q8WYA1	P05121	1	1	0	A	ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_DoRothEA	DoRothEA:22198637
P50553	P29122	1	0	1	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA	DoRothEA:11736660;HTRIdb:11736660
P18846	P10415	0	0	0	A	DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA	DoRothEA:10542244;HTRIdb:10542244
