	Real	Imag
0	-0.6910230599585633	0.616206255356589
1	-0.6910230599585633	-0.616206255356589
2	0.40146247739851204	0.8610039949026553
3	0.40146247739851204	-0.8610039949026553
4	-0.3262312202592456	0.8713712988032635
5	-0.3262312202592456	-0.8713712988032635
6	-0.8581537125417871	0.21706653535212622
7	-0.8581537125417871	-0.21706653535212622
8	-0.23933581737604295	0.8231023381776656
9	-0.23933581737604295	-0.8231023381776656
10	-0.8727786461707544	0.0
11	-0.8388972441301009	0.0
12	-0.7468913003639474	0.2945545987076752
13	-0.7468913003639474	-0.2945545987076752
14	-0.43619027314492914	0.6693364587310778
15	-0.43619027314492914	-0.6693364587310778
16	0.7098264079405947	0.48152999323998713
17	0.7098264079405947	-0.48152999323998713
18	0.07919986356430764	0.7976192896085832
19	0.07919986356430764	-0.7976192896085832
20	0.5565092432322712	0.5975121385372736
21	0.5565092432322712	-0.5975121385372736
22	-0.3158975613379763	0.6808268305670536
23	-0.3158975613379763	-0.6808268305670536
24	-0.6921030338843613	0.15290393831316393
25	-0.6921030338843613	-0.15290393831316393
26	-0.7070838359832885	0.0
27	-0.5169456103310035	0.4673252556886098
28	-0.5169456103310035	-0.4673252556886098
29	-0.45467112843795177	0.5314538003779143
30	-0.45467112843795177	-0.5314538003779143
31	0.8926708030629451	0.008018499297799022
32	0.8926708030629451	-0.008018499297799022
33	0.8323031620049396	0.07034261448025142
34	0.8323031620049396	-0.07034261448025142
35	0.7347596735116799	0.3041425082275295
36	0.7347596735116799	-0.3041425082275295
37	-0.606128367580584	0.23069940837088498
38	-0.606128367580584	-0.23069940837088498
39	0.39680789929647403	0.6125223815875191
40	0.39680789929647403	-0.6125223815875191
41	0.6237041285159312	0.3519970771468094
42	0.6237041285159312	-0.3519970771468094
43	0.7279043853672778	0.0
44	0.06506324416525489	0.6895973454654943
45	0.06506324416525489	-0.6895973454654943
46	-0.06133739274102263	0.6519211146117456
47	-0.06133739274102263	-0.6519211146117456
48	0.08234073361922405	0.654248826897446
49	0.08234073361922405	-0.654248826897446
50	0.24311909916941968	0.6072652174029436
51	0.24311909916941968	-0.6072652174029436
52	0.6046657423501873	0.24492661378668684
53	0.6046657423501873	-0.24492661378668684
54	0.3955248148675076	0.48859613699061677
55	0.3955248148675076	-0.48859613699061677
56	0.5735467269031786	0.0
57	0.5704085986811667	0.026996246298742352
58	0.5704085986811667	-0.026996246298742352
59	-0.3224162057971155	0.4247465200172171
60	-0.3224162057971155	-0.4247465200172171
61	0.35213711024101796	0.37517171884288314
62	0.35213711024101796	-0.37517171884288314
63	-0.11388525208571015	0.5032445474349453
64	-0.11388525208571015	-0.5032445474349453
65	0.21691468034898376	0.45324161254851003
66	0.21691468034898376	-0.45324161254851003
67	-0.3660490766223861	0.27331889020314154
68	-0.3660490766223861	-0.27331889020314154
69	-0.4056752966089188	0.2184662031361098
70	-0.4056752966089188	-0.2184662031361098
71	-0.44085512012479605	0.0
72	-0.16165382707210488	0.3750957076156188
73	-0.16165382707210488	-0.3750957076156188
74	-0.03644265934182989	0.3939988523980865
75	-0.03644265934182989	-0.3939988523980865
76	-0.35343351959632446	0.0
77	-0.2645365617753644	0.14893858630857829
78	-0.2645365617753644	-0.14893858630857829
79	-0.14853710086423108	0.24806115587428956
80	-0.14853710086423108	-0.24806115587428956
81	0.14892179326572041	0.327522728674197
82	0.14892179326572041	-0.327522728674197
83	0.0843070697442559	0.2948505271215791
84	0.0843070697442559	-0.2948505271215791
85	0.36657890224031225	0.0
86	0.2684036771267995	0.18293119178653644
87	0.2684036771267995	-0.18293119178653644
88	0.27620367336611434	0.0
89	0.009092027739543863	0.21462769813353563
90	0.009092027739543863	-0.21462769813353563
91	0.15399671475451404	0.14948833874321313
92	0.15399671475451404	-0.14948833874321313
93	0.1827982699927067	0.034995542691237135
94	0.1827982699927067	-0.034995542691237135
95	0.0733212887210074	0.0
96	-0.07733230313813157	0.0
97	-0.10302375481379467	0.0
98	-0.1604322710523438	0.0
99	-0.14538383452614256	0.0
