steady state	autograd
-0.03076145239174366	-0.030761452921526034
-0.03698249161243439	-0.03698249179811456
0.0013982228701934218	0.0013982228569169842
-0.020484495908021927	-0.02048449643488875
0.008924034424126148	0.008924034697122574
0.005376567132771015	0.005376567176908982
-0.0006623397930525243	-0.0006623397828776532
-0.00010365202615503222	-0.00010365202382547363
0.04084175452589989	0.04084175546070586
-0.0012697491329163313	-0.001269749076284247
0.08889429271221161	0.08889429334074646
-0.0016761672450229526	-0.0016761672707784085
0.012539288029074669	0.01253928781189811
0.027767077088356018	0.027767077713394626
-0.0007501122308894992	-0.0007501122262264884
0.022711265832185745	0.02271126637099815
-0.0007822618936188519	-0.000782261879074779
0.002743583871051669	0.0027435837784952556
-0.0002266999799758196	-0.00022669998601440166
-4.406687367008999e-05	-4.406687486603603e-05
-0.0003707256691996008	-0.00037072566988894377
0.00011159764835610986	0.00011159765019307456
-0.0002508367469999939	-0.00025083674880686915
-2.4806860892567784e-05	-2.4806861145526848e-05
0.0008800620562396944	0.0008800620558166793
-3.217814764866489e-06	-3.2178148455056523e-06
0.0051803551614284515	0.005180355203565462
0.00521991727873683	0.0052199174373127035
0.0004621062253136188	0.0004621062326156445
-0.005989494267851114	-0.00598949424019158
-0.0002921551640611142	-0.00029215515767066266
-0.0004568158183246851	-0.00045681580760234677
-9.398186375619844e-05	-9.398186451052903e-05
0.006744599901139736	0.006744599832115199
-0.00032584028667770326	-0.00032584028990562943
0.00043411526712588966	0.0004341152793683983
-0.0002976665273308754	-0.00029766651526850173
-0.0001789401430869475	-0.00017894014167759223
0.0007090832805261016	0.0007090832722592974
0.0027042541187256575	0.002704254212799004
0.06699611246585846	0.06699611421395715
0.05278075486421585	0.05278075395194612
0.005310799926519394	0.0053108001314557335
-0.0012215785682201385	-0.0012215785406432572
-0.0007165995775721967	-0.0007165995948765571
