steady state	autograd
-0.0021428727	-0.0021428727
0.00011695383	0.00011695383
-0.0029795717	-0.0029795717
0.011492252	0.011492252
-0.0033949006	-0.0033949006
-0.001318644	-0.001318644
0.00071186904	0.00071186904
-2.634504e-05	-2.634504e-05
-0.0017265998	-0.0017265998
0.0018078224	0.0018078224
-4.831776e-05	-4.831776e-05
-0.004525948	-0.004525948
-1.534003e-05	-1.534003e-05
0.0015011798	0.0015011798
0.0005107335	0.0005107335
0.0006916342	0.0006916342
-0.0049453215	-0.0049453215
-0.00028685154	-0.00028685154
0.0017321811	0.0017321811
-0.0005239298	-0.0005239298
-0.011336253	-0.011336253
0.0014900718	0.0014900718
-0.006730118	-0.006730118
0.0019460781	0.0019460781
0.0015207856	0.0015207856
-0.0011312068	-0.0011312068
-0.0009267328	-0.0009267328
0.002786922	0.002786922
0.0005667607	0.0005667607
0.0020419024	0.0020419024
-0.008170294	-0.008170294
0.0004680598	0.0004680598
0.00030869892	0.00030869892
0.008136379	0.008136379
-0.0050114817	-0.0050114817
-0.009651279	-0.009651279
0.0065737185	0.0065737185
0.004608625	0.004608625
0.006386553	0.006386553
0.00068005745	0.00068005745
0.0007063194	0.0007063194
0.0077717043	0.0077717043
-7.0935654e-05	-7.0935654e-05
0.010259844	0.010259844
0.0016527785	0.0016527785
0.0013890768	0.0013890768
0.0034941996	0.0034941996
0.0021782867	0.0021782867
-0.0025402624	-0.0025402624
-0.0013704315	-0.0013704315
0.0031592397	0.0031592397
-0.005574935	-0.005574935
0.0036290905	0.0036290905
0.0039897957	0.0039897957
-0.0010765526	-0.0010765526
0.0020026164	0.0020026164
1.5083803e-05	1.5083803e-05
0.0077328114	0.0077328114
0.0010929869	0.0010929869
-4.5021327e-05	-4.5021327e-05
-0.0031650031	-0.0031650031
0.0041970797	0.0041970797
-0.003761024	-0.003761024
0.0044840174	0.0044840174
5.0111317e-05	5.0111317e-05
0.008909466	0.008909466
0.006800444	0.006800444
0.008211631	0.008211631
-0.0002704038	-0.0002704038
-0.0014840452	-0.0014840452
0.0071453736	0.0071453736
0.002128701	0.002128701
0.0020435767	0.0020435767
7.226649e-05	7.226649e-05
0.0018726304	0.0018726304
0.004686531	0.004686531
0.008924362	0.008924362
5.7589114e-05	5.7589114e-05
-0.0034756833	-0.0034756833
-0.0042640665	-0.0042640665
0.0019401574	0.0019401574
0.00051951775	0.00051951775
0.015727162	0.015727162
-0.0035379068	-0.0035379068
0.0050524008	0.0050524008
-0.0014603338	-0.0014603338
0.0066160657	0.0066160657
-0.001669746	-0.001669746
0.0017723659	0.0017723659
-0.0026936599	-0.0026936599
0.0018597422	0.0018597422
-0.0035962712	-0.0035962712
-0.0039586574	-0.0039586574
4.4982266e-05	4.4982266e-05
-0.00019344692	-0.00019344692
-0.0037600684	-0.0037600684
4.088837e-05	4.088837e-05
7.6082884e-05	7.6082884e-05
0.0034097957	0.0034097957
0.008657204	0.008657204
