	Train	Data
0	0.8143947720527649	0.5434866822552512
1	0.4492189288139343	0.5063553037656854
2	0.3131685256958008	0.2887050787483339
3	0.5099509358406067	0.5249443463627208
4	0.6670863628387451	0.5088399171735619
5	0.7607989311218262	0.5359297149118597
6	0.2386253923177719	0.4560159239369356
7	0.7505068182945251	0.7998853078488705
8	0.5485735535621643	0.4657009166228433
9	0.7559378743171692	0.4072976992968304
10	0.7626904249191284	0.7260356936813738
11	0.4012259840965271	0.1301293739571666
12	0.10333679616451263	0.2172303050918855
13	0.3780856728553772	0.2541413174830399
14	0.7753669619560242	0.5877354835077367
15	0.3905816972255707	0.2299097515989678
16	0.7656556367874146	0.856080914594618
17	0.282704621553421	0.1734987090258698
18	0.47206711769104004	0.3874004364020358
19	0.5022087693214417	0.4422012966509775
20	0.42899420857429504	0.1868560695824323
21	0.12297125160694122	0.1320713849752439
22	0.23708952963352203	0.648351521243991
23	0.4198369085788727	0.5809587706199633
24	0.379376083612442	0.2395787795607308
25	0.4588150084018707	0.3315791403657683
26	0.14809416234493256	0.2012966466434746
27	0.4722987115383148	0.7687844414360264
28	0.7490056157112122	0.6577534689251252
29	0.7249025702476501	0.4952465028201174
30	0.642493486404419	0.4861565231774265
31	0.3839295208454132	0.2528524305986092
32	0.30062949657440186	0.4201569767573763
33	0.32424426078796387	0.2799463810326871
34	0.013784369453787804	0.1918344172386457
35	0.17025238275527954	0.3778566497536272
36	0.48410916328430176	0.4928430725200062
37	0.4707111418247223	0.6131217946916985
38	0.34363192319869995	0.467354113968946
39	0.7791758179664612	0.383142179072287
40	0.4354415833950043	0.2275670620989924
41	0.7022889852523804	0.7462826142690719
42	0.9019804000854492	0.6954525520397106
43	0.645041286945343	0.6413475406838296
44	0.10923672467470169	0.200085649327621
45	0.7432005405426025	0.7895401682016044
46	0.10354724526405334	0.1262464302591311
47	0.10684413462877274	0.0788670012641444
48	0.7330870628356934	0.4796738697336657
49	0.5793519020080566	0.4048910622891228
50	0.48022064566612244	0.4094490149224864
51	0.3680889904499054	0.5680490851582096
52	0.7284263372421265	0.4392744163431584
53	0.507809042930603	0.7020480476802174
54	0.3085761070251465	0.4500626922558187
55	0.21102996170520782	0.1476297865920705
56	0.35933464765548706	0.3849036594992944
57	0.8377512693405151	0.677773563471838
58	0.6851427555084229	0.3846894299228385
59	0.5888166427612305	0.6217479034365586
60	0.1725662648677826	0.1094738058736548
61	0.6999509930610657	0.3525448012780502
62	0.616127073764801	0.558822588901164
63	0.6636601686477661	0.5126177531059258
64	0.18307454884052277	0.187316120727731
65	0.5942243337631226	0.3265406595314672
66	0.45488598942756653	0.4301935483876088
67	0.5384680032730103	0.5738455827766352
68	0.6924555897712708	0.558964944262209
69	0.16309906542301178	0.4351059002492152
70	0.15114888548851013	0.1533042790000467
71	0.5543485879898071	0.5395530398464558
72	0.49157801270484924	0.4748824767676265
73	0.22699156403541565	0.1262448784089469
74	0.7450487613677979	0.8679978843207715
75	0.2545788586139679	0.2205932188315694
76	0.4609937369823456	0.6173239928540809
77	0.5074648261070251	0.5809071025367047
78	0.10182423889636993	0.5026150250149607
79	0.08423906564712524	0.1694016065857852
80	0.3417489528656006	0.486289181299839
81	0.5013923645019531	0.7548181342098363
82	0.34199976921081543	0.1035348449620892
83	0.4276942312717438	0.3228404917242776
84	0.08886028081178665	0.0429764382027305
85	0.5639570355415344	0.0883095017749109
86	0.7095943093299866	0.396648624460102
87	0.3603435456752777	0.488109790067507
88	0.3259020447731018	0.5555710250040052
89	0.09185808151960373	0.5197062015629608
90	0.4841330051422119	0.7146936542558094
91	0.24399331212043762	0.1986711758117813
92	0.24853141605854034	0.518346865642019
93	0.29070204496383667	0.2561853340758293
94	0.48527559638023376	0.4698792624462128
95	0.5469305515289307	0.5778040905279044
96	0.3250713050365448	0.2254187360998069
97	0.4931410849094391	0.4783739522278332
98	0.5091490149497986	0.3399755562640985
99	0.7311386466026306	0.5838002977858929
100	0.9981070756912231	0.8746767230350366
101	0.5852898955345154	0.7035816848671486
102	0.07013839483261108	0.1720877269144969
103	0.7730902433395386	0.4312803321283378
104	0.14187423884868622	0.025202438405206
105	0.07460109889507294	0.0543072645485148
106	0.34492188692092896	0.5059448015471282
107	0.19059549272060394	0.7328703468339522
108	0.5339880585670471	0.5133550479537855
109	0.5854695439338684	0.4296960313094904
110	0.6053473949432373	0.5091112951987241
111	0.48844441771507263	0.5454775671147446
112	0.27868595719337463	0.1316424478560314
113	0.19463753700256348	0.5577539121062635
114	0.22052396833896637	0.4655579415206037
115	0.545947790145874	0.649615904535254
116	0.6711995601654053	0.8943438780990108
117	0.5075958967208862	0.6183039744535086
118	0.9845445156097412	0.8155262571095275
119	-0.003052580403164029	0.0291199777713171
120	0.7887482643127441	0.7891240207723195
121	0.6444098949432373	0.6270742176593256
122	0.8155961036682129	0.3931949146541869
123	0.8082903623580933	0.5519645211396019
124	0.42811474204063416	0.3995801186988982
125	0.3426136374473572	0.4982364695447676
126	0.16995872557163239	0.4462703819659288
127	0.5669207572937012	0.7455401791564246
128	0.8280361294746399	0.2250887445520133
129	0.6274403929710388	0.7332442242564957
130	0.3930412828922272	0.2681662360776462
131	0.7455093264579773	0.4761455830066648
132	0.4195121228694916	0.6274866054299583
133	0.4473242461681366	0.2470214647446524
134	0.46089187264442444	0.6235530107876425
135	0.502073347568512	0.7194449621062228
136	0.8018803000450134	0.7408637559018346
137	0.7844103574752808	0.78052991238027
138	0.8135954737663269	0.6958437980322857
139	0.4673417806625366	0.4024834026952869
140	0.8701258301734924	0.7480183495680355
141	0.6104613542556763	0.5807235091120043
142	0.9414663910865784	0.7452223459299043
143	0.39770057797431946	0.0605650891103198
144	0.4513078033924103	0.4600613602033827
145	0.7170846462249756	0.744566015067067
146	0.4521808624267578	0.4659783289044086
147	0.12040682137012482	0.1086172157323604
148	0.16366438567638397	0.205041847433397
149	0.6706209778785706	0.7498587868639316
150	0.6234769225120544	0.4096017009888276
151	0.7729554772377014	0.7295931417020709
152	0.48440060019493103	0.4895663878215885
153	0.5583885312080383	0.2223287786013799
154	0.6678637862205505	0.6713403842863589
155	0.4428859353065491	0.4584274397773334
156	0.847476065158844	0.8954775510133719
157	0.5411418080329895	0.5794810445934142
158	0.1354495733976364	0.2113759216856386
159	0.3407389521598816	0.4655745553135856
160	0.6593430042266846	0.4776650166272813
161	0.3564454913139343	0.4257425597661641
162	0.9778003692626953	0.8713354869273721
163	0.9028037786483765	0.7895021895960656
164	0.314211905002594	0.2416781084072278
165	0.47890546917915344	0.7351637103631911
166	0.6826842427253723	0.7096996597957901
167	0.3993493616580963	0.3833257352940948
168	0.5006349086761475	0.5039093615673969
169	0.2289552390575409	0.1508671624449015
170	0.9229735136032104	0.7361574907144147
171	0.4354369342327118	0.5565621135294956
172	0.2644156217575073	0.390065974365714
173	0.27717283368110657	0.2327721042620301
174	0.9080918431282043	0.7576418076832784
175	0.638553261756897	0.5067604781784358
176	0.9790741205215454	0.7723281116976065
177	0.07314464449882507	0.033345547336016
178	0.8506315350532532	0.6451254755499277
179	0.8607706427574158	0.7621464615677809
180	0.7824687361717224	0.619819897464386
181	0.84807288646698	0.4209491893428337
182	0.4734436571598053	0.4063771499647593
183	0.35749444365501404	0.3033679341378617
184	0.29313740134239197	0.2183757025140739
185	0.5966278314590454	0.6442340220698819
186	0.8229573369026184	0.6876252723063504
187	0.741391658782959	0.7356024438028639
188	0.2883509397506714	0.1775356316604646
189	0.7663334608078003	0.415836266668612
190	0.503365159034729	0.4829373440132786
191	0.6355614066123962	0.56179931457155
192	0.46109727025032043	0.6043514508558009
193	0.4874981939792633	0.7136535443616082
194	0.7109869122505188	0.7481179195411043
195	0.8761131167411804	0.9351278351388864
196	0.638749897480011	0.6672666168752794
197	0.48366913199424744	0.4423591289656732
198	0.9224177598953247	0.9528197078701588
199	0.6040869355201721	0.6254717686831174
200	0.9224955439567566	0.726846116933884
201	0.4775599539279938	0.0827176125612089
202	0.472457617521286	0.2605956428023151
203	0.7240948677062988	0.6856590246047395
204	0.5037906169891357	0.4777909580068866
205	0.12778609991073608	0.0838551916214742
206	0.36063581705093384	0.1851052030799098
207	0.7619130611419678	0.7318302343804518
208	0.8540950417518616	0.7760279529548594
209	0.7771515250205994	0.6899555077490914
210	0.49004045128822327	0.3725837284022657
211	0.6183941960334778	0.3355144762439714
212	0.6130279898643494	0.6129186501006768
213	0.47968170046806335	0.136706695984434
214	0.8604775667190552	0.8686067912129528
215	0.523507833480835	0.505769570194723
216	0.16618934273719788	0.3762044581489993
217	0.3212234079837799	0.4372478316688363
218	0.7350029945373535	0.6244554126856307
219	0.3760388493537903	0.3217386951158535
220	0.9810832738876343	0.8022476890517835
221	0.8630877137184143	0.6949042291200814
222	0.16109560430049896	0.0881500799209432
223	0.0716233178973198	0.6559499117275126
224	0.527379035949707	0.7624603122915925
225	0.4937661290168762	0.4099820881657823
226	0.46959570050239563	0.1991536267715165
227	0.1778033971786499	0.1997749253508824
228	0.8495424389839172	0.818583017118919
229	0.5836368799209595	0.6775922657535549
230	0.23318660259246826	0.3464230008024807
231	0.3247021436691284	0.1655529310046227
232	0.2728898823261261	0.6788219319526514
233	0.3469509482383728	0.3810434646157646
234	0.5342594385147095	0.7879647292871607
235	-0.0009963137563318014	0.0649010908984987
236	0.7068665623664856	0.7087292231834497
237	0.6299697160720825	0.7983722260732085
238	0.8783458471298218	0.900059815228502
239	0.6832722425460815	0.8949872241299902
240	0.480447381734848	0.4043809555386092
241	0.49781593680381775	0.3175828761727301
242	0.34002798795700073	0.3664028046079236
243	0.5161011815071106	0.2797381748963784
244	0.8611671924591064	0.947216398871958
245	0.7570474147796631	0.5055037216825815
246	0.45577049255371094	0.7424791693106171
247	0.46349984407424927	0.5818404730598591
248	0.35202935338020325	0.2548183691453441
249	0.6160746216773987	0.9092234547023872
250	0.467336505651474	0.476197933513608
251	0.5200133919715881	0.4769865086106196
252	0.5723497867584229	0.7494687193061242
253	0.4589252173900604	0.7683772914164045
254	0.7510276436805725	0.7095625484700133
255	0.5603322386741638	0.519384684571169
256	0.5756022930145264	0.9377971837290434
257	0.6304440498352051	0.650108738926476
258	0.8664999008178711	0.9230073478809908
259	0.5485811233520508	0.5410868190947735
260	0.3156394362449646	0.5604499002753695
261	0.18378989398479462	0.2862836882789208
262	0.3628913164138794	0.294383791485671
263	0.3072609603404999	0.0903596109870809
264	0.33139684796333313	0.3327970939917781
265	0.4956211745738983	0.718584249488196
266	0.8052348494529724	0.9299560588623408
267	0.5693883299827576	0.3430937216032247
268	0.48204660415649414	0.5347440266906182
269	0.5075411200523376	0.8481974891791909
270	0.5247644186019897	0.6254480727755458
271	0.745419442653656	0.6363977259165569
272	0.7268242239952087	0.7557816621763812
273	0.36770352721214294	0.7313422778340458
274	0.6170724034309387	0.8790370439686442
275	0.4731016159057617	0.3385985286112319
276	0.841343343257904	0.7435534932022411
277	0.24109399318695068	0.5304798885951275
278	0.8873456120491028	0.8581082776169515
279	0.9012202024459839	0.4986854409598123
280	0.3586922287940979	0.2838971351420108
281	0.5703123211860657	0.350336822603254
