	Train	Data
0	0.6520640205231344	0.5434866822552512
1	0.5606940081604174	0.5063553037656854
2	0.3169770087282547	0.2887050787483339
3	0.5308355134093028	0.5249443463627208
4	0.5295279478382744	0.5088399171735619
5	0.5900967607801891	0.5359297149118597
6	0.42295392019370365	0.4560159239369356
7	0.8537801234658251	0.7998853078488705
8	0.5287150800361577	0.4657009166228433
9	0.6586028424662249	0.4072976992968304
10	0.6470805018769383	0.7260356936813738
11	0.2591551210104249	0.1301293739571666
12	0.16180595545327808	0.2172303050918855
13	0.2829790012523461	0.2541413174830399
14	0.6523100230858375	0.5877354835077367
15	0.3163971435145191	0.2299097515989678
16	0.7557292602642507	0.856080914594618
17	0.17610460983325768	0.1734987090258698
18	0.46525457448830276	0.3874004364020358
19	0.44749730132512217	0.4422012966509775
20	0.32394416314039687	0.1868560695824323
21	0.1372080654039943	0.1320713849752439
22	0.47517565669439876	0.648351521243991
23	0.5886821127153684	0.5809587706199633
24	0.36832659314360044	0.2395787795607308
25	0.369971672588479	0.3315791403657683
26	0.2228419973651735	0.2012966466434746
27	0.6401025889186608	0.7687844414360264
28	0.6790190059308798	0.6577534689251252
29	0.6116402452935452	0.4952465028201174
30	0.5704730589202379	0.4861565231774265
31	0.2126779819506538	0.2528524305986092
32	0.4304185079556289	0.4201569767573763
33	0.31529684126104635	0.2799463810326871
34	0.1526756410638143	0.1918344172386457
35	0.2959685348126517	0.3778566497536272
36	0.4843543306460803	0.4928430725200062
37	0.6098205485899225	0.6131217946916985
38	0.4022634681523898	0.467354113968946
39	0.4739553131582237	0.383142179072287
40	0.3043969593250412	0.2275670620989924
41	0.7414356207282335	0.7462826142690719
42	0.7938984977884487	0.6954525520397106
43	0.6241366571283907	0.6413475406838296
44	0.19353874177834401	0.200085649327621
45	0.702795984955198	0.7895401682016044
46	0.14363176369349887	0.1262464302591311
47	0.06619572120783786	0.0788670012641444
48	0.4727327561083673	0.4796738697336657
49	0.3413433990074658	0.4048910622891228
50	0.3963520739674463	0.4094490149224864
51	0.43342631001847837	0.5680490851582096
52	0.5262247954719946	0.4392744163431584
53	0.6375162241957226	0.7020480476802174
54	0.47666172927771766	0.4500626922558187
55	0.15900401046205032	0.1476297865920705
56	0.3433929693734495	0.3849036594992944
57	0.7323797506534216	0.677773563471838
58	0.6792734317931892	0.6779265027876388
59	0.4897447199022882	0.617777578246605
60	0.15081237188791013	0.1194936383136345
61	0.7323437143997347	0.7249376896162297
62	0.6080803352514741	0.6138676843386414
63	0.7876862506010701	0.796771056707286
64	0.0077921395652598155	0.0118258669104558
65	0.44452916406804116	0.4391440631093808
66	0.45574190715924967	0.4215935240952458
67	0.6458100598724602	0.6775854722577268
68	0.6949791062668849	0.6992166331256211
69	0.20510439401710734	0.2402462813492872
70	0.1164286703807019	0.1179164474235701
71	0.28266669081705886	0.3104703307377716
72	0.6232275961200838	0.6810140650061419
73	0.24209655358388607	0.2053023910105424
74	0.7669335333715448	0.9106113270499292
75	0.09200184663326844	0.0769438470480853
76	0.4639714642644495	0.4121917803921582
77	0.5505935732627399	0.4837620588693714
78	0.22859433469514498	0.2214018402964529
79	0.10184443053354725	0.0867294214528007
80	0.3957105758862141	0.4382366603524825
81	0.3928441352943206	0.4117076311539402
82	0.13198727346182354	0.0969978454230375
83	0.35779756551981273	0.4211004078662866
84	0.024441423293802767	0.0164249824673899
85	0.46753546743822855	0.4962887546064785
86	0.7017144600739527	0.7046404825668903
87	0.7320556079144742	0.7717215474433984
88	0.6632264222858498	0.6768316884496267
89	0.062383136134163124	0.0301107308082474
90	0.2703727197258457	0.2253295569279493
91	0.39072162029183	0.3225233082356145
92	0.13365857016485555	0.115053841166192
93	0.6858581008517963	0.7707489984345921
94	0.4843573397777509	0.428649000847235
95	0.4791601629203974	0.4399176670527194
96	0.7250496176817467	0.7066192676240992
97	0.24690683192573504	0.2531844404623626
98	0.17627899497845168	0.2023429462640098
99	0.7492173619134452	0.8587446553775359
100	0.7086872572321125	0.7058953760821778
101	0.6019426465007239	0.5918558460852006
102	0.07495592344805005	0.0633541824326049
103	0.7430915963977712	0.8310020547416356
104	-0.0020516975679652563	0.0147222262260726
105	0.044449126489676055	0.0478429886753994
106	0.3064233209948726	0.2994058570870242
107	0.1090170511768791	0.1033141970913935
108	0.6615869808793445	0.6567805103783986
109	0.44268556755642874	0.4401035617947821
110	0.5239595779982662	0.5443964731843209
111	0.48214675239892146	0.4822355755862464
112	0.08804453169618529	0.0942888057817617
113	0.2813552979584129	0.2503316974102585
114	0.28224540180224306	0.2092802313044372
115	0.7077305881834685	0.6371345359647602
116	0.4001387477382279	0.3846894299228385
117	0.6844537816144355	0.6217479034365586
118	0.11078842148711757	0.1094738058736548
119	0.3647869602452139	0.3525448012780502
