	HNF1A	ZEB1	FOXL2	RELB	GLI2	NFKB2	STAT5A	PAX8	FOXA1	REST	FLI1	RELA	SMAD4	BACH1	CEBPB	AR	GATA1	ETS1	IRF1	STAT5B	ATF1	GATA3	HNF4A	PRDM14	SOX9	FOS	STAT3	ATF4	ESR1	GATA2	ELK1	REL	SOX10	MITF	NFIC	STAT1	USF2	CTCF	USF1	RARA	SP3	E2F1	HSF1	NFKB1	SREBF1	PPARG	TFDP1	WT1	ATF2	CREB1	YY1	JUN	SOX2	VDR	ETV4	SPI1	MYCN	MYC	TCF3	TAL1	TP63	PPARA	TFAP2A	ETS2	CEBPA	TCF7L2	EGR1	E2F4	FOXO1	E2F3	TP53	LEF1	KLF4	TFAP2C	NFYA	MYB	RUNX3	ESR2	SMAD3	SP1	FOXO4	FOXP1	PGR	ZBTB33	FOXM1	POU2F1	FOXO3	HIF1A	NFE2L2	ZNF263	IRF9	STAT2
LPSc+IC (N=3)	0.05910255088545581	0.04700434640473178	0.020085533192534234	0.12983098115911246	0.10398910834530972	0.06203422294585553	0.024004924357464326	0.11649196498654939	0.1512302564728139	0.11085048085888946	0.07495779387869769	0.005427236750923938	0.09867163436273188	0.08294582153584577	0.041568721111692554	0.08192986177673958	0.06939916512721543	0.08237409016183868	0.11125258824357336	0.07557704650804856	0.12392921407105419	0.09520358112177754	0.10823554682504968	0.03721309814118802	0.031057988723881748	0.039950435672328324	0.061421819543033176	0.019393169529605084	0.045706504577116044	0.15847032890330282	0.09033923738569197	0.005135731165939993	0.13512280212500194	0.06585505947485572	0.20671064206538173	0.16858991626591308	0.042881165222081026	0.17027546960822745	0.10804026300300588	0.04936803924810291	0.07771069974551188	0.10424052846127586	0.1353514032703737	0.01835677722437417	0.08599781810006012	0.0770802312128947	0.04559592259773384	0.06995603214311662	0.07690367381518502	0.02070035636251261	0.17052351829687218	0.12955158349078016	0.09813573031764078	0.04255896451211662	0.09673468869484217	0.06403053831678648	0.08884607578139227	0.012558731599140475	0.052228472110410394	0.1414923396145153	0.0709192728371528	0.23592712686694658	0.10971264302315949	0.1774361296975198	0.057333834216213665	0.15722712181849782	0.16225144215754067	0.09344654484507404	0.0772318777123608	0.042622300648077684	0.07789942316361283	0.1720198607129915	0.05659111816604802	0.1696477655928446	0.04245510121329878	0.20229568003170148	0.12718223113788887	0.11496492170111879	0.23142790627337956	0.014267202977898947	0.09418160576825076	0.09764248866738845	0.18925162697009904	0.22284188655053325	0.09261419895047787	0.1267375982014828	0.004132003953411172	0.08835078441459966	0.19168139984050667	0.10472569069639182	0.38187677555961635	0.3514765564189759
IFNg (N=7)	0.11591914684061018	0.09983849091430819	0.08416952128690462	0.03654281772460054	0.034779135312508716	0.03187879442006657	0.07105565784924481	0.08132988367145298	0.13284665218243033	0.10844137313964151	0.09762598486040416	0.08137365792982275	0.1129042799290293	0.11437760238797154	0.15644002048738914	0.10914821998361461	0.09866113992893634	0.2333587452948829	0.025193971655302634	0.05380671668731009	0.09033236000820176	0.0994181490105743	0.14313073129577109	0.18175824728899057	0.16673705099701294	0.13527035177213775	0.1048938048861505	0.07005507897040723	0.1091327046840073	0.19849559706011677	0.07425260776140362	0.20781404661235736	0.09077028141415602	0.09306393479205619	0.11104568170345719	0.029617280368786556	0.12053876522434143	0.07093193980320574	0.13470391084570188	0.07009841816593176	0.10863875511821718	0.058602839911300414	0.13745106146309405	0.035786451621745506	0.04648931647744624	0.09412700991789678	0.04335143572198698	0.16776951634192164	0.0435836479200654	0.1377356538226588	0.14737511952961405	0.08936494204085751	0.06750148177341506	0.14103078051703133	0.10908483199939786	0.12833384974135914	0.11481043557384255	0.029844925122268173	0.1493801645598633	0.17309793652223443	0.05191800267485738	0.16635577677676291	0.06105731221849524	0.1276324110575309	0.05289991504445459	0.1714808959165621	0.16101710961863527	0.06130787529948533	0.29012787322444805	0.11976187563817522	0.10839188082055647	0.1688895283560869	0.1110595081047469	0.22281943947013785	0.1408842107112039	0.12433426808306468	0.19523105453366943	0.1968512574866978	0.13513724839534652	0.059332850736706556	0.06134500757027858	0.20542250447853766	0.12738654819528694	0.17325476349314553	0.11221532628221298	0.09785676724510865	0.09726114735609617	0.0990873411520146	0.21759369621533414	0.16730081523610332	0.15231271972747415	0.05014645957922951
IL4 (N=10)	0.12760032060184104	0.11710224163235193	0.027678028338003285	0.0978286183700965	0.12538922599078886	0.08978032431327511	0.07956979949742185	0.0787985831565408	0.06283909371981553	0.1458555172008533	0.10531064296729041	0.03579039598565787	0.1168505111719271	0.09614357737489936	0.03356139927827385	0.0749104855304819	0.0713386360064918	0.13300470153417784	0.05859898569926949	0.12051482598269107	0.0696619742542224	0.1144948849707833	0.10288436811016238	0.22783616803833043	0.11749188784814284	0.09444005694038156	0.1002664660479199	0.0943181165359165	0.08978390083465973	0.11580506735374098	0.11197249228878403	0.13091117699748758	0.1535473029831283	0.1386669476445693	0.1728850797493632	0.08086909255671663	0.09903261966619198	0.15003047417293408	0.14909842754008296	0.08825782921986021	0.16177286617874492	0.11501476170156263	0.13658985273615815	0.04622588810641771	0.2896720267184784	0.110577537365785	0.08831342587316893	0.07505747534944063	0.09024393471566418	0.10634589913500929	0.10694233206470644	0.11923843078320485	0.1252841282847103	0.13561835554172444	0.08966987524751034	0.1304853796659778	0.10673359164784434	0.1081426843751342	0.1444022793204176	0.1080332239167221	0.1851258897954777	0.13820260602842063	0.14831117890687887	0.12125911534203361	0.16439514538852873	0.0645175975958268	0.16671741267375367	0.25726814882689586	0.19014810930141035	0.16618373435621897	0.20903003008832702	0.16252733424469276	0.15197824674781443	0.0829651080041338	0.23375499577658496	0.13833101722821267	0.19645136267245594	0.23928094538228117	0.10460443212903016	0.19024087813782117	0.12813198141387502	0.1853086075430599	0.10457621819606992	0.247617942939743	0.16441882380225756	0.13835185497899097	0.21071850874356304	0.13021539315802566	0.029174700640273925	0.24697232203104666	0.01186696861661733	0.006522286355029731
TNFa+P3C (N=3)	0.1528927831668603	0.13623617350821776	0.2112732783750301	0.27305259585565306	0.06597835386169681	0.2220755722259553	0.03387996637567742	0.06215355024749269	0.0732775493702204	0.13145701291091264	0.09445172592419121	0.22882004069310072	0.008677736552649614	0.09536019286352612	0.08148284256454158	0.06108967652758367	0.04480124672147293	0.1057767801502463	0.18768724836249326	0.10297048711571476	0.07843471839764364	0.13990848984632454	0.01328718165319631	0.02727512547052216	0.08576077963032967	0.1187702986765349	0.07674531484112403	0.12009423484739855	0.013596636335627296	0.0474528698425587	0.15285584312295544	0.33378236919915777	0.0895429067865425	0.11066592688330612	0.18715299047970899	0.08722511418165456	0.04025734041947158	0.14090571591543744	0.1325804272389647	0.0962356547403797	0.05142673011255837	0.06570553234098406	0.06972165073569364	0.34663715969139963	0.019920693085494698	0.050558525168626335	0.02050730252776738	0.22278414110054104	0.08401335343345917	0.2470718435290097	0.10083306554552152	0.25742058993496614	0.0389462801625823	0.14411171512518137	0.1388665024124537	0.16144422209567214	0.15256387451263315	0.049883097696252696	0.1230747319932704	0.07928089278908301	0.09291041962243919	0.02697080932274319	0.17337132567801455	0.16575993530939837	0.1433068064664545	0.19710455843415986	0.1891923022294186	0.10100072677182012	0.0877300240020429	0.17405656303317893	0.038657239125143884	0.24147667513385307	0.08147659239202679	0.14021133226576155	0.14987780330716188	0.04816677520450855	0.10452813675328158	0.17975028005206212	0.06811870194665867	0.10834019723151414	0.14860730527087726	0.07797200480907364	0.08909776980650276	0.0599366971909391	0.08651807525538421	0.12932555312024632	0.16788411213007992	0.10991228629385635	0.19017941262074947	0.15130596845754224	0.009547055966681827	0.004724426340339465
IFNb (N=3)	0.0783462115703552	0.05653904961766276	0.012247748951710408	0.027424920123952454	0.05352196532873557	0.0682336033633219	0.16146582449868055	0.0745445671856678	0.087994599808949	0.06507159765452541	0.11875149206399516	0.01955472533922177	0.264321122010931	0.2002098322001123	0.03626087981944592	0.12473833788234585	0.14815119988780254	0.05127871910301909	0.05943238069221758	0.06236223420858582	0.09544273968565167	0.014487753716990737	0.18844935405688062	0.07355477517882233	0.11848127672877601	0.09022673710887745	0.07454728656363825	0.03466243392791614	0.12150808132602627	0.06643317465923598	0.0969112624457632	0.01841738333000093	0.06107291944701147	0.11471660920285565	0.10466832707382563	0.09010017305424979	0.09580042025079608	0.03859534966361071	0.1268739847156307	0.13914489641201852	0.14111151953224202	0.15710418685633684	0.08795906928722559	0.04716313834320144	0.3627425296571542	0.14441714687255397	0.23703834851672617	0.030531276751243633	0.08617819072541491	0.06228430334844644	0.013313550573908197	0.09895450969147107	0.08837945516739222	0.16668363942687991	0.11988917788056173	0.1113841815797591	0.17780960251162756	0.16969599825705825	0.02653972502577216	0.16966219108239605	0.18381449884854	0.2610233416790552	0.017166489701945394	0.05483070745759041	0.1147187282025715	0.14528430489624786	0.14525299270803407	0.35388596688173574	0.04533558994339358	0.13371867770400814	0.25213186583105024	0.16732267292718936	0.15893597906874576	0.1406666452201461	0.009956787930062095	0.09473220294454743	0.05107653477457432	0.13184587997693697	0.3036323602021695	0.04294576141684818	0.23985588126540294	0.1503984259726192	0.13816925657934956	0.11876287859102888	0.2742660097483593	0.25991996309048143	0.15341518347362343	0.053645255113731846	0.25261475729776783	0.15265205655012595	0.16829434175256303	0.24347186579335287
TNFa+PGE2+P3C (N=10)	0.1456726983341036	0.0871811997862548	0.07057663026338132	0.1665358119579997	0.11963233369186575	0.06491598495361607	0.05499203131221432	0.1271349448689159	0.13625900195381793	0.12391515711751808	0.22197060202383437	0.022496944803600337	0.08805594869141908	0.12013089927785138	0.06520291226969256	0.10808867410234471	0.1375244632298352	0.10875353801610105	0.10275839026958893	0.0630795478973467	0.1008192317375038	0.07700762138156785	0.16006999330192043	0.15847082105285215	0.12733329751016503	0.03971667154819387	0.10697610968000676	0.06070684795200776	0.08685899725243683	0.1166048085007246	0.11008981975883228	0.05095079813029912	0.19039018646147363	0.17903908167059449	0.13878889648074239	0.09519494764590145	0.08295266829000757	0.1055416279559988	0.16841413473884537	0.1527467719974576	0.11817965246074223	0.1381851927757911	0.09156510033565338	0.036136716890924084	0.0610418241813796	0.1684909276524839	0.13091115161443168	0.16102158617024273	0.25136822927846647	0.10662001655458901	0.13319100735614947	0.11510429395355617	0.2127048372626774	0.22035480315785844	0.08549662266536803	0.14020452300117323	0.11289903077315228	0.05263011117436993	0.09964648109385525	0.10965224801660958	0.21206220262640085	0.13672811713391653	0.060368210385082256	0.1777234272972894	0.16575134865784738	0.14623558940045922	0.12902515804158632	0.17852905932199503	0.18246164304273862	0.15054973767921354	0.21524729561783282	0.1393854186117472	0.1577942885480656	0.1541279261860231	0.1480366477673797	0.1417051250906402	0.12568034526647084	0.06831579299517496	0.13371303208648472	0.10561343456879858	0.06646334200240331	0.16629687827336467	0.18474029952036128	0.1584650898555436	0.15405228134321325	0.19191387143366453	0.03531520372994841	0.03343954991954588	0.18157109254816928	0.2264003547846358	0.02746798669962666	0.007874198862008432
P3C (N=3)	0.025561536422615737	0.06602179858177114	0.08735216036406698	0.09844338416644541	0.10112557646559638	0.05726476196029767	0.09602013175129333	0.06703451490606227	0.13792117409380303	0.05243393897171394	0.07046074087140954	0.19581977070595763	0.10907645312065804	0.06980359470458572	0.13460164344698186	0.08594510005815569	0.058655335197002056	0.14003151569949382	0.0430515528935215	0.1778909372307836	0.25277817644646844	0.0395296667901052	0.18538708397039072	0.0922690239796558	0.10989963568321845	0.15717353421452382	0.300893656814644	0.17150401767741544	0.13454590565612704	0.0060563170232342915	0.07231425353984142	0.0395080815506984	0.03619438208594604	0.10472367256770491	0.19085811533815122	0.11933680852931071	0.17725744079008127	0.15501232171322396	0.12236559291685227	0.1836528296446214	0.20230550684789947	0.13537217498490897	0.06578260151305443	0.09537063537470868	0.02057584844237243	0.10375364773249454	0.18372568951572496	0.06653868182780705	0.019073172093585257	0.056473572292988175	0.12088384064312213	0.10237651669428337	0.14823963501428045	0.0883652433617502	0.1405638533724837	0.0991238110490514	0.11303586049573054	0.19115886973183308	0.05341880335086901	0.03422773263779337	0.1707546115698081	0.06464538181393267	0.16996376354277576	0.14966163716467024	0.11978189852930332	0.15747380812809145	0.13803789373599398	0.10586379029388207	0.08815039459771357	0.10643195514653095	0.11706923918498463	0.10033232577860592	0.06307856397877619	0.06292879142362612	0.04356941593240786	0.10426169994394628	0.21137963679295296	0.034670514618493894	0.14594128552677288	0.19050372989741077	0.20880958408747521	0.1779305720032676	0.24990115998542498	0.013518417475846546	0.1762952116883249	0.11446118762131514	0.23197164222766192	0.23877467536547106	0.25230406841579717	0.1129088565621632	0.061439662904285534	0.04625595824302327
IFNg+TNFa (N=3)	0.04092436093199917	0.13363922398711978	0.12952503857027958	0.09289328559756287	0.09685394114364185	0.05341485646533753	0.09234224881258934	0.11257432043837376	0.0069590357147175045	0.07799649808231253	0.27877055413335194	0.025682927207422806	0.08625424605796896	0.06125147846564934	0.10920236576243776	0.14856713473016522	0.12790543263401388	0.08410182154254145	0.16482885549231538	0.12845901105711688	0.03983542989448242	0.0882279606178119	0.1083361717788698	0.06375937094663137	0.15881511018386857	0.17582143273631176	0.11483814420074052	0.025521873964531514	0.1893453404040711	0.0981118142240138	0.17890422094444755	0.09198579376352779	0.061860131125743976	0.017415445391766243	0.0949963620894829	0.36498214252716055	0.15905519416976308	0.08478692220072166	0.06296774655089593	0.07286257984969424	0.06913849646446568	0.06771481527449427	0.07720698686906691	0.026475405368334096	0.11915037976293952	0.23891224743095493	0.16766445541734412	0.165621837266408	0.20866907526970302	0.14687414462239917	0.17186606133529628	0.002820456891232296	0.1626812319116693	0.17574848641785834	0.14456218051011127	0.11776338595336361	0.03577798645587616	0.1877426976941687	0.05346753161115565	0.017377255129389695	0.01780742188325476	0.0126866715622541	0.06691473550542912	0.14795630050317599	0.11126985065912165	0.028509505347472756	0.06468552273248168	0.07652221104826006	0.30348592367559285	0.1717514046827504	0.23566951022706295	0.06186985077377223	0.26270496308377334	0.2525472373796392	0.08864237282956172	0.1933061361970226	0.15529131682174005	0.10713774487303479	0.16131639671734932	0.036204350992472455	0.2645308940395847	0.08416247047200316	0.12652135868457154	0.03404343218003067	0.1136318266238484	0.07547488267032378	0.13863543678382623	0.17480675309910715	0.14251727577601775	0.2988793776766511	0.4031728936593568	0.45556338039558303
TNFa (N=6)	0.05987238586226171	0.0891796822522794	0.31094411566938873	0.08332997104840566	0.22817063021703746	0.09750688195447738	0.14464436357113752	0.1069679968171728	0.1246786676576185	0.10149801061034704	0.09722550708770561	0.14040762962879358	0.15986539677124095	0.15703118153310391	0.22710152859311322	0.06778006682224566	0.07249091830266657	0.14525446645865311	0.208456052961533	0.13149188324964012	0.10846397949919082	0.10403373960720393	0.05599396851566742	0.11417128817491091	0.08353418828467864	0.2631764951093725	0.16976442995530833	0.22482563966915373	0.09159388085220425	0.19655017462228716	0.16400391164525696	0.06036079108742396	0.11286770452259223	0.13588678233949264	0.112278656244333	0.14808206489471643	0.24501826383235464	0.2819278506963083	0.12123190949333991	0.13980304903032642	0.10826839161348728	0.26180042840924467	0.16315235283742255	0.0349825523507373	0.37851113235775624	0.09170815410980215	0.204991074694207	0.09322082265565539	0.17706708521340797	0.17074770866157798	0.13883936955728224	0.033242374341448	0.10327719715294502	0.14393542558848066	0.16747866264926686	0.18151903079909257	0.14772809857939606	0.21484405607515028	0.045587471774245054	0.13074477970487974	0.14305681227595898	0.1384788941339595	0.10532984385186674	0.11047191226450497	0.10579823701278697	0.09359946341551188	0.10213873965192599	0.31541474964892746	0.09390437349971037	0.06791001866244191	0.06428919698948977	0.16475833605936	0.11938514789554774	0.10830275393449049	0.2274884847287593	0.1118089894185066	0.15938252644973108	0.12976034931636474	0.03806647253194834	0.0784494809846898	0.23424512546970286	0.20289572667270975	0.05751872178547916	0.14485533972187928	0.08465125338396355	0.135496221014551	0.18548231992637754	0.2254452470962363	0.12284139899698074	0.1609809724226277	0.01364996816890096	0.010956028687356947
upLPS+IFNg (N=3)	0.1382287986358802	0.07835137794371623	0.08414240459773839	0.015450184046201777	0.0415389889031578	0.20562083172572507	0.10526942556045715	0.021286419430235015	0.08774045918298967	0.040322155704681	0.09365545671190142	0.036907385193851984	0.14318798303812555	0.08974046407894037	0.06877805911272326	0.052901247240769916	0.12139248921532445	0.08860834299020935	0.05890969690465589	0.054571656695792004	0.09585111955880994	0.10906736238461522	0.0785821196654799	0.2291854693008736	0.06987498156839148	0.01632666465430348	0.21976622074498772	0.06183831310299461	0.04040785455638939	0.11696548625765134	0.06589739870634818	0.22206870562329312	0.12791866326826645	0.15687828906627588	0.10322242291976684	0.027880710342899906	0.09271523702394766	0.11194699622595779	0.3027406804103867	0.1721499804884256	0.23603529227612238	0.18227577277408483	0.12649278377449577	0.061827752913821594	0.03795890897005299	0.2822701729969951	0.05528816244928343	0.11363275655848123	0.04269275751381854	0.17367823291229798	0.026424274728860574	0.07386995483519301	0.1599324846525945	0.10465689486158608	0.058478885029392816	0.025385802001303765	0.15787618632277664	0.014834166671659054	0.1926440370352867	0.17540286363724056	0.12004681153380901	0.08030530632650322	0.12171009447908274	0.14052065017947488	0.09981479934018193	0.025686345181232056	0.20499544588223148	0.03817635676565363	0.10610276829550472	0.21959181573409217	0.13691353694744862	0.05308573580118659	0.045603306819747585	0.05005352294332574	0.15562878740034905	0.17753369255223256	0.1426722550813523	0.23243500997442385	0.2193191064815935	0.14978116781740966	0.08952338103884662	0.3010081593232763	0.20074674267791653	0.25228800766066395	0.22826327539596897	0.1486734620734895	0.2520049744769922	0.02169505269203959	0.1391408093801173	0.31173298938132477	0.3408969533603357	0.14865914679297748
CON (N=7)	0.09310337916281072	0.06749946861543171	0.0359525071837692	0.055498759397024845	0.06127646584765388	0.14185418786947368	0.22089021340769058	0.08363491918759146	0.16755898486742904	0.07852348410379982	0.059388155047863336	0.11018135833728912	0.11563673455803566	0.0741355440648406	0.08140890705324058	0.12781600119835512	0.08379733778414016	0.08052223322559206	0.1193433961081753	0.17400794849480386	0.1650572228185421	0.13622540944787248	0.19276266945832193	0.17696404823508582	0.11341145687009732	0.19849212652122683	0.129758796971104	0.12079782817585771	0.20127063642464765	0.14503368944036146	0.12621185098724338	0.05789013196160183	0.13985890899487105	0.09208807817082067	0.12028524386576407	0.14976387296823968	0.0844441859051515	0.12052432744524894	0.10657227098045229	0.03956195135527543	0.18806462362814716	0.12256479700256073	0.14938481012608773	0.1469398483716696	0.25765416576308187	0.10122422499650159	0.130492628896985	0.12378486098413236	0.11487529193668107	0.08054420801405435	0.10902996164632982	0.2592448895003413	0.16911392814796514	0.08755288925912721	0.1359825155705709	0.20005750539400521	0.23137760796205492	0.2708599762470208	0.07989004748805556	0.16902985957524808	0.05049391897775627	0.18407001872890077	0.17112229196198753	0.05326680218158648	0.18493843837770008	0.2230263595267608	0.17880514402374809	0.15692309016077824	0.17166233394273409	0.08121675332080326	0.1907567809027007	0.22347822713239252	0.12522486659512394	0.173785478132128	0.17901950945774403	0.18549138747783278	0.2088667607452601	0.06194355492454099	0.19688023344747038	0.20165698452537328	0.18507892119962205	0.18419274428832405	0.16752229751560005	0.1719699901229692	0.23853908683255157	0.24690843652183775	0.2104466183920857	0.22463349965941912	0.08105245213959841	0.2841223989583082	0.14743565746395204	0.08497955602243483
upLPS (N=6)	0.07024757680822095	0.13780099145348526	0.030583812581972597	0.09789572419097069	0.06261560581505468	0.14205955946460924	0.19843554100882602	0.1416257854575925	0.07570711023869069	0.06346731086306158	0.059291392924565714	0.11881089761166587	0.06119815944127379	0.1281953924725116	0.19740968964330907	0.04944844050135461	0.12084001057629412	0.306105818627258	0.22827820701656357	0.19080805292046366	0.19227604026591283	0.14531441101797923	0.15065176251139928	0.13091299264685954	0.06746167104650791	0.174555556730427	0.1380010329030032	0.13432619775449678	0.15074128210815732	0.18533752481785257	0.11662103600339759	0.11408853662981548	0.10160723988118284	0.15156862815851815	0.11363650510986031	0.2775599808298569	0.21527388591507862	0.217034837683366	0.15090611641440435	0.09215290330405033	0.15630047902075478	0.1354386001544737	0.13707252978598639	0.25224147832209026	0.01275574255656321	0.20502908859975033	0.14910681518368593	0.058335744760526206	0.061558247983290695	0.11767712135118626	0.20430550986438686	0.1567859140220138	0.14376752784726826	0.14811459706367114	0.16637964080396145	0.14509020188208213	0.17786007330179177	0.07727561665158314	0.2202532783334226	0.2224322272550297	0.06143409324144396	0.3237577562629302	0.17195921389420835	0.17673236611729576	0.19609197208905335	0.24269111353198003	0.15893024701470743	0.03960485263178297	0.11141238136373974	0.11675883287465369	0.19259051296357566	0.12703671711341613	0.21008075751477828	0.12573161126412255	0.2952217044219523	0.2149852446962347	0.20156949756712586	0.1008965778384716	0.20883513887541097	0.27952871539438956	0.18033628895546155	0.13708899838485605	0.21036184026599325	0.2968893633549583	0.26040956744024385	0.18376062190109882	0.08827536475965046	0.17278699274366213	0.2411839541661286	0.2539797047290406	0.39387512317084516	0.4080977809071039
LPSc (N=8)	0.07551976441081433	0.08890885893199238	0.21811767004010338	0.07414134679144992	0.07546110935887469	0.09564067991960715	0.09958323808371211	0.07488263582547201	0.08949725266394921	0.10268763858602936	0.16728517124476722	0.16562880341712566	0.16338189884047352	0.0945913125372806	0.15910351445915655	0.11802584135662025	0.11898482529441964	0.14493874696019743	0.07375979491481705	0.10333762126955326	0.12506323145838025	0.15043386862174862	0.08089842780727168	0.1120342959418708	0.21124717586346847	0.04717591379768069	0.2290354527518079	0.2675177215063998	0.23923010600732594	0.10424696084985394	0.13050307428420813	0.10973112320564085	0.08335915252188077	0.14977541477004416	0.12590406981907246	0.06442823458493722	0.13049294883358095	0.1269290813546091	0.2673790858430994	0.18223810973121887	0.09546442935298616	0.11810099468170496	0.13604318510194247	0.16441212392250218	0.04358151536324873	0.24365521073711285	0.05770572363261492	0.19009189517111333	0.2741784184053958	0.18977888907568324	0.17296276241188013	0.1952761237933842	0.13373758367415872	0.2243167792926241	0.18230524731818998	0.07637717094817464	0.14799391067918274	0.09679901813012291	0.15605729140185168	0.16619941319053808	0.2289630190712863	0.14907170424441943	0.18007654828474282	0.21093261132947957	0.16445006717826138	0.12258686060468484	0.089161488967695	0.06537203042253766	0.2645233670039916	0.16132233775926416	0.14941417112684663	0.17584744925803056	0.16849160026501475	0.14533205001556265	0.17133332836706858	0.12464581492573383	0.15075303258230618	0.17613721401853677	0.29615868985897637	0.1568916703867734	0.21290960575601894	0.22196878890638558	0.22474897306044492	0.22514613830203803	0.20720812830351007	0.17820309925980632	0.34027398365943795	0.2416284406858885	0.2538003923846571	0.26766530347068274	0.2697731590139797	0.3307071811324508
