	Epoch	Loss
0	0.0	0.17622066319979132
1	1.0	0.17621891589770453
2	2.0	0.17621840524536223
3	3.0	0.17621734546557427
4	4.0	0.21141324790543747
5	5.0	0.23956773585219238
6	6.0	0.23956293274420312
7	7.0	0.23955802350398167
8	8.0	0.23954997011014142
9	9.0	0.2395424290148669
10	10.0	0.23953238838054247
11	11.0	0.27118301868556444
12	12.0	0.2711694233062769
13	13.0	0.2711535752927044
14	14.0	0.24300406155697618
15	15.0	0.24295022575335307
16	16.0	0.24292766152187953
17	17.0	0.24290098923634695
18	18.0	0.2428711075622348
19	19.0	0.24283795045106338
20	20.0	0.2428014407154429
21	21.0	0.21462805001322086
22	22.0	0.21810861839626403
23	23.0	0.2496412105980331
24	24.0	0.27761083784482277
25	25.0	0.2459092857827839
26	26.0	0.27738606658041315
27	27.0	0.2773173771988162
28	28.0	0.28073680288632086
29	29.0	0.2806554981884651
30	30.0	0.28056748897488926
31	31.0	0.30840105498108306
32	32.0	0.304775968950572
33	33.0	0.2730867851476826
34	34.0	0.24140317046564994
35	35.0	0.24472790497283398
36	36.0	0.24441369053823814
37	37.0	0.24428117739403624
38	38.0	0.24064891450549153
39	39.0	0.27177505642008104
40	40.0	0.2750178837832641
41	41.0	0.2467817623723681
42	42.0	0.24997724566017077
43	43.0	0.25314808153421353
44	44.0	0.2529543466317564
45	45.0	0.2493023267164233
46	46.0	0.22103753152207722
47	47.0	0.22080889638896511
48	48.0	0.22384013188803337
49	49.0	0.22322322196945113
50	50.0	0.25042230486298506
51	51.0	0.24676240605646488
52	52.0	0.24310121412007485
53	53.0	0.24261495535718888
54	54.0	0.24544718421358414
55	55.0	0.24511766578165733
56	56.0	0.2719866539813639
57	57.0	0.2716258806429099
58	58.0	0.26797629850504623
59	59.0	0.239701521311063
60	60.0	0.20843419360186397
61	61.0	0.2109832338031643
62	62.0	0.2105504401950527
63	63.0	0.2098416071908742
64	64.0	0.20622933085584289
65	65.0	0.20575025601070873
66	66.0	0.1747392044334547
67	67.0	0.20396186270208866
68	68.0	0.20344705168143312
69	69.0	0.19988850684091336
70	70.0	0.1993410473830779
71	71.0	0.19580791034658915
72	72.0	0.19523152483756306
73	73.0	0.2209148944679183
74	74.0	0.22285974782756593
75	75.0	0.22224246380218196
76	76.0	0.25044752196258463
77	77.0	0.22005540250650685
78	78.0	0.24795708408546885
79	79.0	0.24724004133843763
80	80.0	0.24876515841984256
81	81.0	0.24798597933825178
82	82.0	0.24717576545396663
83	83.0	0.24507564037450918
84	84.0	0.2694379275673765
85	85.0	0.2685449582308312
86	86.0	0.23877336275936942
87	87.0	0.23782363894684067
88	88.0	0.20826317942393785
89	89.0	0.20728616057570542
90	90.0	0.20403407992377437
91	91.0	0.22978298063693475
92	92.0	0.23047545957900306
93	93.0	0.20317376375502053
94	94.0	0.2006114486655493
95	95.0	0.20107297673831942
96	96.0	0.20002150832246057
97	97.0	0.19894903425688198
98	98.0	0.197885450432611
99	99.0	0.19813629536935262
100	100.0	0.19835369063409125
101	101.0	0.17059110370103617
102	102.0	0.1929276458695121
103	103.0	0.19030157989370886
104	104.0	0.16308662650894518
105	105.0	0.1606362996926941
106	106.0	0.1607381467725122
107	107.0	0.16084329208979942
108	108.0	0.15998150680591325
109	109.0	0.1578167512222488
110	110.0	0.15569559736161628
111	111.0	0.17870219303375032
112	112.0	0.17653927598507863
113	113.0	0.17569036994825749
114	114.0	0.19826856634494774
115	115.0	0.19809174341860705
116	116.0	0.19621100029691063
117	117.0	0.19496965483479042
118	118.0	0.19466454876393519
119	119.0	0.1937808670023724
120	120.0	0.21545746702559992
121	121.0	0.19118485016836212
122	122.0	0.16656126813743385
123	123.0	0.16566469931624797
124	124.0	0.14173702556767304
125	125.0	0.1401778408415924
126	126.0	0.1393133740043015
127	127.0	0.13816900290419443
128	128.0	0.13704801627177396
129	129.0	0.1362245365704627
130	130.0	0.11284435915907118
131	131.0	0.11156196531955301
132	132.0	0.13172594698354145
133	133.0	0.13095188033758537
134	134.0	0.12978888561296406
135	135.0	0.12917882350215196
136	136.0	0.12842046999571072
137	137.0	0.12734235210649142
138	138.0	0.1264063131687206
139	139.0	0.12575470181083678
140	140.0	0.12501111272729074
141	141.0	0.12427523509233158
142	142.0	0.10265535626690085
143	143.0	0.10193473051215292
144	144.0	0.10121947425200614
145	145.0	0.10035719843787709
146	146.0	0.11879407753212659
147	147.0	0.11813690717802712
148	148.0	0.11734393627817526
149	149.0	0.13525339176456222
150	150.0	0.13456711510592162
151	151.0	0.1338561053955331
152	152.0	0.1330742705112508
153	153.0	0.1323409742041284
154	154.0	0.13161424441902297
155	155.0	0.1309000907254335
156	156.0	0.11103703835495966
157	157.0	0.11028785175712363
158	158.0	0.10957211656142847
159	159.0	0.0901762520878836
160	160.0	0.08949109088227317
161	161.0	0.0888352395642627
162	162.0	0.08821853748013442
163	163.0	0.10449952885032834
164	164.0	0.103915770260216
165	165.0	0.10330091011344422
166	166.0	0.10269853581848425
167	167.0	0.10213164779138859
168	168.0	0.11775474993136263
169	169.0	0.1332272724116993
170	170.0	0.13262170253482808
171	171.0	0.14772185931966603
172	172.0	0.1626069708950045
173	173.0	0.1450214007877768
174	174.0	0.1442969517861449
175	175.0	0.1435771059308652
176	176.0	0.14296817351457586
177	177.0	0.14218678391471173
178	178.0	0.1398412680626197
179	179.0	0.12318109307896226
180	180.0	0.12259832463457365
181	181.0	0.10614368783754366
182	182.0	0.0900635132136012
183	183.0	0.08958388943903955
184	184.0	0.0889448160577693
185	185.0	0.08833656080133341
186	186.0	0.10133002070458767
187	187.0	0.10098083043394072
188	188.0	0.09925470967755465
189	189.0	0.09876538306549361
190	190.0	0.09827697803189112
191	191.0	0.09772354370668301
192	192.0	0.10996262275602642
193	193.0	0.10922986993579953
194	194.0	0.10892518861883978
195	195.0	0.10835119290762496
196	196.0	0.09434812012183126
197	197.0	0.09384675145448336
198	198.0	0.09212231326639302
199	199.0	0.09134657160469616
200	200.0	0.10265845621156652
201	201.0	0.10243039654146854
202	202.0	0.0892465422679442
203	203.0	0.08904198140763749
204	204.0	0.09998759203257265
205	205.0	0.11111230854304513
206	206.0	0.11070141382629488
