	0
0	0.9970512481669846
1	0.9983973860569182
2	0.9953239463809526
3	0.9890049536651948
4	0.9970631151047569
5	0.9994403975445016
6	0.9991870468659544
7	0.9965428936327643
8	0.5574530325260676
9	0.9940389682290119
10	0.997129434405535
11	0.9989126565917572
12	0.9984817311091858
13	0.9947805609815199
14	0.9981865100737275
15	0.9990427808838627
16	0.999264869672329
17	0.9957092924278439
18	0.9500918148879578
19	0.997126822207377
20	0.9951730108511724
21	0.9981361548001733
22	0.9925391084689109
23	0.99684597879215
24	0.9981652295725442
25	0.9979424897992858
26	0.9989944975362082
27	0.9993725524392192
28	0.9985826055062554
29	0.9982126912561793
30	0.9980204244281756
31	0.9739184480312832
32	0.9993632491444603
33	0.9990940127599937
34	0.994888166380255
35	0.9991005033073591
36	0.9989279952615717
37	0.9977640472692408
38	0.9962502954320451
39	0.9991627308659294
40	0.9995123913524627
41	0.9926256340316856
42	0.9972014400881903
43	0.9928320286060806
44	0.9993972886737301
45	0.9980609674185486
46	0.9980031158474572
47	0.9993298666618581
48	0.8830690241609495
49	0.9984767030645049
50	0.9933122068208158
51	0.9928198264951719
52	0.9979215884193742
53	0.9993377606127614
54	0.9994975676404214
55	0.9970338593350018
56	0.2412774995949344
57	0.9985971994355114
58	0.9974696097256317
59	0.9955070367102288
60	0.44657523514782616
61	0.9990823966534276
62	0.9990143761484571
63	0.9321040297564438
64	0.39959135344275876
65	0.9992649947242571
66	0.9974497516160225
67	0.9964893295123183
68	0.9964509195318345
69	0.9983890449152032
70	0.9991420150138742
71	0.9981092887151709
72	0.9959220111560914
73	0.9979116925398219
74	0.9985339276749748
75	0.9994657302580983
76	0.9986213562061914
77	0.9982419876605959
78	0.9981991345240028
79	0.9993723747822882
80	0.9971502662005669
81	0.9993252683229223
82	0.9950494271380633
83	0.9959309353548889
84	0.9972745385636701
85	0.9993064922697966
86	0.9965083238640378
87	0.9821425714122709
88	0.9992101200054355
89	0.997779670666444
90	0.998902619332487
91	0.997173806406888
92	0.9854872730195658
93	0.998222318600914
94	0.9952579455586046
95	0.9985424691650314
96	0.9987581636504036
