	Regularized Loss	Un-Regularized Loss	Regularized SR	Un-Regularized SR
0	0.21400125152898505	0.21401546867285823	0.8747003308218126	0.841965239786516
1	0.2138433314353736	0.21389119167700102	0.8739141865868407	0.8582367256479759
2	0.21369816741380157	0.21376436280617317	0.8910308033837581	0.891031253901005
3	0.2136316685042542	0.21360046494376378	0.8540227782756521	0.8649209126304278
4	0.21338773950819687	0.21350178053750052	0.856252717824683	0.8653932256816488
5	0.2133505274655773	0.2133297041509466	0.8658027841117703	0.8328956047949112
6	0.21316918210838187	0.21317697331210306	0.8745808149402758	0.8848303485207675
7	0.2130595602918673	0.21303128152022793	0.822478429098707	0.8598321999812014
8	0.2128700410209278	0.21289911478568768	0.8583733082985381	0.8210124087013471
9	0.21275052083735038	0.21275683436502574	0.8421871415053297	0.8653704519459977
10	0.21261279089887597	0.21261772704914172	0.8578763937662467	0.8652587767490123
11	0.21247989275277004	0.21244373412081047	0.8564929506795114	0.8544786166962722
12	0.21228343113411535	0.21235854962547776	0.8545524450614292	0.8435232312603371
13	0.2122044222181699	0.21221078970812463	0.8761886719743441	0.8753030839336977
14	0.2120123390458407	0.21204823585767807	0.8555012029623158	0.8795500443978155
15	0.21186887726310627	0.2119136105573585	0.8565837900515421	0.8596211925212333
16	0.21171185453632868	0.21171435224854734	0.8641292346341135	0.8969060686507004
17	0.211572975260839	0.21157238010683654	0.8435524103473726	0.8801055577658028
18	0.21146371114736442	0.2114635710716159	0.8895442942445209	0.8913056533012207
19	0.21129379143162746	0.21129965540222542	0.8910691366649832	0.8910189031275215
20	0.2111438918108549	0.21110773748404307	0.8634936511349914	0.8949818992571864
21	0.2109234812516128	0.21094275842558247	0.8953976507232254	0.8399318609779708
22	0.21077404258310706	0.2107878901574226	0.8491487311173207	0.8790514483014962
23	0.2106913290128837	0.2106694470653273	0.8322334855715146	0.8805217032747286
24	0.21045261005070443	0.21044907997899007	0.8322100151833549	0.8772815902069107
25	0.21025150404125492	0.2102379354874403	0.8652696716512212	0.8882316859371201
26	0.2100805558543577	0.21008402346304372	0.8883020936717374	0.8860639151426405
27	0.2098944177916069	0.20989980609853437	0.8792424548583855	0.8812261784403781
28	0.20980598002686304	0.20978592808187815	0.8627437271019405	0.8321301211555944
29	0.20958461557650704	0.20955481835519105	0.8454371629419688	0.8479807576749377
30	0.2093745226976739	0.20936408332438095	0.8356790668186138	0.854001291127567
31	0.2091052061523057	0.20915536390438416	0.8875939649825977	0.8524910032800443
32	0.2089783071229553	0.20899302425323102	0.8559714801891682	0.8744225157504003
33	0.20880553277328318	0.20876955098374358	0.8721744981363695	0.8528155434976835
34	0.20850196742299634	0.20858900799480967	0.8583136528630833	0.8746063177107781
35	0.20840218626972973	0.20835907893990463	0.8431170021047107	0.8451397438975512
36	0.20807289309661814	0.20814993234587476	0.8914198506456259	0.8447083867299551
37	0.2079980960522455	0.20788149726624644	0.8734493689161044	0.8801046564488322
38	0.20774114984935999	0.20767801858557777	0.8716100710166386	0.8824065251974715
39	0.20752392235085254	0.20745237791886653	0.8821545743772629	0.8331881751780454
40	0.20725180664182924	0.20726318949757805	0.8970927110346455	0.8327429642064366
41	0.2070032604792691	0.20712131513222987	0.8254253183946882	0.8482624815820947
42	0.20670737486033347	0.20680304125198282	0.8631565749098924	0.8720398960764835
43	0.20650774527146518	0.2064768882126595	0.8934063604383782	0.8560955020955019
44	0.20624017181034845	0.20622703409996962	0.893527103027779	0.8830762108358372
45	0.20598155067707577	0.20607910265118648	0.8419620832615956	0.9007182577164168
46	0.2058052804590354	0.2058161212177106	0.8811499361715489	0.8683374029918169
47	0.2054794458576491	0.20552707070686585	0.8979488566225038	0.8812913836278276
48	0.20529479594480068	0.20524404495206555	0.8844135425272266	0.8906312452163336
49	0.20502575967341424	0.2050344065821893	0.8482394120560286	0.883371697281566
50	0.2047936101623613	0.2047019848167124	0.8829601066750886	0.8739747421931773
51	0.204411865270331	0.2044969110081384	0.8930320231394264	0.885948047250259
52	0.20418467954084765	0.20417304804565156	0.9016666841879908	0.8928570655547063
53	0.20378002261934774	0.20379073404848674	0.8931476490987686	0.8441377522203726
54	0.20363479614857796	0.2036031137314554	0.843626020439251	0.8447977105913214
55	0.20323412897362714	0.20338255046104964	0.9009517031715981	0.838275690478227
56	0.203068120661953	0.2029499955123685	0.8992976927882671	0.8502734558757912
57	0.20275741476067216	0.2026071688816502	0.7860246118359693	0.8998902251839895
58	0.20233613036529235	0.20238947976834737	0.8486816492758642	0.8840939143103739
59	0.20208036449581918	0.20196102325150733	0.8915298169294152	0.872827122851557
60	0.20162617503175861	0.2017288929650261	0.7803847565174402	0.8837447910247472
61	0.20144207988082058	0.20147407376393245	0.8969134360275519	0.8359878318684753
62	0.20109028673281742	0.20108894171240474	0.8323448839830963	0.8843324140020246
63	0.20064369489419276	0.2006552398883631	0.9047727863272514	0.9048088202100604
64	0.20031430223366525	0.20035602892783122	0.8442360325369955	0.8762058365864889
65	0.19997423496713104	0.20004855359999546	0.9051824298246671	0.8919028066952139
66	0.19967958250512768	0.1995250504680181	0.9019877816843966	0.8325634159199211
67	0.1992413213563371	0.19908301038825899	0.8912962233367158	0.8322700439303625
68	0.19881512570326138	0.1988935054789847	0.8317268886630799	0.9019514465289828
69	0.19855458487148026	0.19843254358624865	0.8165415714981765	0.8325721068420141
70	0.19818821964666183	0.198129194120797	0.8774466610830987	0.8910303375107484
71	0.19763455874826089	0.19775586563952188	0.9012866104220487	0.9065636896911138
72	0.19730282496169643	0.1975323993895547	0.8418044133281374	0.800230873214582
73	0.19702530801942972	0.1969768943630687	0.8369763252292939	0.8250941865048852
74	0.19661736897844684	0.19662108922651866	0.8061060938942275	0.7946633564398385
75	0.19610429549430766	0.1961813409224125	0.8731211761468138	0.9069085228301375
76	0.19572672594942148	0.19586310061918638	0.9016717251457493	0.823160832376298
77	0.19530461415443323	0.19544524714997394	0.9018642036766077	0.9077576931507212
78	0.19505495951140966	0.19517233037812898	0.7560954104694548	0.8266213199010126
79	0.1946680612343475	0.19461589818618935	0.9026445784216821	0.8383038936910052
80	0.19422846788551945	0.19433953392841807	0.8668858754179358	0.8193109622210996
81	0.19377323807863728	0.19377590861951655	0.8664170468631671	0.8073240793156886
82	0.19359414141635506	0.19344859096287464	0.8655140302734545	0.8662540620215965
83	0.19311865731217556	0.19294979242876925	0.8903636015640666	0.8250786263861694
84	0.19257832740801226	0.19260656738152804	0.8988998094509578	0.8902181004991303
85	0.1922286200874932	0.19225063143214177	0.8986119876022596	0.8229284624450431
86	0.19187901895733211	0.19191775688827728	0.8903918095294858	0.9100169439851575
87	0.1914964564029648	0.19139852072415361	0.9102462895544428	0.8084131256198552
88	0.1909513223594136	0.19113981437991062	0.8975139943916982	0.8877151467033492
89	0.19072931946523913	0.19074434560742332	0.778701056039631	0.8203064109677638
90	0.19036380662833566	0.19023235847705278	0.8192851201485757	0.8191050951126915
91	0.1898071990263186	0.18992858489231507	0.9115084031012693	0.8560655282694698
92	0.18945811397734616	0.18942752642448438	0.8194113295067511	0.8815419176973822
93	0.18907240733380934	0.18902643442166742	0.9115232438797352	0.9115161871852493
94	0.18881597056971103	0.18871008042064263	0.8251835370158803	0.8184905312147613
95	0.18827319392748593	0.18824152856885562	0.877262228701663	0.8766063911020883
