	0
0	0.9760967648051877
1	0.9959925159676224
2	0.9990972995390426
3	-0.07456572852191166
4	0.9951490089437487
5	0.9973235843102146
6	0.9840479899800405
7	0.9625056258906455
8	0.9985238356230889
9	0.9440341564919141
10	0.8936128677736193
11	0.9494811046461753
12	0.9316362365899504
13	0.9833289227806439
14	0.7197706674042632
15	0.711933308530883
16	0.9753336650146106
17	0.9993982622311943
18	0.980619534692625
19	0.9352779979747816
20	0.8333431268315152
21	0.33753609736897383
22	0.9354651073202298
23	0.8944488152504041
24	0.9932607461447067
25	0.9973783171190076
26	0.9895848657509627
27	0.06105497515604186
28	0.993389350246798
29	0.6883901256337362
30	0.9886594544647272
31	0.997832761248809
32	0.9693362058901502
33	0.9662534344629315
34	0.6156118393103132
35	0.9840067502647805
36	0.9283295683447417
37	0.9243679583957483
38	0.9991437413257365
39	0.9880273087783764
40	0.8481254817767523
41	0.9975086900674717
42	0.10982770927150584
43	0.9852173340760177
44	-0.1124235731190719
45	0.9994000288310526
46	0.5446917208580629
47	0.9945334644199956
48	0.14642265171079477
49	0.7388248740508996
50	0.9956668462018898
51	0.18795535604137287
52	0.9907942087385914
53	0.5009802533667022
54	0.9999890408921357
55	0.9760007090826746
56	0.9650112043169222
57	0.9994078484149771
58	0.9989835904792351
59	0.9848553184675922
60	0.9519609478220392
61	0.973440209679009
62	0.2904347576009275
63	0.945744740768549
64	0.9882636834220153
65	0.9998429013523409
66	0.03762071330428657
67	0.9484906159600488
68	0.9933387082268386
69	0.9996261121284309
70	0.9989626012717003
71	0.6556902146461645
72	0.9460714649958812
73	0.9986643975073412
74	0.8710156243276308
75	0.9987413416334001
76	0.9962362987262734
77	0.9996453386638453
78	0.9995196703694058
79	0.5370830557705999
80	0.9889060433887064
81	0.9998566120461241
82	0.9991546199711209
83	0.9729762456257641
84	0.9846680403417106
85	0.9888617650594707
86	0.9999606622014203
87	0.9983964160217581
88	0.9891314553166266
89	0.9789308265127376
90	0.9993915044558952
91	0.9999239782842815
92	0.9999900821286891
93	0.9969096111978484
94	0.3502852548072359
95	0.33847447995375846
96	0.2088402831609968
97	0.8395694193299246
98	0.8814029115295918
99	0.9999762841391003
100	0.999929485504482
101	0.9930485469629905
102	0.9188636109740023
103	0.9982121647091984
104	0.9932113012085625
105	0.9708899129799151
106	0.779652515733622
107	0.9517113521548365
108	0.9517731778648479
109	0.2056443270162445
110	0.9963145001337088
111	0.8476129123055458
112	0.082106705973197
113	0.0069666096012610725
114	0.6691094835233465
115	0.9994741751003902
116	0.9945530698182476
117	0.9952451725839737
118	0.17620842335527603
119	0.9928445932353781
120	0.9399211814532666
121	0.9913867417652602
122	0.9630037304576529
123	0.9864519316811754
124	0.9749375636247681
125	0.9993962824721567
126	0.5880928068806338
127	0.9067359151098489
128	0.9870513771080726
129	0.9468674040260374
130	0.808883551260644
131	0.9939555212756002
132	0.8086255452090645
133	0.7531825814850188
134	0.9856000253034778
135	0.9630084744753593
136	0.9971712036033068
137	0.2366251515578728
138	0.9616636075878295
139	0.6173041220287605
140	0.9925224537810311
141	0.99356056372445
142	0.9914180326554209
143	0.944034963561315
144	0.6906569428685111
145	0.7452789591340051
146	0.5070957985978015
147	0.9749375079709063
148	0.07351912840194257
149	0.016768771307376272
150	-0.07329335134852559
151	0.9170052222538811
152	0.8514204123746354
153	0.9755842426380134
154	0.9889025897382246
155	0.8062175881161777
156	0.9423472349602848
157	0.9806397991300462
158	0.9991064667258857
159	0.9971026580367035
160	0.5368197558377723
161	-0.7563348803974207
162	0.9046206334316159
163	0.9922881320063437
164	0.992444165918828
165	0.9525622344214393
166	0.9795933290187864
167	0.9942697634698736
168	0.2729857468608428
169	0.9796536342080295
170	0.37106387081868086
171	0.9333296828925546
172	0.9151666112602768
173	0.8262041231675472
174	0.9449684505270937
175	0.9319129551764707
176	0.9732924764717716
177	0.6503630255680701
178	0.974320749909577
179	0.8962874308256153
180	0.963049101075464
181	0.999920957587125
182	0.9908353023224039
183	0.9880404434037262
184	0.9440358441593355
185	0.9130646198561012
186	0.9948570074510557
187	-0.006982464367170486
188	0.5515500979228836
189	0.3174185295118046
190	0.9999053503131151
191	0.9596372603479135
192	0.9435162021565237
193	0.933318299726461
194	0.7615208806767801
195	0.9873849773951295
196	0.9975308179081261
197	0.9390815022896604
198	0.6106512718549928
199	0.9936923734958705
200	0.9927794140900261
201	0.663717378660722
202	0.9447550806706378
203	0.8905207411271502
204	0.8902950319600664
205	0.9830823835933276
206	0.990753937139436
207	0.8557044875543591
208	0.9984245096401969
209	0.9999023655874242
210	0.6073080892991235
211	0.2885763888217533
212	0.9947147557824707
213	0.7869857760256593
214	0.9719370418069352
215	0.009411567586048126
216	0.9999723690134295
217	0.9760008985314781
218	0.6544524472202118
219	0.7640658590076104
220	0.95139192277354
221	0.9945461573005028
222	0.9045700518162088
223	0.9103411610941538
224	0.8165947668437041
225	0.9830623926578392
226	0.9838025931682254
227	0.9666748856529243
228	0.986639621544694
229	0.9797815535042262
230	0.9036078959913691
231	0.07046698785500571
232	0.9554499935770226
233	0.9811690063164094
234	0.8371907850699645
235	0.9183307340321637
236	0.7943056792575556
237	0.9964989556590501
238	0.8445179330055963
239	0.9920944208659614
240	0.19402699056832517
241	0.9957931394792559
242	0.982933276334222
243	0.9672079848103514
244	0.3748262149353017
245	0.9603856099981201
246	0.7726694966583111
247	0.9987490001095187
248	0.21448261234149657
249	0.9961694755266813
250	0.9725677414990772
251	0.8749281351825209
252	0.9922845213121377
