	Fit	Reference
0	-0.04900405490448446	-0.005585427395999432
1	-0.05410418511386365	0.021727433428168297
2	-0.033456537392848935	0.011471148580312729
3	-0.19152247361424454	-0.030481718480587006
4	0.12836840425074109	5.414221391220053e-07
5	-2.9099891544090144	-0.21449407935142517
6	-0.0070568488461973085	-0.0230425912886858
7	-0.14234231832052097	-0.0018080035224556923
8	-1.6258400559944386	-0.4928715229034424
9	0.0001261930503336411	0.009004950523376465
10	-0.4354529808772028	-0.31468936800956726
11	0.793114127728935	0.37394869327545166
12	0.49280337615101294	-0.027185184881091118
13	-0.31955761885180023	-0.3380599617958069
14	1.348120122554096	-0.009363130666315556
15	-0.2492492631388525	-0.02214365452528
16	-0.12587384335708807	-0.0321001373231411
17	0.5023336115099423	-0.19725766777992249
18	-0.08091058458402423	1.0618007861840084e-10
19	1.3213151379052	1.7046394348144531
20	0.00755670343209302	0.012847062200307846
21	-0.5381860499356238	-0.1447097510099411
22	-0.0008896371712278691	-0.002368685556575656
23	0.3136465257158511	-0.10006016492843628
24	0.35411701325809924	0.1291218250989914
25	-0.2075585372558203	-0.007004588842391968
26	1.3247422530551045	1.241445541381836
27	0.12943936382680318	-0.23536203801631927
28	0.024546716194030906	-1.0666341587750594e-08
29	0.023874943636582758	-1.1865290971968534e-08
30	-0.17764091957577263	0.05809614062309265
31	0.07035008066848172	-0.456496924161911
32	-0.5049062859887339	0.17754165828227997
33	0.02495758783988135	-3.1626683494323515e-08
34	1.1161857541291105	1.3750022649765015
35	0.6822464901962723	-0.003221765859052539
36	-0.026828001638583645	-0.010781384073197842
37	-0.3482298965242317	0.03310801833868027
38	-0.09870661525286951	-0.15521526336669922
39	-0.026259867909580716	0.018247127532958984
40	-0.028520094652985162	-0.02297770045697689
41	0.0441349140978365	0.005390723701566458
42	0.01755248607442612	-0.119731605052948
43	-0.0589442971628718	0.00438928185030818
44	0.3588417312903359	0.1256929486989975
45	-0.13969039130689623	-0.013886086642742157
46	-0.012618449076266046	-0.00447519076988101
47	0.002866323950726235	-0.000591576739680022
48	-0.0027348245592060424	-0.005391990765929222
49	0.17794772133386436	9.146354568656534e-05
50	0.05457124715767932	-0.014734688214957714
51	0.022922016135942934	-6.305312716392564e-09
52	0.03549112026793173	3.57461544808757e-08
53	0.0672737878001434	-0.0017033430049195886
54	0.024102340089152886	0.000753343163523823
55	0.022098312519324644	0.0003174923185724765
56	0.012631415515227569	0.08011362701654434
57	0.23162024375895676	0.08839637786149979
58	-0.011246505400886812	-0.01415046863257885
59	-0.01941610499853896	-7.97734537627548e-05
60	0.03985527396426585	0.017347445711493492
61	-0.003239195082235847	0.05558440461754799
62	-0.018394826627496873	-0.018454069271683693
63	0.02004219478173732	-0.005030666943639517
64	0.011163942518090057	0.022980427369475365
65	0.06408135423086196	-0.0003065379860345274
66	0.13087494778739137	-2.854811646102462e-05
67	0.061672912828200165	0.04566299170255661
68	-0.06691185549557387	-0.017563940957188606
69	0.38838053701175607	-0.05545943230390549
70	-0.33612292871254246	-0.258949339389801
71	0.23545649631771162	-0.190270334482193
72	-0.04351954972943346	0.057294812053442
73	-0.048807108503167676	0.04130489006638527
74	0.03452600447042022	0.052877429872751236
75	-0.40755576120856496	-0.1510145515203476
76	0.011709102101690978	0.008505511097609997
77	-0.67770419734656	-0.060431864112615585
78	-0.05029265223769275	0.49265995621681213
79	-0.15936712013385118	-0.009212491102516651
80	0.026094681177833604	0.6066523194313049
81	1.0540976778737574	0.07369212061166763
82	0.062233254754178506	0.00014997123798821121
83	-0.07710532401127813	-0.015726156532764435
84	-0.2674193689542791	-0.22621341049671173
85	0.009765752240006151	-0.06273247301578522
86	-1.164622305880756	-0.15600427985191345
87	-0.19708783814065128	-0.012420948594808578
88	-0.027806532959596456	0.01798280142247677
89	-0.014064136592140775	-0.005989609751850367
90	2.325282752423298	0.22364762425422668
91	-1.0090288678324988	-0.15716050565242767
92	1.4453433820777396e-05	-0.003994042053818703
93	-0.038202184724937416	0.012341161258518696
94	-0.9901219045282064	0.0016658089589327574
95	-0.17517820279364002	-0.24102304875850677
96	-0.04083593123866516	-0.024409139528870583
