	RFX5	MYC	NFKB2	FOXM1	E2F1	E2F2	TFDP1	SREBF1	SREBF2	MYB	PAX8	SRF	E2F3	ATF1	USF1	NFIC	TCF3	RARA	PPARA	TCF7L2	CREB1	ETS2	POU2F1	RUNX1	ETS1	SP1	CEBPA	STAT4	SPI1	FLI1	MITF	IRF1	FOS	REL	RELB	NFKB1	RELA	CEBPB	JUN	ATF2	SMAD3	SMAD4	REST	FOSL1	SP3	ESR1	STAT6	ELK1	JUND	HIF1A	EPAS1	STAT3	AR	PPARG	VDR	YY1	ZEB1	HSF1	NFE2L2	TWIST1	NR3C1	HNF1A	RUNX3	STAT1	IRF9	STAT2	ATF4	STAT5A	STAT5B	FOXO3	FOXO4	FOXO1	RXRA	TP53
IGF1	0.9771432506156468	0.9380160470301312	0.9549855171493573	0.9202397118209151	0.9301716811126493	0.972421200719007	0.9580173764611378	0.4724222803665365	0.6062902737184601	0.4611902518927876	0.6758754348626804	0.5702726070974845	0.7278415366759176	0.5754918856895931	0.8243788749953486	0.6462525684893409	0.6595481193061326	0.4896328764791663	0.46834676262499414	0.5303086706995491	0.6102851905557493	0.6409692585103224	0.6875637017438352	0.6772668128581899	0.6003369940557639	0.7227649120469708	0.5739848088426109	0.6160953769211491	0.6622307147140722	0.6427462492952913	0.7330380770120868	0.010001630156314674	0.11785000535098744	0.18307631337373756	0.061170129143176655	0.021506331865604255	0.015951586176197068	0.14114896480656056	0.15918664408829195	0.3823331961732663	0.3451114348773458	0.31188688042074436	0.4759033695748832	0.5469418334438979	0.4264706025821567	0.3281319538290739	0.27495899905023646	0.18991964903514952	0.1395151947301903	0.12903711739027626	0.2626951194722291	0.12491758887996465	0.4188155172384862	0.2955652001090286	0.46840736558519935	0.5743086836330269	0.24902887051238842	0.43360975890010584	0.7165273365590817	0.5019941107803134	0.43512788935216706	0.5461045317596847	0.30206123315305416	0.008878331798689874	0.06361978109732469	0.0031889595810498943	0.32725258781809574	0.449431542182004	0.5826843062003443	0.04540835778079169	0.255341734712732	0.17775542251937237	0.4422663498488982	0.2558050468598525
TNF	0.9613219554221674	0.7096718255378478	0.954691317636212	0.9062913042781062	0.9878412636542708	0.9626185213322931	0.9490657442404075	0.508045468914964	0.611642469358737	0.450812718714249	0.6146370373760942	0.6485945511249291	0.5783298855588184	0.5664337978733629	0.5702662481331073	0.6772246339956798	0.5000209653091146	0.32089573326597615	0.569388597717617	0.7028825871215165	0.793675749756916	0.6778069873048952	0.70980363909689	0.4828859185362707	0.48697557973614203	0.679261449939764	0.5833249417189674	0.4081984375218972	0.524661241591635	0.6764182712780081	0.803709826344996	0.004128501648886427	0.24445487046865255	0.18878638262376374	0.03882461117125199	0.0168605960223933	0.009036833605697714	0.2160576484232535	0.3069373083323388	0.22728352709447638	0.2622681184870702	0.2177560503868331	0.5544529766125261	0.6716603704663158	0.5499403431783378	0.24495012325041504	0.24119174691664927	0.2564040298278986	0.12093272446813427	0.07963239935466827	0.18694333166852323	0.05914426181030742	0.29316584105082294	0.3869183178136447	0.6885876194710729	0.5886576194085987	0.17375590445371897	0.272298849004739	0.5672145832041721	0.6389501975711798	0.4726071244246878	0.4817695143320234	0.24691837530745217	0.008860421550277718	0.01599055610746461	0.00017362841949235966	0.6635079731833686	0.41684761283751565	0.5675838608036641	0.055973349381150325	0.2109027929450199	0.25296123034846735	0.44412429327292	0.2741013908536438
PGE2	0.8364439779664625	0.8543639331593056	0.989884373101299	0.7973390438710487	0.8318868376823514	0.9190661791438579	0.8699105540828597	0.5931218111152956	0.39371793787328446	0.48360159078706055	0.5480202564362522	0.6729763371741501	0.5747751607707381	0.704612260919252	0.8895904394569518	0.47179434999323916	0.8098014193795733	0.41206273963996964	0.2932650475679364	0.6228334939876279	0.5495018250120156	0.446563749666979	0.6908029126594871	0.7083873991737377	0.6707947831016238	0.5881776891069112	0.7342457386582069	0.41951990327575245	0.3041256238402068	0.7701660420195523	0.9458673533076514	0.004405987860938109	0.024638224730895077	0.008407450383355681	0.013916512380939043	0.0005265213715850862	0.0003610544606012421	0.11811909365465234	0.03981393540201539	0.10953107831878953	0.1961117751177468	0.26616880736782933	0.26494408761727356	0.10697352450015596	0.2739336287292329	0.46794971968480925	0.25405505280682916	0.14057939459914195	0.13417238385225416	0.0777424502931441	0.10073852984921389	0.046972119551459426	0.516930830781304	0.534889038457518	0.615027729149235	0.30523689371561114	0.4604681231455559	0.4794154802504586	0.4516028131893717	0.3700812445307984	0.44138476771721924	0.3726345747003519	0.5815736506109863	0.006620679919228383	0.0043080224725219485	4.57979208784305e-05	0.19677344435443322	0.11299324547425449	0.20660318628196334	0.1065160207265384	0.2605408432387195	0.19897187151668216	0.1601309439925833	0.18719748228379557
THBS1	0.9148880101819952	0.977223379689466	0.9775648172964135	0.9637420301487998	0.9905541513280096	0.992445678253485	0.9934291708213867	0.6731970492079853	0.6861279560873046	0.6225787135084276	0.7206164065682483	0.812329104702533	0.8821930036714961	0.6049713178199023	0.7838577725516115	0.7367729747354316	0.6792292913076519	0.26872316453956724	0.4767055586465474	0.7122164954950534	0.7136503662498914	0.7200158104237119	0.7413694363439013	0.739496182732881	0.5004444363761892	0.5746439835582926	0.6453180985010817	0.6831387372717186	0.3356497200585235	0.7053410770591191	0.8449099856814632	0.003225615238109026	0.024476440658396492	0.08619751793889632	0.022312572804112436	0.009056059461740708	0.006160991190231494	0.05362357897573098	0.09340316137487632	0.3024067920620911	0.28626362408554834	0.1729025361392022	0.4554573045202161	0.3680713508626279	0.27080349516682534	0.22606321415533304	0.20335175102204917	0.15886254316129106	0.06818350314614866	0.06424107680059817	0.1571390414754859	0.06070470423491225	0.2973205353638959	0.2350474066495164	0.5153221714453757	0.44322013146637096	0.2501875498465216	0.29143855898167703	0.5854897788282096	0.3674506163138991	0.4174095756101298	0.4000126325414136	0.293670718797288	0.0012418388541652896	0.003548430823958914	4.901054255545986e-05	0.1994312870659104	0.144460495794042	0.2441801460342578	0.017598028316497347	0.16768241435397768	0.03946688390072062	0.3434940539763226	0.10035094528190186
ATRA	0.7136642628092223	0.9478419161393381	0.9873572400200146	0.9601762576862016	0.957953757307729	0.9780618671008354	0.9787652314687177	0.9351062504869438	0.7968405326356365	0.6481137161858872	0.705187317203137	0.8095080192014383	0.8742923540107327	0.8214897124486646	0.8688569349362988	0.58096954814189	0.6729915365004381	0.5700219545301104	0.7282208082832173	0.6697435474971862	0.754551595424885	0.7099587287515918	0.8154049729781535	0.8415476480467452	0.6424465717110472	0.668509533543871	0.901628812829488	0.7235876273912837	0.3286368182737929	0.8264025910069728	0.72153178944548	0.0037913273298376617	0.02975558121542104	0.02933419432186992	0.021359574129535184	0.000927828842109344	0.0005495196938568274	0.09744139281482825	0.10134918841314094	0.26107919934207463	0.2055968342315223	0.29299504889176453	0.3699250196426743	0.14085799284429357	0.28262112816803686	0.47667965127668416	0.31025855716547124	0.33744074600229945	0.14858730858496697	0.07933035840726173	0.2585317794584855	0.11807921423207919	0.31787895734512994	0.5635995271978346	0.45885586450882554	0.43956920581052894	0.5131914608853259	0.2961065991784416	0.28028454727468705	0.521182123797211	0.35165503875541415	0.5810018600390243	0.38728339093763087	0.0027252612205951312	0.004164748946155278	9.809764839344269e-05	0.08628917659889869	0.22222085681107717	0.382617586946322	0.029942084089717658	0.11670139312689583	0.07278508100416763	0.21059440994872164	0.1376621482625609
A2M	0.25963033700792293	0.987626307567502	0.9879873496857159	0.9601070635270488	0.9875854672390445	0.9912911207829102	0.9888907734407071	0.8492520034464319	0.8491089165376399	0.6351507054170746	0.7290357049500651	0.7360828438021401	0.9073633493994415	0.7245905787447531	0.838992497269877	0.608104960849095	0.6008322249588236	0.31979045527076455	0.6351130470302933	0.6461716227360101	0.6973030337307513	0.6094340463736828	0.7823006589528773	0.7907908511137858	0.5601970171002634	0.6635189382926862	0.8214816909963167	0.7015393311836295	0.17723338394157978	0.673884385851595	0.7727816060213637	0.004220701419903685	0.012494646016004606	0.025629245520187742	0.012484362357263325	0.0006460109096745317	0.00042114565816723506	0.07021398082575253	0.05716082017889346	0.30725650097070056	0.1976565813800004	0.2581214430752561	0.4050875055873582	0.2293215895394045	0.2331589579841835	0.4470592562344363	0.40525204720220714	0.12749912884452008	0.06618525328276706	0.09229744347335125	0.1761749634868125	0.0745258105753023	0.38806617284542455	0.426000050455671	0.4768731462639248	0.5299139090657046	0.31277584700504024	0.2284659873709552	0.3355348402544983	0.3157094386972491	0.27542311171354267	0.4171384696086392	0.27865831569489347	0.0017623318337655648	0.003679639720171008	4.443995232673875e-05	0.11055111518742845	0.16066428380239706	0.3200992638946938	0.032068379140138825	0.1430531787785138	0.03715718869719589	0.12144105640696291	0.07940584031877909
ox-LDL	0.45011736896360677	0.9889146388304813	0.9871105214513046	0.96616002012943	0.9769597060803472	0.9915782079486395	0.98801066986835	0.8013325701850893	0.7737504757091137	0.6194037212916597	0.8043224192644669	0.8138822744379044	0.9115468419665531	0.6853781814754829	0.8565262262215886	0.6571122532702185	0.7236307138973486	0.3775146423271308	0.5694041750532167	0.6124918585735493	0.5757233330818752	0.6210460779355425	0.7365612904809322	0.7998074506550672	0.6548432769892031	0.7019081254092545	0.7991194198581719	0.7068981508982991	0.22266370705307525	0.743645566457096	0.794453677353685	0.003682045085499839	0.017619097221697223	0.024204845456828165	0.01872406076113162	0.0011163174903066387	0.0006825884128070195	0.06379014575350214	0.08753077167631468	0.29647166162797056	0.23915240873427068	0.2829382841986243	0.38552184892902036	0.23337894618624266	0.2867406134292779	0.4162559468422392	0.39922880391233573	0.10650903713780738	0.08095560451740402	0.07796456323639081	0.1389990077009946	0.07934056593057774	0.34573324926517107	0.41641347283923263	0.5535840678095101	0.36586434666565926	0.3384647389733402	0.32870826901990313	0.3829995725113572	0.332791795167182	0.28762711235516375	0.5179941357297879	0.2795700219874828	0.0012178469170592786	0.003267162394901168	3.806476661552476e-05	0.1442631144835517	0.17486213819346408	0.30537107265273195	0.03781858230662317	0.15808509206605892	0.04534411307484123	0.14854620282436715	0.07203677718037652
PLAU	0.21125457573106426	0.9578301755771634	0.9866024660771509	0.9636317133537631	0.9811918644168593	0.991009519740377	0.9827207510477405	0.824700352947253	0.8160925800184987	0.6796689678312366	0.8002441248027281	0.8631295302588906	0.9179656094923532	0.7050971332928516	0.82497554319932	0.6204716335452214	0.7276985187799191	0.37081197999761334	0.5773372422884101	0.6252033971492668	0.5599450757924336	0.6369346145728818	0.7368815194971325	0.8053725375974281	0.5903431956830771	0.6016839711497949	0.7697452436199507	0.7288939670682031	0.1836347458752503	0.7606586403050599	0.7602480971202531	0.003518735673504184	0.015584522877554735	0.020403362281481707	0.016881662615574403	0.0005571077392192631	0.0004086239379635019	0.06148439742585551	0.060712170245142416	0.31771946927061756	0.2599413000937095	0.2686154319987716	0.3146665894611349	0.19033911458240066	0.28037550077110285	0.4523324236216675	0.44310095100135594	0.10879349024566104	0.05647266460547648	0.0751176619813809	0.1995430293486512	0.09224257790060782	0.43817047154204813	0.37486111085635526	0.5342502775402511	0.2902696907668505	0.23762710595922454	0.3220598784929513	0.33753183836811684	0.3323839180946068	0.3581973447004164	0.38018030067678577	0.23235586385755658	0.0014105862422929061	0.003547498773395499	5.4606249783207734e-05	0.14781455434419458	0.23867629324705408	0.3848031760830702	0.02965943220399187	0.10974000092302984	0.035107224678261426	0.13038614250795927	0.06977785079430868
LTB4	0.2708737749677986	0.9910852156307619	0.9861893189107438	0.9635989125787028	0.9840845263223086	0.9909112356811429	0.9886006819920888	0.8336358617780586	0.8312459839636613	0.5908914628450721	0.7780358500480347	0.8274057102743009	0.9212466860121167	0.7124925339812516	0.8202635679228798	0.629382430762424	0.6410563825681963	0.3175637750222142	0.6748295362950623	0.5964505217885155	0.6057166334579841	0.6808043500631997	0.6956952835427019	0.7789010223464218	0.5776426616171713	0.6672289826237972	0.7399883616113859	0.6760802788674461	0.16151083548409553	0.7969787612289158	0.6785748615790077	0.003442771854444902	0.01480765470736654	0.02471307617392711	0.013012936700179622	0.0007153108204608941	0.0005060097417955197	0.0474854362227681	0.08449818969454599	0.27871590604395274	0.24100574348931972	0.2973639951069099	0.36025066423622043	0.2816070530475272	0.22770664783502056	0.38420444734687614	0.3897202459348915	0.17108268860806125	0.07881748163469404	0.09492031123224778	0.15071154297958045	0.10092885031166005	0.3994009531514293	0.4342657395339229	0.5753005158880071	0.3433144420593752	0.2769941367193071	0.23534879134031295	0.33149817296514084	0.3343072733772019	0.3011819283639984	0.47913944749645354	0.2444790142933231	0.0007262289277798588	0.0033945469085319537	4.4761134763191614e-05	0.11776928827600391	0.20925770345858594	0.3751632471036721	0.023340149033312593	0.12164133085968942	0.034001351267458714	0.16794668760075804	0.08947181410573482
IL26	0.24466605435345878	0.988862004880715	0.9863921039665814	0.9550410974916005	0.9804358100649933	0.9916400397981665	0.9861194137171684	0.8766967586358598	0.869362417575617	0.6698739804823708	0.8178709620992847	0.8171007868116081	0.9202597050031887	0.6625517932604157	0.7861946716689052	0.6552226466499952	0.7101763231360393	0.30745579713425286	0.5570532638057175	0.60701475064813	0.6241065913450151	0.636964059158277	0.7137764834298854	0.7657747034679872	0.6903214930477706	0.710730327095467	0.7335423200579522	0.6697563207003386	0.16447590284073138	0.7454052547107053	0.7693351470587088	0.003319967658344547	0.01762931271277043	0.02247640544581618	0.015917012033101693	0.0007211397961947811	0.000517159983415954	0.0667768087960868	0.08390042900448408	0.27233766955070166	0.3064659037320908	0.28935596635527955	0.4346554453911843	0.2287385612162583	0.32525378320628584	0.47579902207080527	0.41228279281879393	0.12327397635404772	0.07044236841221993	0.11525048032238869	0.18570387219510842	0.09245955519131502	0.40829793910438483	0.46285802950375354	0.5893346964421136	0.3531759110393886	0.2642062348102183	0.24587642528272016	0.3773020618915428	0.34433415268216294	0.31558543723047994	0.40208275030076374	0.20386641131271138	0.0009370573079618366	0.0036159007154938742	4.379408122168691e-05	0.13568062590320928	0.20250248370561866	0.36367395299392796	0.03509115289150159	0.1413335552169544	0.031086720861698093	0.10487048760544018	0.08573804040098786
LPA	0.2259695156407717	0.9855041346740154	0.9871006506213418	0.9608543463539141	0.9817782398799348	0.9917157575011686	0.9838095481285354	0.8723721101056355	0.8437965463468486	0.6909261497635257	0.7837279832910395	0.7587157997803443	0.9062326763644208	0.6879982377828557	0.8316058984408541	0.6647149314322156	0.6388787564037022	0.31568093862974406	0.6144639765079465	0.6215892335863358	0.6060990514230719	0.5980561552524023	0.7234732068488865	0.7991100952442626	0.6679818109763802	0.6410650863070462	0.7208213157054073	0.6589184126502183	0.16001279518559822	0.7812352799013058	0.7977879878375951	0.002841466091623431	0.01323160012741404	0.02038864780695246	0.016932240306347827	0.0005687319536455857	0.00044337416942396635	0.05708399109151822	0.058036462539212796	0.3056439970669944	0.2620253061678016	0.28933392355315146	0.39945479253396604	0.21477116711781263	0.2935919514557589	0.38809632895404844	0.4507806941492031	0.12477157208249567	0.058911741235333895	0.10094713135236824	0.19361486508030723	0.08473673494319152	0.3282800946701562	0.464963624956002	0.6265517134367761	0.34831462853051054	0.30807686843854487	0.23500038036972945	0.3168842369622928	0.2830141010056355	0.2231549643065872	0.3913864608962515	0.22244512303879815	0.0012878917410873605	0.0034267657226297165	4.559435921861112e-05	0.1460440528344375	0.20836873868705266	0.35016710971319276	0.03554247719394548	0.13776447510873957	0.04540308832069663	0.17257712374199713	0.05340918643304353
C5_LPS	0.0017721535646787255	0.0606612567021213	0.16502668802797496	0.2847445951127345	0.13257522606899277	0.17241870627584766	0.10226982971580192	0.3000950577024448	0.2656537173009278	0.3970157965145981	0.5628803202447052	0.5999698967322227	0.4714811281491281	0.23462012104490093	0.14693433442857076	0.20220985392043828	0.4031267201881182	0.8279521078492784	0.7499130519092688	0.7152973237894747	0.6033655142878078	0.47793070025954576	0.6107301691697445	0.6314004674970375	0.5647196665344623	0.7545597498727425	0.5804279986388965	0.3746146485014664	0.14648167630477954	0.2875761187696148	0.10850383310949391	0.5984718823196765	0.9615722597720854	0.9012062531314211	0.6664265533367004	0.9318731511311131	0.9157382420979306	0.9108120866334921	0.8974165061961643	0.666601328224655	0.37210765788071104	0.6426800629309468	0.5496411412875926	0.3946102856528399	0.8232236907559554	0.8178204742778559	0.6778798362356303	0.7874685689417502	0.6644563989027418	0.88715293850491	0.8843345421874915	0.963929276776631	0.5865877289597166	0.37287603449930734	0.5613128131910423	0.7310165060134328	0.44877990537779466	0.4420237823613148	0.44274229224015915	0.6856398694929764	0.667159782628155	0.48518783746343097	0.32303495384760866	0.9423795028531605	0.5995214084330893	0.5292875951054598	0.9506352254805939	0.8229405290454348	0.8141265356918912	0.8786849169193442	0.6964097423511404	0.6130929271575206	0.8121581184395766	0.5387100874162141
PF4_LPS	0.022926255949822522	0.026343608861136073	0.03244611684774044	0.22128347050783173	0.10496086153585314	0.10969850013311222	0.12741227056638874	0.6657471597213407	0.6315675440178398	0.4565496807054098	0.310813178870872	0.1950845012255282	0.33201869786208776	0.3969843891689549	0.2451384081214747	0.34115480161859213	0.35172183743396074	0.5755729054454699	0.6091606642520239	0.5127097158615068	0.3320264181936418	0.22122685319104143	0.33374971694198735	0.4245848213541495	0.15619819592198037	0.21930365077108285	0.3654236512859354	0.4942147011617778	0.08577109988042786	0.1841884127863462	0.06072226519924259	0.9891369399651955	0.914666363920559	0.8758994262199506	0.9800975673686403	0.9887997034137571	0.9926074513533499	0.9204285506702702	0.8128890337196394	0.598520088015431	0.6965049443714639	0.8468916242686406	0.4083708919975539	0.6634789382482589	0.3385181174568688	0.5370434738072118	0.7843381083820528	0.5186694621961605	0.9495951179451525	0.7401244772871786	0.8049627941752537	0.7873947959115781	0.7235294339074204	0.6013078354192624	0.7774240373907633	0.6237799086860961	0.7872727317653374	0.29926185833310515	0.25074994550759777	0.7668777733086484	0.8506187017929507	0.7177701729941895	0.6458190163052202	0.9956200729501821	0.9898707446532621	0.999859394132505	0.9158194659927935	0.8218951641927351	0.70746246906392	0.9576346909320715	0.8669162722376526	0.9453762302567958	0.8712004038076465	0.8648616838381659
PECAM1_LPS	0.007823035091886059	0.027841817316575493	0.023594557057682368	0.11836084031468486	0.13038618755745118	0.06115124536380819	0.03886298002132362	0.8453962518314909	0.8080540004169793	0.7095195375528309	0.4473853108932903	0.5152399193367123	0.18802769683314952	0.46585646932659597	0.0800644189270611	0.46853442061481004	0.36482738007267407	0.5475950402068637	0.7584500465584733	0.8083633971838535	0.688864814608999	0.31774393187858163	0.44577774908858203	0.2324613530907892	0.22008371435748314	0.14385171371059474	0.4184326037723627	0.513645540056008	0.04524900707619386	0.15481847854009068	0.04834248670080753	0.9921931075843657	0.9626978565707153	0.8118765271054899	0.9718930141026899	0.9933915674657884	0.9951319076958276	0.9308618604080962	0.7447649365313243	0.7464704689819186	0.6917196248952338	0.8815479977607045	0.4908264750481899	0.38337964212082914	0.4035405379247763	0.6233400678806605	0.4966094117806712	0.6888712144365293	0.8186655497514521	0.6623467211830106	0.6859502714851844	0.908698555388895	0.47738534975337366	0.29065970921175593	0.6384680459834124	0.7615411462018941	0.7381386828645679	0.4418091284999386	0.2638686954577853	0.44687512933980805	0.12402730153262893	0.47612887120676173	0.6420365265496573	0.9995507999283713	0.9921450699483209	0.9999110850097461	0.9301178095083081	0.913283929054115	0.7969581611253176	0.935635863640489	0.8739330379207875	0.8020248811494254	0.8556657864304568	0.8114758136262925
OSM_LPS	0.06523101658927456	0.014428416191148584	0.05757296280582145	0.11464103240713178	0.11236124531111837	0.07808893833723071	0.1128932591835315	0.6836297233183676	0.5901403126516037	0.7781071914926698	0.8001375324399814	0.3975296474543298	0.1444601060485917	0.19581264323896166	0.2364722455074436	0.6487863814232547	0.4745195559065742	0.8890876643799501	0.7714650712723436	0.5719357923402857	0.5346377214567327	0.27929126925303416	0.5572558376706684	0.42897539164749343	0.24046903991277332	0.21500464104180658	0.5386984109272033	0.6895594181184206	0.10851418735168278	0.12342073986666363	0.34778460278676265	0.9724130219828359	0.9034133058307399	0.8840693036908256	0.9897444779889588	0.982022171272265	0.9918289608793914	0.9464195836574895	0.7721427428555648	0.7436869369933068	0.4641481163896804	0.8083910320571268	0.2744338907466806	0.7692830805640873	0.7664044641597628	0.8166728699649789	0.3752590636123663	0.6627445649567641	0.9755575751992366	0.6058207227933635	0.7270436087231859	0.8236237849366077	0.6087415860639271	0.3645254954984023	0.8067130195999201	0.8115269731562779	0.7043684869237141	0.5155503336572589	0.31498019079153955	0.4463388865616112	0.7383147407055611	0.730567014220743	0.6289700213348615	0.9972604283285363	0.9862144442906932	0.9997112962955719	0.8867264760149781	0.9421176104728779	0.8671644290464949	0.8980309832923171	0.7808580339287763	0.85391601905816	0.838806768864905	0.7343842927960648
PBS-BSA_LPS	0.016526491551447222	0.010002605474573227	0.04155461287273189	0.4679062222967713	0.2814393848830781	0.2766511329948721	0.054495604209168984	0.769947443906225	0.39157021288934196	0.5784064053780125	0.20517159785830985	0.5775784924633096	0.19807361950266003	0.17444519659969776	0.22755980204520018	0.647456511540182	0.3082605497800022	0.8370595416890363	0.4820303424803774	0.5000280966091084	0.47668965295480453	0.5674045366269767	0.46109801337993156	0.42236571493308644	0.4025377463122833	0.24634253443563456	0.376246162711429	0.6617723345112264	0.0639674518818743	0.16671935779517785	0.2820635161925906	0.9903651616374416	0.8370962063391385	0.877501010314082	0.9779087438027354	0.9938663124348452	0.9945530893641215	0.9394838573491918	0.8773177571582901	0.7526678712792156	0.6126413045506145	0.8787318805374469	0.2886501072403255	0.5113676232886519	0.6080018130787326	0.7765303799735597	0.7385777755735834	0.8563772072896503	0.9098050951673662	0.5759038953914338	0.694490659548518	0.877830767044202	0.5660654290310291	0.38844585308431495	0.6011716976029365	0.6380094324355873	0.5806817907112247	0.36497548745255415	0.30322698904517315	0.7272134283245278	0.4358287816239136	0.6354202409689924	0.6331819664406739	0.9982443268523811	0.9903861676613105	0.999868037860415	0.9328689657093029	0.8835479084232797	0.7571517741030878	0.9407526689013196	0.8856777212268747	0.9391540750597384	0.8686244117255568	0.8260896694552322
BMP4_LPS	0.06050392407698637	0.04676241261428763	0.016820782744465215	0.1556203214490044	0.22576162911702413	0.05022114032065095	0.05896791095636085	0.5183085950441815	0.6275547278147457	0.6081990229599985	0.41135125855236543	0.6198435328106104	0.25739667458371435	0.1961525103846971	0.277219758711924	0.20166430187287313	0.44578941890768375	0.5750967819012152	0.564256885329625	0.7323856414512191	0.5762384844949833	0.5798418226785678	0.37319474037636824	0.5140972354430537	0.5392386087647864	0.6813715996893689	0.3556410199687349	0.6132530355450909	0.6256159900886014	0.3238288502472636	0.23110054484706122	0.9637997343919749	0.9319850037445878	0.9450398822028316	0.9538630706619271	0.9934417759542926	0.9958206466403653	0.9413759165056611	0.9529001729166029	0.9379795311231831	0.7290130756985798	0.8937128632113288	0.8021621569314891	0.7444265698793469	0.518785677648021	0.538179578218947	0.6315220272246647	0.8646851166654159	0.8733141777172457	0.7801319236466362	0.7972513789279918	0.8930554733487106	0.5623705970620962	0.4729267230445707	0.5430054724807165	0.5313656078940612	0.3164478623551531	0.6298769072350094	0.5774776335662217	0.5737913919971086	0.5998322227876833	0.5593247696426008	0.6338507895799752	0.9827545378840276	0.9121869575975018	0.9953734277216952	0.9226915235577444	0.9013500077310591	0.8121826846402027	0.8756110676625013	0.6596016247098615	0.6331436409392253	0.8696876192000444	0.6347780768940784
FGF1_LPS	0.12937516305346375	0.021879889096429704	0.03457486465378942	0.44079053616386	0.19794889185440243	0.06437475241125196	0.0882321484920383	0.6011006262915922	0.5393461825478859	0.7208951277418213	0.5144956756963259	0.4232090020738334	0.15985076039609036	0.26142561481391546	0.1811382096551532	0.3996403752639956	0.3609539266736365	0.5057109488008995	0.5607301767118802	0.8008978738589472	0.6208752028269788	0.44905446260050447	0.5240330164829867	0.7529186358519301	0.6984608123580273	0.7341906512792777	0.6831939477040114	0.8038394842117709	0.4695566815205736	0.42097504356429183	0.28547452732208867	0.9360538935370143	0.9692043763763106	0.9421904266092925	0.9748763513024636	0.9936821513415526	0.9958154400556685	0.9690854737145602	0.9599219933754513	0.8534078384902766	0.8682217555215535	0.91012635189555	0.9249457778340264	0.8636340664150501	0.7907283427864895	0.5992669756245426	0.7630194927014109	0.8687966197831767	0.8078498252217131	0.8574840024731087	0.8933493810654354	0.8569972053890467	0.5094628221575436	0.20633998962471994	0.5953605032036273	0.6500534892512853	0.2161817916697062	0.452782087222551	0.6514832178702137	0.6490371247221748	0.5913813036631435	0.5587402630491122	0.5803758168334521	0.9450607128846692	0.9593813906721184	0.9976072863369809	0.8833190654495242	0.8814643912330606	0.8487757168680601	0.8255727130171913	0.7382931016168355	0.5946775312487531	0.8764098441200676	0.6245455845546215
CCL11_LPS	0.10944906271412225	0.02997004999087209	0.01270182457536589	0.20187191887988348	0.22798351946893566	0.07625651704434358	0.13075357207870064	0.6868187887944024	0.6621690579990689	0.4977195307586433	0.6835863282138872	0.38617724511196677	0.31258244656070755	0.23692192486167424	0.1536989384170125	0.5290422541795691	0.4358430573664839	0.5304598976633987	0.5576504447589314	0.6719573067047593	0.7796522984154546	0.6000454211203892	0.4606346383199708	0.534055205623169	0.47895616448308653	0.5520720632817704	0.7273701838661122	0.7306016030261138	0.38824063037938417	0.3344830781685686	0.11540922426113304	0.9783377129946151	0.9735217075645917	0.885958016180828	0.9801672734915562	0.9961267211952722	0.9971284977736536	0.9503467909926389	0.9256874851238774	0.763418990554547	0.6329329863494804	0.8522670368246348	0.3261487477518332	0.6520555482469461	0.5763819843315607	0.7932549683425432	0.7468794620823526	0.8958060305906622	0.9158616106398106	0.7489320271883269	0.8392901019105414	0.9068273075059583	0.4165541033055412	0.27177424903316294	0.5584431654146884	0.6759922795120443	0.4495212037265244	0.4017121740186295	0.524682326142721	0.4517603297423697	0.546273798947106	0.6672779693271305	0.6986909287740126	0.9825877843386357	0.9524843839663648	0.9976015351644834	0.911912858479039	0.9329592478988803	0.8541553746213325	0.8352880327909292	0.7698556477709169	0.44450381021614516	0.8513267659304193	0.6712558633531778
CCL2_LPS	0.15744319244557806	0.1749236662838628	0.014472282615544573	0.13742758047623482	0.13079594791725063	0.04857877022450687	0.06563868945364455	0.75254390864712	0.7502957238579708	0.6222644068044274	0.4778179335836365	0.23886739214538544	0.22794955932932934	0.329580878837056	0.23309119266068237	0.676115852153943	0.4258887628070816	0.6480644351431409	0.5551666231624361	0.5663947594868746	0.6370490208582259	0.482634076824053	0.36222608349554253	0.45867413088904574	0.6235725452750221	0.6993781887086428	0.6988165530149391	0.6649523205757631	0.48569183957956064	0.35120475490650094	0.11798034469764829	0.9861634248133436	0.970008774817595	0.9125868452987002	0.9698204547924046	0.990432175057623	0.9962848259247492	0.949369311144615	0.9192911484017082	0.8053309837900428	0.8402382734667773	0.8847048955127981	0.6092678295171241	0.7161933462617598	0.6065432516293772	0.6931469061876835	0.7660440561836949	0.6790098705029701	0.8815233767633133	0.7783111344941847	0.8966048942680442	0.9328811656041751	0.4312963555814797	0.27110084851862937	0.590001442487685	0.5587009406987458	0.8074335472979479	0.4812317686156108	0.5948629664666352	0.46643273060591917	0.3905162421678289	0.36269992355780123	0.7038702839146042	0.977167941482694	0.9811148860697291	0.9996891764282161	0.9516042840284806	0.899214770173763	0.7859636528267867	0.9097428405548096	0.7601437625827867	0.5463569572277317	0.8215242142017938	0.7308922892576277
