	Prediction	Data
0	0.8634587705348157	0.8742923540107327
1	-0.00030728881602541344	0.0299420840897176
2	0.7703012589717726	0.72153178944548
3	-0.00014520345812254356	0.029755581215421
4	0.9857884026462913	0.947841916139338
5	0.37095057788815283	0.4766796512766841
6	0.2636842517807693	0.3516550387554141
7	-0.0014224490381602361	0.1376621482625609
8	0.08342775460451887	0.1013491884131409
9	0.5743882229445552	0.668509533543871
10	0.4540025331389344	0.58096954814189
11	0.6048393912815724	0.6481137161858872
12	0.4074282832530669	0.3178789573451299
13	0.5671558297266879	0.5700219545301104
14	0.01572650927059965	0.0037913273298376
15	0.708070855658756	0.4588558645088255
16	0.6739662786331487	0.8095080192014383
17	0.692262898196703	0.8154049729781535
18	0.5987232695806375	0.6424465717110472
19	0.6355216429280516	0.7099587287515918
20	0.29478242981800473	0.2610791993420746
21	0.2502186159430051	0.1408579928442935
22	0.6518282206122213	0.6729915365004381
23	0.622835564553943	0.754551595424885
24	0.049044787921087823	0.1485873085849669
25	0.01845659423023905	0.0974413928148282
26	0.3122492819614087	0.3286368182737929
27	0.7026883044691778	0.8214897124486646
28	0.14253607120200804	0.0862891765988986
29	0.12763964059404756	0.3374407460022994
30	0.2986986677217957	0.2105944099487216
31	-0.0007392860306346786	0.0009278288421093
32	0.4700153825582064	0.5810018600390243
33	0.7906833639871986	0.8688569349362988
34	0.48918016981355705	0.4395692058105289
35	0.841918995224025	0.9351062504869438
36	0.6293982102066671	0.5635995271978346
37	0.2672991072247753	0.5131914608853259
38	0.05170790667306713	0.1180792142320791
39	-0.0011330935978788824	0.0027252612205951
40	0.32370485359962275	0.3102585571654712
41	0.2479286715865846	0.2222208568110771
42	0.5918101447522877	0.7136642628092223
43	0.6936330776066348	0.901628812829488
44	0.33498153589873503	0.382617586946322
45	-0.00487657783628306	9.809764839344268e-05
46	0.3717881579563809	0.2055968342315223
47	0.27755958038552037	0.1167013931268958
48	0.3062793219850126	0.2961065991784416
49	0.9653402248521437	0.9873572400200146
50	-0.0009271467550624699	0.0041647489461552
51	0.9580104145843114	0.957953757307729
52	0.736126535541835	0.8415476480467452
53	0.046152763613914724	0.0213595741295351
54	0.6876352230674952	0.8264025910069728
55	0.24402633251209094	0.2826211281680368
56	-0.0021054730414727394	0.0005495196938568
57	0.05321787887827402	0.0293341943218699
58	0.7918201937525772	0.705187317203137
59	0.6746020543774741	0.7282208082832173
60	0.9191319629181913	0.9601762576862016
61	0.8080555123982871	0.7968405326356365
62	0.11498515837127311	0.0727850810041676
63	0.4005326389597037	0.3699250196426743
64	0.24170173991141658	0.2929950488917645
65	0.2695832859377596	0.3872833909376308
66	0.9387755417850582	0.9787652314687176
67	1.0029480931524593	0.9780618671008354
68	0.6338455359643559	0.7235876273912837
69	0.36966993397413483	0.521182123797211
