	viability
C_1328	1.0507742653122125
C_1329	1.0504691405674411
C_1330	1.0502952996233534
C_1331	1.048350955608064
C_1332	1.0278619429927127
C_1333	1.007103230520645
C_1334	0.9548731879351056
C_1335	0.8675056874953315
C_1336	0.9397967110285865
C_1337	0.9382209515638105
C_1338	0.9363090828917289
C_1339	0.933760300362878
C_1340	0.9299438196792522
C_1341	0.9188020901410268
C_1342	0.8840111536067168
C_1343	0.7987364796110128
C_1344	0.928020162288749
C_1345	0.5295370537876332
C_1346	0.46241376964119946
C_1347	0.38162457231347996
C_1348	0.25226084987758673
C_1349	0.234989756818546
C_1350	0.23472247901903448
C_1351	0.2344564354471953
C_1352	0.9336003134696462
C_1353	0.9438788994273044
C_1354	0.9686375495880102
C_1355	0.9920475246074947
C_1356	0.9082973884443912
C_1357	0.4810124151301865
C_1358	0.27768681316024707
C_1359	0.2699553012685973
C_1360	1.0509596513839699
C_1361	1.0482042071475415
C_1362	0.9988531715870586
C_1363	0.7886604325213242
C_1364	0.6467349316974855
C_1365	0.4618112147937747
C_1366	0.18793113225525193
C_1367	0.1129406645610311
C_1368	0.9368933750596107
C_1369	0.9195571884967062
C_1370	0.7392340403525446
C_1371	0.47473183363025845
C_1372	0.43380268511379744
C_1373	0.34854441018670795
C_1374	0.2629927635304638
C_1375	0.26788274363466397
C_1376	0.8662043182072221
C_1377	0.9263619812972872
C_1378	1.016557103939215
C_1379	1.0208512526109144
C_1380	1.0118543249998646
C_1381	0.9924042848561121
C_1382	0.9398319514734967
C_1383	0.7644562825202308
C_1384	1.062382010204945
C_1385	1.0611532488671482
C_1386	1.05897271278177
C_1387	1.0384007024867896
C_1388	1.011857349644315
C_1389	0.983690661543299
C_1390	0.8181787291677332
C_1391	0.5135571397323835
C_1392	0.9898627685131192
C_1393	0.988910300721876
C_1394	0.9877032898749663
C_1395	0.9859256714291522
C_1396	0.9827117665415663
C_1397	0.972203382075671
C_1398	0.8614901534583645
C_1399	0.42359823658217816
C_1400	0.9802576455507261
C_1401	0.47154321748584244
C_1402	0.4144529624044178
C_1403	0.28696187397188766
C_1404	0.1828119978845032
C_1405	0.1826276584042874
C_1406	0.18244625471696424
C_1407	0.18226496527605934
C_1408	0.9848455145237287
C_1409	0.993169839391622
C_1410	1.0099976815775238
C_1411	1.0053435163781905
C_1412	0.5935574266492996
C_1413	0.2747705806122519
C_1414	0.24755535409010937
C_1415	0.24420979770353374
C_1416	1.0623439453170103
C_1417	1.0577912206355933
C_1418	0.96314291606474
C_1419	0.7232644600835743
C_1420	0.6247939904589228
C_1421	0.4050194071199051
C_1422	0.21544607783928998
C_1423	0.1946362620215934
C_1424	0.9871720173421712
C_1425	0.9724977821167784
C_1426	0.7506234211395486
C_1427	0.4365370376369247
C_1428	0.3678069991198194
C_1429	0.254742526995302
C_1430	0.1997246303760754
C_1431	0.1998116012501609
C_1432	0.9348202165460235
C_1433	0.9909913402662207
C_1434	1.0162934312969014
C_1435	1.0090131316580473
C_1436	0.9965929292236988
C_1437	0.9531238214907773
C_1438	0.6811600985076247
C_1439	0.006608206246289827
C_1440	0.9953572329744429
C_1441	0.9996438050771383
C_1442	0.996399583615809
C_1443	0.9886204431758718
C_1444	0.9540268913883794
C_1445	0.9112596813474145
C_1446	0.799062836806675
C_1447	0.6446960581534114
C_1448	0.8815448962198382
C_1449	0.8794875558873361
C_1450	0.876817853393892
C_1451	0.87294086796636
C_1452	0.8667936061738255
C_1453	0.8531902150563049
C_1454	0.819203049991488
C_1455	0.6928841540189183
C_1456	0.8609425151520065
C_1457	0.37772215968513706
C_1458	0.34235483396776495
C_1459	0.26357231048038954
C_1460	0.1612922716432208
C_1461	0.15229398846949876
C_1462	0.15228777371741758
C_1463	0.15236981324665372
C_1464	0.8639813266329768
C_1465	0.8728950635948376
C_1466	0.8854076266776496
C_1467	0.8949206241771823
C_1468	0.7914060086787706
C_1469	0.4361389715506719
C_1470	0.2709068172572425
C_1471	0.2435090340430991
C_1472	0.9840966822708681
C_1473	0.9963411427714637
C_1474	0.9655610051598407
C_1475	0.7007915926284187
C_1476	0.5513135709348185
C_1477	0.4115377783304505
C_1478	0.23291337567849024
C_1479	0.19497785565917197
C_1480	0.8755104035760286
C_1481	0.8435791810125519
C_1482	0.5968411312324704
C_1483	0.35369628921867374
C_1484	0.31187208197274463
C_1485	0.2292918005830884
C_1486	0.16551045887009858
C_1487	0.17342873376669327
C_1488	0.8044334701814437
C_1489	0.840925693836329
C_1490	0.9186937056923339
C_1491	0.9418530849259685
C_1492	0.9261119669500526
C_1493	0.8923202707385449
C_1494	0.7810299285787825
C_1495	0.5303210593673326
C_1496	1.022717173128353
C_1497	1.0320065866129302
C_1498	1.0324904512133697
C_1499	1.0289595669532758
C_1500	0.9965147133074077
C_1501	0.9810031546027993
C_1502	0.9236758955688178
C_1503	0.802821068486123
C_1504	0.927595206133563
C_1505	0.9258303193369595
C_1506	0.923775354332881
C_1507	0.9212073833395074
C_1508	0.9175069320586542
C_1509	0.9072091460871232
C_1510	0.8710942107628132
C_1511	0.7406467072646499
C_1512	0.9140014696283438
C_1513	0.3626287376928136
C_1514	0.31770952276622877
C_1515	0.20616344039810658
C_1516	0.14063424746670666
C_1517	0.14039679978551028
C_1518	0.14033629509209072
C_1519	0.14027578536142465
C_1520	0.9182390873673769
C_1521	0.9167723952558051
C_1522	0.9195006568824833
C_1523	0.9058052236668461
C_1524	0.47326755252899405
C_1525	0.23306062233356184
C_1526	0.19678750330513584
C_1527	0.1939861077114784
C_1528	1.0100300105174107
C_1529	1.026883911374945
C_1530	0.9774094244435931
C_1531	0.6366349676175325
C_1532	0.3980557975646372
C_1533	0.2048850569725681
C_1534	0.1523284228816908
C_1535	0.13129303261164005
C_1536	0.924731387967443
C_1537	0.9020830522386116
C_1538	0.6159915133474638
C_1539	0.3318038750295767
C_1540	0.27187973111670244
C_1541	0.16029491175391736
C_1542	0.13603003872842295
C_1543	0.13652215149566277
C_1544	0.8463096003026114
C_1545	0.8714319002836455
C_1546	0.950401262736511
C_1547	0.9844436409840629
C_1548	0.9741183100116131
C_1549	0.9545639937020411
C_1550	0.899415487829939
C_1551	0.726101433571031
C_1552	1.0927564299162644
C_1553	1.0827240853590026
C_1554	1.0657723080936905
C_1555	1.0425962828219648
C_1556	0.985336352286923
C_1557	0.8908521496046906
C_1558	0.7076878339016996
C_1559	0.6180569124133335
C_1560	0.9858576139533706
C_1561	0.982573082546659
C_1562	0.9502733064304139
C_1563	0.8806416464869791
C_1564	0.7136203267455619
C_1565	0.3676660346881676
C_1566	0.22588362621055347
C_1567	0.21100956747009186
C_1568	0.9854928014484727
C_1569	0.9623136681838602
C_1570	0.9428160793861915
C_1571	0.9301269921056226
C_1572	0.8825758420446668
C_1573	0.8105768087651213
C_1574	0.8028120465841646
C_1575	0.7947193973361806
C_1576	0.9874612239494398
C_1577	0.9982843253226406
C_1578	1.0225689410722032
C_1579	1.0588190496560648
C_1580	1.0811663653749766
C_1581	1.0827265297314652
C_1582	1.0673811621412268
C_1583	1.039700733945613
C_1584	1.0921925702012651
C_1585	1.0952710077616683
C_1586	1.0938535274779808
C_1587	1.05321093075755
C_1588	0.9367325424716375
C_1589	0.8591247030195535
C_1590	0.6010884248882222
C_1591	0.3921065717129382
C_1592	0.9884156920737492
C_1593	0.9910529638634367
C_1594	0.9888688620804087
C_1595	0.9648475156562426
C_1596	0.9501335181658563
C_1597	0.9319008120658827
C_1598	0.8970789653926687
C_1599	0.8587692767478077
C_1600	0.8723202395636604
C_1601	0.8918740477282474
C_1602	1.0060985451023206
C_1603	1.0133845726187305
C_1604	0.9882297525347168
C_1605	0.9127516118295267
C_1606	0.6659952924847394
C_1607	0.5176643208768033
C_1608	1.074302101034645
C_1609	1.0658408089512155
C_1610	1.0556594919749969
C_1611	1.0263201286277612
C_1612	0.9588430235106118
C_1613	0.9375900916954549
C_1614	0.8835494910966106
C_1615	0.7710262589605887
C_1616	1.0407873175288862
