	viability
C_1	1.1067846550087186
C_2	1.114805983564006
C_3	1.1202672223306815
C_4	1.1181144880851563
C_5	1.0972478309123168
C_6	1.0783231072511108
C_7	1.035824348237014
C_8	0.9755316461063032
C_9	1.0655665503504945
C_10	1.1021745140748735
C_11	1.0989041009470735
C_12	1.0930575253872852
C_13	1.0850510918543952
C_14	1.0764010329896612
C_15	1.0332531871233002
C_16	0.9432064885514141
C_17	1.0567948747911555
C_18	0.9217969934199238
C_19	0.8141684097535562
C_20	0.5986138317964704
C_21	0.3542301123288589
C_22	0.3493490811983232
C_23	0.3482566180138631
C_24	0.3478615454936127
C_25	1.0518262564958225
C_26	1.0556359392214745
C_27	1.0659936914742316
C_28	1.0333201741108302
C_29	0.7970285799842585
C_30	0.642887023169545
C_31	0.5361392954979161
C_32	0.4962507217314146
C_33	1.1112103905970716
C_34	1.1120171435923802
C_35	1.1071399615115198
C_36	0.968796203982974
C_37	0.855094063564317
C_38	0.785692170974599
C_39	0.6144108883712732
C_40	0.4098871062695041
C_41	1.0581673249712775
C_42	1.056303229226083
C_43	1.0306276924968643
C_44	0.8433772295369047
C_45	0.7583597190902195
C_46	0.5783650331654394
C_47	0.37282959817590167
C_48	0.3563541531309311
C_49	0.9638464586241108
C_50	0.9874379466350477
C_51	0.974845068388717
C_52	1.0000317994726728
C_53	1.0124395727215063
C_54	1.0108088561106066
C_55	1.0009692937319197
C_56	0.9088826660455548
C_57	1.0842331069914564
C_58	1.1080490789031492
C_59	1.125208061289624
C_60	1.106993233629751
C_61	1.0746443938885155
C_62	1.0591718017580534
C_63	1.0203938401875818
C_64	0.9553556358145535
C_65	1.0158183331891593
C_66	1.0814761312614796
C_67	1.077886181739642
C_68	1.0718831324925777
C_69	1.060816806631092
C_70	1.0359415899422022
C_71	0.9801324315290606
C_72	0.8499994490230136
C_73	0.9709325425983427
C_74	0.7522782583203415
C_75	0.6023061363359823
C_76	0.40540941735815617
C_77	0.2539110322911682
C_78	0.24883112528673504
C_79	0.24629392511049505
C_80	0.24378856651673772
C_81	0.9778775386205291
C_82	0.9824903389180787
C_83	0.9927152408983041
C_84	0.9656889507102583
C_85	0.812891339461662
C_86	0.6813883582476029
C_87	0.5293987400481173
C_88	0.38667398623629956
C_89	1.0852630582335316
C_90	1.0809385032368397
C_91	1.0779625192330309
C_92	1.0686997777018703
C_93	0.8800623031015259
C_94	0.8079564013709725
C_95	0.6510116619235912
C_96	0.3327131754420968
C_97	0.9790792949408224
C_98	0.9649985894096419
C_99	0.8964742596386105
C_100	0.6314391911583781
C_101	0.5550021661415439
C_102	0.39606867253276967
C_103	0.26756791796917345
C_104	0.2615074307276877
C_105	0.890794809434425
C_106	0.9304713348509609
C_107	0.9224507310655855
C_108	0.9714494327477016
C_109	0.993131271520658
C_110	0.9954110813338882
C_111	0.9710399940154862
C_112	0.8816740125275996
C_113	1.0988021502402514
C_114	1.125722146098474
C_115	1.1365518178363934
C_116	1.1146131535065626
C_117	1.0948420380528527
C_118	1.0707134399324443
C_119	1.0080312694643474
C_120	0.9307769752438931
C_121	1.0408341713609783
C_122	1.0830423057099823
C_123	1.078930801302019
C_124	1.0714534468411785
C_125	1.0622512530785375
C_126	1.0519236655346054
C_127	0.9897381970159776
C_128	0.8810328014546237
C_129	0.9525350246195
C_130	0.7492193140791633
C_131	0.5599218009624982
C_132	0.41437307278468305
C_133	0.30997051321575664
C_134	0.30608330155741814
C_135	0.3027830234523673
C_136	0.2995196800628317
C_137	0.9775941975862849
C_138	0.9940514091306986
C_139	1.018133266730887
C_140	1.017790466252921
C_141	0.8373457342859804
C_142	0.5201977828846803
C_143	0.42196359447843823
C_144	0.3723970215884853
C_145	1.0958609856019879
C_146	1.0896577398935547
C_147	1.0837481593054803
C_148	1.048339193249994
C_149	0.9305963162055976
C_150	0.8365385964841948
C_151	0.5635753527383967
C_152	0.33882880618275246
C_153	0.9664817437846954
C_154	0.9398928164407189
C_155	0.8485560846070436
C_156	0.5917231562610916
C_157	0.5254036873550461
C_158	0.41010149016334196
C_159	0.330932908162357
C_160	0.31545568123176515
C_161	0.8970062261555406
C_162	0.9696373294074815
C_163	0.9712347878178854
C_164	1.0193092542376438
C_165	1.032419215415502
C_166	1.0247556967415403
C_167	0.9449246335747584
C_168	0.7997090694766734
C_169	1.0604419689358437
C_170	1.0744929704136974
C_171	1.0802084303366812
C_172	1.0763911059491489
C_173	1.0491563961474568
C_174	1.049669130110254
C_175	1.003899366943706
C_176	0.9083637632814322
C_177	1.0243372828807942
C_178	1.0644823814212603
C_179	1.0594610308326813
C_180	1.0504382343994372
C_181	1.0376923918924994
C_182	1.0244727491598826
C_183	1.001640432866504
C_184	0.8938913217837351
C_185	1.0169819812182344
C_186	0.862102332736991
C_187	0.7890585498561705
C_188	0.5914565528890443
C_189	0.46487732793391723
C_190	0.4530807846284759
C_191	0.4432783331878879
C_192	0.43345880645903667
C_193	1.0076407720194398
C_194	1.0088923432859935
C_195	0.9991270318498292
C_196	0.9774252603076278
C_197	0.8709276821463162
C_198	0.7172945949370643
C_199	0.5828063311551736
C_200	0.5216242879589504
C_201	1.0682089024174677
C_202	1.0738871886821955
C_203	1.0695784455125505
C_204	1.0498942060384773
C_205	0.8306906029977792
C_206	0.7216501761002351
C_207	0.5655298151721148
C_208	0.3892541334052979
C_209	1.0185595727928345
C_210	1.0140895786185065
C_211	0.974227374764601
C_212	0.8231040459719796
C_213	0.7247681321557055
C_214	0.58081500984188
C_215	0.4785929794647281
C_216	0.47332846934146755
C_217	0.9049552253413103
C_218	0.9035739685520489
C_219	0.8965231173196743
C_220	0.9343008476525444
C_221	0.9585556351168038
C_222	0.9532302836662766
C_223	0.9480788407191812
C_224	0.8348191903870635
C_225	1.0854523268661298
C_226	1.083333881047706
C_227	1.0729904996136994
C_228	1.047079063250375
C_229	0.9992176421465239
C_230	0.9623665762244548
C_231	0.8678701085811642
C_232	0.7589955516648104
C_233	1.061888688304494
C_234	1.0881801573416445
C_235	1.0886064642969902
C_236	1.0724524270702318
C_237	1.049556276993881
C_238	1.008562745847646
C_239	0.9082154294172685
C_240	0.751032876917283
C_241	1.0550986820878088
C_242	1.0346458467893218
C_243	1.0179996277857886
C_244	0.9224556360789805
C_245	0.8699173180100167
C_246	0.8629457614469239
C_247	0.8559100105514557
C_248	1.0524648238295529
C_249	1.0548932269069666
C_250	1.0611863757467301
C_251	1.0721032464007831
C_252	1.079875112371707
C_253	1.0840415433181638
C_254	1.0746261950167093
C_255	1.0401043248480057
C_256	1.0906988899605181
C_257	1.092861803234763
C_258	1.0921642919627763
C_259	1.0912390567892893
C_260	0.9740340852857713
C_261	0.9300782159213324
C_262	0.7715328171178951
C_263	0.539785527750989
C_264	1.061695927519327
C_265	1.0638632749581303
C_266	1.0652416983980806
C_267	1.0450206613548167
C_268	1.0348297010068375
C_269	1.0203158090195
C_270	0.963878975529015
C_271	0.8983984694369548
C_272	0.9588099452487601
C_273	0.9699561559654964
C_274	0.9837703008052644
C_275	1.030353236679967
C_276	1.019915830845629
C_277	0.9714862840194883
C_278	0.860578760766545
C_279	0.7269313805765079
C_280	1.1234868742766964
C_281	1.1251070990065735
C_282	1.1149533892351837
C_283	1.0994142914746592
C_284	1.0606618283044464
C_285	1.0442739323513395
C_286	1.0103645504088776
C_287	0.9391799958665771
C_288	1.0614421884408771
C_289	1.0760435829460946
C_290	1.0691153357939114
C_291	1.051698408457761
C_292	1.0263228649899219
C_293	0.9845134322778925
C_294	0.8283842079029582
C_295	0.5521607051602997
C_296	1.06162969200889
C_297	1.063176307298995
C_298	1.0564332658384434
C_299	1.0511399003142197
C_300	1.0255574233937217
C_301	0.9871767561107482
C_302	0.9831473591841723
C_303	0.9790474316936529
C_304	1.0582860058788122
C_305	1.060661856615273
C_306	1.075254217174557
C_307	1.1007976325068791
C_308	1.1233099670082511
C_309	1.1254694194367327
C_310	1.1193651259857074
C_311	1.050800993518613
C_312	1.130770223635319
C_313	1.1303045708153745
C_314	1.1299843463267703
C_315	1.1139343299013782
C_316	1.003936394368555
C_317	0.9785921263723368
C_318	0.860235978612295
C_319	0.4502154742626223
C_320	1.0604550978984133
C_321	1.0635780071351897
C_322	1.0674016564222175
C_323	1.0602715577007622
C_324	1.0597658034256605
C_325	1.0573103765902185
C_326	1.0462795562805616
C_327	1.019514071027849
C_328	0.9574335752608457
C_329	0.9758785059052623
C_330	1.0127732267997218
C_331	1.0581832025871751
C_332	1.0606554265326842
C_333	1.0378297548929911
C_334	0.9860292880907057
C_335	0.8649521380517402
C_336	1.0729948813908445
C_337	1.0902348501447758
C_338	1.075783315063344
C_339	1.0268776221795277
C_340	0.9793166309281963
C_341	0.9478560351504178
C_342	0.8716878108731522
C_343	0.7078889951206103
C_344	1.050008992891865
C_345	1.072248437596679
C_346	1.063776820240186
C_347	1.0505462326526076
C_348	1.028337506719454
C_349	0.9867675165882871
C_350	0.8892918277564993
C_351	0.6166042127657667
C_352	1.0319677505384806
C_353	1.0166128711356741
C_354	0.9628967825754743
C_355	0.9352731669897113
C_356	0.8214271096146227
C_357	0.7330485772762302
C_358	0.7229343595053569
C_359	0.7125868812528814
C_360	1.0216288806290978
C_361	1.0135854283008878
C_362	1.0193706659989876
C_363	1.031865371259119
C_364	1.0435064145924833
C_365	1.0464493689834302
C_366	1.033939992519033
C_367	0.9930070253377395
C_368	1.075614743195651
C_369	1.0784226745228886
C_370	1.073622011318868
C_371	1.0615699976821187
C_372	0.9611915661307616
C_373	0.8423302513966484
C_374	0.7685598149558874
C_375	0.5750906316577711
C_376	1.0329171699414526
C_377	1.032536452240144
C_378	1.0291637803704377
C_379	1.006040784448961
C_380	0.9619038455885208
C_381	0.9402735910298815
C_382	0.8769682740168573
C_383	0.7763926121651666
C_384	0.9492985488710334
C_385	0.9836755363961359
C_386	1.0107096527358395
C_387	1.0124742563013764
C_388	1.0095733601389243
C_389	0.9782624036266686
C_390	0.8877156425150755
C_391	0.7745207174779158
C_392	1.1304883478961638
C_393	1.128146467815667
C_394	1.109530235135129
C_395	1.0661197890963816
C_396	1.0209048167173667
C_397	0.9685604669902376
C_398	0.9244436749540571
C_399	0.869757234527548
C_400	1.0458314738183367
C_401	1.0171459304645472
C_402	0.9790199222256112
C_403	0.9362736200045666
C_404	0.8361214614537896
C_405	0.5991425432641929
C_406	0.42115173966717445
C_407	0.41467230342089334
C_408	1.0469565953909337
C_409	1.049851638584504
C_410	1.0462518862411834
C_411	1.0312372342481992
C_412	0.9862099187866741
C_413	0.9823393298717299
C_414	0.9784278464622994
C_415	0.974437167192672
C_416	1.039533357174367
C_417	1.0622920945113112
C_418	1.0945228152628506
C_419	1.1211610450772722
C_420	1.1245992302546104
C_421	1.1217780616164674
C_422	1.103024682065644
C_423	0.998265814085794
C_424	1.1300698729630128
C_425	1.1293273931720587
C_426	1.1289611985104882
C_427	1.1067585978826964
C_428	0.9760256151212433
C_429	0.9341070859704997
C_430	0.6911060982261491
C_431	0.3694230717674588
C_432	1.0452124889112973
C_433	1.0505074414571576
C_434	1.056754669853288
C_435	1.0519399562150877
C_436	1.0499206687287919
C_437	1.0403363819530023
C_438	1.02173506980624
C_439	1.000742153822618
C_440	0.9339926916984979
C_441	0.9797520318998055
C_442	1.040130040368705
C_443	1.0483051344186176
C_444	1.0215724570450442
C_445	0.9412637565252503
C_446	0.8855761901894693
C_447	0.7970586627022086
C_448	1.1107661233832087
C_449	1.0991527492980726
C_450	1.0591547636464886
C_451	0.9092633171608474
C_452	0.7949331016105684
C_453	0.6179250414433515
C_454	0.3667762665915242
C_455	0.23864042852672543
C_456	1.0632365977065257
C_457	1.0562239105265687
C_458	1.0424505003400257
C_459	1.0210182668942045
C_460	0.9816920301207873
C_461	0.8764172277986019
C_462	0.6120821281135225
C_463	0.2576450878075137
C_464	1.058585380220274
C_465	1.0465503916475107
C_466	0.9747221959146711
C_467	0.9112299842233919
C_468	0.7274571036340959
C_469	0.6066201662055073
C_470	0.5923492568996895
C_471	0.5778314642641091
C_472	1.0420688511355085
C_473	1.0385404421887445
C_474	1.0511803833631261
C_475	1.0735940464420946
C_476	1.0867396684531514
C_477	1.0835772240521602
C_478	1.0536008712560716
C_479	0.8156333604630507
C_480	1.1140525828679968
C_481	1.112150846919559
C_482	1.1082602600194373
C_483	1.0652846267612681
C_484	0.945493065272447
C_485	0.8917381591951302
C_486	0.6558568678255495
C_487	0.3402275993242928
C_488	1.0586331692762179
C_489	1.059769315208152
C_490	1.0590471076358945
C_491	1.0311231971828398
C_492	0.9660742588550663
C_493	0.9144714695020134
C_494	0.7967274251514797
C_495	0.6543085486060406
C_496	0.9643123948499758
C_497	0.9835548019583557
C_498	0.988720629846899
C_499	0.9817288498259925
C_500	0.9347510096666006
C_501	0.777650350998204
C_502	0.4634269946586528
C_503	0.22970488778959128
C_504	1.0779492584434067
C_505	1.078252661526231
C_506	1.0806437179875552
C_507	1.0574715912310007
C_508	1.014159142886774
C_509	0.9700392206604028
C_510	0.8483321136470954
C_511	0.6719606721809243
C_512	1.02512055619507
C_513	1.0773786512399455
C_514	1.0708488674460246
C_515	1.0565270611961557
C_516	1.0369027690424193
C_517	0.9951514535657328
C_518	0.9047347231281909
C_519	0.7705695917830803
C_520	1.0118802923347014
C_521	0.9559490381909962
C_522	0.8301762878985538
C_523	0.7002377155228555
C_524	0.43607841440978334
C_525	0.3655719204501957
C_526	0.35295786720892863
C_527	0.34034858720888284
C_528	1.00839611067928
C_529	1.0197107495163171
C_530	1.0382828999241747
C_531	1.055439814470049
C_532	1.0577484569348192
C_533	1.050055302336059
C_534	1.0057321923278038
C_535	0.6459249023720598
C_536	1.077415837943349
C_537	1.0742381952814666
C_538	1.0683992412256293
C_539	0.9737456143767637
C_540	0.7537448460461754
C_541	0.5512095840560389
C_542	0.3349237118495282
C_543	0.31982582099094703
C_544	1.013365700041103
C_545	1.0123854932345355
C_546	0.99523600720612
C_547	0.9057280697042057
C_548	0.8106112945667675
C_549	0.6873591229675932
C_550	0.4999618840105964
C_551	0.3865527054788135
C_552	0.903488381992832
C_553	0.941307505949038
C_554	0.9631920807609181
C_555	0.9851186357786782
C_556	0.9752466000606116
C_557	0.9099016986389085
C_558	0.6617177042018645
C_559	0.5195735721552631
C_560	1.1174846252386081
C_561	1.1233012625019465
C_562	1.1236441452794472
C_563	1.1004737031600078
C_564	1.074336329804101
C_565	1.051022853583067
C_566	0.996291077647495
C_567	0.9022068548978092
C_568	1.0905272659016858
C_569	1.1215548176400636
C_570	1.116547212277179
C_571	1.1075321266237879
C_572	1.0967238765233946
C_573	1.0778399797227873
C_574	1.0218645782714468
C_575	0.9075382849225645
C_576	1.0835798422967164
C_577	1.0772922272849181
C_578	1.0598961204398516
C_579	1.0532750866701857
C_580	1.015407255793614
C_581	0.9530321008619497
C_582	0.9465642236634778
C_583	0.9398212295510774
C_584	1.073337311423118
C_585	1.070189093015907
C_586	1.0781184942966489
C_587	1.0891222134348415
C_588	1.0976280630004307
C_589	1.1010976311524028
C_590	1.0888432476682914
C_591	1.0408435173334947
C_592	1.1196738592941422
C_593	1.1225740815181833
C_594	1.1202648022860473
C_595	1.113290247649104
C_596	0.9406161118924047
C_597	0.87270704624554
C_598	0.6931394678919459
C_599	0.43057071393774915
C_600	1.0835020651778045
C_601	1.0849990777237253
C_602	1.0845300522151484
C_603	1.075273149845834
C_604	1.0633739016064065
C_605	1.0601032148932685
C_606	1.0446844575028562
C_607	0.9991413161446642
C_608	0.986415605393624
C_609	1.0118890310718278
C_610	1.0421462614456483
C_611	1.0539861130231087
C_612	1.0564652692043337
C_613	1.0428080663888513
C_614	0.9716698477771225
C_615	0.8463831148284622
C_616	1.0786762936695355
C_617	1.0811786661687448
C_618	1.0560174182003856
C_619	0.9694076027431889
C_620	0.9125569988521217
C_621	0.8452424052171778
C_622	0.6953318909606032
C_623	0.6035110366869251
C_624	1.0533592853722675
C_625	1.0590528036770497
C_626	1.0435485946474394
C_627	1.0214503465901572
C_628	0.9831653876493675
C_629	0.909213718161476
C_630	0.7186280885011104
C_631	0.5274488475719734
C_632	1.0489863531722736
C_633	1.0467495309201766
C_634	1.0258929494774403
C_635	1.007092967631787
C_636	0.9362470724861313
C_637	0.8788950906603948
C_638	0.8710899107918307
C_639	0.863166615709083
C_640	1.0261323804231175
C_641	1.0264802793892651
C_642	1.0337386633253611
C_643	1.0479562194591208
C_644	1.0587718312545868
C_645	1.0615278799886303
C_646	1.0420530537120694
C_647	0.928367956316784
C_648	1.081559868716103
C_649	1.083009958988169
C_650	1.0808560733859955
C_651	1.0705848586045181
C_652	0.9430468068969463
C_653	0.8794235147736559
C_654	0.680217595710216
C_655	0.4867664240072406
C_656	1.0480919198839835
C_657	1.0507659017610338
C_658	1.053103538384813
C_659	1.0408269159099997
C_660	1.0272978228613188
C_661	1.013150684575631
C_662	0.9745577330475833
C_663	0.9190133040915384
C_664	0.9451656800246225
C_665	0.964613150629026
C_666	0.9841874569665993
C_667	0.9654003416086355
C_668	0.9405339502519928
C_669	0.8356387548396799
C_670	0.6363754240549179
C_671	0.5290562151940897
C_672	1.1148995524855023
C_673	1.132166746109066
C_674	1.1375788227291759
C_675	1.0988712026581495
C_676	1.0615796222518512
C_677	1.0388305170550685
C_678	0.9868479277324357
C_679	0.8906034039969516
C_680	1.0891602084911955
C_681	1.111556999805701
C_682	1.102801013420773
C_683	1.0877219787424124
C_684	1.0647201784763851
C_685	1.0278634778723603
C_686	0.9538628404973005
C_687	0.8174295277848204
C_688	1.0841360119092005
C_689	1.036763334534694
C_690	1.023584113139125
C_691	0.9762502384937278
C_692	0.8735198766174477
C_693	0.854976941605221
C_694	0.8484416624450583
C_695	0.8417373476302425
C_696	1.0779654715719575
C_697	1.0787892057156776
C_698	1.0834978408619507
C_699	1.0940096033408262
C_700	1.1093743540130963
C_701	1.1125532148472288
C_702	1.0588112466648925
C_703	0.8202696141300135
C_704	1.0841906547863769
C_705	1.0850267636000097
C_706	1.073844805206931
C_707	1.0325871537118494
C_708	1.0188666690298895
C_709	0.9792259332407806
C_710	0.917756896843012
C_711	0.8873847198354813
C_712	0.9755746123827175
C_713	0.9943034132510392
C_714	1.0224315095330299
C_715	1.0244035593556584
C_716	1.0404735957242457
C_717	1.0041688312769697
C_718	0.9169027347431661
C_719	0.8146030760551967
C_720	1.0424539968661533
C_721	1.0587776550534624
C_722	1.068625748324686
C_723	1.0493877912595828
C_724	0.9453645219896719
C_725	0.8373924992355838
C_726	0.8038196768333027
C_727	0.755858818177454
C_728	0.9613449889942799
C_729	1.0385902697663079
C_730	1.0449637698736132
C_731	1.039690012636663
C_732	1.0122694512194417
