	STAT2	IRF9	STAT1	IRF1	NFKB2	E2F2	TFDP1	ATF4	RELB	FOXM1	ATF1	STAT5A	ETS2	FOS	SMAD4	RUNX1	ETS1	E2F1	FOXO3	USF1	TCF7L2	TP53	CREB1	EPAS1	ATF2	E2F3	SMAD3	RXRA	RFX5	PPARA	REL	SP1	NFE2L2	STAT4	POU2F1	MYC	SPI1	JUND	ELK1	HNF1A	MITF	CEBPA	FOXO1	RUNX3	SREBF2	ZEB1	VDR	STAT6	PPARG	JUN	FOXO4	FLI1	FOSL1	STAT3	TWIST1	STAT5B	SREBF1	RARA	HSF1	CEBPB	REST	NFKB1	YY1	AR	NFIC	SP3	SRF	RELA	PAX8	TCF3	MYB	ESR1	HIF1A	NR3C1
BMP4 (N=2)	2.636234684050276e-06	0.0006092259843010761	0.001198909548318694	0.023202857246147568	0.19128993960762183	0.0033216225818439166	0.055577811328716975	0.09375331577364499	0.04528862907842318	0.18033433390933032	0.04389534982074497	0.04864819653828595	0.05420426845488935	0.1139110890369524	0.05820592760157592	0.07046000778247284	0.016773781182041536	0.10576751338773885	0.19836837285370856	0.018729642099697685	0.05497560420797426	0.11953354233489716	0.15734774909176102	0.042497815080338064	0.07248038383443534	0.08535673296649635	0.06077695011744322	0.04650907118754982	0.11388801239124419	0.014462268611367839	0.04024256230807727	0.06859130149032863	0.07097395976984189	0.05782884668025505	0.1263249229916129	0.043958255382622234	0.08153989996494321	0.11894898563630951	0.11418500996960329	0.05603823552084786	0.09732791017232872	0.026902524517768076	0.07269949338468737	0.18758508019689848	0.01880727203398347	0.18222762884878754	0.10949285541903192	0.02730882122410186	0.09030882480852298	0.002663217594818232	0.04953605474049133	0.13130662513911306	0.11003433875459587	0.09696200571239363	0.164865200692486	0.1284863848112257	0.006377028520589176	0.09438489362431085	0.04586002398722089	0.12273720355118373	0.30772495321300847	0.14564101933864573	0.009195291289708196	0.043286109167029574	0.017695509035246623	0.0031800383354678996	0.13223293910025666	0.15406299482234892	0.08670433793946464	0.24865025424647036	0.010735777251416861	0.1411477699401219	0.19790330985125298	0.2118507737393748
BMP4_LPS (N=2)	0.004517596895098619	0.07281933628057291	0.0007782539778025122	0.03385754478150621	0.008793044092739427	0.025986689490721082	0.03325822742011566	0.055840336483817365	0.0348527683512046	0.030063771858440877	0.037632171490874236	0.017957052600344303	0.07027850238837718	0.04715362730057737	0.013052986411247303	0.16727943388661373	0.1761720237493666	0.046189715231765974	0.09357468314569772	0.030371702603444295	0.020934768178472674	0.06644335783768951	0.13595070811243248	0.03253572798344567	0.004481916498965954	0.07469586778518054	0.18583609182468852	0.022898507288169168	0.01345882511542542	0.2684322499199445	0.017730175313526275	0.1390650173912653	0.04349267535713536	0.02594642962235022	0.08459758436789389	0.0243372174397097	0.06583111700325961	0.024297757068036663	0.043182520958894244	0.2009648455723085	0.01052985775648442	0.04155944044617932	0.10608748477720209	0.07608506838232115	0.004511594236130179	0.07276218713791452	0.23913923186268382	0.02493410532946499	0.2496699992492694	0.036418283617137226	0.10835662813579056	0.0006824155107142682	0.012370641727089182	0.004500597944993301	0.2004849292099311	0.07746304217062389	0.05969105470015862	0.007083548693475161	0.005444335311087178	0.038647879197323376	0.07844574212296007	0.005578050868918216	0.14098986215700232	0.11985341660488769	0.08139998146149893	0.048366108031770744	0.02284718365852112	0.003777447368509934	0.27623160700888344	0.2730401721663325	0.019024967963707895	0.20607540043809988	0.015294994225009628	0.06542491971043213
C5 (N=2)	0.011589877910732516	0.015765244179821503	0.009858950185018311	0.216989376341206	0.2665752677644459	0.06137390417422256	0.02227310091577902	0.3482684625278841	0.040242871356437254	0.0007534667599265465	0.05026421876513541	0.18349237751887754	0.12739545929516427	0.34424458173754885	0.027478615899268366	0.09798167375589441	0.19048273635819374	0.058823938694268635	0.052789794856035965	0.04601148258192288	0.07373290088200862	0.17069469841153628	0.11182095159435552	0.044787499840806815	0.2145086927778246	0.12970980976136604	0.020369175939786627	0.05488913127521228	0.00024305802536433757	0.044739891145215704	0.04126542041548564	0.08021699095708772	0.12907014098321695	0.09227413730020972	0.008201304392841169	0.03387072330287079	0.028914664208776603	0.1498662584260929	0.3053411364326578	0.048248126081040676	0.0819964914829249	0.03622099156888625	0.054444406227110886	0.04720554300805885	0.17628366617094618	0.023453594547154094	0.07720115472079761	0.11320707045566711	0.08696164640832502	0.22880969497540748	0.04702972015364432	0.06409511076887883	0.05793855438370799	0.04813011699124481	0.04536219021012966	0.13206221668836343	0.17211844700575638	0.02410999928401908	0.23387988013763295	0.13943712023106672	0.15615768572587221	0.17748622064720304	0.06599602570812019	0.10117084345314248	0.10507170953303815	0.22125000840941175	0.3336694824808041	0.11705097793286773	0.13822623562897093	0.00022191517773925695	0.08948472175375341	0.045624678105961325	0.09417461887449569	0.1663389175580507
C5_LPS (N=2)	0.4704051867845762	0.3951958116797505	0.03147518350940437	0.3697459910571896	0.08698816225368426	0.11084813558525225	0.04438148336912664	0.01570847197383729	0.24169936720326307	0.18362491259997138	0.01862371281970432	0.028713083877192846	0.3164574653819059	0.006734255398207267	0.15077251679176562	0.04654259163175711	0.24895302503835998	0.023947316146996717	0.026682881970633565	0.06937005292474019	0.09669188135601225	0.02864173631743744	0.09774373503676165	0.0013081068112776317	0.11352100752723837	0.2618489524917217	0.02144795886864631	0.08396704332178906	0.00024630695895178133	0.12378826542928378	0.07488370708394682	0.1960862404410278	0.026752196076052115	0.06177143345109967	0.2657901826465915	0.02098499238484131	0.03158240814508937	0.03759853094957177	0.020574438439907528	0.16438610249211874	0.019553185463371814	0.19672170123423688	0.15398941826749998	0.012731567877961314	0.07564692244675911	0.24934482947144673	0.23384013699649506	0.19333413914804706	0.11680054957055758	0.051052602816645254	0.07101068015520001	0.08613023513506933	0.04950957838300879	0.010380346257867046	0.007370438224629738	0.04246704394034778	0.1550365511176819	0.08025870385594441	0.0690308129042787	0.03166604058011857	0.013339768405509156	0.0373857270965135	0.10547294141018199	0.19963718489814114	0.12335524885410026	0.11254924017227885	0.34330642946272677	0.07138855117132936	0.040387355627642174	0.20645210882771917	0.06829596992813325	0.06499037228593157	0.09520261317139728	0.0008008046951668013
CCL11 (N=2)	3.0897268419316504e-06	6.329051838965816e-05	0.0009530628878922642	0.009575272768085341	0.011714509587618008	0.006215157719079954	0.012912445398373874	0.017282273441940887	0.007374344506650532	0.02616785940076441	0.04722741690421943	0.029403331141611477	0.04789654668186183	0.1053455804815201	0.02938658560813323	0.04996719832969528	0.01964362930443283	0.015232992316439264	0.17981079292519148	0.04925614675306514	0.16989959539523197	0.019016140349989108	0.05370953373750269	0.21957483272227	0.06531877095919984	0.10677969331994147	0.05427800098566761	0.035686325995512524	0.01682608793797819	0.009423346667751825	0.03246504852474458	0.045488007640881185	0.08345715555508493	0.06193823719681371	0.011616111271337132	0.005948703209234393	0.005865408942422989	0.13207538381411338	0.038252089073545964	0.012372775835354566	0.09489879067770181	0.0339856645487988	0.16026188314148848	0.1045613667541635	0.16394427345182158	0.029628634967039102	0.02562049042401815	0.011199769838660056	0.09876799921183897	0.13679641051693323	0.08838197730229044	0.02537075209827261	0.1330696212604746	0.04230243286933186	0.0003458340070732757	0.03334743789602962	0.11213479397030768	0.19771501064423205	0.047089898733998437	0.06610043716353588	0.0910480763635731	0.023906211181227207	0.14801181367053654	0.005913398614039084	0.03110617246471538	0.16863002582450354	0.007752857886918582	0.04723334885545427	0.05656755308426405	0.03782419691187122	0.10887633417794093	0.0050833113132025265	0.0823377577127977	0.02357911103261673
CCL11_LPS (N=2)	0.0022957170784355108	0.03931130959099999	0.010044789399621223	0.017851418508114836	0.0031058605656425495	0.005492849032281137	0.004785661345214451	0.03762101327974959	0.005090202496977114	0.15671593395771494	0.019612574160475127	0.01747976083649183	0.04854059107241682	0.015227074866380419	0.03925111976375001	0.17373085375566286	0.037282190226539	0.05804286801758532	0.09487651830508637	0.033885253542706106	0.0872005346073384	0.22263457803408357	0.07012538082861675	0.10816685246832342	0.12814947383389236	0.013220434420823629	0.031678132397713055	0.09003500144691351	0.10187954476152472	0.19158068257201694	0.0799369621020834	0.2791015294584553	0.15577005042770506	0.10168330030187805	0.03395983431984412	0.026448662322675086	0.3600034610953884	0.04606545204932189	0.0010708024521783877	0.08794370636407339	0.03887672121240921	0.02472339087471237	0.09204630008155015	0.024483640702430975	0.12310223712654189	0.1304690307876739	0.28517791462270176	0.024266869645089062	0.041854756130810064	0.06458553195080324	0.07808172874092661	0.013016670591478874	0.15473165618037177	0.06060529528185393	0.2549592992768682	0.007485604779738142	0.00338611850358439	0.1495234054026991	0.03629162475913833	0.024857990598527058	0.10703561750095483	0.0037232424822648547	0.08149787693404964	0.050119096985754896	0.0534936590383176	0.07620569758310336	0.035600352588678774	0.002635369530216314	0.07397734310218057	0.19536413717208576	0.05493968757544335	0.12131226420443558	0.03342199765422993	0.15973192305485312
CCL2 (N=2)	0.0002234023643261085	0.0036675326825220123	0.023313262251279943	0.010746298593109438	0.10593158021583866	0.03226041790508368	0.004437750721836515	0.1549109952788315	0.047958195710284035	0.13661231606439506	0.032620256604325874	0.006004654581601654	0.07073304446164624	0.04075899878797412	0.102775517292437	0.10390643288005255	0.018344058877574856	0.017175567266842832	0.12963521954808488	0.013606158187183082	0.04769137847008392	0.046798239827218646	0.009439033190771856	0.019930632927483538	0.058731268594389596	0.13948861842745447	0.0775695473830702	0.0011360210319191766	0.23907225938608812	0.028089880904159013	0.14251815630358589	0.17622384667710494	0.036376267571333554	0.29774316649171173	0.036234428559580145	0.06173744172156611	0.07753331626522028	0.07024593202266305	0.26702307842198847	0.16847420128053428	0.0818062473465073	0.15457380635350124	0.11170865677735217	0.004877918416695937	0.014595963020965524	0.015627450421565825	0.08997847013717691	0.09113857078245718	0.06407029286082158	0.10402219370307218	0.05942975383311916	0.03788532539828238	0.04046636827443273	0.045973527504943434	0.14734351262189938	0.030070882450593472	0.023716030475207817	0.03491656327749848	0.006304435227871441	0.040961505167142115	0.14930444425693568	0.13001120121664173	0.13033614294841409	0.10676574385278148	0.24747935846089525	0.06750255868640948	0.03290908760201827	0.13000366935111568	0.01906296043084002	0.010729513435016602	0.029003855322451755	0.029084938935227622	0.121403098402	0.13124679211145573
CCL2_LPS (N=2)	0.00021570706947854346	0.007838992538056533	0.01972922306837932	0.012075761232113624	0.002930779434934792	0.02330594852810756	0.0031909388211191596	0.02764546407748053	0.005878137171234976	0.009445559889658992	0.055801977565489574	0.014561404751165907	0.1052045347232414	0.011188565453468913	0.032415873085145375	0.13727673717960054	0.1678740912878611	0.06069986509382523	0.03838076008685337	0.017625812593746876	0.08642416125716859	0.19676945749409186	0.13867364863384182	0.02156580038322481	0.015475832886485241	0.07392064911282684	0.0073540740897156676	0.0768800035658333	0.15170080519752802	0.1901813910926908	0.05686419234505591	0.19717728036590948	0.16780607034449108	0.11757127880405793	0.005721197840003467	0.1725666165242991	0.3734342255012092	0.10652977602352176	0.29743887472982716	0.06691659121923846	0.020460210215346268	0.06641738153160659	0.012209385575121745	0.06404598999625721	0.10004227827093887	0.02290798332363425	0.13281972799792965	0.02179332149992952	0.017412590674695666	0.06629372267689349	0.10263300347348675	0.09526767084022794	0.1453248186749282	0.03825270521800905	0.07696123757234485	0.07333053512320409	0.05013640077422238	0.14170984883650561	0.08660524903388159	0.022371576538393056	0.06643112567175297	0.00939439975805606	0.18073150144179118	0.03365044149423027	0.040770427031961265	0.021758967671983598	0.13510782089929577	0.0032683167375982536	0.0027594480762276885	0.16035359801400179	0.0122463277414665	0.14065822534973804	0.16422034683961606	0.014518706053132185
CCL3 (N=2)	0.0007562034186730515	0.0020090647838214015	0.03287115904394872	0.06108967066067639	0.1130686821114214	0.04623936479591649	0.003020184126594525	0.00232901148175485	0.07050326040408322	0.023421665184497523	0.13330661066618232	0.06258898864171769	0.05337306792374241	0.1132317189427301	0.10678604821123505	0.09713081555797015	0.1749154139802706	0.12214090900099867	0.019869156708160196	0.24866825632650644	0.06038162822418923	0.1068448127224364	0.00358953689787965	0.13114168787583425	0.1404613645582318	0.08376446617987542	0.12187267069244478	0.07127696648560217	0.18588403441125606	0.06186323672970466	0.14118099689216462	0.21218308177676357	0.12008904742516519	0.11597159377988998	0.17506837997552616	0.025813144441485678	0.0875560000098446	0.19539838370300291	0.16347547717141736	0.04035110669804798	0.026144490312997343	0.0083626717117697	0.050710245526241704	0.08469865980623975	0.1339617482131069	0.16552698762359458	0.00747010946929727	0.2965885161704907	0.30252684966033483	0.00554879776644894	0.1438838875999992	0.06230301625274376	0.035553651688235266	0.17462120565640288	0.03946532591838209	0.1383307304146454	0.11162719805701997	0.172370515493465	0.1977307047917739	0.11023265041562869	0.11264056680108692	0.07688083565467892	0.1751369833293028	0.11758881364114956	0.0365960457215867	0.006513729539539992	0.2613062760308175	0.0997053887684993	0.07837343645491696	0.13407512379974212	0.10177927552022854	0.015740783235988764	0.25671950506992414	0.05930121520564452
CCL3_LPS (N=2)	0.001683670330361542	0.03277216806703159	0.002474414578533979	0.06104627647905392	0.018983376685666346	0.022407781164909484	0.04734233024021542	0.01884746652551067	0.018111912769103733	0.010949325244750757	0.074239527214832	0.023451450328236256	0.11058366077360027	0.03024820413174828	0.012874956185934261	0.0176775691498261	0.0011076348945353587	0.05233360023077584	0.02190060627614765	0.18301011831984104	0.09525944234658928	0.10392304790017964	0.008034790815481252	0.021829739882436916	0.16872414238901184	0.06862196280219279	0.008772350763652681	0.0008172458327051491	0.008108498979430152	0.21082339983937917	0.043259616460467776	0.13535605256241232	0.09348550454024715	0.0650304451540234	0.021593913047680074	0.0032523690852123066	0.23183255666881328	0.00462878070923084	0.06363649888216044	0.1692696696642221	0.015723317722375764	0.09748833081213015	0.08457234759667864	0.040353766319385365	0.05846233799944045	0.02881244607213801	0.08200045075154827	0.08600423398824886	0.04370620715832628	0.059466976879143374	0.01963101820132873	0.04005904292354068	0.06279464323052919	0.045735185501007025	0.25145649418830895	0.01680854181527386	0.19003800899632536	0.21780487270362303	0.056200096395088606	0.02611451635926415	0.13246385867243352	0.0047073567231859514	0.06082576711166504	0.041682197350853545	0.14749765328767822	0.14635304831323068	0.10862970378005758	0.006196732814176764	0.04278166549387827	0.10358038853831378	0.04927523488474045	0.029073238614705232	0.03172369210294962	0.20995713834674806
CCL5 (N=2)	0.00014810413726712435	0.00014021813363551683	0.021862459938345014	0.016895508431471584	0.06962250718353462	0.07665913711407205	0.16194668681091653	0.006618624634864179	0.03786294063313911	0.08284722389552356	0.025905609424890015	0.051153309545873826	0.019737905176942273	0.008290384751833413	0.175303620679844	0.01644062007904159	0.13024816852988735	0.21740432150866454	0.03447051918940702	0.11060311737538334	0.14182247958956265	0.06617394774973429	0.20329584166483988	0.002479219225765994	0.07834029303590828	0.023451914358777498	0.11511862305438961	0.013931162443839018	0.12340978698870714	0.02004583066244514	0.07014483341900063	0.12626560730804676	0.1025915590721116	0.03701094268799317	0.10371277254190572	0.2432166951096229	0.15863646172941853	0.05743281241117598	0.06845296304772042	0.006023268063958892	0.09590633288502423	0.18141796013071654	0.08186772025634137	0.025586045020039527	0.011685582854008808	0.15698608198253303	0.1177463794079901	0.31005380930412374	0.24671878945964898	0.17548218429885584	0.03241950583556624	0.04853888615179729	0.09016723900652299	0.15536198152694702	0.04386044743557457	0.11762226134030673	0.09140010281258966	0.14807952707517877	0.06781533188727876	0.1620304633782407	0.20620880645484974	0.10977856508141914	0.20771323693596377	0.031606868536323496	0.043137846810771985	0.014254837754494792	0.005828253186197979	0.1519740855730463	0.14597605364741495	0.028908789658361703	0.1286150279433456	0.14791337627173048	0.08402061549888108	0.001993581311191095
CCL5_LPS (N=2)	0.02446753008070418	0.17147795827723789	0.11219103884045611	0.05365639997473187	0.07220611440383429	0.007975491357812434	0.0022689859579415293	0.22625875204205032	0.007992175825731751	0.02102713749618678	0.025479385068120405	0.004765313873881127	0.004241847579139646	0.00820366946714296	0.03055678928582889	0.032370576044859156	0.10558815193460092	0.024554646632188162	0.1974127144792408	0.11404757116045988	0.05138872936063932	0.021659139805067007	0.07946576273926856	0.11057519417306677	0.012189624036054503	0.07476601491333351	0.15178080244135206	0.2040113317884531	0.20914585702190347	0.11870410223190853	0.029810513916395998	0.012426674312644492	0.0972802510451039	0.12167076417998557	0.029419580253503386	0.11548266119664144	0.04399365263669375	0.06875294125822273	0.0827100031147916	0.03593338560658976	0.21614934341230174	0.08139852526040264	0.0045502385814638335	0.04289350990254118	0.1490367076765834	0.1827127323715962	0.0948968919603504	0.034170975915118584	0.06455696479107477	0.010047966422202737	0.014998209739716994	0.07311931799958005	0.025687782358562117	0.1282841104025777	0.11051915755120428	0.09019081285475261	0.17477256525007756	0.10929655416619749	0.01839848342515038	0.012464476812232006	0.016300606068100854	0.00933518406039241	0.03329064483457789	0.2182538332471176	0.14634368298901895	0.19159526286877382	0.09109125813225893	0.009393792515306532	0.20677784894843151	0.08432764724979941	0.0826302594452479	0.12139900803963186	0.059501731538426916	0.21186059061059667
CD40LG (N=2)	9.028736200145104e-05	0.005430275876939117	0.00028040940837392725	0.0012500082007054214	0.04282834018694499	0.014210839289087777	0.03949936266089438	0.05995085550254886	0.009667297446551149	0.03136390744534812	0.043728921251987185	0.13067621296130932	0.02055990203117851	0.006405994620950095	0.033996436235267075	0.0357975831615364	0.027109463003810483	0.02197630781718391	0.019544738795307992	0.001461887405878104	0.016612362050335394	0.05092461855547209	0.031937017358239034	0.20452124093298632	0.044276398686093454	0.16083850898046637	0.04438235762849499	0.22608014454541314	0.028848574260680056	0.020241853104652388	0.07274351298143267	0.005140865814609409	0.013099446146288884	0.016210703839827437	0.04060337493303212	0.24116716534927174	0.01008462012071485	0.0658461407709795	0.04333499523331208	0.01020090896801451	0.00011992728492817711	0.14980581423414038	0.02041567111109821	0.0131939833081674	0.028771917196881214	0.06688492053100809	0.03482416059867455	0.03332142714880548	0.29717731993932206	0.011837386540324554	0.017161054149787913	0.20045991134695032	0.1134662718397933	0.114862624270479	0.00195263920006844	0.23616066076111733	0.21868955737761903	0.04572481890590463	0.09369530801574882	0.006169169025983676	0.03125674962891459	0.05822326995980387	0.08214512251251843	0.1373304922636138	0.07498918420545177	0.18576786378159665	0.005027297665043257	0.02877509387217919	0.046399002204277284	0.025056832579013782	0.0166447266768954	0.1154037697722523	0.07066412478671899	0.05268817622338837
CD40LG_LPS (N=2)	0.00031248163247238336	0.016853024078485213	0.007400219156471766	0.010441346983095734	0.00042612655631357223	0.0015711356405310236	0.012037352502490856	0.06630250190819864	0.01357494830386613	0.010448751284874228	0.015194207645716634	0.05296142181253155	0.003199147142981279	0.008463593764612032	0.05561390256293253	0.05947210939802211	0.16751311582398382	0.030522254083365532	0.11472524137274631	0.14902488290918695	0.028473038232905867	0.1244588997275426	0.06693800879338116	0.03502565448058953	0.04159185691031031	0.022066918353749507	0.04929131324467201	0.07630649445743865	0.009080370219318495	0.19279770135388571	0.019632309574960927	0.13092093773573749	0.024488677776860646	0.1068230103624126	0.06202131895274565	0.16992568220421436	0.03785985513587177	0.0030030758651319878	0.023769457026844965	0.04048395379570141	0.01910609125440521	0.1671697976244678	0.023452047767465678	0.28171323136184273	0.07775452825476689	0.10245506426053091	0.19137099436094196	0.22226480330176002	0.05175788312010039	0.013574011359138716	0.1195150833250998	0.07125543258668286	0.024927164481595876	0.14399510176999536	0.0701097859043664	0.1440945986091653	0.1345400465344574	0.18123860916234824	0.07538241375559063	0.03967851925387039	0.009709675385193461	0.002171768310186506	0.025582927762082985	0.1588076987610889	0.03656863180468836	0.0646787258867525	0.012143443973461038	0.0010442175183772995	0.046774584066606784	0.07342389235524799	0.2003641145015091	0.034751702264896156	0.2847300754080499	0.08252192561757071
COL18A1 (N=2)	2.6859515377397614e-05	0.001066489664809378	0.00157323739124976	0.003925117963788971	0.014537140203232449	0.04413570421375826	0.06280794693937222	0.05636935916879926	0.038879652663059316	0.015827792468915487	0.050849658995873376	0.2266276645737489	0.06714750019489958	0.12450367986621191	0.1004627947306484	0.009020902399856236	0.022015059277781305	0.01992125262249176	0.04220325582979784	0.027981025333548376	0.026385572783698824	0.009827409835927614	0.06578431665492318	0.24560232528862308	0.010981585773358254	0.05666666204407626	0.05027570883243221	0.0888571657637301	0.002251241365648162	0.09261706449408116	0.13345712134352217	0.005095342705888371	0.10647503181876808	0.004633418412543444	0.0049944926118669075	0.06488013157785373	0.03648009290058134	0.1177170013288188	0.07057148020511023	0.07682073307802095	0.018969846814775898	0.024879646791399042	0.05539469822255377	0.011272925912035492	0.10912999272734276	0.02076379265123507	0.1307497980619673	0.04934354255198836	0.11058090441305957	0.10232143781670235	0.04870517786064188	0.03210709832446665	0.044579200770174174	0.08285216660549705	0.06808748311735852	0.29115359310846894	0.017537505356778754	0.058859813626880225	0.026023299452273718	0.16315802636150908	0.06729369414781666	0.12798455054245522	0.10790274305898345	0.069583895072439	0.04456879487911199	0.18017406515445225	0.10858421940769217	0.14239598606046566	0.03001508688004903	0.013599384236357426	0.019781052941300253	0.17849398105901498	0.13978575935211468	0.12344856051419512
COL18A1_LPS (N=2)	0.001334287482888663	0.02647801331392463	0.07560527423191182	0.021872048705153857	0.02666081093713482	0.00191489341738817	0.12898274941680274	0.0004407642606063522	0.033347232440287866	0.0311046775461353	0.056658881131734326	0.05689823207283479	0.16053663670497648	0.020076697494919082	0.006161499515571878	0.0487145299060841	0.10790430534730486	0.04211251396901584	0.03547479978685314	0.010456423612977578	0.016630314680920355	0.03455878285400821	0.09350676310100317	0.011046028404057717	0.22664292976283248	0.046729537977815996	0.015838493374283058	0.04024928623353802	0.2775882624010337	0.2551608899279812	0.06259653479987193	0.094213225507019	0.1625826274530866	0.016431779705191996	0.16115240428048272	0.36177539443468687	0.1041040363837901	0.022978517807317744	0.0075794049317287615	0.09949989154399547	0.03923660371210031	0.02699696313739064	0.1836441230954811	0.0352094719015823	0.029338755506907066	0.022513499048165377	0.04856193512633156	0.13856939849038202	0.10506569060995492	0.004947573379209258	0.00837114720894222	0.09649642911874905	0.06309863749762673	0.07822861516688462	0.09691829408730879	0.0056581324653890985	0.10270876466163681	0.0686115024211203	0.1283478784769734	0.031921681129336854	0.0005271257645843019	0.00043673393417431594	0.03781392904017042	0.22197675806748873	0.1632328803821549	0.08595512671069735	0.005910602179064223	0.001286334819547097	0.06429037531969792	0.19526522186769743	0.007631604846925266	0.07723692831601386	0.013338713543914082	0.15048209940896606
CSF1 (N=2)	0.0004648998657992842	0.001476961282809608	0.0006970580212718458	0.03442104930037679	0.1644526214147581	0.08237548860481522	0.08645694860795583	0.021289238477329053	0.03115445320226673	0.022850859117215683	0.12185777190646088	0.055085772088920903	0.053982628256481924	0.03623171946991216	0.04955805996921281	0.030089874886521956	0.03873041385673365	0.1391898435615872	0.09840613588149397	0.09030993388225617	0.057986387724359156	0.10560710462344106	0.20624037702701567	0.11850567326567826	0.025869890527025916	0.008345723912814462	0.16951551286182165	0.14270532977202227	0.0027616015946486773	0.04570584009692752	0.07525112562883779	0.04388598618965156	0.09897612014599502	0.12277872667203148	0.14318973155552112	0.002894045900172809	0.27030754756294395	0.0070519523227433045	0.005299855493623329	0.020929733029630943	0.2592014450974145	0.10913622511764196	0.13256493154664928	0.020295423456667905	0.15809603567656852	0.08825755885120397	0.025721136495252483	0.15750226262895414	0.02927480708229832	0.02910726604830513	0.0971120294697897	0.18857163669562121	0.21890552372359579	0.18590549780502652	0.0006385602571496451	0.0394706096185366	0.23430343076235438	0.11730596253193407	0.04971445574561989	0.06332045243972842	0.0312657939009727	0.282817050463401	0.0646396582795602	0.008614079644908831	0.1104271076098729	0.14337372031084814	0.16074478473965625	0.2638041115791765	0.03012219789651821	0.1337682689789051	0.15319134748344732	0.012090020407024615	0.0024927564616962217	0.19866743400055348
CSF1_LPS (N=2)	0.03313420658015043	0.08285972131869612	0.10121311064105454	0.15423818641346654	0.0062097880165332756	0.03879945167576503	0.06141408318556009	0.012235244706975734	0.01869461138398426	0.03576454834275411	0.2258538590587127	0.04354855704029509	0.014979150095876415	0.0036815448628301217	0.010405566249620635	0.01647292541880968	0.03261593198780571	0.11166545800553916	0.12604222365499845	0.05366412652926139	0.01650810946560677	0.23848974309546617	0.017063242286173008	0.011003274030398802	0.011255526996427068	0.06771614055243748	0.07335221676287151	0.014422432306807731	0.023247578329798825	0.12934924698530292	0.0009661560349351062	0.04440487477390159	0.07601164583412975	0.01432929263223004	0.011359671512428613	0.015550897203088486	0.030981811186228836	0.011168974205821303	0.013917638530842269	0.013217499292298873	0.0340017890569623	0.17209730645314392	0.07517358346114744	0.07460149062832044	0.034375769567259906	0.21121575214237756	0.12282303035480782	0.17009026944557332	0.038919206605064025	0.004891337283817188	0.17660549726030428	0.15812260729988695	0.023987839819244294	0.016467706100768253	0.08098115868114425	0.025522024106073016	0.2184822235090234	0.13154380450206582	0.04873335270424162	0.0030314361026193004	0.2289746652839371	0.003771960425123788	0.009992826563998636	0.14369606000782853	0.2569209808178502	0.0840297959184344	0.065770909998901	0.00803081680857326	0.03705362425380623	0.2709498074700433	0.2734669389938051	0.2172900055781587	0.0403177158505828	0.14017711262563853
CSF2 (N=2)	0.016763864269635196	0.010948155758432665	0.03328019081240691	0.07716021657618319	0.03160179347698494	0.03598543633044812	0.035223166754060564	0.07228025440651276	0.14581371612118585	0.08099859221546385	0.054573253491233265	0.016817423201300863	0.048499229073622974	0.05181610441443496	0.10802840382744744	0.03652761621990569	0.1103510922197844	0.20068241401712178	0.016094047621043606	0.1379640878449381	0.009173399887580813	0.0358687734447129	0.07512897375446892	0.07162530042846482	0.07223384535065705	0.07168258806589245	0.03257884387164958	0.07491057966364661	0.1281070236101035	0.08486337358045265	0.010087018838800199	0.04256579965118529	0.0011408988903493095	0.059453534050574575	0.13524177412262778	0.2042249055535268	0.01124915855764197	0.06968721707775917	0.08617545097675847	0.1445502174735207	0.004947723455690112	0.0692788062542829	0.040672334411574695	0.057776295166807407	0.018972391134892574	0.07775580023545074	0.004988512084433183	0.15783999236314278	0.05723402732620722	0.12933071391765416	0.02235596816913371	0.04830776960205346	0.06733873209723182	0.010801460952208353	0.09177378550110987	0.022432860374909158	0.05677687003897123	0.1422695495495035	0.0717143657647718	0.03241500433801592	0.02744955209332843	0.20609321176311202	0.03514532819639132	0.052673233515430906	0.04841221507809415	0.004117831120082016	0.08908460087374809	0.12855850034089086	0.016965771454437034	0.002252248065078677	0.18354271359755508	0.08035109234314153	0.09339530716397676	0.1551098278176618
