	TNFSF11_SLIT1_HRG_ADAM17_NODAL	PRL_IL1A_COL1A1_BMP4_NRG1	NRG2_SLIT3_KNG1_BMP2_HGF	NRG2_TNFSF14_IL1A_LIF_EFNA1	CSF1_WNT5A_SYK_NRG1_IL16	EREG_NGF_FN1_NRG1_GAS6	FN1_IL4_NTF4_LEP_NRG1	IFNA1/IFNA13_IFNG_IL10_NRG1_GDF7	IGF2_PDGFA_HRG_INHBA_IL23A	F2_LIF_SYK_GAS6_IL23A	TNFSF11_SLIT2_IFNG_IGF1_RGMA	PRL_IFNG_IL4_EDN1	AGT_KNG1_IFNG_IGF1_RGMA	IFNG_IL1B_HLA-B_BDNF_PTH2	IFNG_CCK_LIF_IL10_IL34	PDGFA_LIF_KITLG_LEP_SHH	SLIT2_PDGFA_DCN_CCL5_GDF7	PRL_PTH_PDGFA_HRG_FGF2	SLIT2_NGF_GAST_PDGFA_IL34	IFNB1_FN1_WNT1_GDF7_NODAL	AGT_POMC_HRG_CCL4L1/CCL4L2_NODAL	SLIT2_LTA_CD48_VEGFA_CXCL12	POMC_LTA_HRG_IL3_PTPRF	TNFSF11_SEMA7A_SLIT2_COL1A1_FGF2	TNFSF11_IFNA1/IFNA13_HRG_CCL5	TNFSF11_SLIT3_PDYN_IFNA1/IFNA13_HRG	TGFB1_INHBA_CCL5_KITLG_GAS6	TGFB1_KITLG_BDNF_FLT3LG_GDF7	SEMA7A_FN1_INHBA_LIF_KITLG	TGFB1_HGF_CXCL12_IL16_IL34	WNT11_IL1A_INHBA_PTHLH_FGF23	TNFSF14_IL1B_INHBA_IL3_LIF	PRL_FGF1_BMP2_LIF_RGMA	WNT11_PRL_CCK_NTF3_IL16	SEMA7A_IFNA1/IFNA13_HLA-A_GAS6_FGF21	TNFSF14_TNF_PTPRF_IL16_IHH	POMC_FGF1_DCN_IHH	HLA-B_HGF_CCL3L1/CCL3L3_IHH_RGMA	SLIT1_OXT_CD48_PTPRF_AREG	SLIT2_PDYN_IL4_HGF_CD80	AGT_GAST_HLA-A_EDN1_SYK	NGF_IFNB1_IL1B_VEGFA_FGF23	NGF_IL1B_HLA-B_IL10_IL12A	F2_TNF_LIF_IL10_IL12A	IL4_EDN1_WNT5A_CD86_FGF21	IFNB1_COL1A1_DCN_CTSG	PTH_HLA-A_IL4_EFNA1_BDNF	WNT11_IL4_CD48_PTHLH_FLT3LG	CSF1_PTHLH_BMP2_BMP4_IHH	OXT_WNT1_EDN1_CD48_PTH2	CGA_INS_HLA-B_BDNF	OXT_IL10_TGFB2_CCL8	FGF1_TNFSF10_TGFB2_SHH	SLIT1_FGF2_CD48_TNFSF10_TGFB2	IFNA1/IFNA13_FN1_HRG_GAS6_GDF7	SLIT1_HLA-B_VEGFA_CD86_PTH2	HLA-B_WNT1_CCK_PTH2_RGMA	POMC_DCN_AREG_IHH	COL1A1_CTSG_CD48_CSF1_GAS6	PTH_GAST_HRG_CCL3L1/CCL3L3_GDF7	KNG1_NGF_IFNA1/IFNA13_COL1A1_GDF7	NGF_PDYN_HLA-C_CD86_GAS6	PDYN_IGF2_PTPRF_AREG_NTF3	IGF2_IL1A_COL1A1_DCN_CCL8	IGF2_HRG_CTSG_BMP2_CCL3L1/CCL3L3	TNFSF14_SLIT2_IGF1_IL12A_TNFSF10	EGF_OXT_CCL8_IL16_IL34	PDYN_LIF_CCL3L1/CCL3L3_KITLG_WNT5A	IFNA1/IFNA13_IL3_KITLG_TNFSF10_SST	PDYN_KITLG_BDNF_LRRC4B	WNT11_PRL_IFNB1_HGF_BDNF	POMC_PRL_EDN1_FLT3LG_GAS6	GAST_HLA-B_FGF2_LEP_IHH	KNG1_BMP2_BDNF_LEP_CXCL12	IGF2_FGF2_HLA-C_PTPRF_AREG	TGFA_IFNA1/IFNA13_IL1B_KITLG_CD86	EGF_TGFA_IL1A_IL1B_TNFSF10	TGFA_BMP2_IL12A_CD80_TGFB2	EGF_INHBA_BMP4_AREG	TGFA_TGFB1_GAST_IL10_FGF21	SEMA7A_IFNG_HLA-A_HGF_NRG3	EDN1_IL3_NRG3_NRG1_GDF7	WNT1_EDN1_HLA-C_TGFB2_NRG4	EGF_FGF2_GAS6_NRG4_LRRC4B	IL1A_HRG_BMP4_CCL3L1/CCL3L3_NRG3	CD48_CD80_NRG4_RGMA	CGA_IL1A_ADAM17_NRG1_IL23A	KNG1_CD48_LEP_ADAM17_NRG4	SEMA7A_TGFB1_HLA-C_SYK_HBEGF	HLA-B_IGF1_AREG_ADAM17_IHH	F2_IGF2_WNT5A_NRG1_HBEGF	WNT11_NGF_CGA_INS_ADAM17	PRL_HLA-A_PTHLH_HBEGF_FGF21	SLIT3_EDN1_CSF1_KITLG_ADAM17	TGFA_NGF_IFNG_BTC_GDF7	TNFSF14_TGFA_BDNF_BTC_IL34	TGFB1_AREG_NRG3_RGMA	FN1_PTPRF_BTC_FGF21_LRRC4B	TNFSF11_EGF_LTA_HRG_NRG4	KNG1_PTH_PDGFA_BTC_FGF21
FOXO3	-0.002214296578381279	-0.0021876746380123605	-0.002188201506462132	-0.0021875343128582277	-0.002188469644052008	-0.0021895666845638687	-0.0021893823233375322	-0.0021885178282793826	-0.002192262343300997	-0.0021882356797729915	-0.0022142883187244566	-0.0021882937550466975	-0.0021885765139657413	-0.0021882225959128504	-0.002188290283131875	-0.002191685287198743	-0.002191843352369387	-0.002191934881663698	-0.0021920906327578247	-0.0021893157917459967	-0.0021884046838000016	-0.002216545065715092	-0.002216580088130716	-0.002214131481174339	-0.0022128758676701597	-0.0022124379663327406	-0.0021882844918948473	-0.0021883085588239584	-0.0021893034601270533	-0.002188200325604328	-0.002187497408208897	-0.00218827100276161	-0.0021883830396257995	-0.002188201505354561	-0.002188829250600181	-0.002187976553017302	-0.0021878961646754477	-0.0021880558809109834	-0.002188186919643982	-0.0021882057545596968	-0.002188231461045061	-0.0021883182635307674	-0.0021880244696476448	-0.0021881995348523023	-0.002188207201501029	-0.002188199588723756	-0.0021881988552952245	-0.002188205999994166	-0.0021881338233904267	-0.002188208755565044	-0.0021882385929229216	-0.0021881961060361485	-0.00218828625871978	-0.002188250605539851	-0.002189476378490677	-0.002188185910633622	-0.0021883742162750975	-0.002188206984626114	-0.0021881992250847534	-0.0021884179509143046	-0.0021884217566270287	-0.0021885710410872164	-0.0021883066855449347	-0.0021875335451766757	-0.0021884511384785013	-0.0021884068669135587	-0.0021880289028293537	-0.0021882913733831653	-0.0021883750945495416	-0.002188302386056432	-0.0021882031917226687	-0.00218822592706675	-0.002187988847771279	-0.0021882009388970755	-0.0021882660365205187	-0.0021884569182116075	-0.0021878810680457253	-0.0021884501396032124	-0.002188027469360992	-0.0021884491105925033	-0.002188986012243343	-0.0021883548830305445	-0.002188258711569077	-0.002188092173773577	-0.002187708142514403	-0.0021883809941244	-0.002188032926659312	-0.002188177419095348	-0.0021882645801440813	-0.0021879854772973726	-0.0021883628764626842	-0.002188458031481557	-0.002188171127889461	-0.0021882959063684653	-0.0021886486229660894	-0.00218844825265155	-0.002188375759594541	-0.0021891602497564502	-0.002220164533884728	-0.0021895366399170154
ATF4	-0.001801947698265651	-0.0018019476982653897	-0.0018019476982653801	-0.0018019476982653881	-0.0018019476982653235	-0.0018019476982653842	-0.0018019476982653842	-0.0018019476982653907	-0.0018019476982702675	-0.0018019476982653801	-0.00180194769826568	-0.001801947698265423	-0.0018019476982654452	-0.001801947698265391	-0.0018019476982653918	-0.0018019476982682598	-0.0018019476982698978	-0.0018019476982697154	-0.0018019476982701571	-0.0018019476982653717	-0.0018019476982654237	-0.0018019476982655714	-0.0018019476982655705	-0.00180194769826565	-0.0018019476982656425	-0.0018019476982656358	-0.0018019476982653797	-0.00180194769826539	-0.0018019476982653847	-0.0018019476982653493	-0.0018019476982653999	-0.0018019476982653764	-0.001801947698265378	-0.0018019476982653179	-0.001801947698289897	-0.0018019476982536749	-0.001801947698253263	-0.0018019476982542063	-0.0018019476982653595	-0.0018019476982653758	-0.0018019476982654493	-0.0018019476982653925	-0.0018019476982653836	-0.0018019476982653751	-0.0018019476982654	-0.0018019476982653719	-0.0018019476982653823	-0.0018019476982653925	-0.001801947698262844	-0.0018019476982654092	-0.0018019476982654144	-0.0018019476982653725	-0.0018019476982654773	-0.0018019476982653784	-0.001801947698265374	-0.0018019476982653537	-0.0018019476982653725	-0.0018019476982652541	-0.0018019476982653803	-0.0018019476982653834	-0.0018019476982653855	-0.0018019476982653858	-0.001801947698265381	-0.0018019476982653953	-0.0018019476982653819	-0.0018019476982653632	-0.001801947698265326	-0.001801947698265381	-0.001801947698265379	-0.0018019476982653801	-0.0018019476982653808	-0.001801947698265418	-0.0018019476982572568	-0.0018019476982653788	-0.0018019476982657251	-0.0018019476982653944	-0.0018019476982653992	-0.0018019476982653868	-0.0018019476982653836	-0.0018019476982653881	-0.0018019476982923082	-0.0018019476982654118	-0.0018019476982657431	-0.0018019476982653832	-0.00180194769826539	-0.0018019476982653784	-0.0018019476982654226	-0.0018019476982653797	-0.001801947698265711	-0.0018019476982536495	-0.001801947698265381	-0.0018019476982654144	-0.0018019476982653819	-0.00180194769826542	-0.0018019476982654029	-0.0018019476982653894	-0.0018019476982653738	-0.0018019476982653743	-0.0018019476982655733	-0.0018019476982657357
NFKBIA	-0.0007116244883102968	-0.0007503602699767646	-0.0007566356702104326	-0.0007504445538144018	-0.0007567219268501971	-0.0007567330718048158	-0.0007567311789112626	-0.0007566971473875961	-0.0007934056837783506	-0.0007566871794470911	-0.0007118740522674366	-0.0007567700459510016	-0.0007568549247543476	-0.0007560950585249118	-0.0007566954846317386	-0.000784407483360762	-0.0007916856924223252	-0.0007912156291186146	-0.0007929739814292685	-0.0007566808075960939	-0.0007567612717603117	-0.0007292297485932499	-0.0007292302372908393	-0.0007115794981567423	-0.0007124389961700115	-0.0007127476514822331	-0.0007566386153042625	-0.0007566868456606367	-0.0007567222809672022	-0.0007566390240270348	-0.0007503654961700145	-0.0007567238439487665	-0.0007566343109841508	-0.0007566243547693969	-0.0007524058716892643	-0.0007586930296021121	-0.0007586868545100228	-0.0007585559773497771	-0.0007559014768000284	-0.0007566280452945424	-0.000756819692282352	-0.0007541654631096946	-0.000754110336578035	-0.0007566152081249813	-0.0007566779796479351	-0.0007566017836598412	-0.0007566103799945721	-0.0007566551641671257	-0.0007570520509910762	-0.0007566950077834216	-0.0007567187713662608	-0.0007566017074331036	-0.000757361346254889	-0.0007570820951341346	-0.0007566922090497298	-0.0007559435850090679	-0.0007566147107451691	-0.0007566281076861544	-0.0007566190330200531	-0.0007566165328258252	-0.0007566618618242853	-0.0007566784430215776	-0.0007566553646840521	-0.0007503814241682332	-0.0007566523721648377	-0.0007567954891671002	-0.0007566427695445044	-0.0007566547574466863	-0.0007573283640398948	-0.0007566507145293839	-0.00075664041224456	-0.0007567590529777211	-0.0007580023961382673	-0.000756625128611865	-0.0007567323523087389	-0.0007559987268190157	-0.0007516168618803182	-0.0007566755776375809	-0.0007566317161022569	-0.0007566813588197335	-0.0007520962861362711	-0.0007567140160222675	-0.0007567818961260275	-0.0007566373255307493	-0.000750358647163416	-0.0007566155624462603	-0.0007532499924214638	-0.000756612852362674	-0.0007567741688951814	-0.0007586591259717506	-0.000756646694964989	-0.0007567375587371822	-0.0007566049849062064	-0.0007567492070383611	-0.0007567533202530066	-0.0007567823049268029	-0.0007566138561191798	-0.0007566778083568413	-0.0007314426100201301	-0.0007676984238405635
DDIT3	-0.0011444887836798842	-0.0011503217560989037	-0.0011493743224677744	-0.0011503174997288972	-0.0011458987523585845	-0.0011493691024936263	-0.0011493705147833265	-0.0011493522467388403	-0.0011445560871589846	-0.0011493372649563312	-0.0011444206798755772	-0.0011490807757278555	-0.001148910014775138	-0.0011494559631273632	-0.001149343232168481	-0.0011460335185236206	-0.001144839655692445	-0.0011449544482625275	-0.0011446288989349135	-0.0011494006464247647	-0.001148955902387694	-0.0011386589152516332	-0.0011386480344010713	-0.0011444891637536697	-0.0011449002572981152	-0.0011449906948164865	-0.0011493804375075428	-0.0011493518547878376	-0.001149373487925001	-0.001147646402791312	-0.0011503131522428663	-0.0011493815590962206	-0.001149386504720556	-0.0011460511716614662	-0.0011494145467063632	-0.0011459897849409148	-0.0011493932626346292	-0.0011494005813442105	-0.0011493957073217612	-0.0011493835301901731	-0.0011488058504165457	-0.00114973272691571	-0.0011497778878304071	-0.0011493919159659978	-0.0011491917450810523	-0.0011494000187169222	-0.001149411618737732	-0.0011493668172009492	-0.0011493900495895553	-0.0011491208323215652	-0.0011490977228038233	-0.0011493977357671594	-0.0011492810431525254	-0.0011493090083305188	-0.001149398516502187	-0.0011494271422408376	-0.0011494169142255068	-0.001149395376787337	-0.0011493759812295423	-0.001149394820314556	-0.0011493385930488073	-0.0011494220760607454	-0.0011493701246641872	-0.0011503032195121388	-0.0011493775181116337	-0.001149263608018194	-0.0011459789331718514	-0.0011493701258380817	-0.0011492743026991286	-0.001149372939801165	-0.001149376670468074	-0.001149093413494125	-0.001149400572103197	-0.001149358771555909	-0.0011711664474056082	-0.0011494532657139991	-0.0011501111661996767	-0.0011493633401501143	-0.0011493789082652405	-0.0011493570742939813	-0.0011493517648320751	-0.0011491051830506856	-0.0011704433786939407	-0.001149376622961344	-0.0011503220600613995	-0.0011493851144876953	-0.0011496098625217238	-0.0011493559737507715	-0.0011700523478668872	-0.001149394525588453	-0.0011493781539617667	-0.0011491344125685494	-0.0011494141061685582	-0.0011490818709771883	-0.0011493148709841173	-0.0011493514423315122	-0.0011493987330438217	-0.0011493961551295663	-0.0011342662065558706	-0.0011483210035862245
REL	-0.0014203892909787923	-0.001420389291523274	-0.0014203892853029505	-0.00142038931662418	-0.001420389236711889	-0.0014203892298345602	-0.0014203892533275226	-0.0014203892296403172	-0.0014203850088384913	-0.001420389268043073	-0.0014203892322543015	-0.0014203889720727132	-0.0014203888020352079	-0.001420389252014502	-0.0014203892457704914	-0.0014203864346374493	-0.001420385297814818	-0.0014203854143110173	-0.0014203850940718449	-0.0014203893141079874	-0.0014203888731320147	-0.0014203893043691345	-0.0014203893021010599	-0.0014203892993100756	-0.0014203892827401986	-0.0014203892974099333	-0.0014203892827068262	-0.0014203892479727536	-0.0014203892724139141	-0.0014203892920852308	-0.0014203893026283004	-0.0014203893020892744	-0.0014203892787747017	-0.001420389302939428	-0.0014203889837963138	-0.0014203894668781826	-0.0014203894728780275	-0.0014203894259251473	-0.001420389302460625	-0.0014203892989724767	-0.0014203887144306586	-0.0014203892287358657	-0.0014203892860877871	-0.0014203893047044901	-0.0014203890954910593	-0.0014203893141488337	-0.0014203893102721578	-0.0014203892757627726	-0.001420389336293439	-0.0014203890337426406	-0.0014203889836768317	-0.0014203893118207645	-0.001420389308655662	-0.0014203893045529265	-0.0014203892867354604	-0.0014203893071568715	-0.0014203892916752217	-0.0014203893159597536	-0.0014203893020038434	-0.0014203892829319723	-0.0014203892260438026	-0.0014203892322009954	-0.0014203892736864652	-0.0014203892896568217	-0.0014203892615204786	-0.001420389269570157	-0.0014203892661532607	-0.0014203892747150886	-0.001420389277017516	-0.001420389276717804	-0.0014203892871573506	-0.0014203889936900379	-0.001420389412216011	-0.0014203892709744113	-0.0014203892671870257	-0.001420389219890709	-0.001420389247082472	-0.0014203892466328758	-0.0014203892676242884	-0.001420389239994527	-0.0014203888819540127	-0.0014203889882554992	-0.0014203890194426213	-0.0014203892731022077	-0.0014203892872948162	-0.0014203892916493013	-0.0014203889690007074	-0.0014203892791319157	-0.0014203892456660968	-0.0014203894316257464	-0.0014203892707191472	-0.0014203889965155947	-0.001420389309447649	-0.0014203889667549182	-0.0014203891687801825	-0.001420389240959	-0.0014203892928345361	-0.0014203892998605975	-0.0014203892851130534	-0.001420388300454553
CEBPA	0.047442545351403125	0.04764457017816874	0.047640615623033684	0.04764562652828748	0.04760686240783402	0.0476303307166076	0.047631716472561036	0.04763821971769204	0.04760750512182541	0.04764035852395112	0.04744256024204232	0.04763985130006648	0.047637689781204515	0.04764043747094961	0.047639928241583696	0.0476126719983846	0.047610832442711075	0.047610205422949706	0.04760884391180378	0.04763223351948817	0.04763901717506295	0.047425541143869765	0.04742527509840863	0.04744380130021549	0.047453376334933337	0.0474567181295376	0.0476399922082473	0.047639794223649876	0.04763231150356154	0.047640673862766915	0.04764589738577199	0.0476400977651831	0.047639253907730085	0.04764071579584274	0.04763284178305354	0.04764386872315969	0.047644439705298	0.047643108236506415	0.04764076763881191	0.04764059053752284	0.04764027761897621	0.04763972150524869	0.04764194402347984	0.04764063828881724	0.04764053793662379	0.047640642728988096	0.047640643614972375	0.04764057364183455	0.047641447827807784	0.04764051691174141	0.04764028086039401	0.04764066865456853	0.047639977807887805	0.047640255831795486	0.0476310241380599	0.047640773604486084	0.04763932652817707	0.047640604463263354	0.0476406396535743	0.047638996221712096	0.047638950830662635	0.047637827956539584	0.047639822950811914	0.04764562102401092	0.04763873626961054	0.04763909768007117	0.047642005489300636	0.047639930198475726	0.04763931065543563	0.04763985707647406	0.047640601301531554	0.04764037000097729	0.04764323846073376	0.04764062193624038	0.04763957021722331	0.04763867314091457	0.04764300078168241	0.04763873549050304	0.0476419222628585	0.04763874084127113	0.04763133022992635	0.047639410979765894	0.04763959526634413	0.04764143518425663	0.04764431788087957	0.047639276341840245	0.04764181930958217	0.047640803111612874	0.04763960612060842	0.04764370415692997	0.047639395215432895	0.047638631815655405	0.047640853130270035	0.04763984092462895	0.04763721670342407	0.047638745348872	0.04763931586626696	0.04763340302501288	0.04739792729657369	0.04763001170973054
PPARA	0.08635997098230577	0.08633579336085072	0.08633972046525679	0.08633581100346849	0.08635412667403063	0.08633974210200557	0.0863397362480767	0.08633981196896694	0.086359692009953	0.086339874068329	0.08636025327199992	0.08634093721401664	0.08634164501672469	0.08633938206541172	0.086339849334285	0.0863535680694139	0.0863585166207747	0.08635804080654039	0.0863593902057562	0.08633961135267719	0.08634145481295787	0.08638413573774525	0.08638418083877902	0.08635996940690313	0.08635826542763043	0.08635789056487995	0.08633969511846855	0.08633981359360053	0.08633972392442954	0.08634688267773459	0.0863358290237614	0.08633969046949294	0.0863396699699218	0.08635349489730638	0.08633955373612817	0.08635374934474462	0.08633964195842454	0.08633961162243514	0.08633963182521748	0.08633968229932514	0.08634207677711206	0.0863382348818445	0.08633804769023418	0.0863396475403551	0.08634047724698407	0.0863396139545209	0.08633956587253254	0.08633975157452445	0.08633965527646963	0.08634077117977373	0.08634086696852977	0.0863396234173284	0.08634010710723135	0.08633999119180455	0.08633962018118832	0.08633950152774317	0.0863395439227804	0.08633963319527987	0.08633971358970326	0.08633963550185485	0.0863398685633969	0.08633952252701689	0.08633973786511723	0.08633587019484644	0.08633970721933996	0.08634017937571602	0.08635379432523624	0.08633973786025145	0.0863401350463538	0.08633972619639821	0.08633971073281535	0.0863408848305821	0.08633961166073917	0.08633978492365524	0.0862493922912833	0.08633939324616735	0.08633666625420594	0.0863397659868708	0.08633970145716498	0.0863397919587916	0.08633981396646741	0.08634083604586948	0.08625238940499151	0.08633971092973033	0.08633579210092873	0.08633967573242529	0.08633874415372078	0.08633979652053392	0.08625401022446992	0.08633963672349163	0.08633970458374651	0.08634071488976457	0.08633955556215275	0.0863409326742174	0.08633996689115486	0.08633981530322851	0.08633961928362506	0.08633962996905789	0.08640234347822112	0.08634408646313235
HIF1A	0.08387740169923744	0.08387672979586296	0.08387670894475668	0.0838767302650079	0.08387655696338928	0.08387670863797556	0.0838767143073686	0.08387672998068645	0.0838805625131116	0.08387670848548057	0.08387747780627927	0.08387681914424691	0.08387686926454672	0.08387673958720088	0.08387673863043704	0.08387932137128364	0.08388030730068322	0.08388021139357764	0.08388049651626071	0.08387668818186453	0.08387681687416353	0.08387719895716302	0.08387719747064822	0.08387740388093522	0.08387737872872404	0.08387736421700241	0.08387670636394083	0.0838767328527854	0.08387671304360807	0.08387663072276902	0.08387674039682347	0.08387670011305731	0.08387670004592754	0.08387654937917777	0.08388080486044769	0.08387458473654541	0.08387465323904947	0.08387482931482898	0.08387664210279293	0.08387669799117535	0.08387688710882187	0.08387673217335695	0.0838767167269638	0.08387669655455057	0.08387676051272414	0.08387668887314106	0.08387669598626643	0.08387672124736925	0.08387627327777523	0.08387677771072669	0.08387679681334305	0.08387668935635076	0.08387670496146622	0.08387669307815755	0.08387668827494418	0.08387664475594638	0.0838766897477298	0.08387666468712895	0.08387669808947754	0.0838766914025584	0.08387671818700933	0.08387671557154626	0.08387670968343466	0.08387674814904429	0.08387670746866176	0.08387666321798452	0.08387656635792878	0.08387670978496528	0.08387670497881905	0.08387670692126015	0.08387671075556119	0.08387680673865895	0.08387533206772825	0.08387670571339438	0.08387759565534027	0.0838767385050636	0.0838767534299239	0.08387672063367531	0.08387671539901617	0.08387672443892401	0.08388125742721751	0.08387678725226326	0.08387764207943886	0.08387671506080531	0.08387672979800884	0.08387668890670485	0.08387681342206055	0.08387669931971432	0.0838775560886463	0.0838747418248687	0.08387670789089151	0.08387678997622691	0.08387669490646633	0.08387680988727166	0.08387675807745977	0.08387672753791714	0.08387668875387817	0.08387669341106685	0.08387720060597377	0.08387757272572836
IRF3	0.26776534764136484	0.2677653483778686	0.26776534414202807	0.26776534032368593	0.26776535748788877	0.2677653628163662	0.26776535439862037	0.2677653584113502	0.2677662443655955	0.2677653471294264	0.2677653542883328	0.2677653847042706	0.26776541318526953	0.26776534940167135	0.26776535018002073	0.267765948096372	0.2677661845226405	0.26776616325624336	0.26776622511499654	0.267765340482697	0.26776540125995635	0.26776534329956575	0.26776534403493496	0.26776534234472715	0.26776535045405203	0.26776534543999403	0.2677653465946656	0.2677653514581644	0.2677653482894419	0.2677653432825295	0.267765342107061	0.26776534202585317	0.2677653496319588	0.267765342014729	0.2677653822019588	0.2677653218962913	0.2677653204807516	0.26776533003854897	0.26776534389212364	0.2677653424606735	0.26776541649497415	0.26776536120160926	0.26776534677272124	0.26776534168634286	0.2677653681347852	0.2677653404736601	0.2677653409760405	0.2677653453891425	0.2677653376946148	0.2677653759341947	0.26776538324004145	0.267765340756308	0.26776534116283174	0.2677653416913905	0.26776534984211053	0.2677653429785186	0.26776534785759243	0.2677653403004923	0.267765342027605	0.2677653504184786	0.26776535703810217	0.26776535988903194	0.2677653480126287	0.2677653440928904	0.26776535353228953	0.26776534894587173	0.26776535019917946	0.26776534764156573	0.26776534764449295	0.26776534769809796	0.2677653439256603	0.26776538113449944	0.2677653280937357	0.2677653459498324	0.2677653472054565	0.26776536078890995	0.26776535520031175	0.26776535512890737	0.26776535006228724	0.26776535592088974	0.26776539615286016	0.267765385615593	0.26776537830721936	0.2677653480267093	0.26776534983378986	0.26776534803163554	0.2677653902466262	0.2677653449104222	0.26776535048788597	0.26776532799488856	0.26776535030356374	0.26776538904482344	0.2677653410712344	0.2677653870100271	0.2677653704347347	0.2677653557704736	0.2677653478207027	0.2677653441462824	0.2677653497918921	0.26776555037145633
TEAD1	0.24476886012203874	0.24476885793922443	0.24476885824459224	0.24476885784904542	0.24476885658837877	0.24476885833179896	0.24476885758930522	0.2447688561264455	0.2447687718057321	0.24476885674693602	0.24476885527051925	0.2447688531418742	0.24476885050438518	0.24476885535091558	0.2447688553251085	0.2447688073643285	0.2447687807703797	0.2447687844882736	0.24476877403476763	0.24476886005545564	0.2447688552637443	0.24476885774683332	0.24476885773270757	0.24476885920819882	0.24476886011742507	0.24476886009789714	0.24476885838472268	0.24476885584390856	0.24476885772777393	0.24476885830369388	0.24476885702544804	0.2447688591220747	0.24476885901060158	0.24476885939737603	0.2447688596421025	0.24476886007435827	0.2447688598744251	0.24476885850622326	0.2447688600332938	0.2447688588922234	0.24476885212160854	0.2447688567281944	0.24476885813480723	0.2447688593230481	0.24476885731924633	0.2447688600574549	0.24476885947994753	0.24476885708267018	0.24476885915779872	0.2447688568407831	0.2447688558865173	0.24476886006786067	0.24476885971861703	0.24476885929607065	0.2447688600833154	0.24476886008546272	0.24476886007969337	0.24476886010024032	0.24476885911523116	0.2447688600623575	0.24476885804080883	0.2447688577248318	0.2447688577979524	0.24476885613472077	0.24476885830097386	0.24476885758135047	0.24476885765155215	0.24476885777309515	0.24476885804757512	0.24476885804372053	0.24476885795663572	0.2447688537261979	0.24476885957416358	0.2447688590688298	0.24476885703910828	0.2447688554783394	0.24476885502002174	0.24476885702944273	0.24476885767556927	0.24476885673275925	0.24476885455703448	0.24476885654692296	0.24476885601292367	0.2447688576474514	0.2447688579464104	0.24476886002943588	0.24476885503992066	0.24476885963515022	0.2447688555359081	0.24476885788159541	0.24476885825464845	0.24476885536123982	0.24476885968877288	0.2447688543672348	0.2447688536928787	0.2447688565364357	0.244768860099234	0.24476885960494826	0.24476885775304794	0.24476884162085502
EPAS1	0.24958511036433634	0.24958511036433212	0.24958511036436312	0.24958511036436332	0.24958511036431713	0.2495851103642885	0.24958511036432338	0.24958511036431688	0.2495851103642401	0.24958511036435801	0.24958511036434133	0.24958511036435696	0.2495851103643123	0.24958511036435652	0.2495851103643565	0.2495851103642887	0.2495851103642779	0.24958511036425127	0.2495851103642612	0.24958511036436326	0.24958511036433112	0.24958511036435335	0.2495851103643505	0.24958511036436345	0.24958511036432499	0.2495851103643452	0.24958511036434955	0.24958511036434652	0.24958511036434702	0.24958511036436315	0.2495851103643632	0.2495851103643631	0.2495851103643333	0.24958511036436248	0.2495851103643632	0.24958511036435876	0.24958511036436296	0.24958511036433978	0.24958511036435085	0.24958511036436284	0.24958511036436196	0.24958511036430017	0.24958511036434614	0.24958511036436315	0.24958511036436315	0.2495851103643633	0.24958511036436318	0.24958511036436287	0.24958511036436318	0.24958511036436318	0.24958511036435696	0.24958511036436334	0.24958511036436332	0.24958511036436326	0.24958511036432554	0.24958511036435294	0.24958511036433423	0.24958511036436293	0.24958511036436315	0.2495851103643249	0.24958511036432857	0.24958511036430533	0.2495851103643478	0.249585110364361	0.24958511036432232	0.24958511036434514	0.2495851103643399	0.24958511036434933	0.24958511036434747	0.24958511036434736	0.249585110364363	0.24958511036436232	0.24958511036436326	0.24958511036436315	0.24958511036435826	0.24958511036430966	0.24958511036432432	0.24958511036432415	0.24958511036433956	0.24958511036432446	0.24958511036435632	0.24958511036433806	0.24958511036435965	0.24958511036434816	0.2495851103643262	0.24958511036433315	0.24958511036432462	0.2495851103643632	0.24958511036435468	0.24958511036434822	0.24958511036433553	0.24958511036430941	0.24958511036436326	0.24958511036434652	0.2495851103642891	0.24958511036432462	0.24958511036433353	0.24958511036435135	0.2495851103643275	0.24958511036433662
