	TNFSF11_SLIT1_HRG_ADAM17_NODAL	PRL_IL1A_COL1A1_BMP4_NRG1	NRG2_SLIT3_KNG1_BMP2_HGF	NRG2_TNFSF14_IL1A_LIF_EFNA1	CSF1_WNT5A_SYK_NRG1_IL16	EREG_NGF_FN1_NRG1_GAS6	FN1_IL4_NTF4_LEP_NRG1	IFNA1/IFNA13_IFNG_IL10_NRG1_GDF7	IGF2_PDGFA_HRG_INHBA_IL23A	F2_LIF_SYK_GAS6_IL23A	TNFSF11_SLIT2_IFNG_IGF1_RGMA	PRL_IFNG_IL4_EDN1	AGT_KNG1_IFNG_IGF1_RGMA	IFNG_IL1B_HLA-B_BDNF_PTH2	IFNG_CCK_LIF_IL10_IL34	PDGFA_LIF_KITLG_LEP_SHH	SLIT2_PDGFA_DCN_CCL5_GDF7	PRL_PTH_PDGFA_HRG_FGF2	SLIT2_NGF_GAST_PDGFA_IL34	IFNB1_FN1_WNT1_GDF7_NODAL	AGT_POMC_HRG_CCL4L1/CCL4L2_NODAL	SLIT2_LTA_CD48_VEGFA_CXCL12	POMC_LTA_HRG_IL3_PTPRF	TNFSF11_SEMA7A_SLIT2_COL1A1_FGF2	TNFSF11_IFNA1/IFNA13_HRG_CCL5	TNFSF11_SLIT3_PDYN_IFNA1/IFNA13_HRG	TGFB1_INHBA_CCL5_KITLG_GAS6	TGFB1_KITLG_BDNF_FLT3LG_GDF7	SEMA7A_FN1_INHBA_LIF_KITLG	TGFB1_HGF_CXCL12_IL16_IL34	WNT11_IL1A_INHBA_PTHLH_FGF23	TNFSF14_IL1B_INHBA_IL3_LIF	PRL_FGF1_BMP2_LIF_RGMA	WNT11_PRL_CCK_NTF3_IL16	SEMA7A_IFNA1/IFNA13_HLA-A_GAS6_FGF21	TNFSF14_TNF_PTPRF_IL16_IHH	POMC_FGF1_DCN_IHH	HLA-B_HGF_CCL3L1/CCL3L3_IHH_RGMA	SLIT1_OXT_CD48_PTPRF_AREG	SLIT2_PDYN_IL4_HGF_CD80	AGT_GAST_HLA-A_EDN1_SYK	NGF_IFNB1_IL1B_VEGFA_FGF23	NGF_IL1B_HLA-B_IL10_IL12A	F2_TNF_LIF_IL10_IL12A	IL4_EDN1_WNT5A_CD86_FGF21	IFNB1_COL1A1_DCN_CTSG	PTH_HLA-A_IL4_EFNA1_BDNF	WNT11_IL4_CD48_PTHLH_FLT3LG	CSF1_PTHLH_BMP2_BMP4_IHH	OXT_WNT1_EDN1_CD48_PTH2	CGA_INS_HLA-B_BDNF	OXT_IL10_TGFB2_CCL8	FGF1_TNFSF10_TGFB2_SHH	SLIT1_FGF2_CD48_TNFSF10_TGFB2	IFNA1/IFNA13_FN1_HRG_GAS6_GDF7	SLIT1_HLA-B_VEGFA_CD86_PTH2	HLA-B_WNT1_CCK_PTH2_RGMA	POMC_DCN_AREG_IHH	COL1A1_CTSG_CD48_CSF1_GAS6	PTH_GAST_HRG_CCL3L1/CCL3L3_GDF7	KNG1_NGF_IFNA1/IFNA13_COL1A1_GDF7	NGF_PDYN_HLA-C_CD86_GAS6	PDYN_IGF2_PTPRF_AREG_NTF3	IGF2_IL1A_COL1A1_DCN_CCL8	IGF2_HRG_CTSG_BMP2_CCL3L1/CCL3L3	TNFSF14_SLIT2_IGF1_IL12A_TNFSF10	EGF_OXT_CCL8_IL16_IL34	PDYN_LIF_CCL3L1/CCL3L3_KITLG_WNT5A	IFNA1/IFNA13_IL3_KITLG_TNFSF10_SST	PDYN_KITLG_BDNF_LRRC4B	WNT11_PRL_IFNB1_HGF_BDNF	POMC_PRL_EDN1_FLT3LG_GAS6	GAST_HLA-B_FGF2_LEP_IHH	KNG1_BMP2_BDNF_LEP_CXCL12	IGF2_FGF2_HLA-C_PTPRF_AREG	TGFA_IFNA1/IFNA13_IL1B_KITLG_CD86	EGF_TGFA_IL1A_IL1B_TNFSF10	TGFA_BMP2_IL12A_CD80_TGFB2	EGF_INHBA_BMP4_AREG	TGFA_TGFB1_GAST_IL10_FGF21	SEMA7A_IFNG_HLA-A_HGF_NRG3	EDN1_IL3_NRG3_NRG1_GDF7	WNT1_EDN1_HLA-C_TGFB2_NRG4	EGF_FGF2_GAS6_NRG4_LRRC4B	IL1A_HRG_BMP4_CCL3L1/CCL3L3_NRG3	CD48_CD80_NRG4_RGMA	CGA_IL1A_ADAM17_NRG1_IL23A	KNG1_CD48_LEP_ADAM17_NRG4	SEMA7A_TGFB1_HLA-C_SYK_HBEGF	HLA-B_IGF1_AREG_ADAM17_IHH	F2_IGF2_WNT5A_NRG1_HBEGF	WNT11_NGF_CGA_INS_ADAM17	PRL_HLA-A_PTHLH_HBEGF_FGF21	SLIT3_EDN1_CSF1_KITLG_ADAM17	TGFA_NGF_IFNG_BTC_GDF7	TNFSF14_TGFA_BDNF_BTC_IL34	TGFB1_AREG_NRG3_RGMA	FN1_PTPRF_BTC_FGF21_LRRC4B	TNFSF11_EGF_LTA_HRG_NRG4	KNG1_PTH_PDGFA_BTC_FGF21
E2F1	0.0013701368934377885	0.0013700986812077648	0.0013700966091354956	0.00137009845110686	0.0013700864619998812	0.0013700994574575845	0.001370099083460027	0.0013700967514543888	0.0013699889924242913	0.0013700957899115765	0.0013701348203697138	0.0013700894413212169	0.00137008574236619	0.001370096312006436	0.0013700960206098841	0.0013700237495847503	0.0013699950133408195	0.0013699980314689317	0.001369990394079884	0.0013700996862259095	0.001370086529213915	0.0013701246655676317	0.001370124628319825	0.0013701364460072735	0.0013701352646755492	0.0013701346964841655	0.0013700969460454023	0.0013700962800377253	0.001370098980567279	0.001370092277131596	0.0013700980813364971	0.0013700971224492587	0.0013700973167083174	0.0013700883657352919	0.0013700973933721456	0.0013700884984357842	0.0013700970136311915	0.0013700970514714046	0.0013700973396376028	0.0013700968591165545	0.00137008196375437	0.0013700975799346312	0.0013700975980249148	0.0013700970469399745	0.0013700920388095973	0.0013700972507347771	0.0013700972138079364	0.001370096431091519	0.0013700969781741486	0.0013700905265893724	0.0013700895670190148	0.0013700971859495277	0.0013700970204241125	0.0013700969232603702	0.0013700999911751353	0.0013700974752952173	0.0013700976134291844	0.00137009716928466	0.0013700969510662393	0.001370097603610563	0.0013700962006563924	0.0013700971649334135	0.0013700967442241102	0.0013700978950234091	0.0013700972412535796	0.001370096875302541	0.0013700875110948625	0.0013700967111097049	0.0013700967541688872	0.00137009680648027	0.0013700966712459134	0.0013700896234546305	0.0013700969749500342	0.0013700962197497955	0.0013701510971672413	0.0013700968185769605	0.0013700977621383108	0.0013700968819158825	0.0013700963555180706	0.0013700967221588357	0.001370096146107197	0.0013700901937364297	0.0013701438187652462	0.00137009643503639	0.001370098750027561	0.0013700975653517737	0.0013700907092174023	0.0013700963336121645	0.0013701476221437655	0.0013700967624561298	0.001370097062361474	0.0013700911579628463	0.0013700971465835916	0.0013700894775698583	0.001370096103315628	0.0013700967564899858	0.001370097608471683	0.0013700992396836328	0.001370118005461292	0.0013700746206015298
SP1	-0.00048634020460506627	-0.00048644820488064256	-0.00048645155637946	-0.0004864481294089144	-0.0004864759856214502	-0.0004864516058401242	-0.00048645069448453697	-0.0004864481752030261	-0.0004858321425436951	-0.0004864516302127488	-0.0004863279713169743	-0.0004864338431687028	-0.00048642578703156234	-0.00048644663099375456	-0.00048644678478194816	-0.00048603164084767836	-0.00048587316475117245	-0.0004858885807011507	-0.00048584275068983083	-0.0004864548937607368	-0.0004864342081086086	-0.0004863727928851078	-0.00048637303182994885	-0.00048633985386952605	-0.0004863438968574543	-0.0004863462293991698	-0.00048645197124126346	-0.00048644771348883777	-0.0004864508975713125	-0.00048646412960928433	-0.0004864465008433872	-0.0004864529759674197	-0.0004864529868172861	-0.000486477204600142	-0.00048579318792088387	-0.00048679299693314443	-0.00048678198598325033	-0.00048675368399696625	-0.00048646230043389077	-0.0004864533170345654	-0.0004864229186827448	-0.00048644782279139213	-0.0004864503055186257	-0.0004864535479538323	-0.00048644326745804245	-0.0004864547826464222	-0.0004864536392984914	-0.00048644957888516806	-0.0004865215845295217	-0.0004864405030889449	-0.00048643743258899115	-0.0004864547049762139	-0.00048645219664443686	-0.0004864541067414044	-0.00048645487887477367	-0.00048646187396776235	-0.0004864546421250488	-0.0004864586702533892	-0.0004864533012330567	-0.0004864543761501811	-0.00048645007086927077	-0.00048645049131953343	-0.000486451437676691	-0.00048644525477292054	-0.00048645179372536576	-0.00048645890643600573	-0.0004864744755183349	-0.000486451421353799	-0.00048645219388691283	-0.0004864518816634084	-0.0004864512653149666	-0.0004864358372048589	-0.00048667287255733715	-0.0004864520757814661	-0.00048630902848481475	-0.0004864468050278519	-0.0004864444060094176	-0.0004864496776064572	-0.0004864505189831489	-0.0004864490659585675	-0.00048572044334984233	-0.00048643896945365554	-0.0004863015663748001	-0.00048645057332923574	-0.0004864482045475128	-0.00048645477731173	-0.0004864347630050145	-0.00048645310348739896	-0.000486315388355146	-0.0004867677469233692	-0.0004864517258306355	-0.00048643853166704015	-0.0004864538128630637	-0.00048643533113538215	-0.0004864436590451564	-0.00048644856783288266	-0.00048645480187596964	-0.0004864540532540927	-0.00048637252791059057	-0.00048631271418343426
ATF2	-0.00031018517671816477	-0.00031031124758319355	-0.00031029077024010787	-0.00031031115558820206	-0.0003102156510558126	-0.0003102906574182721	-0.0003102906879427752	-0.00031029029310665983	-0.00031018663138093614	-0.0003102899692981202	-0.0003101837047575752	-0.00031028442567188953	-0.0003102807349325074	-0.0003102925347793233	-0.00031029009827037373	-0.00031021856382237124	-0.00031019276028533354	-0.0003101952413528871	-0.00031018820509720233	-0.0003102913391925717	-0.0003102817267237578	-0.0003100591729411956	-0.00031005893776808936	-0.00031018518493288404	-0.00031019407009726216	-0.0003101960247672577	-0.00031029090240743145	-0.0003102902846352324	-0.00031029075220272975	-0.0003102534238731679	-0.0003103110616238756	-0.0003102909266488722	-0.00031029103354105223	-0.0003102189453682113	-0.0003102916396261022	-0.00031021761858721666	-0.00031029117960313263	-0.00031029133778595614	-0.0003102912324413403	-0.00031029096925108284	-0.0003102784835776492	-0.0003102985166094605	-0.00031029949269423723	-0.0003102911504969273	-0.0003102868241064002	-0.00031029132562561726	-0.00031029157634249925	-0.00031029060802513194	-0.00031029111015802753	-0.0003102852914344985	-0.000310284791957271	-0.0003102912762831156	-0.00031028875414897665	-0.00031028935857394684	-0.0003102912931575208	-0.00031029191185950915	-0.00031029169079644774	-0.0003102912252973393	-0.0003102908060917314	-0.0003102912132700229	-0.00031028999800282773	-0.000310291802361699	-0.0003102906795109408	-0.00031031084694294357	-0.00031029083930911023	-0.00031028837731495286	-0.0003102173840426607	-0.00031029067953631276	-0.0003102886084642847	-0.0003102907403558631	-0.0003102908209885784	-0.00031028469881806805	-0.0003102913375862251	-0.0003102904341306992	-0.0003107617740173191	-0.0003102924764788186	-0.00031030669600145194	-0.000310290532873944	-0.00031029086935517515	-0.000310290397446953	-0.00031029028269096966	-0.0003102849531992086	-0.0003107461459821757	-0.0003102908199617924	-0.0003103112541528826	-0.0003102910034932744	-0.00031029586108165784	-0.00031029037366037837	-0.00031073769444304983	-0.0003102912068999668	-0.0003102908530520479	-0.0003102855849509703	-0.00031029163010454946	-0.00031028444934404523	-0.0003102894852863256	-0.0003102902757206136	-0.0003102912978377403	-0.00031029124212002783	-0.000309964231195322	-0.0003102680043476933
BCL3	-0.0003696398613040545	-0.0003696398586762397	-0.0003696398781002194	-0.00036963988819887394	-0.0003696398308484519	-0.00036963980898624264	-0.0003696398405017975	-0.0003696398284664222	-0.00036963692980027167	-0.0003696398690504452	-0.00036963984603057394	-0.0003696397740979394	-0.0003696396891328175	-0.0003696398629373784	-0.00036963986092126435	-0.0003696378957046357	-0.00036963712466694736	-0.0003696371906141588	-0.0003696369943346473	-0.00036963988735194746	-0.0003696397247325447	-0.00036963987725493656	-0.00036963987455337774	-0.00036963988267790625	-0.00036963985086652215	-0.000369639869477101	-0.00036963986790104444	-0.00036963985475551274	-0.0003696398628869634	-0.0003696398802692822	-0.0003696398836837762	-0.00036963988341970696	-0.00036963985544219836	-0.0003696398832653658	-0.00036963978233231937	-0.0003696399327964548	-0.00036963993760583076	-0.00036963990667397245	-0.00036963987509738773	-0.0003696398822471609	-0.0003696396954925835	-0.0003696398166861124	-0.00036963986662048523	-0.0003696398842917852	-0.0003696398176674137	-0.0003696398873820426	-0.0003696398860932579	-0.0003696398748809898	-0.0003696398943438459	-0.00036963979803322154	-0.0003696397777811767	-0.0003696398866921191	-0.000369639885655968	-0.0003696398843057813	-0.00036963985261028587	-0.0003696398780042813	-0.00036963986018348315	-0.0003696398877127092	-0.00036963988343241924	-0.0003696398509775765	-0.00036963983538535264	-0.0003696398213346051	-0.00036963986380370093	-0.00036963987802723946	-0.00036963984236346783	-0.0003696398606714073	-0.00036963985595972823	-0.0003696398651946069	-0.000369639864630788	-0.0003696398644660101	-0.00036963987861106883	-0.0003696397846743677	-0.00036963991853415033	-0.0003696398735530996	-0.0003696398689198493	-0.0003696398204004332	-0.0003696398391423163	-0.0003696398388818122	-0.0003696398562116839	-0.0003696398369761733	-0.0003696397451527781	-0.00036963976620536164	-0.0003696397909856834	-0.000369639863881377	-0.0003696398532654231	-0.00036963985942185557	-0.00036963975080918067	-0.00036963987618683056	-0.0003696398595880274	-0.00036963991432604256	-0.00036963985440672804	-0.00036963974910014823	-0.0003696398858705703	-0.0003696397651979803	-0.0003696397899846889	-0.0003696398374089968	-0.0003696398600688396	-0.00036963987459822246	-0.0003696398532200312	-0.0003696392039194903
STAT6	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.0002204166187961764	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00018014812667279764	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.0002183946600215019	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00018850423121105232	0.00012502993960168695	0.0002134845676156588	0.00019827858374896779	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695	0.00012502993960168695
ZBTB17	-0.00017807954161525434	-0.00017685277921543184	-0.00017687679259846683	-0.00017684636470377272	-0.00017708175342403957	-0.00017693924599437473	-0.00017693083122017985	-0.00017689134133801402	-0.0001770778506494593	-0.00017687835379019053	-0.00017807945119430676	-0.00017688143382347128	-0.00017689455928982512	-0.00017687787439757882	-0.0001768809666088134	-0.00017704647564476903	-0.0001770576460428274	-0.00017706145351678752	-0.00017706972106839238	-0.00017692769153809565	-0.00017688649890981468	-0.00017818279685756627	-0.00017818441237469644	-0.00017807191507348825	-0.00017801377225630627	-0.00017799347976040834	-0.00017688057818181165	-0.00017688178041058594	-0.0001769272179926877	-0.0001768764389473041	-0.0001768447199664252	-0.00017687993720474975	-0.0001768850613897856	-0.00017687618431562558	-0.00017692399795803858	-0.00017685703868514183	-0.00017685357149039422	-0.0001768616566147633	-0.0001768758695077563	-0.00017687694492608905	-0.0001768788450722907	-0.000176882221981069	-0.00017686872610611867	-0.00017687665496423906	-0.00017687726433636249	-0.00017687662800203475	-0.00017687662262204156	-0.00017687704752236618	-0.00017687173917239958	-0.00017687739200648883	-0.00017687882538931638	-0.00017687647057322876	-0.00017688066562561666	-0.00017687897737134789	-0.00017693503530711154	-0.000176875833282185	-0.0001768846204141132	-0.00017687686036432941	-0.0001768766466769772	-0.00017688662614557767	-0.00017688690177523002	-0.0001768937202429201	-0.00017688160596963823	-0.00017684639812758324	-0.00017688820466178797	-0.0001768860100564462	-0.0001768683528650719	-0.00017688095472590977	-0.00017688471679871455	-0.00017688139874719012	-0.0001768768795634236	-0.00017687828409784434	-0.00017686086584964693	-0.00017687675426256172	-0.00017688314065262067	-0.0001768885880003697	-0.00017686230911643787	-0.0001768882093927896	-0.00017686885824389837	-0.00017688817690113403	-0.000176933176614798	-0.0001768841075957857	-0.00017688298854597097	-0.00017687181594827614	-0.00017685431124905805	-0.00017688492516235624	-0.0001768694834106681	-0.00017687565410503007	-0.00017688292263524344	-0.0001768580379863967	-0.00017688420332209466	-0.00017688883894118192	-0.00017687535037499413	-0.00017688149682660225	-0.00017689743197652673	-0.0001768881495294721	-0.00017688468515680166	-0.00017692058990891935	-0.00017835047738534894	-0.00017694118311095753
SMAD1	-5.3107508111875124e-05	-0.00012511038495311157	-0.0001181524665840356	-0.00017100281023850177	-0.00017096008999894065	-0.00017099382188679572	-0.0001709948527743001	-0.00016812716073761008	-0.00013659217387830408	-0.00017098982094233852	-0.00017108029842252396	-0.00017097303399419937	-0.00017095813374203437	-0.0001709960894352722	-0.00017099508829170938	-0.00017097901870290866	-0.00016825377860559782	-0.00017097848791193204	-0.00017098050246655227	-5.885035426629364e-05	-4.998169390157707e-05	-0.00017103616677812008	-0.00017103543188252382	-0.0001710792702493888	-0.00017107822073753528	-0.00017107685099700148	-0.00011180702186970096	-0.0001403607550090078	-0.00013270911102370654	-0.0001405882084353408	-0.00013170210618660316	-0.00013223969897985921	-0.00011681461403851271	-0.00017097210449046045	-0.0001716256098315182	-0.00017067208168967086	-0.00017068179798410696	-0.00017070718275958443	-0.00017098827453423411	-0.00017099412691081123	-0.00017094474694764135	-0.00017099690914999558	-0.00017099767423725922	-0.00017099495509458238	-0.0001709785333349722	-0.0001709948262304792	-0.00017099555068330577	-0.00017099549846881994	-0.00010898966052803022	-0.00017097341042661293	-0.00017097073364336142	-0.00017048598475704748	-0.00017053703859922235	-0.0001704940526423272	-0.00016852895901878147	-0.0001709890174590327	-0.00017099459559481348	-0.00017099057015603343	-0.00017099487931747378	-0.00016854202494282346	-0.00016847337527565946	-0.00017099339854917858	-0.00017099419128278887	-0.00017100257112986705	-0.0001156632550691986	-0.00017098805330910478	-0.0001709730539543637	-0.00017099420875409064	-0.00017099410436041478	-0.00017099413711084676	-0.0001709951555042226	-0.00017097284209050781	-0.00017078553189982384	-0.00011646373459862532	-0.00017111725687762275	-0.00017099593153611052	-0.00017100110518478208	-0.0001156842527187424	-9.5091574665772e-05	-0.00014035657273851223	-0.00017168748450744405	-0.00016825360289153386	-0.00017054834937791846	-0.00017099586423186832	-0.00012175856036474414	-0.00017099458067941465	-0.00017097483337377562	-0.00017099203691242377	-0.00014368483994646513	-0.00017069292388152777	-0.00017099493423839777	-0.00017097562846293476	-0.0001709953049611237	-0.0001709717574147961	-0.00016855252712996303	-0.00017099552327143458	-0.00014190100566188404	-0.00017099495759552696	-0.0001710177829537059	-0.00017099927494959287
STAT2	-0.0001240971811603668	-0.0001240395665655409	-0.00012404045511989109	-0.00012380579990147305	-0.00012403874488017851	-0.0001240401967811819	-0.0001230659764462414	-5.597411052534014e-06	-4.3472109608314544e-05	-0.00012229711224703876	0.00013615051497715307	-2.090804636790042e-05	9.431162379094289e-05	-9.05650656381358e-06	-8.914776454596334e-06	-7.038639949432423e-05	-5.578950711841147e-05	-5.9049534822684955e-05	-5.029121135991135e-05	-0.00012301050265378654	-0.00012403198015795876	-0.0001241008736212995	-0.00012409942437513374	-0.00012409706508531744	-0.00012401327042840156	-0.00012373440206544872	-0.00010833442019793119	-0.0001033688817071375	-0.00010344874746244108	-0.00012404057867672003	-0.00012403939444116004	-0.00012228129674085185	-0.0001222751881356771	-0.00012404075894463352	-0.00012355877214975818	-0.0001240404075565008	-0.00012404045938331596	-0.00012399983167348563	-0.0001240407103828398	-0.000123086756597844	-0.00012399208844289893	-0.0001230110326461925	-0.00012399967527918204	-0.00012269249698469955	-0.00012338722405049937	-0.0001230117143316456	-0.00012310760378367406	-0.00012329112348846523	-0.00012404062089146065	-0.0001240355703159231	-0.00012401757180528902	-0.00012403386147130768	-0.0001240410695162105	-0.0001240409025681057	-0.00012360791281247692	-0.0001240089288037018	-0.0001240001685437584	-0.0001240412991609968	-0.00012404075643789177	-0.00012404086801118524	-0.00012399717248288538	-0.00012390670192785283	-9.305452786840552e-05	-9.274648046960854e-05	-9.309342381632092e-05	-8.022471994223527e-05	-8.43469521892997e-05	-0.00010726723945817638	-0.00010450016152936934	-0.00010512190919503096	-0.0001230333093151075	-0.00012403481654019903	-0.00012402030205566753	-0.0001240401518030612	-6.741368703447922e-05	-5.328793886424082e-05	-6.395451055638327e-05	-6.376122935911844e-05	-8.38795648188958e-05	-6.413885058381101e-05	-7.3574099536366775e-06	-0.00012403497205439403	-8.912509836084348e-05	-9.699639088544783e-05	-0.00012403955567141976	-0.00012404092721366895	-0.00012403337044089384	-0.000124038822968304	-8.992387827582243e-05	-8.583972456080474e-05	-9.248418500437477e-05	-0.0001240298706203837	-0.0001240031226176599	-0.00010310236267830689	-2.1656416156615784e-06	-6.444476211527788e-05	-0.00012404076231158063	-0.0001240368678658344	-0.00012409686876865887	-0.00010461616788412844
GLI1	-7.463966784512163e-05	-7.464189667513325e-05	-7.464198050729807e-05	-7.464190981043706e-05	-7.464246345296322e-05	-7.464194636527241e-05	-7.464194398588617e-05	-7.464188887172181e-05	-7.460028222771564e-05	-7.464197961258782e-05	-7.463941751329339e-05	-7.464161166504884e-05	-7.464142419401399e-05	-7.464185671313565e-05	-7.464187880615912e-05	-7.461879097635536e-05	-7.460343503224217e-05	-7.460504378646544e-05	-7.460122137253855e-05	-7.464204950513538e-05	-7.464160701162614e-05	-7.464034894362557e-05	-7.464035252941857e-05	-7.463967326813939e-05	-7.463973876317757e-05	-7.463979645908285e-05	-7.464198268474565e-05	-7.464189330571012e-05	-7.464193815538617e-05	-7.464224023637477e-05	-7.464199351185749e-05	-7.464200981626333e-05	-7.464199601277702e-05	-7.464251001448459e-05	-7.443281330841304e-05	-7.448271414702297e-05	-7.447581395070554e-05	-7.448851666106522e-05	-7.464219667133221e-05	-7.464201673906412e-05	-7.464138832405247e-05	-7.464187373244239e-05	-7.464194666999626e-05	-7.464202165878698e-05	-7.464180926592102e-05	-7.464204722150746e-05	-7.464213843722727e-05	-7.464205921054887e-05	-7.460713646579167e-05	-7.46417247044022e-05	-7.464168580324119e-05	-7.464204565180372e-05	-7.464351406235349e-05	-7.464203324405404e-05	-7.464203143155063e-05	-7.464216007577975e-05	-7.464200365312196e-05	-7.464046398341995e-05	-7.464201656233272e-05	-7.464214869767762e-05	-7.464193354093953e-05	-7.464193128104782e-05	-7.464197082659547e-05	-7.464184934614025e-05	-7.464196618320746e-05	-7.464212386010365e-05	-7.464244299529975e-05	-7.464197121510665e-05	-7.46419862880343e-05	-7.464197979165026e-05	-7.464197444074578e-05	-7.464165537641325e-05	-7.453041398110647e-05	-7.464199124532838e-05	-7.463903427286324e-05	-7.464185717466166e-05	-7.464181451934889e-05	-7.464192332936408e-05	-7.464194798213758e-05	-7.464191083607574e-05	-7.441224044680533e-05	-7.464170865639316e-05	-7.463888076874288e-05	-7.464195315020165e-05	-7.464189389113173e-05	-7.464203291856088e-05	-7.464161543695374e-05	-7.464201250011578e-05	-7.463915449665432e-05	-7.448085466358683e-05	-7.464197100832817e-05	-7.464168612705867e-05	-7.464214013757144e-05	-7.464163748402999e-05	-7.46417825034492e-05	-7.4641900632199e-05	-7.464203361026193e-05	-7.46420265371352e-05	-7.464033128165298e-05	-7.463913964515944e-05
RELA	-6.381767758957926e-05	-5.3144803938121686e-05	-5.3146056137482686e-05	-5.315451922768079e-05	-5.314606706883598e-05	-5.314608589301795e-05	-5.314605214229713e-05	-5.314607301153386e-05	-5.313130674371598e-05	-5.3146037748103264e-05	-6.379706498418416e-05	-5.314599166767698e-05	-5.314599304812278e-05	-5.314591638600792e-05	-5.3146034117129954e-05	-5.313481677444966e-05	-5.313197033415188e-05	-5.313215776000999e-05	-5.313145850154144e-05	-5.3146036949228124e-05	-5.3146019516459984e-05	-6.398934951731838e-05	-6.39966247171266e-05	-6.381291292972046e-05	-6.326083188519293e-05	-6.31319707153817e-05	-5.314606846748932e-05	-5.314604822017372e-05	-5.3146032692542855e-05	-5.31460571355415e-05	-5.314477030447299e-05	-5.316589121138536e-05	-5.3146086812114954e-05	-5.314606711719066e-05	-5.314604161376171e-05	-5.316154763471775e-05	-5.314608199087874e-05	-5.3146089680430476e-05	-5.31464015185827e-05	-5.31460605004661e-05	-5.3145956651537935e-05	-5.314558914017898e-05	-5.314556443390861e-05	-5.314609004266171e-05	-5.3146031381429894e-05	-5.3146072494715366e-05	-5.314606781825955e-05	-5.314604643282173e-05	-5.314606752499132e-05	-5.314602194757217e-05	-5.314601570774064e-05	-5.314607238903115e-05	-5.314622781380644e-05	-5.314616174141897e-05	-5.314606907112924e-05	-5.314638066843656e-05	-5.3146095448449074e-05	-5.314607022417069e-05	-5.3146064302177165e-05	-5.3146102939122445e-05	-5.314607745714639e-05	-5.3146093482936286e-05	-5.314606240915408e-05	-5.3144762242707244e-05	-5.3146089107015693e-05	-5.316825302398044e-05	-5.314608018956519e-05	-5.3146061155148405e-05	-5.31462069329951e-05	-5.31460650938402e-05	-5.3146054102955456e-05	-5.314599209249315e-05	-5.3146077003465374e-05	-5.3146060649519744e-05	-5.314599024515711e-05	-5.3145933767913266e-05	-5.314503721207762e-05	-5.314607610208239e-05	-5.3146080989496274e-05	-5.3146072935914336e-05	-5.3145997653665775e-05	-5.3146037197574985e-05	-5.314595975279072e-05	-5.314606997398072e-05	-5.3144808088912535e-05	-5.31460960483196e-05	-5.314533627810855e-05	-5.314606649714472e-05	-5.31459756655677e-05	-5.314607827126495e-05	-5.314607859693179e-05	-5.3146055388847645e-05	-5.31460702146768e-05	-5.3146011701581675e-05	-5.314607330709152e-05	-5.316549020836352e-05	-5.3146096455153003e-05	-5.314604978537948e-05	-6.51571575333955e-05	-5.31415497058214e-05
