	OXT_PTH_FN1_CCL3L1/CCL3L3_NRG1	SEMA7A_IGF1_HLA-C_PTPRF_KITLG	NGF_HGF_VEGFA_KITLG_GDF7	CGA_LTA_KITLG_IL10_TGFB2	OXT_TNF_VEGFA_KITLG_BTC	TNFSF14_TNF_EDN1_INHBA_KITLG	F2_IL1A_KITLG_NRG4_IL23A	INS_KITLG_TNFSF10_ADAM17_CCL4L1/CCL4L2	PTH_IFNA1/IFNA13_PDGFA_CTSG_KITLG	POMC_COL1A1_IL4_HLA-C_PTHLH	EREG_SEMA7A_AGT_COL1A1_BTC	OXT_COL1A1_FGF2_CD48_PTHLH	SLIT1_PTH_DCN_NTF3_CD80	TGFB1_PTHLH_IHH_RGMA	PTH_COL1A1_FLT3LG_HBEGF_IL23A	PTH_HLA-A_BMP4_LTB_IL23A	GAST_HRG_CD48_EFNA1_SHH	FN1_EDN1_CCL5_EFNA1_LRRC4B	IL1B_COL1A1_HLA-A_EFNA1_CCL4L1/CCL4L2	NRG2_INS_GAST_COL1A1_NTF3	F2_COL1A1_BMP4_AREG_NRG3	IFNG_IL1B_IL3_BMP4_NRG4	TGFB1_TNF_HLA-A_IL3_CCL4L1/CCL4L2	CCL3L1/CCL3L3_IL10_IL12A_BTC_CCL4L1/CCL4L2	HLA-A_WNT1_CD48_NRG3_SHH	EREG_F2_BDNF_IL34_NRG4	IFNG_DCN_NRG3_CCL8_CCL4L1/CCL4L2	HLA-B_FGF2_CCL3L1/CCL3L3_CD86_HBEGF	AGT_EFNA1_CD86_SST_IL34	NGF_DCN_INHBA_FGF2_SHH	WNT5A_FLT3LG_TNFSF10_TGFB2_IHH	KNG1_TGFA_LIF_TGFB2_ADAM17	IFNG_CTSG_NTF4_TNFSF10_PTH2	F2_GAST_VEGFA_IL16_HBEGF	GAST_CCL5_IL10_NRG3_FGF21	OXT_IFNB1_FGF1_RGMA_FGF23	GAST_IFNG_BDNF_FLT3LG_IL16	F2_EDN1_CD80_GAS6_NODAL	F2_PRL_IL4_FGF1_CTSG	F2_PRL_PTH_GAST_CCL4L1/CCL4L2	AGT_POMC_CGA_HGF_BTC	EGF_PDYN_CGA_CTSG_HLA-C	CGA_IGF2_IFNA1/IFNA13_IFNB1_LIF	CGA_HLA-A_EDN1_IL23A_LRRC4B	KNG1_EGF_HRG_LIF_IL23A	F2_IGF2_LIF_IL12A_RGMA	CCK_AREG_TGFB2_ADAM17_HBEGF	SLIT2_EGF_CCL5_CD86_CCL4L1/CCL4L2	HLA-C_CCL5_AREG_FGF21	NRG2_LIF_AREG_CCL3L1/CCL3L3_GDF7	CD48_AREG_TGFB2_IL16_RGMA	IFNB1_HLA-B_IL4_CD48_PTPRF	IGF2_HLA-A_HLA-C_IL12A_LEP	HRG_INHBA_CD86_IL16_SHH	TGFB1_PTH_IL10_SYK_CCL4L1/CCL4L2	PDGFA_BMP2_HGF_HBEGF_IL23A	TGFB1_IGF1_IL12A_NTF4_NODAL	IGF2_INHBA_LTB_NODAL_IL23A	IGF1_FGF1_IL3_CSF1_BMP4	WNT1_IGF1_IL3_BTC_HBEGF	EREG_PDYN_HGF_SST_IHH	SEMA7A_INS_INHBA_LRRC4B	INS_IL3_FGF2_PTPRF_NTF3	NGF_POMC_PTPRF_FLT3LG_IL23A	IL4_DCN_FGF2_PTPRF_GAS6	PDYN_GAST_HRG_BMP4_SYK	IFNA1/IFNA13_INHBA_PTPRF_SHH_FGF21	FGF1_PTPRF_BTC_CXCL12	EREG_POMC_INHBA_PTPRF_RGMA	TNFSF14_F2_AGT_PTH_IFNB1	OXT_INS_LTA_NRG1	LTA_CTSG_AREG_ADAM17_NRG1	EGF_TNF_IGF1_FGF2_HLA-C	EGF_INS_IL1B_HRG_FGF1	TNFSF11_AGT_PRL_IFNB1_PTPRF	POMC_LTA_IL1B_CD80_GDF7	AGT_NGF_GAST_TNF_CD86	TGFA_TNF_CCK_TNFSF10_TGFB2	TNFSF14_GAST_BMP4_IL16_IHH	TNF_EDN1_BDNF_TGFB2_LRRC4B	TNFSF14_CTSG_INHBA_CXCL12_SST	TNFSF14_KNG1_NRG3_SHH_NODAL	TNFSF14_INHBA_FGF2_VEGFA_CXCL12	TNFSF11_IFNB1_IL3_NRG3_SST	TNFSF11_TNFSF14_IFNA1/IFNA13_HLA-B_FGF21	SLIT3_TNF_IFNA1/IFNA13_COL1A1_RGMA	TNFSF11_AGT_TGFB1_IFNA1/IFNA13_TNFSF10	SLIT3_IL12A_TNFSF10_IL16_FGF23	IL4_BTC_TNFSF10_CCL4L1/CCL4L2_HBEGF	IL1A_BTC_SYK_TNFSF10_IHH	IL1A_CSF1_NTF4_ADAM17_IHH	IL1A_HRG_CTSG_HLA-C_TNFSF10	CCK_HLA-C_LEP_TNFSF10_IL16	LTA_IL1B_WNT1_IL12A_IHH	TNF_IL1B_IGF1_LIF_PTH2	TNFSF14_FGF2_KITLG_ADAM17_NRG4	SLIT3_TNF_PTHLH_IL12A_RGMA	TNFSF14_PDYN_IL12A_IHH	TNFSF14_IFNA1/IFNA13_PTPRF_CCL5_TNFSF10	NGF_CSF1_NTF4_TNFSF10_PTH2
SMAD2	0.842673153387458	0.8437885222754357	0.83433158408255	0.9941285380987237	0.8072150988538862	0.9837244762635915	0.7990712907401353	0.6888773881381336	0.588299226689975	0.816807718380009	0.8234790308201481	0.835232160887209	0.5133367283236765	0.9009727452273419	0.8226623095396725	0.4878385009240979	0.5451448946747884	0.8280886983804532	0.6314363740554366	0.7832090156309495	0.784552512511878	0.18406944366927175	0.8512320031973233	0.3640515729055252	0.4159641095465111	0.33464051689603475	0.4016927724332435	0.33920645167307234	0.49862294902544935	0.907959893860339	0.8863528237253372	0.8885194418257129	0.21519493875403756	0.2922906590960892	0.2980832192190003	0.28830811666144013	0.2948045160408978	0.40958783188675624	0.34797300839128403	0.4668426627411403	0.361370048015463	0.3580625528213921	0.35942203811830076	0.4732736263216223	0.37364713215445655	0.3643239490294934	0.8365338353966244	0.1452679462442282	0.1267667077519638	0.1436638075194588	0.8042053480451083	0.4043708359107542	0.378713790386548	0.8707205610031153	0.8416751909532321	0.3724930676199881	1.0110559689018457	0.9019768996477123	0.3494997746810479	0.39357325329388	0.32801431477289245	0.8363728115318814	0.3030257949694653	0.5598678555746859	0.5100911492735705	0.4492146619466147	0.9064184912071273	0.4326691064909912	0.8871858233153285	0.3913704822326431	0.25178647516743746	0.2851142256931835	0.030333042351563123	0.16396706259174687	0.29925349183225985	0.2518252322517307	0.27586858344531345	0.8357776634559261	0.23023893493170847	0.8515270396996145	0.8411996801557001	0.8319449546203189	0.8051651232391602	0.12179568353861141	0.26228803533414324	0.4098071044001205	0.7508712516834255	0.17905788050695057	0.12240490569109103	0.19306969093445112	0.19027220405088985	0.17941014707616096	0.18842202042167466	0.2538000896963556	0.3481355334806622	0.3703886111453521	0.2186328099300406	0.21265420858028047	0.4273219679112535	0.25607968335260956
SMAD4	0.774946032288997	0.7429463878060667	0.9689674666555903	0.8698621759022553	0.7257764376580419	0.8614167595448754	0.6926962508959549	0.5868207132798736	0.34309270125883023	0.7867324720815747	0.7808234630852239	0.7800985364501809	0.5238703687963443	0.8965204131835305	0.7844840241510953	0.9499653924493526	0.5251756976216789	0.7869064485614674	0.7611763895872795	0.7820240878643828	0.9692428554962991	0.9464885444556759	0.9115628906860582	0.33538722262970405	0.4758046123456978	0.2708647403043755	0.420801302014557	0.31616917244957976	0.5253323205025594	0.9024967512897074	0.9074185672605555	0.8765158406859448	0.034679094091152746	0.1704435060367102	0.2138967642226448	0.13590054478582098	0.1866147318294067	0.270541256369116	0.17292955328033638	0.24765271435272046	0.12140394108697511	0.11434943404735723	0.1973812661214992	0.29258561336350175	0.16040252066491822	0.17835396842857776	0.8747437636346878	-0.0008578451497986037	-0.0010320792007455371	0.9058159139018692	0.8776140692308425	0.3697957004855337	0.3693725458731032	0.8960935260599839	0.8879928558891269	0.9506523291891483	0.9216025278708864	0.9007716384033406	0.9534604246014661	0.4029924196895683	0.2548495383356605	0.8725700820768858	0.08397555145803899	0.553259523261271	0.5260227582425173	0.9560935801109223	0.8934434485402452	0.38330843749896604	0.8946783164067836	0.20843207904670064	0.07570167328527805	0.10914188577418087	-0.0010313125635405505	-0.0005199032773832837	0.17382651482509917	0.9527319175975112	0.1046110275619562	0.8980362577457892	0.9489960450813543	0.8896353153121158	0.8893787008405079	0.8849378681921406	0.9055449338375895	0.07039930437863401	0.29747874474662206	0.6149443472436816	0.8912505635053869	0.1407564505144939	0.06173552026079483	0.15520530973737925	0.13155844520457577	0.059020772355925954	0.07778733946058985	0.32206074763429704	0.37817458117437114	0.4780124109043497	0.2542590230697814	0.2439587176318646	0.4584199018036342	0.2220176144271056
SMAD1	0.5722100016491187	0.5395158801885609	0.9672281186942556	0.706550633324163	0.5240926536389591	0.6917697236969648	0.4968655594481659	0.429747030389832	0.2957184235698113	0.5857382367666978	0.5789176854629755	0.5780034425139039	0.39555270257278674	0.7610445303617538	0.5830944591348745	0.9040987226322077	0.3961908462113113	0.5858511200090725	0.5586746530290296	0.5805635005179371	0.9683247737114518	0.895078204453722	0.7954630602684342	0.29204479552610807	0.369308403961937	0.2565558620999828	0.33902770135744337	0.28151545305506576	0.39639618520049347	0.773886792571009	0.7853115228777129	0.7208427485050763	0.1266784518315825	0.20131309994955773	0.22524922758271976	0.182283597898872	0.21022006673304278	0.2565188990769973	0.20254099196436204	0.24342357631426165	0.17410640397198188	0.17022649800023612	0.21598921995539416	0.2681736324950942	0.19557058150113735	0.2054890555873562	0.7180450401885105	0.06045909990292874	0.05090282856149206	0.78711326633841	0.7237064729866669	0.31090714730104546	0.31073951860683535	0.7603576133443045	0.743436378533661	0.907139746771667	0.8196612943353994	0.7703532517912475	0.9164468059965416	0.32923241133533593	0.24774539081308497	0.7139559351060561	0.15362549858153682	0.41163268146210175	0.3967473745737317	0.9247002702276731	0.7543338919765243	0.3182828504028676	0.7571600982187423	0.22199860449556552	0.14919605874347666	0.16754269772923722	0.05119168153159288	0.07903825357722177	0.2031599707238289	0.9142806759780717	0.16506898301707312	0.7647642569673239	0.902755306050502	0.7470547185979781	0.7466154872076727	0.7376370798387557	0.7817143228838251	0.14660586141984372	0.27141019576970987	0.4462267873657747	0.7512119466532209	0.18523948865116166	0.1418289230753439	0.19316770446936682	0.18014097620196537	0.14018681470540723	0.15050768752660953	0.28498122023641087	0.31566929364818175	0.3706418606764989	0.24769961186537542	0.24203748931290192	0.35969710596433924	0.22983275748328116
TP73	0.9315815643016206	0.9222538078799882	0.9172120356825536	0.9453495431851009	0.9393997143897582	0.939814413319603	0.9162246062423495	0.8435018591904992	0.6564775949024679	0.9688172218076266	0.9737091850829713	0.9712640007385986	0.8655480797151025	0.7371699855499364	0.9246509344557073	0.510622708015799	0.58922317360529	0.9161427954539175	0.9476514949221361	0.9040777152422259	0.9703572926937984	0.3784589502765856	0.5256906833820337	0.609570163295192	0.8001644995903561	0.5539054227031714	0.7858530457830077	0.6842927963638189	0.8860487384122433	0.77980203648843	0.7338406766877036	0.7297814312137717	0.5718192541185405	0.6162814381920007	0.5900730922983758	0.6372413564286984	0.6078770642490727	0.7626891012028889	0.7231573530435123	0.5158821753520358	0.21468460671867973	0.20097392096864242	0.15673965188233274	0.4778891767734693	0.21587659217951907	0.18376438102198644	-0.0024788145970376534	-0.00406215686058869	-0.004065737202178296	-0.004062493960858728	-0.004065010931937216	0.22136966428983662	0.18977415953623	0.015744036809200605	0.04046347488928352	0.13925727551047815	0.14651017320854795	0.13947918169620485	0.08134712342926172	0.22670701181348984	0.034925152289002	-0.0021394487569773453	-0.0006628168209419715	0.6302425201074126	0.5453097535321658	0.3255999349339911	0.36602863520357914	0.30825913272693695	0.1451359739023134	0.7788560419011418	0.4643471065254041	0.5368974059500957	0.07483348013203822	-0.001855348419747467	0.4726661004255148	0.5460493019735604	0.510277870624128	0.4889485913126935	0.4638791335950105	0.47991639588847546	0.42345526338189066	0.42574030368379967	0.3008840850805527	0.08048806448578427	0.5699153659181107	0.8139561066609897	-0.0015684468792449406	-0.000565520198008569	-0.0018824396171496273	-0.0001697187701955542	-0.0008922753039679484	-0.0005659239331714178	-0.0004079395695363221	0.54939501126983	0.7194540592856721	0.7856176724013297	0.5616926506399809	0.4687349848820738	0.8222279536250995	0.17572140632359207
TP53	0.8896704018559202	0.8667305914886686	0.8549613826525738	0.9266010104944858	0.910162661576085	0.9112840288221309	0.8527053597622974	0.7209065848640793	0.5439379212750924	0.9996885356295834	1.0168333913642735	1.0081720887946473	0.7548078805570184	0.6027500301830082	0.8724774741451448	0.4666656791920149	0.5066966217786812	0.852519147185993	0.9331688735317978	0.8261846087605511	1.0050072372556687	0.39935433720520863	0.4743374193797268	0.5171378572453181	0.6651627361808913	0.4887092754045097	0.6493166845385219	0.5621321946318697	0.7906048918925754	0.6429411875221471	0.599920781882134	0.596525448434729	0.4978328663663776	0.5207085885459027	0.5071294823997132	0.5324072740872361	0.5162503516360921	0.6258667909611343	0.5911088716111821	0.4693443075359355	0.3159454378628408	0.3089626334994397	0.2864342747563156	0.44999460606295305	0.31655251189464395	0.300197874914466	0.0803621558985302	-0.0002769125515915872	-0.0004592580962626936	-0.0002940809486636619	-0.00042226940655844887	0.31935011433385513	0.30325863412712656	0.21462570047422455	0.22721522394789676	0.27753056153332567	0.28122443699758215	0.27764357757916036	0.2480371233483965	0.322068406786916	0.22439457551864236	0.09764593959803375	0.1728502883378974	0.528405184715406	0.48433167031755353	0.3724342271145242	0.39302442295125367	0.36360261711896674	0.28052456209086823	0.6419613879423386	0.4430976769857613	0.48004729107690164	0.24471974756846102	0.11211507054173879	0.4473345115222292	0.4847083198920026	0.46649005471258886	0.45562712726403287	0.4428593401683156	0.45102706168352397	0.42227160410102843	0.4234353671455327	0.3598465311124274	0.24759960762932257	0.49686322314248854	0.6815448509669896	0.1267268657897018	0.17780557136107858	0.11073532313180419	0.19796359983128248	0.16116404794085684	0.17778500929157054	0.18583109776081153	0.48641227781423274	0.5881457376420839	0.6490652211624989	0.49267542259188807	0.44533240810670044	0.6919442707645833	0.2961016159935622
JUND	0.9632783900933488	0.9201884405448617	0.9034269799526933	0.9371716693162465	0.8704672153495084	0.8729229975939538	0.7932746152569239	0.4937585723695453	-0.0016088627314049622	0.9685857721668149	0.963003700757943	0.9663645131212035	0.7753778986353436	0.530728670635433	0.9673938323369919	0.6811105225289614	0.7085555998067699	0.972112710402497	0.9743765834305509	0.9573595558444334	0.9551052824845422	0.5914547555001691	0.726007287323677	0.6527430755478443	0.8484522589682698	0.5106014864278529	0.7802329750561969	0.6666004375768947	0.8041409815504276	0.7983620835201762	0.7991906439289272	0.06708787616665761	0.016335665004545055	0.26848890834965644	0.42073550206308785	0.14510379114505959	0.32379092567845535	-0.0013441981202632128	0.0674924398430027	-0.0008332059916099873	-0.0018981728232651443	-0.002055659247783989	0.12213628392356933	0.07243878165002995	-0.0007999609003495393	0.027289080759345604	-0.0020467838177894463	-0.002016406608400645	-0.0020139132532083132	-0.00201229583238951	-0.0020166646164450027	0.640128025319167	0.712534677770382	0.47212158809770943	0.5059595009471343	0.5419641325894501	0.5522701289209869	0.5707624673242598	0.4959879875125274	0.7593579458806397	0.4715052194142688	-0.0019082600376270204	-0.0011881041557531347	0.7439197211324932	0.7856055445601329	0.3764411281454788	0.6070254693782079	0.589960182946116	0.5271126324822094	0.04539379264649209	0.04215095795517586	0.04993595771666453	0.1642719167959477	-0.0013701351110244995	0.25567058754324873	0.7986677895468027	0.06680167759892043	0.5090908113652596	0.4994025392092363	0.19282404588878516	0.16054578606493033	0.1279496330743012	0.6219293761680273	0.5133881477726707	0.7961455022216621	0.9759347770951202	-1.1964075238658185e-05	0.5784835975260474	0.4763491366368921	0.5833190777045694	0.49912376544311987	0.24949205702229127	0.29057923881835407	0.847787784694647	0.7953466007868678	0.9013846562772123	0.7925523625786808	0.7837711789098302	0.8049690397439856	0.6121754656247669
JUN	0.9822366482701749	0.9622412012000148	0.9515093444302744	0.9652855642763549	0.9279625668010727	0.9293367533306675	0.8951505238888268	0.7413245836229015	0.294455490679374	0.977487625253489	0.9764891069500583	0.9816498261078618	0.7708924386146299	0.5480147056105681	0.9783722563010969	0.7031637698472932	0.7475581304277502	0.9825486219704441	0.9409189998439047	0.9618308639196905	0.961124923150309	0.4134052037230785	0.545025494011978	0.6010536710349447	0.7835568365165686	0.4881986934015098	0.7216342523888484	0.590899935141979	0.7833935539544109	0.7608385563893751	0.7194407421639287	0.25774432251649815	0.09401295982590152	0.30798785369196985	0.40405724784417446	0.2307221729961671	0.3432246482284343	0.08523990766493318	0.23376275356813378	0.24081159499647523	0.08974424212080705	0.07751901444694533	0.2751851112729968	0.3400960162158727	0.16576432874146266	0.22239451777666538	-0.00044438421108731856	-0.0009757289398738002	-0.001127241461016	-0.0009865242930636453	-0.0010953795678535284	0.6239919040665981	0.6555778879056772	0.45184146513377066	0.4795791026101418	0.5378329434170921	0.5470207949726883	0.5539227924792037	0.4911335726982062	0.7005101797674451	0.4586406163428884	-0.00023955694314967894	0.08270395451927483	0.7722798508238525	0.7756123326198601	0.5020667780424728	0.6360637575237912	0.6160335798566344	0.5331977819436966	0.25943589860903943	0.1420754010230404	0.17432345025666446	0.03230599478723178	-0.00041997526031814795	0.30841025650212023	0.6513247097177275	0.17677445132842629	0.416242653498747	0.39916843095199367	0.23440692570391275	0.19225351770100454	0.17466571374069656	0.4060232551855614	0.3166783636810798	0.6556922552880019	0.9033265962242178	-0.0010173591813549218	0.40129885876662613	0.29300133523156263	0.4158699843657428	0.362505280309482	0.20397877476341778	0.23608997679252	0.7087483667280887	0.7077413996331431	0.8168833451847709	0.6198516147742824	0.6043449297272252	0.7554715415620422	0.48544973583824474
ELK1	0.9807440393304809	0.9609213751439142	0.9502339627611505	0.9644691178990448	0.9277344809149494	0.9290929375575897	0.8949610374064544	0.7434569254364665	0.3071898440856492	0.9757802358344514	0.975049654079058	0.9801645258130145	0.768528978091131	0.5475830272687932	0.9765722995209029	0.7010729434208218	0.7459715825607297	0.9808265840581326	0.9382982466557701	0.9598931976331811	0.9595022248375116	0.41193621786852525	0.5414586429966163	0.5983472259041036	0.7796169162768419	0.4877257152895146	0.7181324202902445	0.5878801690004585	0.7808002621134593	0.7576899322392302	0.7152616232884289	0.2661708263790906	0.10316800383537497	0.3117383083878032	0.40498562224127926	0.23676837135922454	0.34595492619576657	0.09696256714291669	0.24196247884908206	0.2516223908351903	0.10184300293707332	0.08983160224877515	0.281432822805561	0.34874503202264484	0.17591284479743025	0.23048468775867725	-0.00034388466108147497	-0.0008861445043378115	-0.0010389768116760795	-0.0008971194708853787	-0.0010067888941218182	0.6213986044402837	0.6518440789474256	0.45118174657940796	0.47844150246501843	0.5364423233453195	0.5454744223490984	0.5520457304635396	0.49030136418271064	0.6965306745949263	0.4580640518349605	-0.00014616930040369452	0.09137553168711048	0.7702137258184136	0.7727562409095574	0.5043439534649996	0.6343510460964906	0.6143652714356415	0.532064135792516	0.2721173622497866	0.1538839747214424	0.18623752638657648	0.04049163713036231	-0.0003243033687298758	0.3153687912076812	0.6493017591491308	0.18828982535361966	0.4202016262724561	0.40318966856515487	0.24369585081759332	0.20188543379020782	0.18485876175368637	0.40729420740989036	0.3182103145501224	0.6538182842354511	0.9000712258677365	-0.0009169932557030598	0.3998094458690284	0.2927804743375091	0.41449058298717506	0.3619783530584575	0.20822167521906995	0.23965310438793327	0.7055957274282522	0.7066234057971704	0.8140972602354337	0.6175279095189028	0.6021600316514902	0.7546654113082002	0.48397880676544003
ESR1	0.9899580849490732	0.9786719086656076	0.9733638849562646	0.979656411737289	0.9654131379708508	0.9660328816160808	0.9540326377390346	0.9156003012270627	0.8701839674754455	0.9500627483727409	0.9226438321898734	0.9617165127955094	0.7049622056180038	0.5372446340150292	0.9849515907938488	0.8738649453615884	0.808848600351553	0.9467266933691052	0.5880678496827587	0.928804309098707	0.8283383640944784	0.14044872715852708	0.2035438653942025	0.26327559010981927	0.3081761786092242	0.21369160961461553	0.25489274798302247	0.1766981578790665	0.41097233061744226	0.4021258053554526	0.2605984405759287	0.33145586457299336	0.015556249314318102	0.10936245448167076	0.11020288687034484	0.11036187221748844	0.11050960260393311	0.1685912026575692	0.2532948904797084	0.8357880585673615	0.6168931586210971	0.6174296514143315	0.6747937113077794	0.7648251836113279	0.680418944645562	0.675139953777893	0.4147039622628193	0.3448025108845879	0.2778279507174615	0.34232061076168846	0.2940834492739235	0.7502901146376139	0.6475849424801674	0.596026704241664	0.6083728350123222	0.7118993470674971	0.7222162188796708	0.7040848232914811	0.6789414366558272	0.6900043384345041	0.6193276459995258	0.6403196384812444	0.728687253938512	0.8845699070995257	0.8488453512226494	0.8044652698001642	0.8169575417740611	0.8037077516895896	0.7332563787613041	0.8340121376947585	0.6565360040485284	0.7035816910636409	0.3032313189642245	0.5698314384151025	0.7454948407559737	0.4991240619656161	0.6198816765207248	0.5177089484809342	0.4658018046829515	0.5631840380282813	0.4842689937875883	0.49089769719062065	0.278507397504807	0.231842766486071	0.49431492251521963	0.6701053506587602	0.08547877963210732	0.36744623146316086	0.22748481881204743	0.43420426176323773	0.3906768367040994	0.35295706730460613	0.3731807325167818	0.5185023264560462	0.7346928667900939	0.8096864887142903	0.6549822321592276	0.4298054368990123	0.8312804752627219	0.610748350153601
THRB	0.9527021872992361	0.9764293147348259	0.9740378359129604	0.9532735625191374	0.9610219234658774	0.9610148861466158	0.9738499722244408	0.9378570245666307	0.9609299574600219	0.9167172424203164	0.9300764228322037	0.9417243793349332	0.6807192877033114	0.6021496030576617	0.9253507079621371	0.7060165783032762	0.7723700315027708	0.9281025392146971	0.5114269136271785	0.8826529668730781	0.8868666349447091	0.0647067929769819	0.04686234995906598	0.45456122806382515	0.34925653022370595	0.4764179007086883	0.41945536361446367	0.3842745975029078	0.6187385877270332	0.5226520325412495	0.31353695989067876	0.7798422718451093	0.5001536427001008	0.5267865251871989	0.4451554154154738	0.5946495560505364	0.49811725378298843	0.7681082389568622	0.7422090080187582	0.8912485424650473	0.8326297673003321	0.8333597562967627	0.7381952452013159	0.8677991960095884	0.8172128146226711	0.7768731490771387	0.6277785272144136	0.46926497183097143	0.4247530239899037	0.4651612464479221	0.43464137842827555	0.560523353522312	0.4390900330509372	0.46392061702588877	0.4640625728737052	0.5474902362240393	0.5497165468346054	0.5258610613073199	0.5212104073081562	0.42547963007722944	0.4850607230091449	0.6520836500755055	0.7474613094309196	0.7721979305961971	0.6645705668196589	0.7690032996242623	0.6740246210760564	0.655902411672362	0.5693189814219586	0.8018986056056371	0.5716831470938459	0.6433276761591845	-0.00035854855710982765	0.4735482880111978	0.5515215844820148	0.0354422408357254	0.6136356647712748	0.2596664597025235	0.23314803217503288	0.4822428596329554	0.4365696052945786	0.4628472683557424	-0.0003907428185762048	-0.0003561208163403075	0.06404098664646937	-0.00031043462386533727	-0.0003075027060306282	0.06082990544903844	-0.00010913507236817759	0.09138856528187031	0.13750529364291222	0.2680813208766824	0.2639089049148798	-0.00038309085442960405	0.27095892986295445	0.12610711746685108	-0.0003568762183755178	-0.0003832617891520553	0.44720721017967086	0.2241884199559583
MYC	0.954311386816266	0.9768454648615232	0.9745285692073791	0.9547865182903461	0.9621352212037572	0.9621250758156992	0.9743476026784031	0.940219586314552	0.9620589768145246	0.915621908992887	0.9273780845379419	0.9399086601021391	0.6950369451505741	0.6234960605017555	0.9274272365885482	0.7267639475545336	0.7819408558772571	0.9290901754204431	0.5240913983822197	0.8850173581017694	0.883704869728935	0.0983805372019499	0.08112986392859908	0.47493201553066555	0.3701030768190106	0.4956984894572625	0.4374938793403826	0.4036932982037941	0.6295516524963907	0.5410260037132945	0.3359790718109681	0.7840363961745531	0.5171881301487943	0.5418093193083595	0.4626699470403779	0.6077227881614531	0.513962672461198	0.77068732135884	0.7476364295477066	0.895467769505208	0.8380635562753183	0.8388427645424295	0.7515163011847039	0.8719782343085191	0.8244904902808485	0.7870221398242684	0.6503657386672967	0.5004849749314997	0.456171527903718	0.496503519967404	0.46604720420971196	0.5914376213128768	0.4699566786894952	0.4950454038666493	0.49515507304355105	0.578257079233119	0.580761507214767	0.5569148729049005	0.5522967576622598	0.458162045920672	0.5159027879469011	0.6774662704358112	0.7633510332238527	0.7858615676219081	0.6877053902255135	0.7816287347073443	0.6963675480906969	0.6799260354834921	0.6003508851737522	0.8134736002211156	0.6033927422150511	0.6685060614610755	0.01897362092412619	0.5108452098984336	0.5874277052829278	0.08082189926071462	0.6393085348893275	0.296809224675538	0.2706726115670599	0.5124671144540139	0.4668340372929087	0.49230972948856744	0.009545846623446203	0.012853125268074255	0.10820943190099332	0.01679789966145865	0.01871614802672605	0.10685239862481653	0.036436922876453615	0.1375819212006677	0.18054571988317142	0.3050723846290016	0.3012706785069386	0.012394539837131935	0.31140040026786925	0.177606440793288	0.02174762355441706	0.011978395114539924	0.4841698307463579	0.2675112485419633
SP1	0.947894882138707	0.9714187335760193	0.9690415288353407	0.9484597549637808	0.9561277540720647	0.9561207831277392	0.9688548456231533	0.9332463325197073	0.9560366564246432	0.9124780981677864	0.9255900038282358	0.9370573411022012	0.6876969506396269	0.6156271398936016	0.9209468706835904	0.7111880997353968	0.7734810912857368	0.9236499618403385	0.5297414141800858	0.8792369561988764	0.8833338863127481	0.1048170638282753	0.08784326299355687	0.47565024304557696	0.3754834310972406	0.4964405141686973	0.44225721695359876	0.40879294370109004	0.6307327454065443	0.5404188521142469	0.3415066422377735	0.7805582092836334	0.5190181736014966	0.5443516201280479	0.4667033462205261	0.6087733788780478	0.517081141447207	0.7694503315939722	0.7450433491345504	0.8875988483330158	0.8309181520468965	0.8316190715537619	0.7412743572316702	0.8648280957499321	0.8161439382266354	0.7777445710321002	0.6389891965263327	0.48963658142429206	0.44729640097365575	0.4857330795182745	0.45670229605547547	0.5764424062837357	0.4609338978752517	0.48455298122671425	0.4846880109547782	0.56404518340296	0.5661628708456014	0.5434713102432832	0.539047564730255	0.4479875554691577	0.5046616474498271	0.6612752746940708	0.7499808119501721	0.7733182402157839	0.6727747475679101	0.7702965292818386	0.6815038241059572	0.6647884512532604	0.5848088896777536	0.8015224405967878	0.5870577061420502	0.6532319290925612	0.009161884525302073	0.49371091177365034	0.5678798395117309	0.07698034855146893	0.6260798449874007	0.29026451940197756	0.26503994350181537	0.5019812694924504	0.45853644345698974	0.48353200194846035	0.00609953631077676	0.00939281349438667	0.10418374262921809	0.013738526785567464	0.014017413547906567	0.10112933220830558	0.032886328102764255	0.13019701480605458	0.1740636774731507	0.2982688139310124	0.29429997290503407	0.0068273982860057045	0.30100602247061986	0.16322162585533057	0.009320958947383284	0.00681113881558283	0.4686550325604266	0.25651747669182895
