	OXT_PTH_FN1_CCL3L1/CCL3L3_NRG1	SEMA7A_IGF1_HLA-C_PTPRF_KITLG	NGF_HGF_VEGFA_KITLG_GDF7	CGA_LTA_KITLG_IL10_TGFB2	OXT_TNF_VEGFA_KITLG_BTC	TNFSF14_TNF_EDN1_INHBA_KITLG	F2_IL1A_KITLG_NRG4_IL23A	INS_KITLG_TNFSF10_ADAM17_CCL4L1/CCL4L2	PTH_IFNA1/IFNA13_PDGFA_CTSG_KITLG	POMC_COL1A1_IL4_HLA-C_PTHLH	EREG_SEMA7A_AGT_COL1A1_BTC	OXT_COL1A1_FGF2_CD48_PTHLH	SLIT1_PTH_DCN_NTF3_CD80	TGFB1_PTHLH_IHH_RGMA	PTH_COL1A1_FLT3LG_HBEGF_IL23A	PTH_HLA-A_BMP4_LTB_IL23A	GAST_HRG_CD48_EFNA1_SHH	FN1_EDN1_CCL5_EFNA1_LRRC4B	IL1B_COL1A1_HLA-A_EFNA1_CCL4L1/CCL4L2	NRG2_INS_GAST_COL1A1_NTF3	F2_COL1A1_BMP4_AREG_NRG3	IFNG_IL1B_IL3_BMP4_NRG4	TGFB1_TNF_HLA-A_IL3_CCL4L1/CCL4L2	CCL3L1/CCL3L3_IL10_IL12A_BTC_CCL4L1/CCL4L2	HLA-A_WNT1_CD48_NRG3_SHH	EREG_F2_BDNF_IL34_NRG4	IFNG_DCN_NRG3_CCL8_CCL4L1/CCL4L2	HLA-B_FGF2_CCL3L1/CCL3L3_CD86_HBEGF	AGT_EFNA1_CD86_SST_IL34	NGF_DCN_INHBA_FGF2_SHH	WNT5A_FLT3LG_TNFSF10_TGFB2_IHH	KNG1_TGFA_LIF_TGFB2_ADAM17	IFNG_CTSG_NTF4_TNFSF10_PTH2	F2_GAST_VEGFA_IL16_HBEGF	GAST_CCL5_IL10_NRG3_FGF21	OXT_IFNB1_FGF1_RGMA_FGF23	GAST_IFNG_BDNF_FLT3LG_IL16	F2_EDN1_CD80_GAS6_NODAL	F2_PRL_IL4_FGF1_CTSG	F2_PRL_PTH_GAST_CCL4L1/CCL4L2	AGT_POMC_CGA_HGF_BTC	EGF_PDYN_CGA_CTSG_HLA-C	CGA_IGF2_IFNA1/IFNA13_IFNB1_LIF	CGA_HLA-A_EDN1_IL23A_LRRC4B	KNG1_EGF_HRG_LIF_IL23A	F2_IGF2_LIF_IL12A_RGMA	CCK_AREG_TGFB2_ADAM17_HBEGF	SLIT2_EGF_CCL5_CD86_CCL4L1/CCL4L2	HLA-C_CCL5_AREG_FGF21	NRG2_LIF_AREG_CCL3L1/CCL3L3_GDF7	CD48_AREG_TGFB2_IL16_RGMA	IFNB1_HLA-B_IL4_CD48_PTPRF	IGF2_HLA-A_HLA-C_IL12A_LEP	HRG_INHBA_CD86_IL16_SHH	TGFB1_PTH_IL10_SYK_CCL4L1/CCL4L2	PDGFA_BMP2_HGF_HBEGF_IL23A	TGFB1_IGF1_IL12A_NTF4_NODAL	IGF2_INHBA_LTB_NODAL_IL23A	IGF1_FGF1_IL3_CSF1_BMP4	WNT1_IGF1_IL3_BTC_HBEGF	EREG_PDYN_HGF_SST_IHH	SEMA7A_INS_INHBA_LRRC4B	INS_IL3_FGF2_PTPRF_NTF3	NGF_POMC_PTPRF_FLT3LG_IL23A	IL4_DCN_FGF2_PTPRF_GAS6	PDYN_GAST_HRG_BMP4_SYK	IFNA1/IFNA13_INHBA_PTPRF_SHH_FGF21	FGF1_PTPRF_BTC_CXCL12	EREG_POMC_INHBA_PTPRF_RGMA	TNFSF14_F2_AGT_PTH_IFNB1	OXT_INS_LTA_NRG1	LTA_CTSG_AREG_ADAM17_NRG1	EGF_TNF_IGF1_FGF2_HLA-C	EGF_INS_IL1B_HRG_FGF1	TNFSF11_AGT_PRL_IFNB1_PTPRF	POMC_LTA_IL1B_CD80_GDF7	AGT_NGF_GAST_TNF_CD86	TGFA_TNF_CCK_TNFSF10_TGFB2	TNFSF14_GAST_BMP4_IL16_IHH	TNF_EDN1_BDNF_TGFB2_LRRC4B	TNFSF14_CTSG_INHBA_CXCL12_SST	TNFSF14_KNG1_NRG3_SHH_NODAL	TNFSF14_INHBA_FGF2_VEGFA_CXCL12	TNFSF11_IFNB1_IL3_NRG3_SST	TNFSF11_TNFSF14_IFNA1/IFNA13_HLA-B_FGF21	SLIT3_TNF_IFNA1/IFNA13_COL1A1_RGMA	TNFSF11_AGT_TGFB1_IFNA1/IFNA13_TNFSF10	SLIT3_IL12A_TNFSF10_IL16_FGF23	IL4_BTC_TNFSF10_CCL4L1/CCL4L2_HBEGF	IL1A_BTC_SYK_TNFSF10_IHH	IL1A_CSF1_NTF4_ADAM17_IHH	IL1A_HRG_CTSG_HLA-C_TNFSF10	CCK_HLA-C_LEP_TNFSF10_IL16	LTA_IL1B_WNT1_IL12A_IHH	TNF_IL1B_IGF1_LIF_PTH2	TNFSF14_FGF2_KITLG_ADAM17_NRG4	SLIT3_TNF_PTHLH_IL12A_RGMA	TNFSF14_PDYN_IL12A_IHH	TNFSF14_IFNA1/IFNA13_PTPRF_CCL5_TNFSF10	NGF_CSF1_NTF4_TNFSF10_PTH2
ELK4	0.8570280244827081	0.7932686203930621	0.7820259979614372	1.0107418302321358	1.0119619397410555	1.0127137877500094	0.9174104565705604	0.8373361697025075	0.759600869381078	0.8249831972184053	0.9202066139554443	0.8889169165004063	0.433843929743267	0.32716680125881775	0.7186359542406825	0.25912374917769243	0.4283868151038787	0.7876657020242795	0.7908454406003235	0.7317139749908568	0.896823221013481	0.4028451947688569	0.4977058546606983	0.2663713016461982	0.2965980449535862	0.2737660368249046	0.3203756908510115	0.26701761173471183	0.48638576383617793	0.3478096177031151	0.252012626872984	0.7090169511249138	0.7492524329688209	0.40941456272280746	0.29569233736523554	0.503234104944688	0.36904483927931786	0.7547728439126351	0.6829831318153627	0.6906810192395606	0.6678312590980177	0.6638937374988083	0.4342282902885898	0.7248699373156753	0.6101202570763454	0.5204780035194829	0.22258455125060023	0.012901722283028393	-7.835694465741291e-05	0.010981658256369013	-3.223582779938935e-05	0.17303432619138945	0.13125967535150332	0.10136191692797952	0.10691502450871669	0.1551910817274459	0.15409169761683794	0.14584820430250883	0.1318651573359789	0.1274445554061602	0.11423120807784351	0.10029899166463499	0.16533203030856122	0.33080776021522607	0.26148981878982186	0.37756424270549127	0.2258278101076756	0.21243773633428437	0.15929226669740978	0.9793628723410918	0.9576323967893129	0.9633771720198944	0.897078132960527	0.37390715283199427	0.8730566345902832	0.909188501793865	0.9589824501883621	0.930303852447806	0.9275437962676087	0.9495831977410001	0.9456426142370217	0.9478958530881048	0.8905142138301106	0.775563816631161	0.9109752231280794	0.8994634428208543	0.8564729721155688	0.35447790377093147	0.3118012083484727	0.3903412044818389	0.28956503380313175	0.5095970857757045	0.4942354333571077	0.8893237585135152	0.9312586016143669	0.9158619370654368	0.8977100992320358	0.8972675599854887	0.9469783244493245	0.44243409053390376
DDIT3	0.5008337403626636	0.2443925019080267	0.22718262233017675	0.9471981678524756	0.9453207933922226	0.9468182645973761	0.6670519337561767	0.4807080783801496	0.22362449725847294	0.49690209891057885	0.7695051229358838	0.6451298854963693	0.21777144211729832	0.14804757470534405	0.24665975792636521	0.010305495135569696	0.3908870295400041	0.6318952655307851	0.8525952365047617	0.6104874711248482	0.8609558003099929	0.6868535617596422	0.7575929087582816	0.3559768686799877	0.4566593182753705	0.3542999110941237	0.4493413375937289	0.4069762190777592	0.5409266150444169	0.41072349996766344	0.4235821754911981	0.655836203600148	0.8084145633628314	0.49348495717837415	0.407823990988464	0.5638864780268535	0.4627681573083674	0.7435082153045586	0.658971578039079	0.27522825461583855	0.58512359926292	0.5774030963001581	0.40695981416627697	0.5902267256658837	0.51278262293168	0.4644680027804543	0.2681479247638138	0.10440347366374426	0.11668598326892482	0.1041676416966836	0.11396156941185474	0.21115662634221133	0.26289965910199325	0.20718063640836543	0.21358908683899291	0.20346187311891123	0.19723329540457768	0.2066265106114264	0.19457730192653458	0.2519407148705744	0.20721820023259588	-0.0012155142952661518	-0.0011933899095766698	0.035676340854097585	0.06302927941272699	0.27324523104623477	0.015132628041086392	0.08235244598523925	0.18805521273926729	0.9447933026062524	0.9787456174588546	0.9776251711836158	0.9447112354809825	0.2695156642691604	0.8461293789688324	0.9849827924638579	0.9820170200602435	0.983902905741459	0.9839399497604745	0.9837795121606417	0.9842084934365386	0.9843061249335983	0.9770437096207051	0.9165034310531284	0.9840310098902689	0.9827975196758285	0.955164596069196	0.6619548123697847	0.6686318329769046	0.6679118267742462	0.5612559932854613	0.7213573775386404	0.709970627359032	0.9736854735910188	0.9772161310771558	0.944328973181043	0.9441571687149971	0.9777875121287685	0.9484047464201714	0.4819588399026464
PPARA	0.7392122628976363	0.3780575788274776	0.3509852471458793	0.9880263008620139	0.9874868991210672	0.9879173506520199	0.8589918213121202	0.7196870854819578	0.3455271178047936	0.7355384408445131	0.9159210940855546	0.8449235330184387	0.33631719457719467	0.22671568491636965	0.38172571946697736	0.015218190748042228	0.20908241228357854	0.5847030479264665	0.9081606567818324	0.5573162248617499	0.9116601384384168	0.7398414660764266	0.824321668126914	0.24018844757633934	0.3753127996914071	0.23545094544700138	0.36014405664945537	0.2970763493801459	0.48458890861257936	0.3250203180160485	0.32763257046362154	0.6979288892272923	0.876178947528903	0.42679226549091714	0.2976541279976726	0.5329183941472982	0.38070520455331086	0.7833354156704049	0.6929394910615725	0.4266341998856686	0.5225458581371397	0.5125246274962392	0.2684900535216822	0.578690907771873	0.44100996757806166	0.3590125938027872	0.02696814559347435	0.01307908464300506	0.013078741677375454	0.013078913141663812	0.013078907953903596	0.015085481487720612	0.022064634659071967	0.014629995347252627	0.014723564623512415	0.014884647237897885	0.014848229621794337	0.014896994179022932	0.014695456111209631	0.02636126068075843	0.01468166529390996	0.013079139113647787	0.013089048979295902	0.04295171296229027	0.059000794494450864	0.12763515934356773	0.015002219721571423	0.014954816984987252	0.014781330850846569	0.9873389511835232	0.9878168098397272	0.9878804896838902	0.9870178796537933	0.4084969991080124	0.9537808169047711	0.9879362534144744	0.987177821513509	0.9875210282442614	0.9874546072788304	0.9874745041867191	0.9874173262485278	0.9874409891206293	0.9856252088273599	0.9566966058232111	0.987621101427076	0.9874268382785297	0.9773927617230006	0.6878623679462046	0.6760607469897864	0.7134075198493596	0.5313848386380451	0.751660928887153	0.7385085225018831	0.9853337260289451	0.9874921280786322	0.9871995556887035	0.9871553977253665	0.9871261531623993	0.9875592345032121	0.7022602263992531
MEF2C	0.6705170172026275	0.40566267190862815	0.38724939840408523	0.9840271002926035	0.9825630814076085	0.9837306236430701	0.7845628996486627	0.653142971984797	0.3835370462667591	0.6672234245331522	0.8472947134802179	0.770461330509091	0.3772729077479421	0.30272733069126	0.408157561438005	0.15545874874505847	0.290734043165379	0.5462127946592529	0.8373707925052959	0.5275856195255378	0.8417670001679781	0.671082062173537	0.7501640416543142	0.31189072134202844	0.4037958076305114	0.308668585539952	0.3934787717648334	0.35058320760222805	0.47811981153524663	0.36958922547446865	0.37136605197235345	0.6341535821297101	0.8020636859310591	0.4388096178797768	0.35097618427001936	0.5109914105577195	0.40746345722962296	0.710989044613258	0.6298531294370899	0.43870210936790666	0.5039365197773735	0.4971205697213082	0.33114020984661846	0.5421236315123111	0.4484798021603503	0.39270920627167094	0.16686884229964558	0.00996723279207781	0.009943905950764487	0.009955568111508297	0.009955215265477699	0.14643251511419342	0.16353371442780593	0.11545257965891681	0.12181670335412786	0.13277275350021575	0.13029580569387836	0.13361253193753025	0.11990490007211187	0.166456068921168	0.11896691631117479	0.009970937618628111	0.010644958123097823	0.1777400816767236	0.18865588052843538	0.23533761251372967	0.14076945775145408	0.1375453558755845	0.12574567908837517	0.9821631899576407	0.9834573768523913	0.983630405476936	0.9812978053532481	0.4263660740956756	0.906772502179621	0.9837820340822734	0.9817284790647923	0.9826554309446203	0.982475738314493	0.9825295515239555	0.9823749427090454	0.9824389140586265	0.9775824751675446	0.9123026856695927	0.9829264368130814	0.9824006557974376	0.956821072595167	0.6254974566223752	0.6154514854089909	0.6476227716006583	0.5099483612159177	0.6817630925725049	0.669885223747516	0.9768126564941667	0.9825772279094983	0.981787066407834	0.9816680488324451	0.9815892616701584	0.9827588578359502	0.6379030455202086
ATF2	0.6705170540407636	0.40566269709882935	0.38724942210954594	0.9840271167330576	0.982563097952858	0.9837306401047533	0.7845629295419015	0.6531430098332405	0.38353706967287715	0.6672234615637808	0.8472947393217105	0.7704613612904946	0.37727293064895595	0.3027273475813473	0.4081575868293798	0.15545875376025411	0.29073405908839645	0.5462128311826078	0.8373708189987056	0.5275856545469044	0.8417670263731022	0.6710820989786038	0.7501640736995252	0.3118907389709988	0.4037958326701795	0.3086686029091078	0.39347879597259505	0.350583228351138	0.47811984256797496	0.3695892477559147	0.3713660743970724	0.6341536210679698	0.8020637147104861	0.4388096457427571	0.3509762050506167	0.5109914442410245	0.4074634825650292	0.7109890790490253	0.6298531686200638	0.4387021372222182	0.5039365528918127	0.4971206022861484	0.33114022902775686	0.5421236677059393	0.4484798308030787	0.3927092304173792	0.16686884823488551	0.009967226075674206	0.00994389923247994	0.00995556139416412	0.00995520854810507	0.14643251940156546	0.16353372009412032	0.11545258144824501	0.12181670565662238	0.13277275668614316	0.13029580868007895	0.13361253519117258	0.11990490222044957	0.16645607482312424	0.11896691838387888	0.009970930902523243	0.010644951461342093	0.1777400884885578	0.1886558882204568	0.23533762396989752	0.14076946158218975	0.13754535944634713	0.12574568170767972	0.9821632065314991	0.9834573933336371	0.9836304219457945	0.9812978219889947	0.42636610095528016	0.9067725240277013	0.9837820505402757	0.9817284956697432	0.982655447483262	0.9824757548659917	0.9825295680716041	0.9823749592677553	0.9824389306127598	0.9775824920686388	0.9123027071388596	0.9829264533323301	0.9824006723543081	0.9568210909684173	0.625497496052418	0.6154515254058537	0.6476228097674637	0.5099483948151172	0.681763128749954	0.6698852606226122	0.9768126734501688	0.9825772444537356	0.9817870830085947	0.9816680654417175	0.9815892782850649	0.9827588743671911	0.6379030842444773
MAX	0.6705170583924028	0.405662702686765	0.3872494276974816	0.9840271174570725	0.982563098686722	0.9837306408307572	0.7845629322208197	0.653143014475148	0.3835370752608128	0.6672234659697263	0.8472947412526687	0.7704613641543655	0.3772729362368916	0.30272735316928295	0.4081575924173155	0.15545875934818978	0.2907340646763321	0.5462128367705434	0.8373708210398535	0.5275856601348401	0.8417670283650598	0.6710821033209602	0.7501640768404476	0.31189074455893445	0.40379583825811516	0.3086686084970435	0.3934788015605307	0.35058323393907365	0.47811984815591063	0.36958925334385034	0.3713660799850081	0.6341536260378511	0.802063717168453	0.4388096513306928	0.3509762106385524	0.5109914498289602	0.40746348815296485	0.7109890827608383	0.6298531736657746	0.43870214281015385	0.5039365584797484	0.4971206078740841	0.33114023461569253	0.542123673293875	0.44847983639101435	0.3927092360053149	0.16686885382282118	0.009967231663609875	0.00994390482041561	0.00995556698209979	0.00995521413604074	0.14643252498950113	0.16353372568205599	0.11545258703618068	0.12181671124455805	0.13277276227407883	0.13029581426801462	0.13361254077910825	0.11990490780838524	0.16645608041105991	0.11896692397181455	0.009970936490458913	0.010644957049277762	0.17774009407649347	0.18865589380839248	0.2353376295578332	0.14076946717012542	0.1375453650342828	0.1257456872956154	0.9821632072680649	0.983457394061477	0.9836304226724717	0.9812978227314242	0.42636610654321583	0.9067725253623233	0.9837820512659347	0.9817284964092516	0.9826554482165026	0.9824757556004453	0.9825295688056943	0.9823749600028898	0.9824389313474621	0.9775824928365074	0.9123027084236155	0.9829264540637433	0.9824006730892689	0.9568210918863288	0.6254975011755174	0.6154515307096884	0.6476228145035587	0.5099484004030529	0.6817631329187012	0.6698852649846427	0.9768126742233622	0.982577245187504	0.9817870837477063	0.9816680661816354	0.9815892790255171	0.9827588750997341	0.6379030891487131
IRF7	0.7788530177730608	0.6236831069375536	0.6269884334074509	0.7977577845263714	0.8452059962370911	0.8778602890843278	0.9761912691565051	0.7396834641148062	0.7891251683487084	0.10142465872902592	0.4324164337546066	0.26742819277314195	0.10221883530045929	0.10224537325051619	0.4668855735926235	0.45856629862608306	0.44362641018861476	0.5359351808678074	0.871150391761657	0.6270449952663207	0.41653243186730976	0.8684854757099567	0.11276264201287667	0.11263177591588105	0.11320616927173743	0.15227521679375997	0.1133365882509548	0.11319830512652122	-0.0004917712082849766	0.1161874382926974	0.11305114604452954	0.4505029598578716	0.5347000880179013	0.2662042687752738	0.1855317546685139	0.3324147106326685	0.23732424595466048	0.497847040152722	0.4380856655744974	0.7409044472268377	0.7657369215001673	0.7672284797505511	0.7007468750428398	0.7888008429587052	0.765408453706664	0.7363918889164931	0.6149011263022507	0.48128522144139396	0.4681186836151694	0.4813056012204333	0.47206874252875225	0.5118280653520544	0.4810253996523192	0.4879437616477817	0.4882975705516759	0.5068475033508619	0.5090564460572271	0.5044691441887266	0.5024407168351234	0.4906332668993068	0.49169667413303275	0.4970957769321419	0.5346745421878895	0.5530602111704003	0.5311575147689063	0.6540339947637372	0.5294779232984032	0.5265708344855358	0.5123227694246333	0.8872249027403853	0.8748569911545425	0.8821904599416487	0.5689384808770467	0.9648520271446859	0.789029062972271	1.0052249972918712	0.8794419105323221	0.8738213129153675	0.7864263365684292	0.8730690972741068	0.8725239400111163	0.8804998673010626	0.5148349798652715	0.4979545425328639	0.6991657234985447	0.5565254547599999	0.8266080776079654	0.6842229872024915	0.6734365575933424	0.9667748903259331	0.956997370457345	0.9612665307257865	0.7481094417500523	0.9815651650336169	1.0004143437584698	0.6005183725016588	0.5422009038456276	0.5464939424762472	0.8419675388027421	0.7067200111850637
IRF5	0.7141056189595016	0.29329249435305843	0.30520375759573354	0.3701292313245922	0.7160896009006497	0.7759396279850262	0.9433626448139816	0.9512226974811624	0.7702506665789443	0.27667868386427097	0.7914724940740026	0.5794700589403948	0.27632270990956265	0.27629559090188544	0.2766623914858029	0.276357703892535	0.014938781800394136	0.014599815120843901	0.9451511909054157	0.5514708554914962	0.777763983142907	0.9394987196898386	0.29489634230350337	0.29471438839107605	0.2969651209972584	0.36733195187158907	0.29727946965349494	0.2969675710143484	0.01201028719871871	0.3012922038354037	0.29657764446015755	0.8052179186193439	0.979353268805794	0.5764511622182636	0.42906042595827654	0.6838032261344206	0.523684441542965	0.8399424927210944	0.7953958029437934	0.8052824496603105	0.8380936897071486	0.8372226571784419	0.7084944330468946	0.8364442829428179	0.8119416552629426	0.7694647206939094	0.592163961915555	0.30033901381959677	0.30124412313994214	0.29995350122727504	0.30121058175716714	0.29625242962995957	0.30094567032299663	0.29950290642724126	0.2995556255117132	0.29887982861227724	0.29643384928259064	0.2973182302200266	0.29742783425237573	0.2991823807805441	0.3008781004104294	0.28678126244253915	0.2885083540628447	0.29786170568195225	0.2922239421928508	0.5423223308034223	0.2915594106339052	0.2923643279070091	0.2956836604405428	0.8342206072663865	0.7242976716321413	0.7508312132347928	0.29436638718866537	0.9462677060278701	0.7942659850178366	0.9461106957145433	0.8294934350815377	0.9826810148612842	0.5558402014539829	0.7905498734296156	0.7950184751386333	0.8114613998418716	0.29979510164743595	0.2996287312336921	0.3023028005341625	0.30141172512364695	0.9863337149077264	0.9816843940193835	0.984358002708192	0.9902138100492541	0.9423749713018486	0.9897040666172422	0.9852282763087402	0.9462113213889043	0.9468195725593974	0.2876439610130676	0.27728866322146867	0.29758870839537105	0.9841799122524685	0.9837064157989116
BCL3	0.5724123890875155	0.4627688344549697	0.46568654304639645	0.4813056034875169	0.5731562259083727	0.5988755706006249	0.9443187289884454	0.46381765732236346	0.5961229077930594	0.45869920917388923	0.606706492126359	0.5328690926340998	0.4586120120296317	0.458605369125279	0.458695218295777	0.45862058392479355	-0.0004589765604899174	-0.0004930214665971901	0.9443007497553412	0.5260105827030903	0.5997742015402443	0.9442116929215538	0.46316163416200873	0.46311711924914317	0.463668448092067	0.48090506654770854	0.4637454489784867	0.4636690482304113	-0.000753106729917137	0.4647283803981613	0.4635728501796477	0.6139651533544169	0.6045523201043899	0.5321296025691195	0.4960256886880185	0.5617585456789129	0.5192041963491002	0.63382013734219	0.6087460148970942	0.6139999893997443	0.6327038630675552	0.632180380362413	0.5703404791018157	0.6317138941672181	0.6176342533871639	0.5957483105437644	0.5359785118010497	0.4644948957853977	0.4647166057052729	0.4644004630287353	0.4647083896186231	0.4634938716662252	0.46464349857313597	0.464290088145269	0.4643030018829658	0.46413746290302427	0.46353831108982785	0.4637549435168782	0.46378179143507703	0.4642115741885448	0.4646269470854505	0.46117387371877927	0.4615969332419299	0.46388807207702826	0.46250707910981237	0.5237696176652535	0.4623442997628009	0.4625414670734977	0.46335454951966093	0.6303879920301729	0.5762334471355626	0.587000969228237	0.4630315867957206	0.9443130541823205	0.6081560850838261	0.9443129839899039	0.6276020184353591	0.5238509372995853	0.527080870379704	0.6062302483617444	0.6085487588360574	0.6173695166647645	0.4643616624620094	0.4643209094044822	0.46497593270454646	0.46475735897753506	0.6002350839951226	0.4638931723872543	0.46436190514479914	0.9443065514832812	0.9443065299629216	0.9442831641262823	0.5329342628422118	0.9443131033426435	0.9443137236489482	0.46138520123790694	0.45884832945500736	0.4638211981645252	0.4622097655130283	0.4646503295041655
REL	0.7416153159069989	0.32527640940572067	0.337519799432098	0.40306104236278567	0.7434298565294761	0.7983990615306713	0.9868087844148422	0.3296775163785923	0.7931566389344751	0.3081993496527759	0.8127328239292902	0.6188238932025288	0.3078334499046867	0.3078055747161311	0.3081826029867382	0.3078694196360834	0.0616673009874658	0.047381259537099304	0.9794095088899915	0.5906536674575295	0.8000813863123996	0.9828339756670528	0.32692473757770296	0.3267379353578058	0.32905144206354003	0.40138033790611166	0.3293745559365314	0.3290539603855717	-0.0006175668640841616	0.333499164336781	0.3286502907871206	0.8254401791542395	0.8088569171159903	0.6158978128656827	0.4648300161965981	0.7139473628227757	0.5620924731375315	0.8576401519629715	0.8163576065009576	0.8254998883382416	0.8559222201009922	0.8551129837125405	0.7364840682814557	0.8543899068802578	0.8316641179531716	0.7924326381319123	0.6308133370496134	0.3325194104705687	0.3334497573959436	0.3321231485269619	0.33341528076457927	0.32831887841093477	0.3331429827186181	0.33165998962152954	0.3317141786955203	0.3310195382659727	0.3285053566618658	0.32941439716741266	0.3295270573329566	0.33133052663092777	0.3330735288566023	0.3185836226450292	0.320358871371799	0.3299730264616052	0.3241780629292129	0.581250050534248	0.32349500193919717	0.32432236307219175	0.32773424998660083	0.8523245957499398	0.7507864677029227	0.7747614636071595	0.3263790138197812	0.9831342421522177	0.815313574025353	0.983206962716194	0.8479356972096089	0.5815912885883725	0.5951448457053162	0.811880159829518	0.8160089122159415	0.8312193873118553	0.33196033224841276	0.3317893228550249	0.33453795436884065	0.3336207676642916	0.8009389083640714	0.3299944379423114	0.3319613504933949	0.9831276388384753	0.9831474703460601	0.985363091917859	0.6190803593711739	0.9831719934264898	0.9831579110490813	0.31947037572604564	0.3088250932297345	0.3296924172078935	0.3229304638263264	0.3331716435033122
IRF3	0.7130608724805464	0.33364069985613715	0.3444359615644837	0.4022250925949396	0.7148667850823369	0.7700072987263302	0.9918630843144338	0.337521251028602	0.7647121370806523	0.31858348401119185	0.7845248177863735	0.593005438539972	0.3182608622965812	0.3182362841403714	0.3185687181139958	0.31829257758314156	0.112993044006418	0.10139104072513348	0.98619316873416	0.5676295633742773	0.771708185735863	0.988602563972347	0.3350940688984145	0.334929356728052	0.33696922477095836	0.4007431763594113	0.33725412125570686	0.3369714452298955	0.012757754102970156	0.3408908784073208	0.3366155210169507	0.7974437447538333	0.7805934948824087	0.5902693911461824	0.4566881294476098	0.6856362844316624	0.5424465407839473	0.8303863230572217	0.788205277162284	0.7975045564402612	0.8286212485209856	0.8277901004820023	0.7079589280521013	0.8270476047070214	0.8037880738587856	0.7639814588419421	0.6044763650408939	0.3400270075024574	0.3408473144991306	0.33967761477592545	0.3408169157080877	0.33632330755904055	0.3405768246326524	0.3392692375540312	0.33931701723223084	0.3387045377475456	0.3364877294648726	0.33728925013365113	0.33738858503752545	0.3389787429117298	0.3405155856596595	0.3277395220498452	0.3293047978211521	0.33778180632106425	0.33267226118057475	0.5593381911293814	0.3320699915822114	0.3327994937242277	0.3358078280366059	0.8249276576029845	0.7221976983798745	0.7461928843580476	0.3346128876230823	0.9890453420027893	0.7871448266351945	0.9891004613312513	0.8204267331740025	0.5596390679743856	0.571589532344415	0.7836595977396331	0.7878510649430656	0.8033343741097116	0.33953405614237975	0.3393832734626846	0.3418068012973383	0.34099809795213243	0.772575477031813	0.33780068462678825	0.3395349539559943	0.989024534895948	0.9890395660587773	0.9906766443033467	0.5932465624283325	0.9890741647454421	0.9890649808055649	0.3285213932944048	0.3191352156610771	0.3375343864153414	0.33157222617992677	0.34060209570560934
HIF1A	0.3881279247053757	0.9821218736732783	0.980700198734017	0.9689492957701904	0.9732252068907777	0.9731054751969889	0.9805392102307983	0.9608714065702192	0.971490597384503	0.2751624866298003	0.33044380468731716	0.35428534925888044	-0.000296613455991252	-0.0008393099853241588	0.3034762970320296	-0.00035788819419790564	0.04453608819540527	0.32266775017587845	-0.0013786269208202462	0.23016338320304267	0.22112771305694381	0.5103766899883261	0.4991106057675826	0.7210342821572827	0.6652177517535943	0.7286660262767041	0.6961853173366558	0.6817957616207634	0.7306087262655934	0.7459499972354001	0.6491013243378002	0.8391498431734522	0.7332711315292312	0.7380821342235292	0.7081105289505761	0.7604070165201917	0.7280576219825959	0.4005485665378841	0.8196489473670072	0.2277868769475019	0.14256708164342471	0.14601409459566309	0.5756330656613401	0.8794051215171391	0.8060311752570437	0.6068185660277761	-0.0007082361383397171	0.615595031510899	-0.0019083395065067252	0.6291222195833165	-0.0006075627077490616	0.7542772959323494	-0.0018503874400798187	0.32590322476163014	0.29410199824539224	0.7473107270849408	0.7499872198569083	0.7384185957797407	0.736338408446302	0.516823580929055	0.5600158369814027	0.7835081667298974	0.8445996766481854	0.856207263225462	0.8003865328642885	0.8394170315182398	0.8054430166648311	0.7970396804199632	0.7590967807211078	0.051580647864081945	0.7590503026679962	0.7870418133821285	0.5005489671798433	0.7578359269934418	0.7863639267453869	-0.004464690425118863	-0.0007594647888695453	-0.0030752514384355116	-0.003282858235311362	-0.001702219996178183	-0.002139143767575488	-0.0019924373807798353	0.03607044765619283	0.12590584517943906	-0.004258242495439888	-0.0047494882835875454	0.43318927815218805	0.49188630781476034	-1.553576047707728e-06	0.5248333388947001	0.53815702270329	0.03883897698498277	0.23437434120930728	0.4314788249909881	0.6334292513224034	0.6856434289051643	0.4333143153108493	0.434487041993046	0.7325291411796202	0.6278546125541157
