	Model	Reference
0	0.29132048837072816	0.282249035800441
1	0.31128253274823897	0.33247052969750435
2	0.04085665147037698	0.04467957285445976
3	0.5880614423545892	0.5907373445985118
4	0.38067253579102106	0.37873126209243246
5	0.7993897839901655	0.800155308079689
6	0.7102209021120625	0.7004714518310552
7	0.35462959806042343	0.3503557656031247
8	0.18250461297256296	0.18277654931530982
9	0.7912430777862319	0.790445461883385
10	0.4784660316796162	0.47737789148625265
11	0.5880492435625095	0.5907252924529626
12	0.791288439205773	0.7902591527797809
13	0.7912431599223755	0.790445456155489
14	0.6385917007912003	0.6627869238064277
15	0.9600117739422838	0.9665772634138389
16	0.47933855535427955	0.4780380337015075
17	-0.00046927950448027555	-0.00033906697057958747
18	0.680648621171211	0.6645176137528267
19	0.19334662769698072	0.19289092577035516
20	0.9820369771658821	0.9878311657111493
21	0.8894917035395875	0.9443272038498975
22	0.3705727133147819	0.37310276149209276
23	0.25017159242713083	0.2639761877422634
24	0.7221335538986855	0.7340397461922897
25	-0.0015821552747442653	0.01821158641276208
26	0.6695335755818113	0.6872775063506207
27	0.9160635875639702	0.9251156286492368
28	0.22302865644339498	0.2219984364828564
29	0.15411720291615516	0.15405443181851222
30	0.4739977388449191	0.48054958406906356
31	0.4761215958816971	0.47615639154236017
32	0.10715295136572686	0.1062857413132078
33	0.22456624540652595	0.23157686688929932
34	0.6385917741127629	0.6627869282860571
35	0.3019558030597594	0.32005155760469767
36	0.662784607716217	0.6332748176450642
37	0.15183451085072117	0.1492917734746337
38	0.9432827235756256	0.9746208856191793
39	0.7746440661180981	0.7473942675070592
40	0.9717326093894666	0.9756538001795256
41	0.9895116995673121	0.9877450182976891
42	0.6385918466722316	0.6627868865172241
43	0.7029492969761614	0.7305694490967183
44	0.30195489024675204	0.320050595689529
45	0.10626078392612603	0.10536369803936363
46	0.15525575643345882	0.1589103473006497
47	0.941109006296448	0.946328316733594
48	0.9897692128158371	0.9926007354316259
49	0.35867686201057375	0.35990324788424344
50	0.19210799570350884	0.19478325795056056
51	0.8297893134744401	0.841053171108277
52	0.9642714430747354	0.9599713455782459
53	0.29697915397531094	0.30311864233147373
54	0.9572337716452486	0.9634777666823227
55	0.7358451504322294	0.7367381862149321
56	0.9448915101340942	0.9621928621772002
57	0.5137348612570221	0.48463777660482577
58	-0.012341934603840336	-0.010522856242070958
59	0.8933121978798524	0.8830060850189894
60	0.62766110902131	0.6233540124235211
61	0.5478794394521673	0.5369202014357228
62	0.6091400198376674	0.6023807915624699
63	0.535160080727194	0.5474656160096968
64	0.5978282873944739	0.6154829991981132
65	0.9837320632900213	0.9840201779305395
66	-0.012341312508934006	-0.010522373789245507
67	0.5830774564547565	0.601990995613609
68	0.5978282950089658	0.6154829875309327
69	0.30023935126184564	0.302557592184884
70	0.7059806659899542	0.7040797868908915
71	0.9872054377280841	0.9713298788629875
72	0.5207524182676985	0.5301251719888429
73	-0.0016867492569075475	-0.0004933293440251538
74	0.5347170210289024	0.5470417979151034
75	0.3280729354647414	0.3232028648560711
76	0.4374289321425853	0.4586054305649312
77	0.8555957785006703	0.8708906732220794
78	0.8946343133554121	0.8876837035828485
79	0.3166336883639324	0.3269461079875036
80	0.696363304253574	0.6879282597350164
81	0.1502067847831757	0.14788880296694726
82	0.1772041026224649	0.1753504950792136
83	0.30149009382661024	0.3028465457702527
84	0.15411720291615516	0.15405443181851222
85	0.8849654892760098	0.8854396004390276
86	0.9958708180375228	0.9811318077848645
87	0.4222361427668182	0.4314263954982715
88	0.30983721411799936	0.3079008610350214
89	0.3002393508649384	0.30255759777281965
90	0.8956685612299988	0.905601224257352
91	-0.0021058570146913146	-0.003890030248187603
92	0.3020364938901681	0.3042269951560218
93	0.32936536760100893	0.3218450200347618
94	-0.004140984760073022	-0.00454365754947867
95	0.19985422814865583	0.18214275935568291
96	0.3126658241215317	0.30780583253131144
97	0.3002393071752238	0.30255757530848487
98	0.22168326380000788	0.22646610007371293
99	0.8956680118759657	0.905600202375966
100	0.4225692127558468	0.4317883027940918
101	0.32257153004761924	0.3300691693071655
102	0.2902437587415002	0.2762958417233346
103	0.3220917167563005	0.3182365114615924
104	0.38581547930464294	0.3921306015301551
105	0.2848027657232419	0.2890416381657812
106	-0.0006217494030759682	-0.000840198381304463
107	0.11153472020719866	0.10224610146576299
108	0.9791733194300503	0.9812540850597951
109	0.7013496632963326	0.7000167347848099
110	0.5955032457873067	0.6105971781063642
111	0.9295263375460833	0.9511777924694833
112	0.6980694405465176	0.7012246363699376
113	0.4526410738479384	0.4355406872104299
114	0.4395613081355197	0.44685272522254066
115	0.47583867558282644	0.473257491314107
116	0.28036317623701584	0.26017269468639065
117	0.5144900998308027	0.5176788609470724
118	0.5901241085915282	0.5995742862632092
119	0.47609063050776834	0.4740809322925624
120	0.5768312280946762	0.5897317426762596
121	0.4526344046867845	0.4355343306391163
122	0.45494994329121635	0.4529114221905118
123	0.47609056524150783	0.4740809199991039
124	0.31052078986972204	0.3125967011842254
125	0.6468395375096282	0.6429619295248262
126	0.5669665805511446	0.5795646513470627
127	0.6406578846073103	0.6518113707824015
128	0.6079924314932357	0.6300622257305238
129	0.5874289095063686	0.5968804617954586
130	0.3524871823908429	0.3396134793607829
131	0.4451129423681473	0.46312481616527884
132	0.4981145565352834	0.4877005340816212
133	0.6520587984435797	0.6809989685420826
134	0.26497734972954834	0.2662120967518714
135	0.6767642662288292	0.6864572237586508
136	0.3477859091038046	0.356827624696248
137	0.9327656739373883	0.9358697712208285
138	0.2088528747953373	0.21538663020508697
139	0.15411720291615516	0.15405443181851222
140	0.9761620355617463	0.9766712989825244
141	0.5717993868352936	0.5865465193150482
142	0.6862983595389244	0.6911345432949418
143	0.21833713373574412	0.23306688114849183
144	0.31052079200982907	0.31259670677216106
145	0.8782010237215038	0.8927328287656681
146	-0.0014389797512987653	-0.0038828037524356466
147	0.12469722423346147	0.13662108407066356
148	0.27531686013930007	0.33493688461341786
149	-0.004128342610976276	-0.004543515808474409
150	0.2512704567893353	0.21726680777427781
151	0.3286485009842127	0.3267702337534144
152	0.31052075213617936	0.31259668349833036
153	0.23683651516705917	0.2412264328648131
154	0.8782004351263571	0.8927317644338739
155	0.6873344371044937	0.6921767570529118
156	0.9559636544823761	0.9556136444502034
157	0.29534059496692305	0.2947458128126089
158	0.3362998797868219	0.3349578350802175
159	0.36572563742275876	0.36307083330571943
160	0.9248599884961799	0.9233548365426025
161	0.7172058923282532	0.7202639108868382
162	0.14820348128397234	0.11263085895200936
163	0.2810981975038665	0.28660853557242033
164	0.6494663593038876	0.6470596951331888
165	0.2041366727016276	0.21128272653863417
166	0.4199427456717942	0.40536729020819817
167	0.7966222416644799	0.7890584350690317
168	-0.012222573633381115	-0.010488378076672206
169	0.8927572762565226	0.8832790536861872
170	0.41109211983734395	0.39795767950060873
171	0.7418777558130883	0.7366192790611844
172	0.308810930896532	0.31421287216961175
173	0.4431966747885106	0.4563344110516304
174	0.37126069454358684	0.38182250073896545
175	0.9828039771608914	0.9836962691599768
176	-0.012221956412351012	-0.010487896889163632
177	0.34461761602551433	0.3559207516382161
178	0.3712605665187288	0.381822488445507
179	0.4930750676853177	0.5032566464856625
180	0.7317505992166117	0.7303415100849876
181	0.9859026729355264	0.9708129044241725
182	0.5098573763042935	0.5217523132242422
183	-0.0016866488613952158	-0.0004915456576947071
184	0.4431460220741532	0.4560757690905583
185	0.9784371783973653	0.979495662212503
186	0.8891464052631238	0.9428044982057946
187	0.7813288787671991	0.7826888597146234
